Año;Trimestre;codigoDonativo;descripcion;pasivo;codigoPasivo;organismo;IdOrPortal;cargo;fechaDonativo;ocasion
2015;2;ab00110573;"1 ejemplar de la publicación  de la Fundación Konrad Adenaur Stiftung  y del Tribunal Constitucional ""Comentario a la Convención sobre Derechos Humanos""  ";Mahmud Aleuy Peña y Lillo;AB001431;SUBSECRETARÍA DEL INTERIOR;ab001;Subsecretario(a);14-04-2015;divulgar el alcance de los derechos de este instrumento regional
2015;2;ab00111213;" 1 ejemplar  del libro ""La Nueva Élite, La transición evolutiva de la sociedad chilena. Autores: Daniel Fernández K. y Pablo Reyes A.";Mahmud Aleuy Peña y Lillo;AB001431;SUBSECRETARÍA DEL INTERIOR;ab001;Subsecretario(a);27-04-2015;regalo para dar a conocer esta publicación
2015;2;ab00112443;"Libro ""Carabineros de Chile, Una Institución al Servicio del País""";Mahmud Aleuy Peña y Lillo;AB001431;SUBSECRETARÍA DEL INTERIOR;ab001;Subsecretario(a);05-05-2015;Aniversario de Carabineros
2015;2;ab00112893;1 ejemplar del libro Prat;Mahmud Aleuy Peña y Lillo;AB001431;SUBSECRETARÍA DEL INTERIOR;ab001;Subsecretario(a);08-05-2015;Mes del Mar
2015;2;ab00116903;Libro;Mahmud Aleuy Peña y Lillo;AB001431;SUBSECRETARÍA DEL INTERIOR;ab001;Subsecretario(a);08-06-2015;Contribuir al debate público sobre la calidad de la democracia en materias de representación, participación y derechos humanos para contribuir a la construcción de más y mejor democracia.
2015;2;ab00116603;"Libro "" Condicionantes de la Participación electoral en Chile""";Ricardo Montero Allende;AB0014533;SUBSECRETARÍA DEL INTERIOR;ab001;Jefe(a) de Gabinete;05-06-2015;regalo
2015;2;ab00114763;"Dos libros: ""El nuevo rostro de la democracia"", ""La experiencia democrática Chilena""";Jorge Alfonso Burgos Varela;AB0014534;SUBSECRETARÍA DEL INTERIOR;ab001;Ministro(a);25-05-2015;regalo
2015;2;ab00115713;"Libro ""Iglesias bajo la Cruz del Sur""";Jorge Alfonso Burgos Varela;AB0014534;SUBSECRETARÍA DEL INTERIOR;ab001;Ministro(a);29-05-2015;no especifica 
2015;2;ab00115783;Vino y Estuatilla;Jorge Alfonso Burgos Varela;AB0014534;SUBSECRETARÍA DEL INTERIOR;ab001;Ministro(a);19-05-2015;no especifica
2015;2;ab00115793;Libro;Jorge Alfonso Burgos Varela;AB0014534;SUBSECRETARÍA DEL INTERIOR;ab001;Ministro(a);13-05-2015;Diálogos Constitucionales
2015;2;ab00115803;Carpeta de Cuero y lapicero;Jorge Alfonso Burgos Varela;AB0014534;SUBSECRETARÍA DEL INTERIOR;ab001;Ministro(a);15-05-2015;Encuentro Binacional
2015;2;ab00115813;"Libro "" Parque Nacional Yendegaia";Jorge Alfonso Burgos Varela;AB0014534;SUBSECRETARÍA DEL INTERIOR;ab001;Ministro(a);13-05-2015;no especifica
2015;2;ab00116333;"Dos libros ""Senderismo, Poesía en los senderos, voces desde la naturaleza"" y ""Defensores del Pueblo OMBUDSMEN""";Jorge Alfonso Burgos Varela;AB0014534;SUBSECRETARÍA DEL INTERIOR;ab001;Ministro(a);03-06-2015;no especifica
2015;2;ab00116343;"LIBRO ""MEMORIA FUNDACIÓN IMAGEN DE CHILE""";Jorge Alfonso Burgos Varela;AB0014534;SUBSECRETARÍA DEL INTERIOR;ab001;Ministro(a);03-06-2015;Principales actividades desarrolladas durante el año pasado para el posicionamiento de la marca país Chile
2015;2;ab00116353;dos libros;Jorge Alfonso Burgos Varela;AB0014534;SUBSECRETARÍA DEL INTERIOR;ab001;Ministro(a);03-06-2015;no especifica
2015;2;ab00116613;"Libro ""Condicionantes de la participación electoral en Chile""";Jorge Alfonso Burgos Varela;AB0014534;SUBSECRETARÍA DEL INTERIOR;ab001;Ministro(a);05-06-2015;regalo
