Año;Trimestre;codigoDonativo;descripcion;pasivo;codigoPasivo;organismo;IdOrPortal;cargo;fechaDonativo;ocasion
2018;1;ab001243033;Libros;Andrés Chadwick Piñera;AB001173929;SUBSECRETARÍA DEL INTERIOR;ab001;Ministro(a);21-03-2018;envío por correo
2018;1;ab001244663;Libro;Andrés Chadwick Piñera;AB001173929;SUBSECRETARÍA DEL INTERIOR;ab001;Ministro(a);26-03-2018;Regalo
2018;1;ab001244803;Un Libro Constitución Politica de Chile mas un Bolígrafo.;Andrés Chadwick Piñera;AB001173929;SUBSECRETARÍA DEL INTERIOR;ab001;Ministro(a);27-03-2018;Regalo de cortesía
2018;1;ab001245343;Libro;Andrés Chadwick Piñera;AB001173929;SUBSECRETARÍA DEL INTERIOR;ab001;Ministro(a);28-03-2018;Regalo cortesía
2018;1;ab001231803;Películas;Mario Fernandez Baeza;AB00151083;SUBSECRETARÍA DEL INTERIOR;ab001;Ministro(a);03-01-2018;regalo
2018;1;ab001231813;entradas para obra de teatro;Mario Fernandez Baeza;AB00151083;SUBSECRETARÍA DEL INTERIOR;ab001;Ministro(a);03-01-2018;Regalo
2018;1;ab002244073;Longaniza de Chillán y fuente de Quinchamalí;Felipe Salaberry;AB002173323;SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE);ab002;Subsecretario(a);21-03-2018;Audiencia en la SUBDERE
2018;1;ab002244083;PIE DE NUECES Y ARTESANÍA REPRESENTADO UNA CASA PATRIMONIAL;Felipe Salaberry;AB002173323;SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE);ab002;Subsecretario(a);21-03-2018;Audiencia en la SUBDERE
2018;1;ab002244093;2 FRASCOS DE PAPAYAS AL JUGO DE COBQUECURA;Felipe Salaberry;AB002173323;SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE);ab002;Subsecretario(a);21-03-2018;AUDIENCIA EN LA SUBDERE
2018;1;ab002244103;LIBRO DE COIHUECO. AUTOR ZILEY MORA PENROSE;Felipe Salaberry;AB002173323;SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE);ab002;Subsecretario(a);26-03-2018;AUDIENCIA EN LA SUBDERE
2018;1;ab002244463;2 blocks de notas DE LA MUNICIPALIDAD DE YUMBEL;Felipe Salaberry;AB002173323;SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE);ab002;Subsecretario(a);27-03-2018;AUDIENCIA EN SUBDERE
2018;1;ab002245453;COLLAR TÍPICO DE ISLA DE PASCUA;Felipe Salaberry;AB002173323;SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE);ab002;Subsecretario(a);23-03-2018;AUDIENCIA EN SUBDERE
2018;1;ab002231053;Revista de la Cámara de Comercio de Santiago, Diciembre 21017;Ricardo Cifuentes Lillo;AB002648;SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE);ab002;Subsecretario(a);02-01-2018;Cortesía enviada por correo.
2018;1;ab002235473;Revista Estilo Araucanía;Ricardo Cifuentes Lillo;AB002648;SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE);ab002;Subsecretario(a);23-01-2018;Cortesía enviada por correo.
2018;1;ab002240003;"Galvano de base de madera y faro decorativo con placa que indica ""En agradecimiento"".";NEMESIO ARANCIBIA TORRES;AB002903;SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE);ab002;Jefe División de Municipalidades, Subsecretario Subrogante.;20-02-2018;Audiencia de lobby solicitada por la Asociación de Municipios Rurales de la Región Metropolitana (AMUR).
2018;1;ab006232813;Selección DVD Cine Chileno;Patricio Santamaría Mutis;AB006833;SERVICIO ELECTORAL (SERVEL);ab006;Consejero(a) del Consejo Directivo del Servicio Electoral;04-01-2018;Obsequio de Navidad
2018;1;ab006232783;Selección DVD Cine Chileno;Raúl García Aspillaga;AB00687505;SERVICIO ELECTORAL (SERVEL);ab006;Jefe(a) de servicio;04-01-2018;Obsequio de navidad
2018;1;ab008246033;Reloj de Madera;Marco Antonio Diaz Muñoz;AB008174916;INTENDENCIA REGIÓN DE ANTOFAGASTA;ab008;Intendente(a);27-03-2018;en visita protocolar a la Comuna de mejillones
2018;1;ab010242063;reloj de escritorio;Geoconda Navarrete Arratia;AB010172722;INTENDENCIA REGIÓN DE AYSÉN;ab010;Intendente(a);14-03-2018;Saludo protocolar
2018;1;ab010242923;"Libro ""Biblia de Estudio del Expositor""";Geoconda Navarrete Arratia;AB010172722;INTENDENCIA REGIÓN DE AYSÉN;ab010;Intendente(a);21-03-2018;Saludo Protocolar
2018;1;ab010243623;cd de música;Geoconda Navarrete Arratia;AB010172722;INTENDENCIA REGIÓN DE AYSÉN;ab010;Intendente(a);22-03-2018;saludo protocolar
2018;1;ab010245763;una lapicera y un llavero;Geoconda Navarrete Arratia;AB010172722;INTENDENCIA REGIÓN DE AYSÉN;ab010;Intendente(a);28-03-2018;aludo Protocolar
2018;1;ab010240923;un juego de jarrón con vasitos;Karina Alejandra Acevedo Auad;AB01078917;INTENDENCIA REGIÓN DE AYSÉN;ab010;Intendenta Región Aysén;07-03-2018;Despedir a la Autoridad que cumple su período de gestión
2018;1;ab014233173;Libro;Ricardo Millan Gutierrez;AB014102989;INTENDENCIA REGIÓN DE LOS RÍOS;ab014;Intendente(a);08-01-2018;Saludo protocolar delegación de la Cámara Chile de la Construcción
2018;1;ab014235193;Libro;Ricardo Millan Gutierrez;AB014102989;INTENDENCIA REGIÓN DE LOS RÍOS;ab014;Intendente(a);22-01-2018;Cortesía
2018;1;ab015246093;Biblia;Christian Matheson Villán;AB015172853;INTENDENCIA REGIÓN DE MAGALLANES Y ANTÁRTICA CHILENA;ab015;Intendente(a);15-03-2018;Saludo Protocolar Sr. Intendente
2018;1;ab015246103;Libro Una Travesía Memorable;Christian Matheson Villán;AB015172853;INTENDENCIA REGIÓN DE MAGALLANES Y ANTÁRTICA CHILENA;ab015;Intendente(a);13-03-2018;Saludo Protocolar a Sr. Intendente de Sr. Alcalde de Punta Arenas
2018;1;ab015246113;Juego de colleras;Christian Matheson Villán;AB015172853;INTENDENCIA REGIÓN DE MAGALLANES Y ANTÁRTICA CHILENA;ab015;Intendente(a);17-03-2018;Visita de Presidenta de Croacia
2018;1;ab015246143;Libro Miradas Entrecruzadas;Christian Matheson Villán;AB015172853;INTENDENCIA REGIÓN DE MAGALLANES Y ANTÁRTICA CHILENA;ab015;Intendente(a);26-03-2018;Saludo Protocolar a Sr. Intendente de Sr. Gerente de Aguas Magallanes S.A.
