Año;Trimestre;codigoDonativo;descripcion;pasivo;codigoPasivo;organismo;IdOrPortal;cargo;fechaDonativo;ocasion
2018;3;ab001275123;Cuatro Libros;Andrés Chadwick Piñera;AB001173929;SUBSECRETARÍA DEL INTERIOR;ab001;Ministro(a);20-07-2018;Regalo cortesía
2018;3;ab001275793;Libro;Andrés Chadwick Piñera;AB001173929;SUBSECRETARÍA DEL INTERIOR;ab001;Ministro(a);24-07-2018;Regalo cortesía
2018;3;ab001277573;Libro;Andrés Chadwick Piñera;AB001173929;SUBSECRETARÍA DEL INTERIOR;ab001;Ministro(a);31-07-2018;Regalo cortesía
2018;3;ab001278613;Libro;Andrés Chadwick Piñera;AB001173929;SUBSECRETARÍA DEL INTERIOR;ab001;Ministro(a);01-08-2018;Regalo cortesía
2018;3;ab001280383;Libro;Andrés Chadwick Piñera;AB001173929;SUBSECRETARÍA DEL INTERIOR;ab001;Ministro(a);10-08-2018;Regalo cortesía
2018;3;ab001281013;Libro;Andrés Chadwick Piñera;AB001173929;SUBSECRETARÍA DEL INTERIOR;ab001;Ministro(a);16-08-2018;Regalo cortesía
2018;3;ab001282453;Libro;Andrés Chadwick Piñera;AB001173929;SUBSECRETARÍA DEL INTERIOR;ab001;Ministro(a);23-08-2018;Regalo cortesía
2018;3;ab001283063;Libro;Andrés Chadwick Piñera;AB001173929;SUBSECRETARÍA DEL INTERIOR;ab001;Ministro(a);27-08-2018;Regalo cortesía
2018;3;ab001290473;Keará de Pesaj (plato);Andrés Chadwick Piñera;AB001173929;SUBSECRETARÍA DEL INTERIOR;ab001;Ministro(a);30-09-2018;Regalo cortesía en invitación ceremonia.
2018;3;ab001285473;Libro;Andrés Chadwick Piñera;AB001173929;SUBSECRETARÍA DEL INTERIOR;ab001;Ministro(a);05-09-2018;Regalo cortesía
2018;3;ab001286113;Libro;Andrés Chadwick Piñera;AB001173929;SUBSECRETARÍA DEL INTERIOR;ab001;Ministro(a);10-09-2018;Regalo cortesía
2018;3;ab001286123;Libro;Andrés Chadwick Piñera;AB001173929;SUBSECRETARÍA DEL INTERIOR;ab001;Ministro(a);10-09-2018;Regalo cortesía
2018;3;ab001287003;Un paquete de aceitunas.;Andrés Chadwick Piñera;AB001173929;SUBSECRETARÍA DEL INTERIOR;ab001;Ministro(a);12-09-2018;Regalo cortesía
2018;3;ab002272793;3 KG DE MIEL 100% NATURAL;Felipe Salaberry;AB002173323;SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE);ab002;Subsecretario(a);09-07-2018;AUDIENCIA PROTOCOLAR CON LA ALCALDESA DE NINHUE, EN LA PALACIO LA MONEDA
2018;3;ab002275263;VINO MAULINO;Felipe Salaberry;AB002173323;SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE);ab002;Subsecretario(a);20-07-2018;GIRA PROTOCOLAR DEL ALCALDE POR SANTIAGO
2018;3;ab002275273;Libro Isla de los muertos;Felipe Salaberry;AB002173323;SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE);ab002;Subsecretario(a);19-07-2018;Receptado por la oficina de partes
2018;3;ab002277113;"Libro "" Chile: Territorio Volcánico""";Felipe Salaberry;AB002173323;SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE);ab002;Subsecretario(a);25-07-2018;Receptado por la oficina de partes
2018;3;ab002279743;1 LITRO DE ACEITE DE OLIVA DE LA COMUNA DE LA ESTRELLA;Felipe Salaberry;AB002173323;SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE);ab002;Subsecretario(a);06-08-2018;AUDIENCIA PROTOCOLAR CON EL SUBSECRETARIO
2018;3;ab002280293;"LIBRO ""HUELLAS EN EL PAISAJE, CABALLO RAZA CHILENA""";Felipe Salaberry;AB002173323;SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE);ab002;Subsecretario(a);10-08-2018;Receptado por la oficina de partes
2018;3;ab002283833;LIBRO LA RUTA DE LOS ITALIANOS SANTIAGO PROVIDENCIA;Felipe Salaberry;AB002173323;SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE);ab002;Subsecretario(a);29-08-2018;RECEPTADO POR OFICINA DE PARTES
2018;3;ab002285713;DULCES DE CODEGUA;Felipe Salaberry;AB002173323;SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE);ab002;Subsecretario(a);06-09-2018;RECEPTADO POR LA SECRETARÍA DEL SUBSECRETARIO
2018;3;ab002286463;"Libro ""RUTA ENERGÉTICA 2017-2022";Felipe Salaberry;AB002173323;SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE);ab002;Subsecretario(a);10-09-2018;Receptado por oficina de partes
2018;3;ab002286473;LÁMINA REPRESENTATIVA DE PURÉN Y LLAVERO CON LOGO DE LA COMUNA;Felipe Salaberry;AB002173323;SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE);ab002;Subsecretario(a);11-09-2018;AUDIENCIA CON EL SUBSECRETARIO
2018;3;ab002289873;2 TORTILLAS DE RESCOLDO;Felipe Salaberry;AB002173323;SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE);ab002;Subsecretario(a);03-09-2018;AUDIENCIA CON EL SUBSECRETARIO EN PALACIO LA MONEDA
2018;3;ab002289893;"LIBRO ""MEMORIA ANUAL 2017"" - CÁMARA DE COMERCIO PERUANO-CHILENA";Felipe Salaberry;AB002173323;SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE);ab002;Subsecretario(a);28-09-2018;AUDIENCIA CON EL SUBSECRETARIO EN PALACIO LA MONEDA
2018;3;ab004285973;UN GALVANO Y PACK DE MIEL;María Alejandra Riquelme Reyes;AB0043197;OFICINA NACIONAL DE EMERGENCIA (ONEMI);ab004;Directora Regional OHiggins;10-08-2018;ESCUELA FORMATIVA JUNTAS DE VECINOS COMUNA DE LAS CABRAS, EN CONJUNTO CON DOS
2018;3;ab004285993;UN LIBRO FOTOGRÁFICO COMUNA DE PICHILEMU Y UNA FUENTE DE ARTESANÍA DE LOCALIDAD DE PAÑUL, CON ESPECIES;María Alejandra Riquelme Reyes;AB0043197;OFICINA NACIONAL DE EMERGENCIA (ONEMI);ab004;Directora Regional OHiggins;24-08-2018;VISITA DE CAMION SIMULADOR SÍSMICO MÓVIL, COMUNA DE PICHILEMU
2018;3;ab010273743;"Libro ""Historia del rodeo chileno""";Geoconda Navarrete Arratia;AB010172722;INTENDENCIA REGIÓN DE AYSÉN;ab010;Intendente(a);14-07-2018;Saludo protocolar Federación de Rodeo Chileno Región Aysén
2018;3;ab010274303;"Libros ""Edición Aniversario Memorial Ejército de Chile 1906 - 2016"" ""Proceso de profesionalización de los los ejércitos de Argentina y Chile período 1895 - 1938"" y Revista ""Escenarios Actuales"" Centro de Estudios e Investigaciones militares Ejército de Ch";Geoconda Navarrete Arratia;AB010172722;INTENDENCIA REGIÓN DE AYSÉN;ab010;Intendente(a);18-07-2018;"intendente realizó presentación de recursos naturales como factor de desarrollo nacional en la región de aysén temática ""Realidad y desafíos de la Región de aysén"""
2018;3;ab010276633;"libro ""Huellas en el Paisaje Caballo Raza Chilena";Geoconda Navarrete Arratia;AB010172722;INTENDENCIA REGIÓN DE AYSÉN;ab010;Intendente(a);26-07-2018;Saludo
2018;3;ab010287813;Medalla;Geoconda Navarrete Arratia;AB010172722;INTENDENCIA REGIÓN DE AYSÉN;ab010;Intendente(a);14-09-2018;Desfile 18 de Septiembre
2018;3;ab016278683;20 entradas marquesinas;Juan Manuel Masferrer Vidal;AB016173968;INTENDENCIA REGIÓN DEL LIBERTADOR BERNARDO O'HIGGINS;ab016;Intendente(a);27-07-2018;Encuentro Deportivo O'Higgins versus Unión La Calera
2018;3;ab016280703;20 entradas marquesinas;Juan Manuel Masferrer Vidal;AB016173968;INTENDENCIA REGIÓN DEL LIBERTADOR BERNARDO O'HIGGINS;ab016;Intendente(a);08-08-2018;Encuentro Deportivo O'Higgins versus Deportes Antofagasta
2018;3;ab016284113;Invitaciones Marquesinas;Juan Manuel Masferrer Vidal;AB016173968;INTENDENCIA REGIÓN DEL LIBERTADOR BERNARDO O'HIGGINS;ab016;Intendente(a);23-08-2018;Encuentro Deportivo O'Higgins versus Unión Española
2018;3;ab016292163;Invitaciones marquesinas;Juan Manuel Masferrer Vidal;AB016173968;INTENDENCIA REGIÓN DEL LIBERTADOR BERNARDO O'HIGGINS;ab016;Intendente(a);28-09-2018;Encuentro Deportivo Palestino V/s Club Deportivo O'Higgins
2018;3;ab016292173;Libro Rancagua en la Historia;Juan Manuel Masferrer Vidal;AB016173968;INTENDENCIA REGIÓN DEL LIBERTADOR BERNARDO O'HIGGINS;ab016;Intendente(a);24-09-2018;semana de aniversario comuna de Rancagua
2018;3;ab017275543;JUEGO DE TAZAS DE PORCELANA CHINA, COLOR BLANCO Y AZUL 9 PIEZAS;Miguel Angel Quezada Torres;AB017172833;INTENDENCIA REGIÓN DE TARAPACÁ;ab017;Intendente;19-07-2018;CUMPLEAÑOS CONSULADO CHINO EN IQUIQUE
2018;3;ab017289903;"GALVANO DE MADERA (MUNICIPIO RENAICO), LIBRO ATACAMA DESIERTO VIVO, GALVANO DE VIDRIO (CALAMA), GALVANO DE LOZA BLANCO (CHILLAN), GALVANO DE LOZA BLANCO (ALTO HOSPICIO), BOTELLA DE VINO 750 CC ""MISIONES DE RENGO"", ESPEJO MARCO DE MADERO (REGIÓN DE LOS RÍO";Miguel Angel Quezada Torres;AB017172833;INTENDENCIA REGIÓN DE TARAPACÁ;ab017;Intendente;28-09-2018;"CAMPEONATO NACIONAL DE CUECA INFANTIL ""PAMPA Y MAR"" VERSIÓN 2018"
2018;3;ab019273593;medalla escuadrón de sub oficiales;Jorge Ulloa Aguillon;AB019175825;INTENDENCIA REGIÓN DEL BÍO BÍO;ab019;Intendente(a);12-07-2018;presente por el anviersario de escuela de sub oficiales de carabineros grupo Concepcion
2018;3;ab019274053;galvano;Jorge Ulloa Aguillon;AB019175825;INTENDENCIA REGIÓN DEL BÍO BÍO;ab019;Intendente(a);13-07-2018;Inauguracion Maquinaria Quillaco
2018;3;ab019276963;LIBRO;Jorge Ulloa Aguillon;AB019175825;INTENDENCIA REGIÓN DEL BÍO BÍO;ab019;Intendente(a);27-07-2018;pastores Evangelicos
2018;3;ab019288393;pergamino;Jorge Ulloa Aguillon;AB019175825;INTENDENCIA REGIÓN DEL BÍO BÍO;ab019;Intendente(a);25-09-2018;visita protocolar
2018;3;ab046281943;Entradas TRM;FELIPE GUILLERMO DONOSO CASTRO;AB046174708;GOBERNACIÓN PROVINCIAL DE TALCA;ab046;Gobernador(a);23-08-2018;invitación National ballet of ukraine
2018;3;ab046290653;caja de madera con mate y bombilla en su interior;FELIPE GUILLERMO DONOSO CASTRO;AB046174708;GOBERNACIÓN PROVINCIAL DE TALCA;ab046;Gobernador(a);27-09-2018;visita de trabajo en Malargue, Argentina
2018;3;ab046290663;set de productos de la Linea Secretos del Monte;FELIPE GUILLERMO DONOSO CASTRO;AB046174708;GOBERNACIÓN PROVINCIAL DE TALCA;ab046;Gobernador(a);25-09-2018;Reunión de trabajo con Intendente en la Municipalidad de San Rafael, Argentina
