Año;Trimestre;codigoDonativo;descripcion;pasivo;codigoPasivo;organismo;IdOrPortal;cargo;fechaDonativo;ocasion
2017;4;ab001223163;Botella de licor;Mahmud Aleuy Peña y Lillo;AB001431;SUBSECRETARÍA DEL INTERIOR;ab001;Subsecretario(a);14-12-2017;Fiestas Navideñas
2017;4;ab001213763;Libro;Mario Fernandez Baeza;AB00151083;SUBSECRETARÍA DEL INTERIOR;ab001;Ministro(a);16-10-2017;Regalo
2017;4;ab001220083;Libro;Mario Fernandez Baeza;AB00151083;SUBSECRETARÍA DEL INTERIOR;ab001;Ministro(a);28-11-2017;Cumpleaños
2017;4;ab001223973;Calendario;Mario Fernandez Baeza;AB00151083;SUBSECRETARÍA DEL INTERIOR;ab001;Ministro(a);14-12-2017;regalo
2017;4;ab001223993;calendario;Mario Fernandez Baeza;AB00151083;SUBSECRETARÍA DEL INTERIOR;ab001;Ministro(a);18-12-2017;regalo
2017;4;ab001226713;Vino y chocolate;Mario Fernandez Baeza;AB00151083;SUBSECRETARÍA DEL INTERIOR;ab001;Ministro(a);22-12-2017;Navidad
2017;4;ab001226723;vino;Mario Fernandez Baeza;AB00151083;SUBSECRETARÍA DEL INTERIOR;ab001;Ministro(a);22-12-2017;Navidad
2017;4;ab002222803;Publicación 25 años Tompkins Conservation;Ricardo Cifuentes Lillo;AB002648;SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE);ab002;Subsecretario(a);12-12-2017;Cortesía enviada por correo.
2017;4;ab009220903;Puntero laser;Alexandra Laura Lucia Yamila Núñez Sorich;AB009127234;INTENDENCIA REGIÓN DE ATACAMA;ab009;Intendente(a);28-11-2017;obsequio entregado en Intendencia
2017;4;ab010211913;Libro;Karina Alejandra Acevedo Auad;AB01078917;INTENDENCIA REGIÓN DE AYSÉN;ab010;Intendenta Región Aysén;03-10-2017;Saludo Protocolar Sr. Hernán Mladinic
2017;4;ab014214703;Reloj Mural;Ricardo Millan Gutierrez;AB014102989;INTENDENCIA REGIÓN DE LOS RÍOS;ab014;Intendente(a);02-10-2017;X Aniversario de la Región de Los Ríos
2017;4;ab014214713;Galvano;Ricardo Millan Gutierrez;AB014102989;INTENDENCIA REGIÓN DE LOS RÍOS;ab014;Intendente(a);02-10-2017;X Aniversario de la Región de Los Ríos
2017;4;ab014214723;Galvano;Ricardo Millan Gutierrez;AB014102989;INTENDENCIA REGIÓN DE LOS RÍOS;ab014;Intendente(a);02-10-2017;X Aniversario de la Región de Los Ríos
2017;4;ab014215963;Galvano;Ricardo Millan Gutierrez;AB014102989;INTENDENCIA REGIÓN DE LOS RÍOS;ab014;Intendente(a);27-10-2017;Inauguración Cancha techada
