Año;Trimestre;codigoDonativo;descripcion;pasivo;codigoPasivo;organismo;IdOrPortal;cargo;fechaDonativo;ocasion;;;
2018;4;mu061309933;Termo Hervidor Eléctrico;JORGE JUAN SILVA CHAVARRÍA;MU06112460;MUNICIPALIDAD DE CONCEPCIÓN;mu061;DIRECTOR DE ASEO Y ORNATO;19-12-2018;Presente Navideño;;;
2018;4;mu061314243;Reconocimiento Galvano;CRISTIAN MAURICIO OLIVARES OSSES;MU06143613;MUNICIPALIDAD DE CONCEPCIÓN;mu061;DIRECTOR DE PROTECCIÓN CIVIL;27-11-2018;Seminario Comercio Ambulante realizado por Municipalidad de Temuco;;;
2018;4;mu062295453;galvano;Rene Arturo De La Vega Fuentes;MU06284694;MUNICIPALIDAD DE CONCHALÍ;mu062;Alcalde de Conchalí;25-10-2018;galvano de reconocimiento;;;
2018;4;mu062305313;vino;Rene Arturo De La Vega Fuentes;MU06284694;MUNICIPALIDAD DE CONCHALÍ;mu062;Alcalde de Conchalí;12-12-2018;regalo navidad;;;
2018;4;mu062308593;chocolates varsovienne;Rene Arturo De La Vega Fuentes;MU06284694;MUNICIPALIDAD DE CONCHALÍ;mu062;Alcalde de Conchalí;20-12-2018;regalo de navidad;;;
2018;4;mu063305563;Tazas de colección;Oscar Sumonte;MU06381889;MUNICIPALIDAD DE CONCÓN;mu063;Alcalde;12-12-2018;Reunion protocolar Gerencia Coopeuch de Santiago;;;
2018;4;mu063309973;Vino;Oscar Sumonte;MU06381889;MUNICIPALIDAD DE CONCÓN;mu063;Alcalde;24-12-2018;Navidad;;;
2018;4;mu063312893;caja bombones;Oscar Sumonte;MU06381889;MUNICIPALIDAD DE CONCÓN;mu063;Alcalde;27-12-2018;Navidad;;;
2018;4;mu070293883;Un reloj de pared;Rigoberto Alejandro Huala Canumán;MU07014490;MUNICIPALIDAD DE COYHAIQUE;mu070;Alcalde(sa);12-10-2018;Aniversario de la ciudad;;;
2018;4;mu070293893;Un Oleo de Sr. Renato Tillería;Rigoberto Alejandro Huala Canumán;MU07014490;MUNICIPALIDAD DE COYHAIQUE;mu070;Alcalde(sa);12-10-2018;Aniversario de la ciudad;;;
2018;4;mu070293903;Una figura Quijote;Rigoberto Alejandro Huala Canumán;MU07014490;MUNICIPALIDAD DE COYHAIQUE;mu070;Alcalde(sa);12-10-2018;Aniversario de la ciudad;;;
2018;4;mu070293913;Un Galvano en madera;Rigoberto Alejandro Huala Canumán;MU07014490;MUNICIPALIDAD DE COYHAIQUE;mu070;Alcalde(sa);12-10-2018;Aniversario de la ciudad;;;
2018;4;mu070293923;Un Galvano en vidrio;Rigoberto Alejandro Huala Canumán;MU07014490;MUNICIPALIDAD DE COYHAIQUE;mu070;Alcalde(sa);12-10-2018;Aniversario de la ciudad;;;
2018;4;mu073291123;UNA FOTOGRAFÍA ENMARCADA CON NIÑOS Y NIÑAS Y PERSONAL SALA CUNA Y JARDÍN INFANTIL CAMPANITA Y UNA BOTELLA DE VINO;Juan Pablo Barros Basso;MU07310832;MUNICIPALIDAD DE CURACAVÍ;mu073;Alcalde(sa);03-10-2018;ANIVERSARIO;;;
2018;4;mu073291783;UN CUADRO, DEL ARTISTA BRASILEÑO PAULO CONSENTINO;Juan Pablo Barros Basso;MU07310832;MUNICIPALIDAD DE CURACAVÍ;mu073;Alcalde(sa);06-10-2018;POR ANIVERSARIO DE LA COMUNA.;;;
2018;4;mu073295393;UN TAZÓN Y UN CUADRO CON LA CAMISETA;Juan Pablo Barros Basso;MU07310832;MUNICIPALIDAD DE CURACAVÍ;mu073;Alcalde(sa);25-10-2018;CEREMONIA ENTREGA FONDOS PRESIDENTE DE LA REPÚBLICA;;;
2018;4;mu073295403;UN MORTERO DE PIEDRA;Juan Pablo Barros Basso;MU07310832;MUNICIPALIDAD DE CURACAVÍ;mu073;Alcalde(sa);11-10-2018;ACTIVIDAD JARDÍN SOBRE RUEDAS, INTEGRA, SECTOR PATAGUILLA;;;
2018;4;mu073295833;CAJA CON DOS LAPICERAS;Juan Pablo Barros Basso;MU07310832;MUNICIPALIDAD DE CURACAVÍ;mu073;Alcalde(sa);26-10-2018;CERTIFICACIÓN DOCENTES CURSO DE CLIMA EN EL AULA PUCV, LICEO PDTE. BALMACEDA;;;
2018;4;mu073297233;ARTESANIA DE MADERA,FIGURA MANO PINTADA .;Juan Pablo Barros Basso;MU07310832;MUNICIPALIDAD DE CURACAVÍ;mu073;Alcalde(sa);31-10-2018;ACTIVIDAD FINAL DE SEMANA DE LA INCLUSIÓN;;;
2018;4;mu073304753;SET 4 INDIVIDUALES MAS CAMINO DE MESA.;Juan Pablo Barros Basso;MU07310832;MUNICIPALIDAD DE CURACAVÍ;mu073;Alcalde(sa);06-12-2018;REUNIÓN FIN DE AÑO UNIÓN COMUNAL ADULTO MAYOR.;;;
2018;4;mu073309193;CAJA DOS PARES DE CALCETINES;Juan Pablo Barros Basso;MU07310832;MUNICIPALIDAD DE CURACAVÍ;mu073;Alcalde(sa);12-12-2018;navidad;;;
2018;4;mu073309233;TROFEO;Juan Pablo Barros Basso;MU07310832;MUNICIPALIDAD DE CURACAVÍ;mu073;Alcalde(sa);15-12-2018;CENA PREMIACIÓN CAMPEONATO OFICIAL ASOCIACIÓN DE FÚTBOL RURAL.;;;
2018;4;mu073309243;CUADRO MOSAICO;Juan Pablo Barros Basso;MU07310832;MUNICIPALIDAD DE CURACAVÍ;mu073;Alcalde(sa);15-12-2018;ACTIVIDADES DE FIN DE AÑO;;;
2018;4;mu073309253;DIPLOMA ENMARCADO;Juan Pablo Barros Basso;MU07310832;MUNICIPALIDAD DE CURACAVÍ;mu073;Alcalde(sa);15-12-2018;CELEBRACIÓN ANIVERSARIO 20 AÑOS;;;
2018;4;mu073309273;UNA PULSERA;Juan Pablo Barros Basso;MU07310832;MUNICIPALIDAD DE CURACAVÍ;mu073;Alcalde(sa);15-12-2018;navidad;;;
2018;4;mu073309283;FRASCO MERMELADA DE ARÁNDANOS;Juan Pablo Barros Basso;MU07310832;MUNICIPALIDAD DE CURACAVÍ;mu073;Alcalde(sa);20-12-2018;navidad;;;
2018;4;mu073312123;UN PAR DE CALCETINES;Juan Pablo Barros Basso;MU07310832;MUNICIPALIDAD DE CURACAVÍ;mu073;Alcalde(sa);26-12-2018;REUNIÓN CLUB ADULTO MAYOR SANTA TERESITA DE CERRILLOS;;;
2018;4;mu073313213;UN LIBRO ( EVANGELIO COTIDIANO 2019 );Juan Pablo Barros Basso;MU07310832;MUNICIPALIDAD DE CURACAVÍ;mu073;Alcalde(sa);28-12-2018;SALUDO NAVIDAD;;;
2018;4;mu073313783;UNA AGENDA 2019.;Juan Pablo Barros Basso;MU07310832;MUNICIPALIDAD DE CURACAVÍ;mu073;Alcalde(sa);28-12-2018;ONCE FIN DE AÑO CLUB ADULTO MAYOR ANDRÉS AGUIRRE;;;
2018;4;mu073299453;UNA MUÑECA TEJIDA;Juan Pablo Barros Basso;MU07310832;MUNICIPALIDAD DE CURACAVÍ;mu073;Alcalde(sa);10-11-2018;INVITACIÓN DÍA DEL ARTESANO;;;
2018;4;mu073300313;PORTA LLAVE DE CERAMICA, RECUERDO DE SAN JUAN , ARGENTINA;Juan Pablo Barros Basso;MU07310832;MUNICIPALIDAD DE CURACAVÍ;mu073;Alcalde(sa);15-11-2018;OBSEQUIO CLUB CAUCETE, SAN JUAN , ARGENTINA;;;
2018;4;mu073300323;UN CANASTO CON PRODUCTOS ARTESANALES;Juan Pablo Barros Basso;MU07310832;MUNICIPALIDAD DE CURACAVÍ;mu073;Alcalde(sa);16-11-2018;INAUGURACIÓN EXPO MANOS DE MUJER;;;
2018;4;mu073301013;"UN LIBRO ""LA TONADA DE MARGOT LOYOLA"" VIDA Y OBRA DE LA FOLCLORISTA Y REVISIÓN DE SUS APORTES A LA MÚSICA TRADICIONAL DE CHILE.";Juan Pablo Barros Basso;MU07310832;MUNICIPALIDAD DE CURACAVÍ;mu073;Alcalde(sa);21-11-2018;HOMENAJE DEL MUNICIPIO A MARGOT LOYOLA.;;;
2018;4;mu073301303;AMPOLLETAS LED;Juan Pablo Barros Basso;MU07310832;MUNICIPALIDAD DE CURACAVÍ;mu073;Alcalde(sa);23-11-2018;ACTIVIDAD PROGRAMA CAMBIA EL FOCO, SEREMI ENERGIA;;;
2018;4;mu073317653;UN TAZON CON DULCES;Lidia del Carmen Araos Henríquez;MU07311154;MUNICIPALIDAD DE CURACAVÍ;mu073;Concejal(a);20-12-2018;ALMUERZO DE FIN DE AÑO;;;
2018;4;mu073317673;UN CENICERO;Lidia del Carmen Araos Henríquez;MU07311154;MUNICIPALIDAD DE CURACAVÍ;mu073;Concejal(a);21-12-2018;REGALO NAVIDEÑO;;;
2018;4;mu073317683;BOMBONES;Lidia del Carmen Araos Henríquez;MU07311154;MUNICIPALIDAD DE CURACAVÍ;mu073;Concejal(a);24-12-2018;REGALO DE NAVIDAD;;;
2018;4;mu073299373;UNA TAZA IMPRESA CON LOGO JJVV Y APELLIDO DE CADA CONCEJAL;Lidia del Carmen Araos Henríquez;MU07311154;MUNICIPALIDAD DE CURACAVÍ;mu073;Concejal(a);01-10-2018;ANIVERSARIO DE LA COMUNA;;;
2018;4;mu073299383;Una agenda;Lidia del Carmen Araos Henríquez;MU07311154;MUNICIPALIDAD DE CURACAVÍ;mu073;Concejal(a);01-10-2018;charla sobre un proyecto científico para las escuelas municipales presentado en el concejo municipal;;;
2018;4;mu073300623;UN GALVANO EN BRONCE TALLADO;Lidia del Carmen Araos Henríquez;MU07311154;MUNICIPALIDAD DE CURACAVÍ;mu073;Concejal(a);30-10-2018;RECONOCIMIENTO COMO CONCEJALA DE CURACAVI POR EL TRABAJO REALIZADO;;;
2018;4;mu073300633;15 ENTRADAS PARA LA OPERA NORMA,EN TEATRO MUNICIPAL;Lidia del Carmen Araos Henríquez;MU07311154;MUNICIPALIDAD DE CURACAVÍ;mu073;Concejal(a);02-11-2018;PARA SER DONADAS AL CLUB ILUSIONES DE ALICIA;;;
2018;4;mu073300643;RAMO DE FLORES , UN MONEDERO ARTESANAL, UNA BOLSA CON ALFAJORES Y PEQUEÑAS ARTESANIAS ,UN COLLAR DE LANA;Lidia del Carmen Araos Henríquez;MU07311154;MUNICIPALIDAD DE CURACAVÍ;mu073;Concejal(a);10-11-2018;DIA DEL ARTESANO;;;
2018;4;mu073314253;UNA AGENDA;Sandra Paz Ponce Baeza;MU07311189;MUNICIPALIDAD DE CURACAVÍ;mu073;Concejal(a);01-10-2018;CHARLA SOBRE PROYECTO SIENTIFICO UNIVERSIDAD DE SANTIAGO;;;
2018;4;mu073314273;UN TAZON;Sandra Paz Ponce Baeza;MU07311189;MUNICIPALIDAD DE CURACAVÍ;mu073;Concejal(a);08-10-2018;ANIVERSARIO DE LA COMUNA (JUNTA DE VECINO LA VIÑA );;;
2018;4;mu073314303;RAMO DE FLORES,MONEDERO ARTESANAL ,UN COLLAR DE LANA Y PEQUEÑAS ARTESANIAS;Sandra Paz Ponce Baeza;MU07311189;MUNICIPALIDAD DE CURACAVÍ;mu073;Concejal(a);11-11-2018;ANIVERSARIO ASOCIACOPN DE ARTESANOS DE CURACAVI;;;
2018;4;mu073314333;UN TAZON CON DULCES;Sandra Paz Ponce Baeza;MU07311189;MUNICIPALIDAD DE CURACAVÍ;mu073;Concejal(a);20-12-2018;CELEBRACION DE FIN DE AÑO;;;
2018;4;mu073314353;UN JUEGO DE TOALLAS Y UN MANTEL;Sandra Paz Ponce Baeza;MU07311189;MUNICIPALIDAD DE CURACAVÍ;mu073;Concejal(a);06-12-2018;FIUESTA FIN DE AÑO DE UNION COMUNAL ADULTOS MAYORES (UCAM);;;
2018;4;mu073314373;HIELERA;Sandra Paz Ponce Baeza;MU07311189;MUNICIPALIDAD DE CURACAVÍ;mu073;Concejal(a);31-12-2018;REGALO NAVIDAD DE ASOCION DE FUNCIONARIOS MUNICIPALES CURACAVI;;;
2018;4;mu073314393;FIGURA DE YESO;Sandra Paz Ponce Baeza;MU07311189;MUNICIPALIDAD DE CURACAVÍ;mu073;Concejal(a);23-12-2018;REGALO DE NAVIDAD DE MAYOR FERNANDO ACEVEDO RODRIGUEZ;;;
2018;4;mu073312703;AGENDA UNIVERSIDAD DE SANTIAGO;Marco Antonio Guzmán Márquez;MU07311196;MUNICIPALIDAD DE CURACAVÍ;mu073;Concejal(a);01-10-2018;AUDIENCIA CONCEJO;;;
2018;4;mu073312743;UN TAZON;Marco Antonio Guzmán Márquez;MU07311196;MUNICIPALIDAD DE CURACAVÍ;mu073;Concejal(a);08-10-2018;ANIVERSARIO DE LA COMUNA;;;
2018;4;mu073312753;SET DE ARTESANIA EN MINIATURA;Marco Antonio Guzmán Márquez;MU07311196;MUNICIPALIDAD DE CURACAVÍ;mu073;Concejal(a);08-10-2018;CELEBRACION DIA DEL ARTESANO;;;
2018;4;mu073312763;UN TAZÓN;Marco Antonio Guzmán Márquez;MU07311196;MUNICIPALIDAD DE CURACAVÍ;mu073;Concejal(a);20-12-2018;CELEBRACION DE FIN DE AÑO;;;
2018;4;mu073312773;HIELERA;Marco Antonio Guzmán Márquez;MU07311196;MUNICIPALIDAD DE CURACAVÍ;mu073;Concejal(a);26-12-2018;REGALO NAVIDAD;;;
2018;4;mu073312783;SET MINIATURA PERFUME;Marco Antonio Guzmán Márquez;MU07311196;MUNICIPALIDAD DE CURACAVÍ;mu073;Concejal(a);26-12-2018;REGALO DE PASCUA;;;
2018;4;mu073312793;MORTERO EN PIEDRA;Marco Antonio Guzmán Márquez;MU07311196;MUNICIPALIDAD DE CURACAVÍ;mu073;Concejal(a);11-10-2018;OBSEQUIO DE JARDIN INFANTIL SOBRE RUEDA LA PRADERA;;;
2018;4;mu073312803;CUADRO DE HONOR DE ILUSIONES DE ALICIA;Marco Antonio Guzmán Márquez;MU07311196;MUNICIPALIDAD DE CURACAVÍ;mu073;Concejal(a);28-11-2018;CEREMONIA DE BAUTISO DE LA ORGANIZACION;;;
2018;4;mu073312813;UNA CAJA CON UN PAR DE CALCETINES;Marco Antonio Guzmán Márquez;MU07311196;MUNICIPALIDAD DE CURACAVÍ;mu073;Concejal(a);26-12-2018;CELEBRACIÓN DE FIN DE AÑO;;;
2018;4;mu073311173;TAZON LOZA;Gerardo Romero Ceron;MU073115065;MUNICIPALIDAD DE CURACAVÍ;mu073;Concejal(a);01-10-2018;Invitacion Junta de Vecinos La Viña, Curacavi;;;
2018;4;mu073311203;Par de Botellas de Vino;Gerardo Romero Ceron;MU073115065;MUNICIPALIDAD DE CURACAVÍ;mu073;Concejal(a);21-12-2018;Navidad;;;
2018;4;mu073312003;llavero y lapiz;Gerardo Romero Ceron;MU073115065;MUNICIPALIDAD DE CURACAVÍ;mu073;Concejal(a);27-12-2018;Invitacion a Charla Prevencion en 63 Comisaria Curacavi;;;
2018;4;mu073312033;Bolso papel con llavero, lapiz, artesania pequeña y dulces.;Gerardo Romero Ceron;MU073115065;MUNICIPALIDAD DE CURACAVÍ;mu073;Concejal(a);10-11-2018;Invitacion Dia del Artesano Curacavi;;;
2018;4;mu073312053;Caja de Bombones de Chocolate;Gerardo Romero Ceron;MU073115065;MUNICIPALIDAD DE CURACAVÍ;mu073;Concejal(a);24-12-2018;Navidad;;;
2018;4;mu073312063;Caja de Bombones;Gerardo Romero Ceron;MU073115065;MUNICIPALIDAD DE CURACAVÍ;mu073;Concejal(a);24-12-2018;Navidad;;;
2018;4;mu073312093;Tazon de loza;Gerardo Romero Ceron;MU073115065;MUNICIPALIDAD DE CURACAVÍ;mu073;Concejal(a);20-12-2018;Celebracion fin de año;;;
2018;4;mu073311943;UN TAZON;Maria Arco Herrera;MU073115086;MUNICIPALIDAD DE CURACAVÍ;mu073;Concejal(a);20-12-2018;CELEBRACION DE FIN DE AÑO;;;
2018;4;mu073311963;UNA CAJA DE BOMBONES;Maria Arco Herrera;MU073115086;MUNICIPALIDAD DE CURACAVÍ;mu073;Concejal(a);26-12-2018;CELEBRACION DE FIN DE AÑO;;;
2018;4;mu073313803;SET DE INDIVIDUALES;Maria Arco Herrera;MU073115086;MUNICIPALIDAD DE CURACAVÍ;mu073;Concejal(a);06-12-2018;CELEBRACION ACTIVIDADES DE FIN DE AÑO;;;
2018;4;mu073313813;UN FIGURA EN YESO;Maria Arco Herrera;MU073115086;MUNICIPALIDAD DE CURACAVÍ;mu073;Concejal(a);26-12-2018;REGALO DE NAVIDAD;;;
2018;4;mu073313823;HIELERA;Maria Arco Herrera;MU073115086;MUNICIPALIDAD DE CURACAVÍ;mu073;Concejal(a);26-12-2018;REGALO DE NAVIDAD;;;
2018;4;mu073303473;agenda;Maria Arco Herrera;MU073115086;MUNICIPALIDAD DE CURACAVÍ;mu073;Concejal(a);01-10-2018;Charla sobre proyecto cientifico para esuela muncipales universidad de Santiago;;;
2018;4;mu073303483;Tazón;Maria Arco Herrera;MU073115086;MUNICIPALIDAD DE CURACAVÍ;mu073;Concejal(a);08-10-2018;aniversario de la comuna;;;
2018;4;mu073303493;Ramo de Flores ,un monedero artesanal ,un collar de lana 3 pequeñas artesanias .;Maria Arco Herrera;MU073115086;MUNICIPALIDAD DE CURACAVÍ;mu073;Concejal(a);10-11-2018;Aniversario asociacion de artesanos de Curacavi;;;
2018;4;mu073303503;Bolso Porta documento;Maria Arco Herrera;MU073115086;MUNICIPALIDAD DE CURACAVÍ;mu073;Concejal(a);30-11-2018;Encuentro nacional de Alcalde y Concejalas::: .Equidad de Género y Gobiernos Locales;;;
2018;4;mu074362763;SIN MOVIMIENTOS;Camilo Maldonado Vargas;MU07488962;MUNICIPALIDAD DE CURACO DE VÉLEZ;mu074;Concejal(a);31-10-2018;SIN MOVIMIENTOS;;;
2018;4;mu074362773;SIN MOVIMIENTOS;Camilo Maldonado Vargas;MU07488962;MUNICIPALIDAD DE CURACO DE VÉLEZ;mu074;Concejal(a);30-11-2018;SIN MOVIMIENTOS;;;
2018;4;mu074362783;SIN MOVIMIENTOS;Camilo Maldonado Vargas;MU07488962;MUNICIPALIDAD DE CURACO DE VÉLEZ;mu074;Concejal(a);31-12-2018;SIN MOVIMIENTOS;;;
2018;4;mu078315253;Galvano;Javier Antonio Muñoz Riquelme;MU07812873;MUNICIPALIDAD DE CURICÓ;mu078;Alcalde(sa);22-12-2018;Primer encuentro de Movimiento Guatitas de Delantal;;;
2018;4;mu078296143;Galvano;Javier Antonio Muñoz Riquelme;MU07812873;MUNICIPALIDAD DE CURICÓ;mu078;Alcalde(sa);19-10-2018;Celebracion del dia del Respeto por la Diversidad Cultural;;;
2018;4;mu078296153;Galvano;Javier Antonio Muñoz Riquelme;MU07812873;MUNICIPALIDAD DE CURICÓ;mu078;Alcalde(sa);20-10-2018;Encuentro MotoHome viajeros libres;;;
2018;4;mu078296163;Galvano;Javier Antonio Muñoz Riquelme;MU07812873;MUNICIPALIDAD DE CURICÓ;mu078;Alcalde(sa);24-10-2018;Cuenta Publica de Cesfam Miguel Angel Arenas;;;
2018;4;mu078296173;Galvano;Javier Antonio Muñoz Riquelme;MU07812873;MUNICIPALIDAD DE CURICÓ;mu078;Alcalde(sa);26-10-2018;Ceremonia dia de la Manipuladora Sindicato Gabriela Mistral;;;
2018;4;mu078296193;Diploma;Javier Antonio Muñoz Riquelme;MU07812873;MUNICIPALIDAD DE CURICÓ;mu078;Alcalde(sa);28-10-2018;Aniversario Junta de Vecinos lomas de Upeo;;;
2018;4;mu078310093;Botella de Vino;Javier Antonio Muñoz Riquelme;MU07812873;MUNICIPALIDAD DE CURICÓ;mu078;Alcalde(sa);24-12-2018;Regalo de Navidad;;;
2018;4;mu078310123;Libro Historia de la Vela;Javier Antonio Muñoz Riquelme;MU07812873;MUNICIPALIDAD DE CURICÓ;mu078;Alcalde(sa);24-12-2018;Regalo de Navidad;;;
2018;4;mu078310143;Pan de pascua y botella de Cola de mono;Javier Antonio Muñoz Riquelme;MU07812873;MUNICIPALIDAD DE CURICÓ;mu078;Alcalde(sa);24-12-2018;Regalo de Navidad;;;
2018;4;mu078313383;Reloj de madera mural;Javier Antonio Muñoz Riquelme;MU07812873;MUNICIPALIDAD DE CURICÓ;mu078;Alcalde(sa);27-12-2018;junta;;;
2018;4;mu082311393;Tarjeta Navideña;Manuel Francisco Zúñiga Aguilar;MU08215587;MUNICIPALIDAD DE EL BOSQUE;mu082;Concejal(a);10-12-2018;Navidad;;;
2018;4;mu097307093;aporte económico;Marcos Edgardo Hernandez Rojas;MU09786749;MUNICIPALIDAD DE GALVARINO;mu097;Alcalde(sa);04-12-2018;actividad iluminemos nuestra navidad en Galvarino;;;
2018;4;mu097307103;APORTE ECONOMICO;Marcos Edgardo Hernandez Rojas;MU09786749;MUNICIPALIDAD DE GALVARINO;mu097;Alcalde(sa);05-12-2018;ACTIVIDAD ILUMINEMOS NUESTRA NAVIDAD EN GALVARINO;;;
2018;4;mu097307113;APORTE ECONÓMICO;Marcos Edgardo Hernandez Rojas;MU09786749;MUNICIPALIDAD DE GALVARINO;mu097;Alcalde(sa);06-12-2018;ACTIVIDAD ILUMINEMOS NUESTRA NAVIDAD EN GALVARINO;;;
2018;4;mu105292103;4 ENTRADAS;Katherine Torres Machuca;MU10582907;MUNICIPALIDAD DE HUALPÉN;mu105;Alcalde(sa);05-10-2018;"OBRA DE TEATRO ""CARAVANA""";;;
2018;4;mu105292113;CHAPITA DE CLUB DE CAZA Y PESCA;Katherine Torres Machuca;MU10582907;MUNICIPALIDAD DE HUALPÉN;mu105;Alcalde(sa);02-10-2018;AGRADECIMIENTO POR APOYO DE ALCALDESA CON CELEBRACIÓN DE FIESTAS PATRIAS;;;
2018;4;mu105306243;PLANTA DECORATIVA INTERIOR;Katherine Torres Machuca;MU10582907;MUNICIPALIDAD DE HUALPÉN;mu105;Alcalde(sa);13-12-2018;REGALO DE FIN DE AÑO;;;
2018;4;mu105306253;LIBRO CHILE Y SU HISTORIA;Katherine Torres Machuca;MU10582907;MUNICIPALIDAD DE HUALPÉN;mu105;Alcalde(sa);13-12-2018;REGALO FIN DE AÑO;;;
2018;4;mu105308263;Reconocimiento de Vidrio;Katherine Torres Machuca;MU10582907;MUNICIPALIDAD DE HUALPÉN;mu105;Alcalde(sa);19-12-2018;Agradecimiento a la valiosa gestión y su permanente apoyo;;;
2018;4;mu109311093;Caja de Chocolates, CAP;Carlos Cuadrado Prats;MU10918809;MUNICIPALIDAD DE HUECHURABA;mu109;Alcalde, Carlos Cuadrado Prats;24-12-2018;Fiestas de Navidad y Año Nuevo;;;
2018;4;mu109311113;Libros de la Historia visual del Automóvil;Carlos Cuadrado Prats;MU10918809;MUNICIPALIDAD DE HUECHURABA;mu109;Alcalde, Carlos Cuadrado Prats;21-12-2018;Fiestas de Navidad y Año Nuevo;;;
2018;4;mu109311163;8 brochetas de caramelo;Carlos Cuadrado Prats;MU10918809;MUNICIPALIDAD DE HUECHURABA;mu109;Alcalde, Carlos Cuadrado Prats;24-12-2018;Fiestas de Navidad;;;
2018;4;mu109311213;Cuadro Decorativo;Carlos Cuadrado Prats;MU10918809;MUNICIPALIDAD DE HUECHURABA;mu109;Alcalde, Carlos Cuadrado Prats;21-12-2018;Fiestas de Navidad;;;
2018;4;mu109303293;Bandeja Plateada con Grabación;Carlos Cuadrado Prats;MU10918809;MUNICIPALIDAD DE HUECHURABA;mu109;Alcalde, Carlos Cuadrado Prats;15-11-2018;Campeonato Internacional de Jockey Patin Master Iberoamericano;;;
2018;4;mu109303303;Galvano de Vidrio de escritorio, con imagen de la biblia;Carlos Cuadrado Prats;MU10918809;MUNICIPALIDAD DE HUECHURABA;mu109;Alcalde, Carlos Cuadrado Prats;02-11-2018;Día Internacional de Iglesias Evangélicas;;;
2018;4;mu109297263;Mochila negra con material de apoyo a la capacitación;Carolina Paola  Rojas Charcas;MU10982997;MUNICIPALIDAD DE HUECHURABA;mu109;Concejal(a), Carolina Rojas Charcas;17-10-2018;Programa de fortalecimiento de las capacidades de la gestión de salud en la atención primaria municipal año 2018;;;
2018;4;mu111307043;Cuadro;Gonzalo Andres Duran Baronti;MU11110160;MUNICIPALIDAD DE INDEPENDENCIA;mu111;Alcalde(sa);18-12-2018;Demostración de afecto;;;
2018;4;mu111307763;Vinos;Gonzalo Andres Duran Baronti;MU11110160;MUNICIPALIDAD DE INDEPENDENCIA;mu111;Alcalde(sa);19-12-2018;Por agradecimiento;;;
2018;4;mu111309653;Cuadro;Gonzalo Andres Duran Baronti;MU11110160;MUNICIPALIDAD DE INDEPENDENCIA;mu111;Alcalde(sa);21-12-2018;Afecto;;;
2018;4;mu111313083;Productos artesanales (mermeladas, pan de pascua);Gonzalo Andres Duran Baronti;MU11110160;MUNICIPALIDAD DE INDEPENDENCIA;mu111;Alcalde(sa);28-12-2018;Regalo de navidad;;;
2018;4;mu111313093;Vino;Gonzalo Andres Duran Baronti;MU11110160;MUNICIPALIDAD DE INDEPENDENCIA;mu111;Alcalde(sa);28-12-2018;Regalo de navidad;;;
2018;4;mu111297773;cuadro;Gonzalo Andres Duran Baronti;MU11110160;MUNICIPALIDAD DE INDEPENDENCIA;mu111;Alcalde(sa);30-10-2018;día del funcionario;;;
2018;4;mu112299903;Credencial de Abono para año 2019;Guillermo Pedro Cejas Valenzuela;MU11213649;MUNICIPALIDAD DE IQUIQUE;mu112;Concejal Guillermo Cejas;08-11-2018;Envio por Secretaria Municipal;;;
2018;4;mu112291633;GALVANO DE MADERA CON LOGO DE METAL DE ILUSTRE MUNICIPALIDAD DE OVALLE, CON PLACA QUE DICE ALCALDE CLAUDIO RENTERIA LARRONDO Y HONORABLE CONCEJO COMUNAL, SALUDAN A MAURICIO SORIA MACCHIAVELLO ALCALDE DE IQUIQUE POR SU GRAN COMPROMISO Y APOYO A LA FAMILIA ;Mauricio Alejandro Soria Macchiavello;MU11214248;MUNICIPALIDAD DE IQUIQUE;mu112;Alcalde Mauricio Soria;05-10-2018;PASACALLE DE INICIO DE CAMPEONATO DE RAYUELA;;;
2018;4;mu112291653;GALARDÓN DE VIDRIO TALLADO EN REPRESENTACIÓN DE LA ILUSTRE MUNICIPALIDAD DE LIMACHE;Mauricio Alejandro Soria Macchiavello;MU11214248;MUNICIPALIDAD DE IQUIQUE;mu112;Alcalde Mauricio Soria;05-10-2018;INICIO DE CAMPEONATO NACIONAL DE RAYUELA DEL ADULTO MAYOR;;;
2018;4;mu112291663;GALVANO DE MADERA CON DEDICATORIA POR NACIONAL DE RAYUELA 2018;Mauricio Alejandro Soria Macchiavello;MU11214248;MUNICIPALIDAD DE IQUIQUE;mu112;Alcalde Mauricio Soria;07-10-2018;TERMINO DE NACIONAL DE RAYUELA REALIZADO EN IQUIQUE;;;
2018;4;mu112291673;LIBRO ROTARY CLUB IQUIQUE, 90 AÑOS DE SERVICIO.;Mauricio Alejandro Soria Macchiavello;MU11214248;MUNICIPALIDAD DE IQUIQUE;mu112;Alcalde Mauricio Soria;04-10-2018;INVITACION A LANZAMIENTO;;;
2018;4;mu112292443;RECUERDO DE SIMÓN BOLIVAR TALLADO CON NOMBRE MAURICIO SORIA MACCHIAVELLO;Mauricio Alejandro Soria Macchiavello;MU11214248;MUNICIPALIDAD DE IQUIQUE;mu112;Alcalde Mauricio Soria;09-10-2018;CENA DE ANIVERSARIO 80° DE LA CAMARA DE COMERCIO DETALLISTA;;;
2018;4;mu112292993;LIBRO DE EDICIÓN FOTOGRÁFICA DIGITAL CARNAVAL 2018;Mauricio Alejandro Soria Macchiavello;MU11214248;MUNICIPALIDAD DE IQUIQUE;mu112;Alcalde Mauricio Soria;11-10-2018;AGRADECIMIENTO;;;
