Año;Trimestre;codigoDonativo;descripcion;pasivo;codigoPasivo;organismo;IdOrPortal;cargo;fechaDonativo;ocasion;;;
2018;4;as001312173;Botella de agua con nano partículas de cobre chileno;Baldo Petar Prokurica Prokurica;AS001172982;SUBSECRETARÍA DE MINERÍA;as001;Ministro(a);20-12-2018;Saluda de Navidad;;;
2018;4;as001312663;Calendario año 2019;Baldo Petar Prokurica Prokurica;AS001172982;SUBSECRETARÍA DE MINERÍA;as001;Ministro(a);27-12-2018;Saludo de Navidad;;;
2018;4;as001300373;Caja de selección de té britanico;Baldo Petar Prokurica Prokurica;AS001172982;SUBSECRETARÍA DE MINERÍA;as001;Ministro(a);05-11-2018;visita protocolar delegación de Parlamento Britanico;;;
2018;4;as001300393;Papiro chino, cuadro, escrutura de Orthocerida.;Baldo Petar Prokurica Prokurica;AS001172982;SUBSECRETARÍA DE MINERÍA;as001;Ministro(a);12-11-2018;Participacion en Asia Cooper Week 2018;;;
2018;4;as001300403;replica de bus electrico;Baldo Petar Prokurica Prokurica;AS001172982;SUBSECRETARÍA DE MINERÍA;as001;Ministro(a);13-11-2018;Participacion en Asia Cooper Week 2018;;;
2018;4;as001300413;Gorro de Navidad;Baldo Petar Prokurica Prokurica;AS001172982;SUBSECRETARÍA DE MINERÍA;as001;Ministro(a);19-11-2018;"correo postal-"" Campaña apadrina una carta""";;;
2018;4;as001300443;Crema corporal de almendras, crema facial de leche de cabra, Crema de palta y keratina;Baldo Petar Prokurica Prokurica;AS001172982;SUBSECRETARÍA DE MINERÍA;as001;Ministro(a);14-11-2018;Envian presentes al Sr. Ministro en el marco visita del Seremi de la RM a la localidad de Pichilemu;;;
2018;4;as001300993;sal de mar fina, gruesa y parrillera;Baldo Petar Prokurica Prokurica;AS001172982;SUBSECRETARÍA DE MINERÍA;as001;Ministro(a);14-11-2018;Envian presentes al Sr. Ministro en el marco visita del Seremi de la RM a la localidad de Pichilemu y Paredones;;;
2018;4;as001301003;Medalla galardon;Baldo Petar Prokurica Prokurica;AS001172982;SUBSECRETARÍA DE MINERÍA;as001;Ministro(a);21-11-2018;Participación Clase Magistral para alumnos de pre y post grado de la Universidad FinisTerrae;;;
2018;4;as001293553;plato, 25 cm de diámetro;Javier Coopman;AS001173080;SUBSECRETARÍA DE MINERÍA;as001;Jefe de Gabinete Ministro de Minería;10-10-2018;visita al Instituto de Metales, minería y metalúrgica (IOM3), Londres;;;
2018;4;as001293563;2 cuadernos apuntes de notas;Javier Coopman;AS001173080;SUBSECRETARÍA DE MINERÍA;as001;Jefe de Gabinete Ministro de Minería;08-10-2018;Actividades semana Bolsa de Metales de Londres;;;
2018;4;as001312183;Botella de agua con nano partículas de cobre chileno;Javier Coopman;AS001173080;SUBSECRETARÍA DE MINERÍA;as001;Jefe de Gabinete Ministro de Minería;20-12-2018;Saludo de Navidad;;;
2018;4;as001302093;Abanico;Javier Coopman;AS001173080;SUBSECRETARÍA DE MINERÍA;as001;Jefe de Gabinete Ministro de Minería;15-11-2018;Reunión con Presidente de China Nonferrous Industry Association;;;
2018;4;as001302103;2 Libros de estampillas postales;Javier Coopman;AS001173080;SUBSECRETARÍA DE MINERÍA;as001;Jefe de Gabinete Ministro de Minería;14-11-2018;Reunión con China National Nuclear Corporation.;;;
2018;4;as001302113;Modelo a escala de Bus;Javier Coopman;AS001173080;SUBSECRETARÍA DE MINERÍA;as001;Jefe de Gabinete Ministro de Minería;13-11-2018;Visita a Fábrica de Buses Yutong, Zhengzhou, China;;;
2018;4;as004291683;Lapicera con estuche de madera;Mario Pereira Arredondo;AS004107799;SERVICIO NACIONAL DE GEOLOGÍA Y MINERÍA (SERNAGEOMIN);as004;DIRECTOR NACIONAL;03-10-2018;Seminario Desafíos de la industria Minera en Materias de Seguridad y Salud Ocupacional;;;
2018;4;at001315403;TARROS DE ATUN EN CONSERVAS MAS BOLSA DE TELA;Pamela Hernández Leiva;AT001150869;SERVICIO NACIONAL DE LA MUJER (SERNAM);at001;Directora Regional de Tarapaca;28-12-2018;CIERRE PROGRAMA GEME-UNAP;;;
2018;4;au002290683;1 Adorno de ceramica, con base de madera;Susana Alejandra Jiménez Schuster;AU002172719;SUBSECRETARIA DE ENERGÍA;au002;Ministro(a) de Energía;02-10-2018;Reunión protocolar;;;
2018;4;au002291473;1 vino;Susana Alejandra Jiménez Schuster;AU002172719;SUBSECRETARIA DE ENERGÍA;au002;Ministro(a) de Energía;05-10-2018;Reunión protocolar con la Embajadora de Nueva Zelanda;;;
2018;4;au002296043;Adorno de madera, Telar de lana, de la Artesanía del Maule contemporánea;Susana Alejandra Jiménez Schuster;AU002172719;SUBSECRETARIA DE ENERGÍA;au002;Ministro(a) de Energía;26-10-2018;Inauguración central hidroeléctrica de pasada, de Colbún.;;;
2018;4;au002296523;libro empastado, Bicentenario de la Marina Mercante Chilena 1818-2018;Susana Alejandra Jiménez Schuster;AU002172719;SUBSECRETARIA DE ENERGÍA;au002;Ministro(a) de Energía;30-10-2018;Reunión protocolar;;;
2018;4;au002300243;1 gorro de Navidad, por campaña Apadrina Una Carta;Susana Alejandra Jiménez Schuster;AU002172719;SUBSECRETARIA DE ENERGÍA;au002;Ministro(a) de Energía;19-11-2018;Campaña Apadrina Una Carta;;;
2018;4;au002304163;1 Cuadro artesanal que simula tela de araña, tejidas sobre bastidores en círculos radiales.;Susana Alejandra Jiménez Schuster;AU002172719;SUBSECRETARIA DE ENERGÍA;au002;Ministro(a) de Energía;04-12-2018;Reunión con el Ministro de Obras Públicas y Energía de Paraguay;;;
2018;4;au002304723;Collar con diseño de Araucaria;Susana Alejandra Jiménez Schuster;AU002172719;SUBSECRETARIA DE ENERGÍA;au002;Ministro(a) de Energía;06-12-2018;Reunión Encuentro Chileno Argentino de Energía.;;;
2018;4;au002307323;1 caja de cerezas;Susana Alejandra Jiménez Schuster;AU002172719;SUBSECRETARIA DE ENERGÍA;au002;Ministro(a) de Energía;18-12-2018;Regalo de Navidad;;;
2018;4;au002307333;1 manta tejida en telar;Susana Alejandra Jiménez Schuster;AU002172719;SUBSECRETARIA DE ENERGÍA;au002;Ministro(a) de Energía;18-12-2018;Regalo de Navidad;;;
2018;4;au002307353;1 calendario año 2019;Susana Alejandra Jiménez Schuster;AU002172719;SUBSECRETARIA DE ENERGÍA;au002;Ministro(a) de Energía;14-12-2018;Regalo de cortesia;;;
2018;4;au002307363;1 calendario año 2019;Susana Alejandra Jiménez Schuster;AU002172719;SUBSECRETARIA DE ENERGÍA;au002;Ministro(a) de Energía;18-12-2018;Regalo de cortesía;;;
2018;4;au002308623;1 Libro Spectrum of Belief, Autor Myles W. Jackson;Susana Alejandra Jiménez Schuster;AU002172719;SUBSECRETARIA DE ENERGÍA;au002;Ministro(a) de Energía;19-12-2018;Reunión protocolar;;;
2018;4;au002308633;1 caja de de madera con colleras, 1 libro empastado Cumbres y Glaciares;Susana Alejandra Jiménez Schuster;AU002172719;SUBSECRETARIA DE ENERGÍA;au002;Ministro(a) de Energía;19-12-2018;Regalo cortesía Navidad;;;
2018;4;au002308653;1 pareo playa tela, 2 cremas Anakena, 1 colonia Anakena;Susana Alejandra Jiménez Schuster;AU002172719;SUBSECRETARIA DE ENERGÍA;au002;Ministro(a) de Energía;09-11-2018;Visita a la Isla de Pascua;;;
2018;4;au002308663;1 botella de vino blanco;Susana Alejandra Jiménez Schuster;AU002172719;SUBSECRETARIA DE ENERGÍA;au002;Ministro(a) de Energía;20-12-2018;Regalo de Navidad;;;
2018;4;au002310293;Tarjeta saludo de Navidad + 1 bolsa con hierbas baños de Florecimiento de 7 Hierbas;Susana Alejandra Jiménez Schuster;AU002172719;SUBSECRETARIA DE ENERGÍA;au002;Ministro(a) de Energía;14-12-2018;Visita a la Comunidad Indígena del Pueblo de Macaya, en la región de Tarapacá;;;
2018;4;au002310313;1 macetero con un cactus;Susana Alejandra Jiménez Schuster;AU002172719;SUBSECRETARIA DE ENERGÍA;au002;Ministro(a) de Energía;24-12-2018;Regalo de Navidad;;;
2018;4;au002310323;1 Libro Mi Vida, mi libertad, 1 libro Reformemos el islam, 1 revista reinventando el liberalismo en el siglo XXI (Autora Ayaan Hirsi Ali);Susana Alejandra Jiménez Schuster;AU002172719;SUBSECRETARIA DE ENERGÍA;au002;Ministro(a) de Energía;24-12-2018;Regalo de Navidad;;;
2018;4;au002310333;1 libro 21 lecciones para el siglo XXI (autor: Yuval Noah Harari);Susana Alejandra Jiménez Schuster;AU002172719;SUBSECRETARIA DE ENERGÍA;au002;Ministro(a) de Energía;20-12-2018;Regalo de Navidad;;;
2018;4;au002310343;1 Libro The Story Of, Purpose, Joey Reiman;Susana Alejandra Jiménez Schuster;AU002172719;SUBSECRETARIA DE ENERGÍA;au002;Ministro(a) de Energía;20-12-2018;Regalo de Navidad;;;
2018;4;au002310353;Tarjeta saludo de navidad + 1 calendario año 2019;Susana Alejandra Jiménez Schuster;AU002172719;SUBSECRETARIA DE ENERGÍA;au002;Ministro(a) de Energía;20-12-2018;Regalo de Navidad;;;
2018;4;au002310363;1 Libro empastado La Reinvención de la industria del salitre (Patricio García Méndez);Susana Alejandra Jiménez Schuster;AU002172719;SUBSECRETARIA DE ENERGÍA;au002;Ministro(a) de Energía;20-12-2018;Regalo de cortesia;;;
2018;4;au002311693;Galvano Enel X - Metbus - BYD;Susana Alejandra Jiménez Schuster;AU002172719;SUBSECRETARIA DE ENERGÍA;au002;Ministro(a) de Energía;24-12-2018;Un recuerdo de un gran hito histórico, la llegada a Chile de la principal flota de buses eléctricos de Latinoamérica;;;
2018;4;au002297733;1 tarro de té;Susana Alejandra Jiménez Schuster;AU002172719;SUBSECRETARIA DE ENERGÍA;au002;Ministro(a) de Energía;05-11-2018;Reunión protocolar con Parlamentarios Británicos;;;
2018;4;au002297933;"1 libro empastado Más de 100 años Obra Social ""la Caixa""";Susana Alejandra Jiménez Schuster;AU002172719;SUBSECRETARIA DE ENERGÍA;au002;Ministro(a) de Energía;06-11-2018;Reunión protocolar;;;
2018;4;au002306833;"Libro ""Patagonia el lado salvaje""";Ricardo Eduardo Irarrázabal Sánchez;AU002172730;SUBSECRETARIA DE ENERGÍA;au002;Subsecretario(a) de Energía;17-12-2018;"Regalo de Cortesía ""Celebración la ruta de los 25 años""";;;
2018;4;au002307413;Tarjeta de Navidad y Pan de Pascua;Ricardo Eduardo Irarrázabal Sánchez;AU002172730;SUBSECRETARIA DE ENERGÍA;au002;Subsecretario(a) de Energía;18-12-2018;Presente de Navidad;;;
2018;4;au002307483;Calendario 2019;Ricardo Eduardo Irarrázabal Sánchez;AU002172730;SUBSECRETARIA DE ENERGÍA;au002;Subsecretario(a) de Energía;18-12-2018;Regalo de Cortesía;;;
2018;4;au002307793;Calendario 2019 Embajada República de China;Ricardo Eduardo Irarrázabal Sánchez;AU002172730;SUBSECRETARIA DE ENERGÍA;au002;Subsecretario(a) de Energía;19-12-2018;Regalo de Cortesía Navidad;;;
2018;4;au002309263;"Libro empastado ""Cumbres y Glaciares""";Ricardo Eduardo Irarrázabal Sánchez;AU002172730;SUBSECRETARIA DE ENERGÍA;au002;Subsecretario(a) de Energía;20-12-2018;Regalo de Cortesía Navidad;;;
2018;4;au002312823;Macetera con Cactus;Ricardo Eduardo Irarrázabal Sánchez;AU002172730;SUBSECRETARIA DE ENERGÍA;au002;Subsecretario(a) de Energía;24-12-2018;Regalo de Navidad;;;
2018;4;au002299213;"Libro ""30 AÑOS DE HISTORIA EN ROSTROS MAGALLÁNICOS""";Ricardo Eduardo Irarrázabal Sánchez;AU002172730;SUBSECRETARIA DE ENERGÍA;au002;Subsecretario(a) de Energía;09-11-2018;En el marco de la celebración de los 30 años de operación de Methanex en Magallanes.;;;
2018;4;au002300703;"Libro ""El día en que Chile se conectó""";Ricardo Eduardo Irarrázabal Sánchez;AU002172730;SUBSECRETARIA DE ENERGÍA;au002;Subsecretario(a) de Energía;21-11-2018;Regalo de Cortesía;;;
2018;4;au002300753;"Libro ""Tompkins Conservation 25""";Ricardo Eduardo Irarrázabal Sánchez;AU002172730;SUBSECRETARIA DE ENERGÍA;au002;Subsecretario(a) de Energía;21-11-2018;Regalo de Cortesía;;;
2018;4;au002297473;Set de Portafolio de cartón y lápiz;Tomás Frank Bollinger Folkerts;AU002175214;SUBSECRETARIA DE ENERGÍA;au002;Secretario(a) Regional Ministerial Región de Los Lagos;04-10-2018;Firma del convenio AG, en el marco del programa Gestiona Energía;;;
2018;4;au002297483;Medalla DEL Comando Personal División Bienestar FACH.;Tomás Frank Bollinger Folkerts;AU002175214;SUBSECRETARIA DE ENERGÍA;au002;Secretario(a) Regional Ministerial Región de Los Lagos;16-10-2018;Inauguración de Viviendas para funcionarios en la ciudad de Pto. Montt;;;
2018;4;au004311643;Botella de Vino;Luis Rodolfo Ávila Bravo;AU0041654;SUPERINTENDENCIA DE ELECTRICIDAD Y COMBUSTIBLES (SEC);au004;Jefe de servicio;24-12-2018;Navidad;;;
2018;4;au004311653;Botella de Vino;Luis Rodolfo Ávila Bravo;AU0041654;SUPERINTENDENCIA DE ELECTRICIDAD Y COMBUSTIBLES (SEC);au004;Jefe de servicio;24-12-2018;Navidad;;;
2018;4;au004311663;Fotografia Enmarcada del Edificio de la luz;Luis Rodolfo Ávila Bravo;AU0041654;SUPERINTENDENCIA DE ELECTRICIDAD Y COMBUSTIBLES (SEC);au004;Jefe de servicio;27-12-2018;Navidad;;;
2018;4;aw002292123;01 EJEMPLAR GUIA DE CA MPO INTERMAREAL ROCOSO DE LA BAHIA MORENO;Visnja Andrea Music Benedek;AW002175489;SUBSECRETARÍA DEL MEDIO AMBIENTE;aw002;Secretaria Regional Ministerial Región de Antofagasta;08-10-2018;REMITIDO VIA OFICINA DE PARTES;;;
2018;4;aw002294913;01 EJEMPLAR DE MEMORIA ANUAL DEL CICITEM Y 01 TAZON;Visnja Andrea Music Benedek;AW002175489;SUBSECRETARÍA DEL MEDIO AMBIENTE;aw002;Secretaria Regional Ministerial Región de Antofagasta;18-10-2018;FUE ENVIADO VÍA CHILEXPRESS;;;
2018;4;aw002315013;Texto: Forma de Origen Cien Años de Nemesio 1918 - 2018;María Victoria Gazmuri Munita;AW002175501;SUBSECRETARÍA DEL MEDIO AMBIENTE;aw002;Secretaria Regional Ministerial Región de Valparaíso;19-12-2018;Relacionamiento Institucional;;;
2018;4;aw002290933;Adhesión Festival Chile Jazz;María Victoria Gazmuri Munita;AW002175501;SUBSECRETARÍA DEL MEDIO AMBIENTE;aw002;Secretaria Regional Ministerial Región de Valparaíso;02-10-2018;Relacionamiento Institucional;;;
2018;4;aw002291073;2 Textos: ENCCRV Estrategia Nacional de Cambio Climático y Recuros Vegetacionales 2017 - 2025 Chile;María Victoria Gazmuri Munita;AW002175501;SUBSECRETARÍA DEL MEDIO AMBIENTE;aw002;Secretaria Regional Ministerial Región de Valparaíso;03-10-2018;Relacionamiento Institucional;;;
2018;4;aw002306283;Texto: Lukas en el Mercurio de Valparaíso 2018;María Victoria Gazmuri Munita;AW002175501;SUBSECRETARÍA DEL MEDIO AMBIENTE;aw002;Secretaria Regional Ministerial Región de Valparaíso;28-11-2018;Difusión Empresarial;;;
2018;4;aw002310383;Texto: Reporte de Sustentabilidad 2017;María Victoria Gazmuri Munita;AW002175501;SUBSECRETARÍA DEL MEDIO AMBIENTE;aw002;Secretaria Regional Ministerial Región de Valparaíso;10-12-2018;Difusión Empresarial;;;
2018;4;aw002297943;Texto: Memoria Corporación Reguemos Chile 2015 - 2018;María Victoria Gazmuri Munita;AW002175501;SUBSECRETARÍA DEL MEDIO AMBIENTE;aw002;Secretaria Regional Ministerial Región de Valparaíso;06-11-2018;Difusión Empresarial;;;
2018;4;aw002301753;Botella de Vino;Pablo Simón Sepúlveda Gutiérrez;AW002175509;SUBSECRETARÍA DEL MEDIO AMBIENTE;aw002;Secretario Regional Ministerial Región del Maule;26-11-2018;Inauguración de Mural en Comuna de Rio Claro;;;
2018;4;aw002294363;2 pares de guantes de género engomados;Eduardo Ignacio Schiappacasse Dasati;AW002175528;SUBSECRETARÍA DEL MEDIO AMBIENTE;aw002;Secretario Regional Ministerial Región de Magallanes y Antártica Chilena;13-10-2018;Limpieza Centro de Rehabilitación;;;
2018;4;aw002294373;Lenga en macetero de plástico y contenedor de vidrio;Eduardo Ignacio Schiappacasse Dasati;AW002175528;SUBSECRETARÍA DEL MEDIO AMBIENTE;aw002;Secretario Regional Ministerial Región de Magallanes y Antártica Chilena;02-10-2018;Día del Medio Ambiente;;;
2018;4;aw002303993;Libro Última Esperanza en el tiempo de Mateo Martinic;Eduardo Ignacio Schiappacasse Dasati;AW002175528;SUBSECRETARÍA DEL MEDIO AMBIENTE;aw002;Secretario Regional Ministerial Región de Magallanes y Antártica Chilena;03-12-2018;"Seminario de Energía ""Proyectos energéticos y su impacto social"", organizado por la Universidad de Magallanes";;;
2018;4;aw002304003;"Diploma de participación en el Seminario de Energía ""Proyectos energéticos y su impacto social""";Eduardo Ignacio Schiappacasse Dasati;AW002175528;SUBSECRETARÍA DEL MEDIO AMBIENTE;aw002;Secretario Regional Ministerial Región de Magallanes y Antártica Chilena;03-12-2018;"Seminario de Energía ""Proyectos energéticos y su impacto social"", organizado por la Universidad de Magallanes";;;
2018;4;aw002313113;Planta: orégano y calendario 2019;Eduardo Ignacio Schiappacasse Dasati;AW002175528;SUBSECRETARÍA DEL MEDIO AMBIENTE;aw002;Secretario Regional Ministerial Región de Magallanes y Antártica Chilena;27-12-2018;Acto de certificación curso de hidroponia;;;
2018;4;ax001300073;Boletin de sentencias;Mariana Valenzuela Cruz;AX0019174;CONSEJO DE DEFENSA DEL ESTADO (CDE);ax001;Jefe de División Defensa Estatal;16-11-2018;Acercamiento a la justicia ambiental;;;
2018;4;ax001300173;revista jurídica del ministerio público N° 72, 2018;María Eugenia Manaud Tapia;AX00197990;CONSEJO DE DEFENSA DEL ESTADO (CDE);ax001;Presidente;06-11-2018;ninguna;;;
2018;4;ax001300183;BOLETIN DE SENTENCIAS TERCER TRIBUNAL AMBIENTAL VOL 1 AÑO 1 2018;María Eugenia Manaud Tapia;AX00197990;CONSEJO DE DEFENSA DEL ESTADO (CDE);ax001;Presidente;15-11-2018;ninguna;;;
2018;4;ba001306223;Manta tejida a telar en color rojo;Pauline Kantor Pupkin;BA001172739;SUBSECRETARIA DEL DEPORTE;ba001;Ministra;14-12-2018;Regalo Navideño.;;;
2018;4;ba001306233;Imagen enmarcada en color plateado del Edificio de la Luz, Ahumada Esquina Compañía, agosto 16 de 1929.;Pauline Kantor Pupkin;BA001172739;SUBSECRETARIA DEL DEPORTE;ba001;Ministra;14-12-2018;Obsequio protocolar de Navidad.;;;
2018;4;ba001306263;Libro Ciudad Somos Todos;Pauline Kantor Pupkin;BA001172739;SUBSECRETARIA DEL DEPORTE;ba001;Ministra;13-12-2018;Obsequio protocolar de Navidad.;;;
2018;4;ba001301683;Tazon;Guillermo Alberto Procuriza Naim;BA001180338;SUBSECRETARIA DEL DEPORTE;ba001;Secretario(a) Regional Ministerial de Deportes Región de Atacama;27-11-2018;Reunión;;;
2018;4;ba001294553;1 Cajita gourmet premium productos PF;JUAN PABLO SPOERER BRITO;BA001180489;SUBSECRETARIA DEL DEPORTE;ba001;Secretario(a) Regional Ministerial de Deportes Región de Bío Bío;18-10-2018;Inauguración de la décima sexta versión de la copa PF Alimentos 2018 sub -12.;;;
2018;4;ba001296203;Tazón de metal y taza de vidrio con té, ambos con la imagen corporativa de la Municipalidad.;JUAN PABLO SPOERER BRITO;BA001180489;SUBSECRETARIA DEL DEPORTE;ba001;Secretario(a) Regional Ministerial de Deportes Región de Bío Bío;29-10-2018;Feria de Promoción de Actividad Física y Deporte Región del Biobío en la Escuela José Abelardo Núñez.;;;
2018;4;ba001305143;Morral, lápiz, cuaderno y jockey.;JUAN PABLO SPOERER BRITO;BA001180489;SUBSECRETARIA DEL DEPORTE;ba001;Secretario(a) Regional Ministerial de Deportes Región de Bío Bío;07-12-2018;Actividad Feria de Promoción de la Actividad Física y el Deporte en la Escuela Javiera Carrera de Coronel.;;;
2018;4;ba001302503;2 entradas de cortesia.;JUAN PABLO SPOERER BRITO;BA001180489;SUBSECRETARIA DEL DEPORTE;ba001;Secretario(a) Regional Ministerial de Deportes Región de Bío Bío;24-11-2018;Evento Deportivo Huachipato v/s ColoColo;;;
2018;4;ba001290623;POLERA CAMPEONATO RFL13 CHILE;Francisco Zepeda Astudillo;BA001181294;SUBSECRETARIA DEL DEPORTE;ba001;Secretario(a) Regional Ministerial de Deportes Región de Antofagasta;01-10-2018;INVITACIÓN A EVENTO DEPORTIVO;;;
2018;4;ba001291823;Galvano;Francisco Zepeda Astudillo;BA001181294;SUBSECRETARIA DEL DEPORTE;ba001;Secretario(a) Regional Ministerial de Deportes Región de Antofagasta;05-10-2018;Reinaguracion cancha Maria claudia;;;
2018;4;ba001312613;OLLAGUE- GENTE Y PAISAJES DE TIERRAS ALTAS;Francisco Zepeda Astudillo;BA001181294;SUBSECRETARIA DEL DEPORTE;ba001;Secretario(a) Regional Ministerial de Deportes Región de Antofagasta;27-12-2018;Reunión con alcalde;;;
2018;4;ba001298093;Libro Reinterpretacion fotográfica autoral de los santuarios de altura del Alto el Loa;Francisco Zepeda Astudillo;BA001181294;SUBSECRETARIA DEL DEPORTE;ba001;Secretario(a) Regional Ministerial de Deportes Región de Antofagasta;07-11-2018;Reunión con Club Deportivo Montaña Ckonticaur;;;
2018;4;bb001305153;Fuente con adorno de pascua y pan de pascua;Carolina Mónica Andrade Warnken;BB001174457;Subsecretaría de la Mujer y la Equidad de Género;bb001;Jefa de Gabinete Subsecretaria;11-12-2018;Por el cargo que detenta;;;
2018;4;bb001315263;libro “¿Es usted una persona de honor?”.;Isabel Cecilia Plá Jarufe;BB001174536;Subsecretaría de la Mujer y la Equidad de Género;bb001;Ministra de la Mujer y la Equidad de Género;21-12-2018;Por el cargo que detenta;;;
2018;4;bb001315273;Libro “Ideas para la Universidad”;Isabel Cecilia Plá Jarufe;BB001174536;Subsecretaría de la Mujer y la Equidad de Género;bb001;Ministra de la Mujer y la Equidad de Género;26-12-2018;Por el cargo que detenta;;;
2018;4;bb001319753;Libro ¿Es usted una persona de honor?;Isabel Cecilia Plá Jarufe;BB001174536;Subsecretaría de la Mujer y la Equidad de Género;bb001;Ministra de la Mujer y la Equidad de Género;21-12-2018;Por el cargo que detenta;;;
2018;4;bb001319773;Libros: Reformemos el Islam, mi vida libertad y reinventado el liberalismo político en el siglo XXI;Isabel Cecilia Plá Jarufe;BB001174536;Subsecretaría de la Mujer y la Equidad de Género;bb001;Ministra de la Mujer y la Equidad de Género;21-12-2018;Por el cargo que detenta;;;
2018;4;bb001319783;"Libro ""La idolas""";Isabel Cecilia Plá Jarufe;BB001174536;Subsecretaría de la Mujer y la Equidad de Género;bb001;Ministra de la Mujer y la Equidad de Género;26-12-2018;Por el cargo que detenta;;;
2018;4;bb001319793;Camino de mesa;Isabel Cecilia Plá Jarufe;BB001174536;Subsecretaría de la Mujer y la Equidad de Género;bb001;Ministra de la Mujer y la Equidad de Género;21-12-2018;Por el cargo que detenta;;;
2018;4;bb001280343;"Invitación a la Gala 2018 ""ballet La Cenicienta"", versión Marcia Haydee";Isabel Cecilia Plá Jarufe;BB001174536;Subsecretaría de la Mujer y la Equidad de Género;bb001;Ministra de la Mujer y la Equidad de Género;09-10-2018;Por el cargo que detenta;;;
2018;4;bb001293823;"Galvano ""Gigante Cerro Unitas"" Región de Tarapacá";Isabel Cecilia Plá Jarufe;BB001174536;Subsecretaría de la Mujer y la Equidad de Género;bb001;Ministra de la Mujer y la Equidad de Género;11-10-2018;Viaje a Tarapacá entre los días 11 y 12 de octubre del presente año, por el cargo que detenta;;;
2018;4;bb001294093;"Libro ""Tocqueville y la naturaleza de la democracia""";Isabel Cecilia Plá Jarufe;BB001174536;Subsecretaría de la Mujer y la Equidad de Género;bb001;Ministra de la Mujer y la Equidad de Género;17-10-2018;por el cargo que deteta;;;
2018;4;bb001294353;Libro La Batalla de las Pioneras, Editorial On Demand;Isabel Cecilia Plá Jarufe;BB001174536;Subsecretaría de la Mujer y la Equidad de Género;bb001;Ministra de la Mujer y la Equidad de Género;18-10-2018;Por el cargo que detenta;;;
2018;4;bb001294693;Un Vino Cabernet Sauvignon Rayuela Reserva;Isabel Cecilia Plá Jarufe;BB001174536;Subsecretaría de la Mujer y la Equidad de Género;bb001;Ministra de la Mujer y la Equidad de Género;22-10-2018;Inauguración Seminario Internacional Mujeres, Sociedad Interdisciplina. Asociación Red de Investigadoras, por el cargo que detenta;;;
2018;4;bb001296423;Seis botellas de vino Cabernet Sauvignon&Merlot Telmo&Ruth. Wine of Chile;Isabel Cecilia Plá Jarufe;BB001174536;Subsecretaría de la Mujer y la Equidad de Género;bb001;Ministra de la Mujer y la Equidad de Género;30-10-2018;Por el cargo que detenta;;;
2018;4;bb001296633;Cuadro de 50*60 cm aprox. Cerámica;Isabel Cecilia Plá Jarufe;BB001174536;Subsecretaría de la Mujer y la Equidad de Género;bb001;Ministra de la Mujer y la Equidad de Género;11-10-2018;Viaje a Tarapacá entre los días 11 y 12 de octubre del presente año, por el cargo que detenta;;;
2018;4;bb001296643;Llavero de madero;Isabel Cecilia Plá Jarufe;BB001174536;Subsecretaría de la Mujer y la Equidad de Género;bb001;Ministra de la Mujer y la Equidad de Género;11-10-2018;Viaje a Tarapacá entre los días 11 y 12 de octubre del presente año, por el cargo que detenta;;;
2018;4;bb001296653;Muñeca tejida en lana;Isabel Cecilia Plá Jarufe;BB001174536;Subsecretaría de la Mujer y la Equidad de Género;bb001;Ministra de la Mujer y la Equidad de Género;11-10-2018;Viaje a Tarapacá entre los días 11 y 12 de octubre del presente año, por el cargo que detenta;;;
2018;4;bb001296673;Llavero de bronce;Isabel Cecilia Plá Jarufe;BB001174536;Subsecretaría de la Mujer y la Equidad de Género;bb001;Ministra de la Mujer y la Equidad de Género;11-10-2018;Viaje a Tarapacá entre los días 11 y 12 de octubre del presente año, por el cargo que detenta;;;
2018;4;bb001304023;Un gorro navideño;Isabel Cecilia Plá Jarufe;BB001174536;Subsecretaría de la Mujer y la Equidad de Género;bb001;Ministra de la Mujer y la Equidad de Género;20-11-2018;Por el cargo que detenta;;;
2018;4;bb001304323;Libro La Tonada de Margot Loyola;Isabel Cecilia Plá Jarufe;BB001174536;Subsecretaría de la Mujer y la Equidad de Género;bb001;Ministra de la Mujer y la Equidad de Género;04-12-2018;Por el cargo que detenta;;;
2018;4;bb001305473;Arreglo de rosas;Isabel Cecilia Plá Jarufe;BB001174536;Subsecretaría de la Mujer y la Equidad de Género;bb001;Ministra de la Mujer y la Equidad de Género;12-12-2018;REGALO DE CORTESIA;;;
2018;4;bb001305483;Plato mosaico, un pan de pascua y un adorno navideño;Isabel Cecilia Plá Jarufe;BB001174536;Subsecretaría de la Mujer y la Equidad de Género;bb001;Ministra de la Mujer y la Equidad de Género;11-12-2018;Por el cargo que detenta;;;
2018;4;bb001306323;"Libro ""Ciudad somos Todos""";Isabel Cecilia Plá Jarufe;BB001174536;Subsecretaría de la Mujer y la Equidad de Género;bb001;Ministra de la Mujer y la Equidad de Género;14-12-2018;Por el cargo que detenta;;;
2018;4;bb001308483;Echarpe de Lana;Isabel Cecilia Plá Jarufe;BB001174536;Subsecretaría de la Mujer y la Equidad de Género;bb001;Ministra de la Mujer y la Equidad de Género;17-12-2018;Por el cargo que detenta;;;
2018;4;bb001308493;"Libro Chile en Crisis Política y Económica ""El Mercurio"" 1953-1958";Isabel Cecilia Plá Jarufe;BB001174536;Subsecretaría de la Mujer y la Equidad de Género;bb001;Ministra de la Mujer y la Equidad de Género;19-12-2018;Por el cargo que detenta;;;
