Año;Trimestre;codigoDonativo;descripcion;pasivo;codigoPasivo;organismo;IdOrPortal;cargo;fechaDonativo;ocasion
2017;2;ab001182893;Libros;Mario Fernandez Baeza;AB00151083;SUBSECRETARÍA DEL INTERIOR;ab001;Ministro(a);12-04-2017;Regalo
2017;2;ab001188923;Vaso;Mario Fernandez Baeza;AB00151083;SUBSECRETARÍA DEL INTERIOR;ab001;Ministro(a);15-05-2017;Audiencia
2017;2;ab001188943;Pashmina;Mario Fernandez Baeza;AB00151083;SUBSECRETARÍA DEL INTERIOR;ab001;Ministro(a);17-05-2017;Audiencia con Embajadora de la India
2017;2;ab001193173;Entradas para la inauguración del Gran Arena Monticello;Mario Fernandez Baeza;AB00151083;SUBSECRETARÍA DEL INTERIOR;ab001;Ministro(a);07-06-2017;Regalo
2017;2;ab001194093;Libro;Mario Fernandez Baeza;AB00151083;SUBSECRETARÍA DEL INTERIOR;ab001;Ministro(a);16-06-2017;Regalo
2017;2;ab002187993;Revista de la Cámara de Comercio de Santiago, Abril 2017.;Ricardo Cifuentes Lillo;AB002648;SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE);ab002;Subsecretario(a);09-05-2017;Cortesía enviada por correo.
2017;2;ab002190223;Invitación a función de gala ópera La Cenicienta;Ricardo Cifuentes Lillo;AB002648;SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE);ab002;Subsecretario(a);24-05-2017;Invitación enviada por correo
2017;2;ab002193683;Invitación para 2 personas Inauguración del Centro de Eventos Gran Arena Monticello.;Ricardo Cifuentes Lillo;AB002648;SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE);ab002;Subsecretario(a);13-06-2017;Cortesía enviada por correo.
2017;2;ab010181653;Bandeja;Karina Alejandra Acevedo Auad;AB01078917;INTENDENCIA REGIÓN DE AYSÉN;ab010;Intendenta Región Aysén;03-04-2017;Saludo Comandante en jefe del Ejército de Chile, Gral. de Ejército Humberto Oviedo Arriagada
2017;2;ab010184283;"Libro ""Huellas""";Karina Alejandra Acevedo Auad;AB01078917;INTENDENCIA REGIÓN DE AYSÉN;ab010;Intendenta Región Aysén;25-04-2017;Reunión con Hogar de Cristo
2017;2;ab014183223;1 Set coctail;Ricardo Millan Gutierrez;AB014102989;INTENDENCIA REGIÓN DE LOS RÍOS;ab014;Intendente(a);03-04-2017;Felicitaciones por asumir cargo
2017;2;ab014183643;"Libro ""Aniversario de Indonesia"" y Galvano";Ricardo Millan Gutierrez;AB014102989;INTENDENCIA REGIÓN DE LOS RÍOS;ab014;Intendente(a);21-04-2017;Saludo protocolar
2017;2;ab014184653;"Libro fotos ""Isla Riesco"", autor Claudio Almarza";Ricardo Millan Gutierrez;AB014102989;INTENDENCIA REGIÓN DE LOS RÍOS;ab014;Intendente(a);24-04-2017;Saludo protocolar
2017;2;ab014188753;Agenda y Lapiz;Ricardo Millan Gutierrez;AB014102989;INTENDENCIA REGIÓN DE LOS RÍOS;ab014;Intendente(a);16-05-2017;Saludo Protocolar del Directorio del Consejo Regional de Bomberos de la Región de los Ríos.
2017;2;ab016183323;Invitaciones marquesinas;Pablo Manuel Silva Amaya;AB01646538;INTENDENCIA REGIÓN DEL LIBERTADOR BERNARDO O'HIGGINS;ab016;Intendente Regional de OHiggins;13-04-2017;Encuentro Deportivo C.D. Ohiggins v/s Everton
2017;2;ab016186663;Invitaciones;Pablo Manuel Silva Amaya;AB01646538;INTENDENCIA REGIÓN DEL LIBERTADOR BERNARDO O'HIGGINS;ab016;Intendente Regional de OHiggins;27-04-2017;Encuentro Deportivo C.D OHiggins v/s Deportes San Luis
2017;2;ab016189103;Invitaciones Marquesinas;Pablo Manuel Silva Amaya;AB01646538;INTENDENCIA REGIÓN DEL LIBERTADOR BERNARDO O'HIGGINS;ab016;Intendente Regional de OHiggins;10-05-2017;Encuentro Deportivo Universidad de Chile v/s C.D. OHiggins
2017;2;ab019182363;"Informe País ""Estado del Medio Ambiente en Chile""";Rodrigo Gonzalo Díaz Worner;AB0192044;INTENDENCIA REGIÓN DEL BÍO BÍO;ab019;Intendente Regional;06-04-2017;Obsequio
2017;2;ab019183373;1 Kilo de arroz, 400 g de Curry, 400 ml de Aceite de Coco, Delantal y gorro de cocina, libro de cocina Tailandesa;Rodrigo Gonzalo Díaz Worner;AB0192044;INTENDENCIA REGIÓN DEL BÍO BÍO;ab019;Intendente Regional;17-04-2017;Saludo Protocolar Embajador de Tailandia
2017;2;ab019185803;"Libro ""Postage Stamps of China""";Rodrigo Gonzalo Díaz Worner;AB0192044;INTENDENCIA REGIÓN DEL BÍO BÍO;ab019;Intendente Regional;27-04-2017;Saludo protocolar delegación China
