Año;Trimestre;codigoDonativo;descripcion;pasivo;codigoPasivo;organismo;IdOrPortal;cargo;fechaDonativo;ocasion
2016;4;ab001152083;Calendario;Mahmud Aleuy Peña y Lillo;AB001431;SUBSECRETARÍA DEL INTERIOR;ab001;Subsecretario(a);19-12-2016;Saludos de fin de año
2016;4;ab001152093;Caja de guindas;Mahmud Aleuy Peña y Lillo;AB001431;SUBSECRETARÍA DEL INTERIOR;ab001;Subsecretario(a);20-12-2016;Fiestas de fin de año
2016;4;ab001156453;Libro, Chile Arte Urbano;Mahmud Aleuy Peña y Lillo;AB001431;SUBSECRETARÍA DEL INTERIOR;ab001;Subsecretario(a);26-12-2016;Saludos fin de año
2016;4;ab001156503;Libro, Una Casa  Abierta para Chile;Mahmud Aleuy Peña y Lillo;AB001431;SUBSECRETARÍA DEL INTERIOR;ab001;Subsecretario(a);26-12-2016;Celebración 174 años Universidad de Chile
2016;4;ab001138493;Mate y bombilla  en una caja de madera;Mario Fernandez Baeza;AB00151083;SUBSECRETARÍA DEL INTERIOR;ab001;Ministro(a);03-10-2016;Regalo protocolar
2016;4;ab001152713;Calendario;Mario Fernandez Baeza;AB00151083;SUBSECRETARÍA DEL INTERIOR;ab001;Ministro(a);21-12-2016;Navidad
2016;4;ab001155463;Regalo;Mario Fernandez Baeza;AB00151083;SUBSECRETARÍA DEL INTERIOR;ab001;Ministro(a);23-12-2016;Regalo
2016;4;ab001156433;Regalo;Mario Fernandez Baeza;AB00151083;SUBSECRETARÍA DEL INTERIOR;ab001;Ministro(a);26-12-2016;Regalo
2016;4;ab001156443;Regalo;Mario Fernandez Baeza;AB00151083;SUBSECRETARÍA DEL INTERIOR;ab001;Ministro(a);26-12-2016;Regalo
2016;4;ab001156463;Regalo;Mario Fernandez Baeza;AB00151083;SUBSECRETARÍA DEL INTERIOR;ab001;Ministro(a);26-12-2016;Regalo
2016;4;ab002141943;Revista de la Cámara de Comercio de Santiago, octubre 2016.;Ricardo Cifuentes Lillo;AB002648;SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE);ab002;Subsecretario(a);26-10-2016;Cortesía enviada por correo.
2016;4;ab002143553;2 Entradas a la 5° Feria de Viajes y Vacaciones;Ricardo Cifuentes Lillo;AB002648;SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE);ab002;Subsecretario(a);08-11-2016;Cortesía enviada por correo.
2016;4;ab002143913;Revista de la Cámara de Comercio de Santiago, septiembre 2016.;Ricardo Cifuentes Lillo;AB002648;SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE);ab002;Subsecretario(a);09-11-2016;Cortesía enviada por correo.
2016;4;ab002147833;Revista de la Cámara de Comercio de Santiago, Noviembre 2016.;Ricardo Cifuentes Lillo;AB002648;SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE);ab002;Subsecretario(a);01-12-2016;Cortesía enviada por correo.
2016;4;ab002148033;Dos publicaciones 4to. Seminario Internacional RELAGRES;Ricardo Cifuentes Lillo;AB002648;SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE);ab002;Subsecretario(a);05-12-2016;Cortesía enviada por correo.
2016;4;ab002160763;Dos bajadas de cama, de lana.;NEMESIO ARANCIBIA TORRES;AB002903;SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE);ab002;Jefe División de Municipalidades, Subsecretario Subrogante.;21-12-2016;Reunión del Jefe de la División de Municipalidades con el Alcalde de la Municipalidad de Alto Bío Bío, Sr. Nivaldo Piñaleo.
