"uriAudiencia","CodigoURI","uriOrganismo","organismo","fechaEvento","fechaRegistro","fechaActualizacion","uriComuna","comuna","tipo","minutos","duracionMinutos","uriFecha","uriInicio","anio","trimestre"
"http://datos.infolobby.cl/infolobby/registroaudiencia/aj0164258321","aj0164258321","http://datos.infolobby.cl/infolobby/institucion/aj016","Servicio Local de Educación Pública de Barrancas","2020-05-28T00:00:00","2020-06-01T21:12:02.93","2020-06-01T21:12:02.93","http://datos.infolobby.cl/infolobby/comuna/13117","Lo Prado","Video Conferencia","nodeID://b1727460845",30,"nodeID://b1727460844","nodeID://b1743716206",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/aj0164288511","aj0164288511","http://datos.infolobby.cl/infolobby/institucion/aj016","Servicio Local de Educación Pública de Barrancas","2020-06-22T15:00:00","2020-08-04T15:06:25.4","2020-08-04T15:06:25.4","http://datos.infolobby.cl/infolobby/comuna/13117","Lo Prado","Video Conferencia","nodeID://b1727472085",60,"nodeID://b1727472084","nodeID://b1743721826",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/aj0164290971","aj0164290971","http://datos.infolobby.cl/infolobby/institucion/aj016","Servicio Local de Educación Pública de Barrancas","2020-06-12T12:03:00","2020-08-04T15:06:24.77","2020-08-04T15:06:24.77","http://datos.infolobby.cl/infolobby/comuna/13117","Lo Prado","Video Conferencia","nodeID://b1727472081",68,"nodeID://b1727472080","nodeID://b1743721824",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/aj0164290981","aj0164290981","http://datos.infolobby.cl/infolobby/institucion/aj016","Servicio Local de Educación Pública de Barrancas","2020-06-12T12:03:00","2020-08-04T15:06:25.083","2020-08-04T15:06:25.083","http://datos.infolobby.cl/infolobby/comuna/13117","Lo Prado","Video Conferencia","nodeID://b1727472083",68,"nodeID://b1727472082","nodeID://b1743721825",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/cf0014270861","cf0014270861","http://datos.infolobby.cl/infolobby/institucion/cf001","CFT de la Región de La Araucanía","2020-06-10T15:00:00","2020-07-02T14:28:17.85","2020-07-02T14:28:17.85","http://datos.infolobby.cl/infolobby/comuna/9101","Temuco","Video Conferencia","nodeID://b1727465383",60,"nodeID://b1727465382","nodeID://b1743718475",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/cf0014270881","cf0014270881","http://datos.infolobby.cl/infolobby/institucion/cf001","CFT de la Región de La Araucanía","2020-06-10T11:00:00","2020-07-02T14:28:18.137","2020-07-02T14:28:18.137","http://datos.infolobby.cl/infolobby/comuna/9101","Temuco","Video Conferencia","nodeID://b1727465385",60,"nodeID://b1727465384","nodeID://b1743718476",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/cf0014277571","cf0014277571","http://datos.infolobby.cl/infolobby/institucion/cf001","CFT de la Región de La Araucanía","2020-06-16T15:00:00","2020-07-02T14:28:18.393","2020-07-02T14:28:18.393","http://datos.infolobby.cl/infolobby/comuna/9108","Lautaro","Video Conferencia","nodeID://b1727465387",60,"nodeID://b1727465386","nodeID://b1743718477",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/ai0094326911","ai0094326911","http://datos.infolobby.cl/infolobby/institucion/ai009","Subsecretaría de la Niñez","2020-06-23T10:00:00","2020-09-01T21:46:07.117","2020-09-01T21:46:07.117","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Video Conferencia","nodeID://b1727479313",30,"nodeID://b1727479312","nodeID://b1743725440",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/ai0094259221","ai0094259221","http://datos.infolobby.cl/infolobby/institucion/ai009","Subsecretaría de la Niñez","2020-05-28T10:00:00","2020-06-01T21:12:04.01","2020-06-01T21:12:04.01","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Video Conferencia","nodeID://b1727460851",60,"nodeID://b1727460850","nodeID://b1743716209",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/ai0094259231","ai0094259231","http://datos.infolobby.cl/infolobby/institucion/ai009","Subsecretaría de la Niñez","2020-05-28T10:00:00","2020-06-01T21:12:04.547","2020-06-01T21:12:04.547","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Video Conferencia","nodeID://b1727460853",60,"nodeID://b1727460852","nodeID://b1743716210",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/bc0014271971","bc0014271971","http://datos.infolobby.cl/infolobby/institucion/bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","2020-06-02T15:00:00","2020-07-02T14:28:25.013","2020-07-02T14:28:25.013","http://datos.infolobby.cl/infolobby/comuna/10101","Puerto Montt","Video Conferencia","nodeID://b1727465427",30,"nodeID://b1727465426","nodeID://b1743718497",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/bc0014262971","bc0014262971","http://datos.infolobby.cl/infolobby/institucion/bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","2020-05-28T11:00:00","2020-07-02T14:28:19.423","2020-07-02T14:28:19.423","http://datos.infolobby.cl/infolobby/comuna/1101","Iquique","Video Conferencia","nodeID://b1727465393",30,"nodeID://b1727465392","nodeID://b1743718480",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/bc0014278911","bc0014278911","http://datos.infolobby.cl/infolobby/institucion/bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","2020-06-01T11:00:00","2020-07-02T14:28:19.713","2020-07-02T14:28:19.713","http://datos.infolobby.cl/infolobby/comuna/12101","Punta Arenas","Video Conferencia","nodeID://b1727465395",20,"nodeID://b1727465394","nodeID://b1743718481",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/bc0014255391","bc0014255391","http://datos.infolobby.cl/infolobby/institucion/bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","2020-05-20T10:00:00","2020-06-01T21:12:08.803","2020-06-01T21:12:08.803","http://datos.infolobby.cl/infolobby/comuna/12101","Punta Arenas","Video Conferencia","nodeID://b1727460875",15,"nodeID://b1727460874","nodeID://b1743716221",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/bc0014250631","bc0014250631","http://datos.infolobby.cl/infolobby/institucion/bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","2020-04-30T16:30:00","2020-06-01T21:12:07.557","2020-06-01T21:12:07.557","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Video Conferencia","nodeID://b1727460869",60,"nodeID://b1727460868","nodeID://b1743716218",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/bc0014262591","bc0014262591","http://datos.infolobby.cl/infolobby/institucion/bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","2020-05-28T15:00:00","2020-07-02T14:28:23.013","2020-07-02T14:28:23.013","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Video Conferencia","nodeID://b1727465415",30,"nodeID://b1727465414","nodeID://b1743718491",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/bc0014262601","bc0014262601","http://datos.infolobby.cl/infolobby/institucion/bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","2020-05-28T15:00:00","2020-07-02T14:28:23.397","2020-07-02T14:28:23.397","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Video Conferencia","nodeID://b1727465417",30,"nodeID://b1727465416","nodeID://b1743718492",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/bc0014268401","bc0014268401","http://datos.infolobby.cl/infolobby/institucion/bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","2020-05-29T12:00:00","2020-07-02T14:28:24.427","2020-07-02T14:28:24.427","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Video Conferencia","nodeID://b1727465423",60,"nodeID://b1727465422","nodeID://b1743718495",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/bc0014275351","bc0014275351","http://datos.infolobby.cl/infolobby/institucion/bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","2020-05-26T17:00:00","2020-07-02T14:28:21.58","2020-07-02T14:28:21.58","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Video Conferencia","nodeID://b1727465407",30,"nodeID://b1727465406","nodeID://b1743718487",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/bc0014275381","bc0014275381","http://datos.infolobby.cl/infolobby/institucion/bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","2020-06-12T17:00:00","2020-07-02T14:28:22.393","2020-07-02T14:28:22.393","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Video Conferencia","nodeID://b1727465411",30,"nodeID://b1727465410","nodeID://b1743718489",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/bc0014275341","bc0014275341","http://datos.infolobby.cl/infolobby/institucion/bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","2020-04-29T12:30:00","2020-07-02T14:28:21.17","2020-07-02T14:28:21.17","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Video Conferencia","nodeID://b1727465405",60,"nodeID://b1727465404","nodeID://b1743718486",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/bc0014269121","bc0014269121","http://datos.infolobby.cl/infolobby/institucion/bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","2020-05-29T00:00:00","2020-07-02T14:28:20.307","2020-07-02T14:28:20.307","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Video Conferencia","nodeID://b1727465399",30,"nodeID://b1727465398","nodeID://b1743718483",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/bc0014231691","bc0014231691","http://datos.infolobby.cl/infolobby/institucion/bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","2020-04-14T15:00:00","2020-05-04T16:46:53.107","2020-05-04T16:46:53.107","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Presencial","nodeID://b1727457023",60,"nodeID://b1727457022","nodeID://b1743714295",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/bc0014298721","bc0014298721","http://datos.infolobby.cl/infolobby/institucion/bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","2020-06-30T15:00:00","2020-08-04T15:06:37.513","2020-08-04T15:06:37.513","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Video Conferencia","nodeID://b1727472153",60,"nodeID://b1727472152","nodeID://b1743721860",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/bc0014303141","bc0014303141","http://datos.infolobby.cl/infolobby/institucion/bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","2020-06-26T16:30:00","2020-08-04T15:06:34.15","2020-08-04T15:06:34.15","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Video Conferencia","nodeID://b1727472135",60,"nodeID://b1727472134","nodeID://b1743721851",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/bc0014303111","bc0014303111","http://datos.infolobby.cl/infolobby/institucion/bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","2020-06-04T17:00:00","2020-08-04T15:06:33.253","2020-08-04T15:06:33.253","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Video Conferencia","nodeID://b1727472129",60,"nodeID://b1727472128","nodeID://b1743721848",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/bc0014303131","bc0014303131","http://datos.infolobby.cl/infolobby/institucion/bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","2020-06-12T16:30:00","2020-08-04T15:06:33.87","2020-08-04T15:06:33.87","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Video Conferencia","nodeID://b1727472133",60,"nodeID://b1727472132","nodeID://b1743721850",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/bc0014275361","bc0014275361","http://datos.infolobby.cl/infolobby/institucion/bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","2020-06-12T15:00:00","2020-07-02T14:28:21.907","2020-07-02T14:28:21.907","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Video Conferencia","nodeID://b1727465409",60,"nodeID://b1727465408","nodeID://b1743718488",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/bc0014250601","bc0014250601","http://datos.infolobby.cl/infolobby/institucion/bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","2020-04-23T17:15:00","2020-06-01T21:12:07.233","2020-06-01T21:12:07.233","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Video Conferencia","nodeID://b1727460867",60,"nodeID://b1727460866","nodeID://b1743716217",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/bc0014250651","bc0014250651","http://datos.infolobby.cl/infolobby/institucion/bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","2020-04-27T18:00:00","2020-06-01T21:12:08.247","2020-06-01T21:12:08.247","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Video Conferencia","nodeID://b1727460871",60,"nodeID://b1727460870","nodeID://b1743716219",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/bc0014259491","bc0014259491","http://datos.infolobby.cl/infolobby/institucion/bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","2020-05-29T09:00:00","2020-06-01T21:12:09.307","2020-06-01T21:12:09.307","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Video Conferencia","nodeID://b1727460879",60,"nodeID://b1727460878","nodeID://b1743716223",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/bc0014257551","bc0014257551","http://datos.infolobby.cl/infolobby/institucion/bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","2020-05-22T11:00:00","2020-06-01T21:12:09.067","2020-06-01T21:12:09.067","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Video Conferencia","nodeID://b1727460877",60,"nodeID://b1727460876","nodeID://b1743716222",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/bc0014238601","bc0014238601","http://datos.infolobby.cl/infolobby/institucion/bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","2020-04-29T09:00:00","2020-05-04T16:46:52.88","2020-05-04T16:46:52.88","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Video Conferencia","nodeID://b1727457021",60,"nodeID://b1727457020","nodeID://b1743714294",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/bc0014249611","bc0014249611","http://datos.infolobby.cl/infolobby/institucion/bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","2020-04-27T10:00:00","2020-06-01T21:12:09.633","2020-06-01T21:12:09.633","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Video Conferencia","nodeID://b1727460881",60,"nodeID://b1727460880","nodeID://b1743716224",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/bc0014303081","bc0014303081","http://datos.infolobby.cl/infolobby/institucion/bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","2020-05-25T18:30:00","2020-08-04T15:06:32.22","2020-08-04T15:06:32.22","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Video Conferencia","nodeID://b1727472123",60,"nodeID://b1727472122","nodeID://b1743721845",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/bc0014303091","bc0014303091","http://datos.infolobby.cl/infolobby/institucion/bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","2020-05-18T15:30:00","2020-08-04T15:06:32.497","2020-08-04T15:06:32.497","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Video Conferencia","nodeID://b1727472125",60,"nodeID://b1727472124","nodeID://b1743721846",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/bc0014303101","bc0014303101","http://datos.infolobby.cl/infolobby/institucion/bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","2020-06-09T17:00:00","2020-08-04T15:06:32.8","2020-08-04T15:06:32.8","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Video Conferencia","nodeID://b1727472127",60,"nodeID://b1727472126","nodeID://b1743721847",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/bc0014276381","bc0014276381","http://datos.infolobby.cl/infolobby/institucion/bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","2020-06-18T10:00:00","2020-07-02T14:28:24.703","2020-07-02T14:28:24.703","http://datos.infolobby.cl/infolobby/comuna/15101","Arica","Video Conferencia","nodeID://b1727465425",60,"nodeID://b1727465424","nodeID://b1743718496",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/bc0014287101","bc0014287101","http://datos.infolobby.cl/infolobby/institucion/bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","2020-06-23T10:00:00","2020-08-04T15:06:38.137","2020-08-04T15:06:38.137","http://datos.infolobby.cl/infolobby/comuna/15101","Arica","Video Conferencia","nodeID://b1727472157",60,"nodeID://b1727472156","nodeID://b1743721862",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/bc0014273551","bc0014273551","http://datos.infolobby.cl/infolobby/institucion/bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","2020-05-26T15:30:00","2020-07-02T14:28:20.003","2020-07-02T14:28:20.003","http://datos.infolobby.cl/infolobby/comuna/2101","Antofagasta","Video Conferencia","nodeID://b1727465397",60,"nodeID://b1727465396","nodeID://b1743718482",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/bc0014266621","bc0014266621","http://datos.infolobby.cl/infolobby/institucion/bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","2020-05-27T10:00:00","2020-07-02T14:28:23.88","2020-07-02T14:28:23.88","http://datos.infolobby.cl/infolobby/comuna/4101","La Serena","Video Conferencia","nodeID://b1727465419",30,"nodeID://b1727465418","nodeID://b1743718493",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/bc0014266631","bc0014266631","http://datos.infolobby.cl/infolobby/institucion/bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","2020-05-27T10:30:00","2020-07-02T14:28:24.16","2020-07-02T14:28:24.16","http://datos.infolobby.cl/infolobby/comuna/4101","La Serena","Presencial","nodeID://b1727465421",30,"nodeID://b1727465420","nodeID://b1743718494",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/bc0014269521","bc0014269521","http://datos.infolobby.cl/infolobby/institucion/bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","2020-06-09T16:00:00","2020-07-02T14:28:20.887","2020-07-02T14:28:20.887","http://datos.infolobby.cl/infolobby/comuna/5101","Valparaíso","Video Conferencia","nodeID://b1727465403",30,"nodeID://b1727465402","nodeID://b1743718485",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/bc0014269131","bc0014269131","http://datos.infolobby.cl/infolobby/institucion/bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","2020-05-29T13:00:00","2020-07-02T14:28:20.58","2020-07-02T14:28:20.58","http://datos.infolobby.cl/infolobby/comuna/5101","Valparaíso","Video Conferencia","nodeID://b1727465401",30,"nodeID://b1727465400","nodeID://b1743718484",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/bc0014290991","bc0014290991","http://datos.infolobby.cl/infolobby/institucion/bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","2020-06-30T10:30:00","2020-08-04T15:06:35.757","2020-08-04T15:06:35.757","http://datos.infolobby.cl/infolobby/comuna/5101","Valparaíso","Video Conferencia","nodeID://b1727472143",90,"nodeID://b1727472142","nodeID://b1743721855",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/bc0014239011","bc0014239011","http://datos.infolobby.cl/infolobby/institucion/bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","2020-04-28T11:00:00","2020-05-04T16:46:52.293","2020-05-04T16:46:52.293","http://datos.infolobby.cl/infolobby/comuna/5101","Valparaíso","Video Conferencia","nodeID://b1727457017",30,"nodeID://b1727457016","nodeID://b1743714292",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/bc0014339321","bc0014339321","http://datos.infolobby.cl/infolobby/institucion/bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","2020-06-08T09:30:00","2020-09-01T21:46:11.47","2020-09-01T21:46:11.47","http://datos.infolobby.cl/infolobby/comuna/7301","Curicó","Video Conferencia","nodeID://b1727479339",60,"nodeID://b1727479338","nodeID://b1743725453",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/bc0024229441","bc0024229441","http://datos.infolobby.cl/infolobby/institucion/bc002","Servicio Nacional del Patrimonio","2020-04-02T10:00:00","2020-05-04T16:46:58.413","2020-05-04T16:46:58.413","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Video Conferencia","nodeID://b1727457057",28,"nodeID://b1727457056","nodeID://b1743714312",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/bc0024272831","bc0024272831","http://datos.infolobby.cl/infolobby/institucion/bc002","Servicio Nacional del Patrimonio","2020-05-07T12:00:00","2020-07-02T14:28:25.4","2020-07-02T14:28:25.4","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Video Conferencia","nodeID://b1727465429",60,"nodeID://b1727465428","nodeID://b1743718498",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/bc0024281021","bc0024281021","http://datos.infolobby.cl/infolobby/institucion/bc002","Servicio Nacional del Patrimonio","2020-06-05T12:00:00","2020-07-02T14:28:26.563","2020-07-02T14:28:26.563","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Video Conferencia","nodeID://b1727465433",56,"nodeID://b1727465432","nodeID://b1743718500",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/bc0024284841","bc0024284841","http://datos.infolobby.cl/infolobby/institucion/bc002","Servicio Nacional del Patrimonio","2020-06-25T11:30:00","2020-07-02T14:28:27.283","2020-08-04T15:06:38.7","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Video Conferencia","nodeID://b1727472161",60,"nodeID://b1727472160","nodeID://b1743721864",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/bc0024278731","bc0024278731","http://datos.infolobby.cl/infolobby/institucion/bc002","Servicio Nacional del Patrimonio","2020-05-25T12:00:00","2020-07-02T14:28:26.13","2020-07-02T14:28:26.13","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Video Conferencia","nodeID://b1727465431",60,"nodeID://b1727465430","nodeID://b1743718499",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/bc0024281031","bc0024281031","http://datos.infolobby.cl/infolobby/institucion/bc002","Servicio Nacional del Patrimonio","2020-06-22T19:00:00","2020-07-02T14:28:26.987","2020-07-02T14:28:26.987","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Video Conferencia","nodeID://b1727465435",30,"nodeID://b1727465434","nodeID://b1743718501",2020,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/bc0024250701","bc0024250701","http://datos.infolobby.cl/infolobby/institucion/bc002","Servicio Nacional del Patrimonio","2020-04-13T12:00:00","2020-06-01T21:12:09.873","2020-06-01T21:12:09.873","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Video Conferencia","nodeID://b1727460883",56,"nodeID://b1727460882","nodeID://b1743716225",2020,2
