"uriAudiencia","CodigoURI","uriOrganismo","organismo","fechaEvento","fechaRegistro","fechaActualizacion","uriComuna","comuna","tipo","minutos","duracionMinutos","uriFecha","uriInicio","anio","trimestre"
"http://datos.infolobby.cl/infolobby/registroaudiencia/aa0017861","aa0017861","http://datos.infolobby.cl/infolobby/institucion/aa001","PRESIDENCIA DE LA REPÚBLICA","2015-05-04T06:00:00","2015-06-03T14:12:24.757","2015-10-02T19:25:10.907","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Presencial","nodeID://b1726616479",60,"nodeID://b1726616478","nodeID://b1743294023",2015,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/ab00127471","ab00127471","http://datos.infolobby.cl/infolobby/institucion/ab001","SUBSECRETARÍA DEL INTERIOR","2015-06-18T00:00:00","2015-07-02T21:26:43.007","2015-07-02T21:26:43.007","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Presencial","nodeID://b1726609515",60,"nodeID://b1726609514","nodeID://b1743290541",2015,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/ab00134791","ab00134791","http://datos.infolobby.cl/infolobby/institucion/ab001","SUBSECRETARÍA DEL INTERIOR","2015-06-11T00:00:00","2015-07-02T21:27:34.05","2015-07-02T21:27:34.05","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Presencial","nodeID://b1726610811",30,"nodeID://b1726610810","nodeID://b1743291189",2015,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/ab00122011","ab00122011","http://datos.infolobby.cl/infolobby/institucion/ab001","SUBSECRETARÍA DEL INTERIOR","2015-06-08T00:00:00","2015-07-02T21:26:08.28","2015-07-02T21:26:08.28","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Presencial","nodeID://b1726608595",60,"nodeID://b1726608594","nodeID://b1743290081",2015,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/ab00123761","ab00123761","http://datos.infolobby.cl/infolobby/institucion/ab001","SUBSECRETARÍA DEL INTERIOR","2015-06-10T00:00:00","2015-07-02T21:26:19.713","2015-07-02T21:26:19.713","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Presencial","nodeID://b1726608897",60,"nodeID://b1726608896","nodeID://b1743290232",2015,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/ab00123771","ab00123771","http://datos.infolobby.cl/infolobby/institucion/ab001","SUBSECRETARÍA DEL INTERIOR","2015-06-11T00:00:00","2015-07-02T21:26:19.84","2015-07-02T21:26:19.84","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Presencial","nodeID://b1726608899",60,"nodeID://b1726608898","nodeID://b1743290233",2015,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/ab00123781","ab00123781","http://datos.infolobby.cl/infolobby/institucion/ab001","SUBSECRETARÍA DEL INTERIOR","2015-06-11T00:00:00","2015-07-02T21:26:19.903","2015-07-02T21:26:19.903","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Presencial","nodeID://b1726608901",60,"nodeID://b1726608900","nodeID://b1743290234",2015,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/ab00123791","ab00123791","http://datos.infolobby.cl/infolobby/institucion/ab001","SUBSECRETARÍA DEL INTERIOR","2015-06-10T00:00:00","2015-07-02T21:26:20.09","2015-07-02T21:26:20.09","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Presencial","nodeID://b1726608903",60,"nodeID://b1726608902","nodeID://b1743290235",2015,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/ab00126131","ab00126131","http://datos.infolobby.cl/infolobby/institucion/ab001","SUBSECRETARÍA DEL INTERIOR","2015-06-16T00:00:00","2015-07-02T21:26:33.74","2015-07-02T21:26:33.74","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Presencial","nodeID://b1726609283",30,"nodeID://b1726609282","nodeID://b1743290425",2015,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/ab00126141","ab00126141","http://datos.infolobby.cl/infolobby/institucion/ab001","SUBSECRETARÍA DEL INTERIOR","2015-06-17T00:00:00","2015-07-02T21:26:33.85","2015-07-02T21:26:33.85","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Presencial","nodeID://b1726609285",60,"nodeID://b1726609284","nodeID://b1743290426",2015,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/ab00126161","ab00126161","http://datos.infolobby.cl/infolobby/institucion/ab001","SUBSECRETARÍA DEL INTERIOR","2015-06-11T00:00:00","2015-07-02T21:26:34.003","2015-07-02T21:26:34.003","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Presencial","nodeID://b1726609289",30,"nodeID://b1726609288","nodeID://b1743290428",2015,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/ab00129781","ab00129781","http://datos.infolobby.cl/infolobby/institucion/ab001","SUBSECRETARÍA DEL INTERIOR","2015-06-24T00:00:00","2015-07-02T21:26:58.637","2015-07-02T21:26:58.637","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Presencial","nodeID://b1726609933",30,"nodeID://b1726609932","nodeID://b1743290750",2015,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/ab00131251","ab00131251","http://datos.infolobby.cl/infolobby/institucion/ab001","SUBSECRETARÍA DEL INTERIOR","2015-06-23T00:00:00","2015-07-02T21:27:09.247","2015-07-02T21:27:09.247","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Presencial","nodeID://b1726610205",60,"nodeID://b1726610204","nodeID://b1743290886",2015,2
"http://datos.infolobby.cl/infolobby/registroaudiencia/ab00131271","ab00131271","http://datos.infolobby.cl/infolobby/institucion/ab001","SUBSECRETARÍA DEL INTERIOR","2015-06-23T00:00:00","2015-07-02T21:27:09.417","2015-07-02T21:27:09.417","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Presencial","nodeID://b1726610209",60,"nodeID://b1726610208","nodeID://b1743290888",2015,2
