"uriAudiencia","CodigoURI","uriOrganismo","organismo","fechaEvento","fechaRegistro","fechaActualizacion","uriComuna","comuna","tipo","minutos","duracionMinutos","uriFecha","uriInicio","anio","trimestre"
"http://datos.infolobby.cl/infolobby/registroaudiencia/ab001591","ab001591","http://datos.infolobby.cl/infolobby/institucion/ab001","SUBSECRETARÍA DEL INTERIOR","2014-12-19T18:30:00","2015-02-03T00:27:59.267","2015-10-02T19:23:46.09","http://datos.infolobby.cl/infolobby/comuna/1","Sin Información","Presencial","nodeID://b1726615175",60,"nodeID://b1726615174","nodeID://b1743293371",2014,4
"http://datos.infolobby.cl/infolobby/registroaudiencia/ab002731","ab002731","http://datos.infolobby.cl/infolobby/institucion/ab002","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE)","2014-12-18T03:00:00","2015-02-03T00:28:00.483","2015-10-02T19:23:47.727","http://datos.infolobby.cl/infolobby/comuna/1","Sin Información","Presencial","nodeID://b1726615203",60,"nodeID://b1726615202","nodeID://b1743293385",2014,4
"http://datos.infolobby.cl/infolobby/registroaudiencia/ad006721","ad006721","http://datos.infolobby.cl/infolobby/institucion/ad006","EJÉRCITO DE CHILE","2014-12-02T11:00:00","2015-02-03T00:28:00.42","2015-10-02T19:23:47.65","http://datos.infolobby.cl/infolobby/comuna/1","Sin Información","Presencial","nodeID://b1726615201",30,"nodeID://b1726615200","nodeID://b1743293384",2014,4
"http://datos.infolobby.cl/infolobby/registroaudiencia/ad006741","ad006741","http://datos.infolobby.cl/infolobby/institucion/ad006","EJÉRCITO DE CHILE","2014-12-31T13:00:00","2015-10-02T19:23:47.807","2015-10-02T19:23:47.807","http://datos.infolobby.cl/infolobby/comuna/1","Sin Información","Presencial","nodeID://b1726615205",30,"nodeID://b1726615204","nodeID://b1743293386",2014,4
"http://datos.infolobby.cl/infolobby/registroaudiencia/ad006751","ad006751","http://datos.infolobby.cl/infolobby/institucion/ad006","EJÉRCITO DE CHILE","2014-12-31T14:00:00","2015-10-02T19:23:47.867","2015-10-02T19:23:47.867","http://datos.infolobby.cl/infolobby/comuna/1","Sin Información","Presencial","nodeID://b1726615207",30,"nodeID://b1726615206","nodeID://b1743293387",2014,4
"http://datos.infolobby.cl/infolobby/registroaudiencia/ad006691","ad006691","http://datos.infolobby.cl/infolobby/institucion/ad006","EJÉRCITO DE CHILE","2014-12-30T19:00:00","2015-02-03T00:28:00.217","2015-10-02T19:23:47.4","http://datos.infolobby.cl/infolobby/comuna/1","Sin Información","Presencial","nodeID://b1726615195",30,"nodeID://b1726615194","nodeID://b1743293381",2014,4
"http://datos.infolobby.cl/infolobby/registroaudiencia/ad008201","ad008201","http://datos.infolobby.cl/infolobby/institucion/ad008","FUERZA AÉREA DE CHILE","2014-12-15T19:00:00","2015-02-03T00:27:56.24","2015-10-02T19:23:42.517","http://datos.infolobby.cl/infolobby/comuna/1","Sin Información","Presencial","nodeID://b1726615127",30,"nodeID://b1726615126","nodeID://b1743293347",2014,4
"http://datos.infolobby.cl/infolobby/registroaudiencia/ad0081121","ad0081121","http://datos.infolobby.cl/infolobby/institucion/ad008","FUERZA AÉREA DE CHILE","2014-12-26T18:00:00","2015-02-03T00:28:03.51","2015-10-02T19:23:52.127","http://datos.infolobby.cl/infolobby/comuna/1","Sin Información","Presencial","nodeID://b1726615279",60,"nodeID://b1726615278","nodeID://b1743293423",2014,4
"http://datos.infolobby.cl/infolobby/registroaudiencia/ad008701","ad008701","http://datos.infolobby.cl/infolobby/institucion/ad008","FUERZA AÉREA DE CHILE","2014-12-26T17:30:00","2015-02-03T00:28:00.28","2015-10-02T19:23:47.493","http://datos.infolobby.cl/infolobby/comuna/1","Sin Información","Presencial","nodeID://b1726615197",30,"nodeID://b1726615196","nodeID://b1743293382",2014,4
"http://datos.infolobby.cl/infolobby/registroaudiencia/ad008151","ad008151","http://datos.infolobby.cl/infolobby/institucion/ad008","FUERZA AÉREA DE CHILE","2014-12-11T16:00:00","2015-02-03T00:27:55.477","2018-08-30T18:39:16.087","http://datos.infolobby.cl/infolobby/comuna/13102","Cerrillos","Presencial","nodeID://b1726945675",30,"nodeID://b1726945674","nodeID://b1743458621",2014,4
"http://datos.infolobby.cl/infolobby/registroaudiencia/ad009021","ad009021","http://datos.infolobby.cl/infolobby/institucion/ad009","CARABINEROS DE CHILE","2014-12-29T00:00:00","2015-01-19T15:52:09.44","2015-09-04T15:39:00.867","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Presencial","nodeID://b1726614579",30,"nodeID://b1726614578","nodeID://b1743293073",2014,4
"http://datos.infolobby.cl/infolobby/registroaudiencia/ad009131","ad009131","http://datos.infolobby.cl/infolobby/institucion/ad009","CARABINEROS DE CHILE","2014-12-16T11:15:00","2015-01-19T15:40:16.28","2015-09-04T15:30:31.01","http://datos.infolobby.cl/infolobby/comuna/13101","Santiago","Presencial","nodeID://b1726614577",30,"nodeID://b1726614576","nodeID://b1743293072",2014,4
"http://datos.infolobby.cl/infolobby/registroaudiencia/ae001441","ae001441","http://datos.infolobby.cl/infolobby/institucion/ae001","SUBSECRETARÍA DE HACIENDA","2014-12-23T18:30:00","2015-02-03T00:27:57.41","2015-10-02T19:23:43.797","http://datos.infolobby.cl/infolobby/comuna/1","Sin Información","Presencial","nodeID://b1726615149",90,"nodeID://b1726615148","nodeID://b1743293358",2014,4
"http://datos.infolobby.cl/infolobby/registroaudiencia/ae001451","ae001451","http://datos.infolobby.cl/infolobby/institucion/ae001","SUBSECRETARÍA DE HACIENDA","2014-12-24T03:00:00","2015-02-03T00:27:57.677","2015-10-02T19:23:44.25","http://datos.infolobby.cl/infolobby/comuna/1","Sin Información","Presencial","nodeID://b1726615151",90,"nodeID://b1726615150","nodeID://b1743293359",2014,4
