Camino;Código del organismo;Nombre del organismo;Año informado;Trimestre informado;Tipo Elección;Año Elección;Territorio electoral;Nombre completo del candidato;Declaración de Intereses y Patrimonio
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TUCAPEL;VICTOR RAFAEL VIDAL MUÑOZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0835003C013950.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;VALDIVIA;CARLOS MEJIAS GPNZALEZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1439001C014500.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;VALDIVIA;GLADYS DEL CARMEN JARAMILLO CACERES;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1439001C014520.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;VALDIVIA;PEDRO DAVID MUÑOZ LEIVA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1439001C014510.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;VALDIVIA;ROCIO ARAYA GARAY;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1439001C014533.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;VALLENAR;ARMANDO SEBASTIAN AGÜERO VENEGAS;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0309001C012863.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;VALLENAR;JUAN ANTONIO CORTES OLGUIN;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0309001C012919.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;VALLENAR;PATRICIO CLAUDIO NEIRA BRIZUELA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0309001C012902.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;VALPARAISO;GABRIELA HIPOLITA AZUA TORRES;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0517001C013284.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;VALPARAISO;GASTON ALEJANDRO LETELIER PAREDES;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0517001C013247.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;VALPARAISO;MARCELA ANDREA ESPINOZA SILVA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0517001C013260.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;VALPARAISO;MYRNA JOANNA MUÑOZ JOHNSON;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0517001C013235.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;VALPARAISO;PATRICIA NUÑEZ Fernandez;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0517001C013223.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;VICHUQUEN;JUAN CARLOS REYES AVALOS;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0729008C013623.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;VICHUQUEN;LUIS ANTONIO GONZALEZ BADILLA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0729008C013604.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;VICHUQUEN;PANCRACIO CALQUIN CALQUIN;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0729008C013583.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;VICTORIA;ANDREA SAAVEDRA TEIGUE;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0937007C014021.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;VICTORIA;MARCELO VEGA MELINAO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0937007C014058.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;VICTORIA;VICTOR LEONIDAS SANCHEZ OPAZO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0937007C014007.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;VICUÑA;ANA ISABEL GONZALEZ PAEZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0410005C012963.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;VICUÑA;EDUARDO ENRIQUE GALENO ARAYA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0410005C012978.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;VICUÑA;YERMAN HENRRY ROJAS CASTILLO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0410005C013002.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;VILCUN;ADRIAN GAETE ARROYO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0938004C014071.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;VILCUN;ALEXIS MARCELO MONTEALEGRE;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0938004C014089.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;VILLA ALEGRE;GONZALO ENRIQUE FUENTEALBA GOMEZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0731007C013748.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;VILLA ALEGRE;JUSTO ANTONIO REBOLLEDO ARAYA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0731007C013727.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;VILLA ALEGRE;RICARDO ANTONIO LIZAMA SOTO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0731007C013738.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;VILLA ALEMANA;CLAUDIO ELIAS DE LA HORRA DONOSO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0554002C013272.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;VILLA ALEMANA;EDUARDO ANDRES SOTO MANCILLA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0554002C013256.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;VILLA ALEMANA;MARCELA FIGUEROA KUFPFER;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0554002C013209.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;VILLA ALEMANA;ORIETTA DEL PILAR ZAMORANO GARCIA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0554002C013221.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;VILLARRICA;ALEX GAMALIEL CUMIAN HUENULEF;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0938009C014183.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;VIÑA DEL MAR;BARBARA PIHARE TAPIA PALLAUTA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0517002C013304.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;VIÑA DEL MAR;FRANCISCO JAVIER RODRIGUEZ FERRADA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0517002C013313.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;VIÑA DEL MAR;LISETTE SAMIT SALINAS;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0517002C013274.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;VIÑA DEL MAR;SANDRA MOLINA Cespedes;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0517002C013324.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;VIÑA DEL MAR;SANDRO PUEBLA Veas;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0517002C013288.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;VITACURA;CLAUDIO BURGOS BOBADILLA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1321031C014847.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;VITACURA;SEBASTIAN MATURANA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1321031C014866.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;YERBAS BUENAS;ELIANA DEL CARMEN PARADA YAÑEZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0731002C013438.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;YERBAS BUENAS;JOSE MANUEL ZUÑIGA MUÑOZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0731002C013490.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;YERBAS BUENAS;YENNY NOEMI PEREIRA CASTILLO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0731002C013455.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;YUMBEL;JUAN CARLOS HERRERA GACITUA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0835013C013895.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;YUMBEL;JUAN ENRIQUE GODOY RIVERA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0835013C013918.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;YUMBEL;VICTOR RICARDO CABRERA MONARES;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0835013C013933.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;YUNGAY;ALICIA DEL CARMEN HENRIQUEZ MARTINEZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0833009C013810.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;YUNGAY;MARCO AURELIO CUEVAS MELO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0833009C013823.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;YUNGAY;RICARDO ENRIQUE RAMOS MARTINEZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0833009C013840.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;ZAPALLAR;ALEX URBINA CARMONA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0513004C013237.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;ZAPALLAR;ALICIA CARRASCO FERNANDEZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0513004C013248.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;ZAPALLAR;DANILO DEL CARMEN FERNANDEZ PEÑA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0513004C013258.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Parlametarias y Core 2017/Candidatos a CORE;PP025;Partido Socialista de Chile PS;2017;Oct - Dic;Consejeros Regionales;2017;Ais‚n;Julio Rossel Gonz lez;http://www.infoprobidad.cl/Declaracion/Declaracion?ID=125830
Pagina Declaraciones de intereses y patrimonio de candidatos/Parlametarias y Core 2017/Candidatos a CORE;PP025;Partido Socialista de Chile PS;2017;Oct - Dic;Consejeros Regionales;2017;Ais‚n;Rodolfo Zimmermann Mussiett;http://www.infoprobidad.cl/Declaracion/Declaracion?ID=126277
Pagina Declaraciones de intereses y patrimonio de candidatos/Parlametarias y Core 2017/Candidatos a CORE;PP025;Partido Socialista de Chile PS;2017;Oct - Dic;Consejeros Regionales;2017;Antofagasta;Andrea Merino D¡az;http://www.infoprobidad.cl/Declaracion/Declaracion?ID=123216
Pagina Declaraciones de intereses y patrimonio de candidatos/Parlametarias y Core 2017/Candidatos a CORE;PP025;Partido Socialista de Chile PS;2017;Oct - Dic;Consejeros Regionales;2017;Antofagasta;Guillermo Gricerio Hidalgo Ocampo;http://www.infoprobidad.cl/Declaracion/Declaracion?ID=123956
Pagina Declaraciones de intereses y patrimonio de candidatos/Parlametarias y Core 2017/Candidatos a CORE;PP025;Partido Socialista de Chile PS;2017;Oct - Dic;Consejeros Regionales;2017;Antofagasta;H‚ctor Antonio Bravo Solari;http://www.infoprobidad.cl/Declaracion/Declaracion?ID=123748
Pagina Declaraciones de intereses y patrimonio de candidatos/Parlametarias y Core 2017/Candidatos a CORE;PP025;Partido Socialista de Chile PS;2017;Oct - Dic;Consejeros Regionales;2017;Antofagasta;Ingrid Guerrero Guerrero;http://www.infoprobidad.cl/Declaracion/Declaracion?ID=123551
Pagina Declaraciones de intereses y patrimonio de candidatos/Parlametarias y Core 2017/Candidatos a CORE;PP025;Partido Socialista de Chile PS;2017;Oct - Dic;Consejeros Regionales;2017;Ant rtica Chilena;Luis Llaip‚n Ca?u? n;http://www.infoprobidad.cl/Declaracion/Declaracion?ID=123219
Pagina Declaraciones de intereses y patrimonio de candidatos/Parlametarias y Core 2017/Candidatos a CORE;PP025;Partido Socialista de Chile PS;2017;Oct - Dic;Consejeros Regionales;2017;Arica;Alejandro Esteban D¡az Carvajal;http://www.infoprobidad.cl/Declaracion/Declaracion?ID=123888
Pagina Declaraciones de intereses y patrimonio de candidatos/Parlametarias y Core 2017/Candidatos a CORE;PP025;Partido Socialista de Chile PS;2017;Oct - Dic;Consejeros Regionales;2017;Arica;Hortencia Cecilia Hidalgo C ceres;http://www.infoprobidad.cl/Declaracion/Declaracion?ID=124069
Pagina Declaraciones de intereses y patrimonio de candidatos/Parlametarias y Core 2017/Candidatos a CORE;PP025;Partido Socialista de Chile PS;2017;Oct - Dic;Consejeros Regionales;2017;Arica;Javier Nicol s Galeas Figueroa;http://www.infoprobidad.cl/Declaracion/Declaracion?ID=123246
Pagina Declaraciones de intereses y patrimonio de candidatos/Parlametarias y Core 2017/Candidatos a CORE;PP025;Partido Socialista de Chile PS;2017;Oct - Dic;Consejeros Regionales;2017;Arica;Mario Elvy Vargas Pizarro;http://www.infoprobidad.cl/Declaracion/Declaracion?ID=126134
Pagina Declaraciones de intereses y patrimonio de candidatos/Parlametarias y Core 2017/Candidatos a CORE;PP025;Partido Socialista de Chile PS;2017;Oct - Dic;Consejeros Regionales;2017;Arica;Mauricio Humberto Paredes Fierro;http://www.infoprobidad.cl/Declaracion/Declaracion?ID=101450
Pagina Declaraciones de intereses y patrimonio de candidatos/Parlametarias y Core 2017/Candidatos a CORE;PP025;Partido Socialista de Chile PS;2017;Oct - Dic;Consejeros Regionales;2017;Biob¡o;Edwin Von Jentschyk Cruz;http://www.infoprobidad.cl/Declaracion/Declaracion?ID=123622
Pagina Declaraciones de intereses y patrimonio de candidatos/Parlametarias y Core 2017/Candidatos a CORE;PP025;Partido Socialista de Chile PS;2017;Oct - Dic;Consejeros Regionales;2017;Biob¡o;Jos‚ Pinto Albornoz;http://www.infoprobidad.cl/Declaracion/Declaracion?ID=124288
Pagina Declaraciones de intereses y patrimonio de candidatos/Parlametarias y Core 2017/Candidatos a CORE;PP025;Partido Socialista de Chile PS;2017;Oct - Dic;Consejeros Regionales;2017;Biob¡o;Mario Morales Burgos;http://www.infoprobidad.cl/Declaracion/Declaracion?ID=127745
Pagina Declaraciones de intereses y patrimonio de candidatos/Parlametarias y Core 2017/Candidatos a CORE;PP025;Partido Socialista de Chile PS;2017;Oct - Dic;Consejeros Regionales;2017;Cachapoal II;Alba Gallardo Velasquez;http://www.infoprobidad.cl/Declaracion/Declaracion?ID=126032
Pagina Declaraciones de intereses y patrimonio de candidatos/Parlametarias y Core 2017/Candidatos a CORE;PP025;Partido Socialista de Chile PS;2017;Oct - Dic;Consejeros Regionales;2017;Cachapoal II;Jacqueline Jorquera Reinoso;http://www.infoprobidad.cl/Declaracion/Declaracion?ID=126454
