Camino;Código del organismo;Nombre del organismo;Año Informado;Trimestre Informado;Item de ingresos;Unidad Monetaria;Enero;Febrero;Marzo;Abril;Mayo;Junio;Julio;Agosto;Septiembre;Octubre;Noviembre;Diciembre
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2016;PP026;Partido Unión Demócrata Independiente - UDI;2018;Jul - Sep;Rendimiento por actividades;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2018;PP026;Partido Unión Demócrata Independiente - UDI;2018;Jul - Sep;Rendimiento por actividades;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2018/Julio - Septiembre;PP026;Partido Unión Demócrata Independiente - UDI;2018;Jul - Sep;Rendimiento por actividades;Pesos;0;0;0;0;0;0;38318629;0;13159955;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2018;PP026;Partido Unión Demócrata Independiente - UDI;2018;Jul - Sep;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2018/Julio - Septiembre;PP026;Partido Unión Demócrata Independiente - UDI;2018;Jul - Sep;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Julio - Septiembre;PP026;Partido Unión Demócrata Independiente - UDI;2018;Jul - Sep;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2017;PP026;Partido Unión Demócrata Independiente - UDI;2018;Jul - Sep;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2016;PP026;Partido Unión Demócrata Independiente - UDI;2018;Jul - Sep;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2018/Octubre - Diciembre;PP026;Partido Unión Demócrata Independiente - UDI;2018;Oct - Dic;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;0;0;0;0;0;0;0;0;0;0;242214690;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2018/Octubre - Diciembre;PP026;Partido Unión Demócrata Independiente - UDI;2018;Oct - Dic;Aportes personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2018/Octubre - Diciembre;PP026;Partido Unión Demócrata Independiente - UDI;2018;Oct - Dic;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;0;0;0;0;0;0;19506144;8914797;6736805
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2018/Octubre - Diciembre;PP026;Partido Unión Demócrata Independiente - UDI;2018;Oct - Dic;Rendimiento por actividades;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2018/Octubre - Diciembre;PP026;Partido Unión Demócrata Independiente - UDI;2018;Oct - Dic;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Abril - Junio;PP026;Partido Unión Demócrata Independiente - UDI;2019;Abr - Jun;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;240857598;0;0;240768880;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Abril - Junio;PP026;Partido Unión Demócrata Independiente - UDI;2019;Abr - Jun;Aportes personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Abril - Junio;PP026;Partido Unión Demócrata Independiente - UDI;2019;Abr - Jun;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;15168050;8628673;9886039;10701890;9076035;13649027;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Abril - Junio;PP026;Partido Unión Demócrata Independiente - UDI;2019;Abr - Jun;Rendimiento por actividades;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Abril - Junio;PP026;Partido Unión Demócrata Independiente - UDI;2019;Abr - Jun;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Enero - Marzo;PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;240857598;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Enero - Marzo;PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;Aportes personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Enero - Marzo;PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;15168050;8628673;9886039;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Enero - Marzo;PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;Rendimiento por actividades;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Enero - Marzo;PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Octubre - Diciembre;PP026;Partido Unión Demócrata Independiente - UDI;2019;Oct - Dic;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;240857598;0;0;240768880;0;0;240418988;0;0;245184285;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Octubre - Diciembre;PP026;Partido Unión Demócrata Independiente - UDI;2019;Oct - Dic;Aportes personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Octubre - Diciembre;PP026;Partido Unión Demócrata Independiente - UDI;2019;Oct - Dic;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;15168050;8628673;9886039;10701890;9076035;13649027;13120214;9371224;9542345;19544043;9293574;17579043
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Octubre - Diciembre;PP026;Partido Unión Demócrata Independiente - UDI;2019;Oct - Dic;Rendimiento por actividades;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Octubre - Diciembre;PP026;Partido Unión Demócrata Independiente - UDI;2019;Oct - Dic;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2020/Abril - Junio;PP026;Partido Unión Demócrata Independiente - UDI;2020;Abr - Jun;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;252641809;0;0;251847165;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2020/Abril - Junio;PP026;Partido Unión Demócrata Independiente - UDI;2020;Abr - Jun;Aportes personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2020/Abril - Junio;PP026;Partido Unión Demócrata Independiente - UDI;2020;Abr - Jun;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;13732000;9868000;65190408;21795000;14381000;8329000;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2020/Abril - Junio;PP026;Partido Unión Demócrata Independiente - UDI;2020;Abr - Jun;Rendimiento por actividades;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2020/Abril - Junio;PP026;Partido Unión Demócrata Independiente - UDI;2020;Abr - Jun;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2020/Enero - Marzo;PP026;Partido Unión Demócrata Independiente - UDI;2020;Ene - Mar;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;252641809;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2020/Enero - Marzo;PP026;Partido Unión Demócrata Independiente - UDI;2020;Ene - Mar;Aportes personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2020/Enero - Marzo;PP026;Partido Unión Demócrata Independiente - UDI;2020;Ene - Mar;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;13732000;9868000;65190408;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2020/Enero - Marzo;PP026;Partido Unión Demócrata Independiente - UDI;2020;Ene - Mar;Rendimiento por actividades;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2020/Enero - Marzo;PP026;Partido Unión Demócrata Independiente - UDI;2020;Ene - Mar;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2020/Julio - Septiembre;PP026;Partido Unión Demócrata Independiente - UDI;2020;Jul - Sep;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;252641809;0;0;251847165;0;0;250563362;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2020/Julio - Septiembre;PP026;Partido Unión Demócrata Independiente - UDI;2020;Jul - Sep;Aportes personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2020/Julio - Septiembre;PP026;Partido Unión Demócrata Independiente - UDI;2020;Jul - Sep;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;13732000;9868000;65190408;21795000;14381000;8329000;10051000;16864000;6972050;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2020/Julio - Septiembre;PP026;Partido Unión Demócrata Independiente - UDI;2020;Jul - Sep;Rendimiento por actividades;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2020/Julio - Septiembre;PP026;Partido Unión Demócrata Independiente - UDI;2020;Jul - Sep;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Ingresos del partido político/2016;PP027;Comunes;2016;Oct - Dic;Aportes estatales regulados en la Ley N° 18603;Pesos;0;0;0;0;0;0;0;0;0;0;0;13051304
Ingresos del partido político/2016;PP027;Comunes;2016;Oct - Dic;Cuentía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Ingresos del partido político/2016;PP027;Comunes;2016;Oct - Dic;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;20000
Ingresos del partido político/2016;PP027;Comunes;2016;Oct - Dic;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Ingresos del partido político/2016;PP027;Comunes;2016;Oct - Dic;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Ingresos del partido político/2017;PP027;Comunes;2017;Oct - Dic;Aportes estatales regulados en la Ley N° 18603;Pesos;5078997;0;5133341;0;5071741;0;0;0;6365137;0;8341679;0
Ingresos del partido político/2017;PP027;Comunes;2017;Oct - Dic;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Ingresos del partido político/2017;PP027;Comunes;2017;Oct - Dic;Ingresos procedentes de los aportes de personas naturales;Pesos;0;450000;0;0;0;100000;0;0;0;0;0;0
Ingresos del partido político/2017;PP027;Comunes;2017;Oct - Dic;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Ingresos del partido político/2017;PP027;Comunes;2017;Oct - Dic;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Ingresos del partido político/2018;PP027;Comunes;2018;Oct - Dic;Aportes estatales regulados en la Ley N° 18603;Pesos;0;21701286;0;0;28292814;0;0;0;0;0;0;0
Ingresos del partido político/2018;PP027;Comunes;2018;Oct - Dic;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Ingresos del partido político/2018;PP027;Comunes;2018;Oct - Dic;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Ingresos del partido político/2018;PP027;Comunes;2018;Oct - Dic;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Ingresos del partido político/2018;PP027;Comunes;2018;Oct - Dic;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Ingresos del partido político/2019;PP027;Comunes;2019;Oct - Dic;Aportes del Estado (art. 33 bis Ley N 18603);Pesos;0;0;0;0;0;0;0;87593927;30724363;0;31025634;0
Ingresos del partido político/2019;PP027;Comunes;2019;Oct - Dic;Cuantia global de las cuotas y aportes de sus afiliados;Pesos;0;0;3503072;2419010;4290072;3636700;3648700;4498700;3275700;2760000;1410000;2580000
Ingresos del partido político/2019;PP027;Comunes;2019;Oct - Dic;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Ingresos del partido político/2019;PP027;Comunes;2019;Oct - Dic;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Ingresos del partido político/2019;PP027;Comunes;2019;Oct - Dic;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Ingresos del partido político/2020;PP027;Comunes;2020;Jul - Sep;Aportes del Estado (art. 33 bis Ley N 18603);Pesos;0;0;0;63356536;0;0;0;32104876;0;0;0;0
Ingresos del partido político/2020;PP027;Comunes;2020;Jul - Sep;Cuantia global de las cuotas y aportes de sus afiliados;Pesos;3780000;2580000;2565000;2610000;2685000;2595000;2595000;202600;1549000;0;0;0
Ingresos del partido político/2020;PP027;Comunes;2020;Jul - Sep;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Ingresos del partido político/2020;PP027;Comunes;2020;Jul - Sep;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Ingresos del partido político/2020;PP027;Comunes;2020;Jul - Sep;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2016/Octubre-Diciembre;PP028;Partido Renovación Nacional (RN);2016;Oct - Dic;Aportes estatales regulados en la Ley N° 18603;Pesos;0;0;0;0;0;0;0;0;0;0;229690541;0
Pagina Ingresos del partido político/2016/Octubre-Diciembre;PP028;Partido Renovación Nacional (RN);2016;Oct - Dic;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;0;0;0;0;0;0;1838583;33959756;692500
Pagina Ingresos del partido político/2016/Octubre-Diciembre;PP028;Partido Renovación Nacional (RN);2016;Oct - Dic;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2016/Octubre-Diciembre;PP028;Partido Renovación Nacional (RN);2016;Oct - Dic;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2016/Octubre-Diciembre;PP028;Partido Renovación Nacional (RN);2016;Oct - Dic;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;1095378;0;1095378
Pagina Ingresos del partido político/2017;PP028;Partido Renovación Nacional (RN);2017;Oct - Dic;Aportes estatales regulados en la Ley N° 18603;Pesos;0;235357203;0;0;235110802;0;0;232764722;0;0;0;231462980
Pagina Ingresos del partido político/2017;PP028;Partido Renovación Nacional (RN);2017;Oct - Dic;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;8163000;1909166;7948333;2872000;12468500;1985000;3166000;6723000;1818000;1723000;9120000;2076000
Pagina Ingresos del partido político/2017;PP028;Partido Renovación Nacional (RN);2017;Oct - Dic;Devolución exceso de aportes de candidatos;Pesos;0;0;183856;76078;433501;23503;0;93000;0;0;19122;521260
Pagina Ingresos del partido político/2017;PP028;Partido Renovación Nacional (RN);2017;Oct - Dic;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2017;PP028;Partido Renovación Nacional (RN);2017;Oct - Dic;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;650000;2553100;124030;316572812;0;24268981;0
Pagina Ingresos del partido político/2017;PP028;Partido Renovación Nacional (RN);2017;Oct - Dic;Rendimientos procedentes de su propio patrimonio;Pesos;2871548;1127144;1127144;1127144;1127144;1127144;2514749;1127144;234530249;1283859;1545305;166680
Pagina Ingresos del partido político/2018;PP028;Partido Renovación Nacional (RN);2018;Oct - Dic;Aportes estatales regulados en la Ley N° 18603;Pesos;0;235314552;0;0;260742863;0;0;0;268213944;0;0;267384566
Pagina Ingresos del partido político/2018;PP028;Partido Renovación Nacional (RN);2018;Oct - Dic;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;1834000;5781000;8520250;2626000;12179001;2573000;2876705;4670905;3932805;54686274;6060039;15008499
Pagina Ingresos del partido político/2018;PP028;Partido Renovación Nacional (RN);2018;Oct - Dic;Devolución exceso de aportes de candidatos;Pesos;5094;0;90473;61456;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2018;PP028;Partido Renovación Nacional (RN);2018;Oct - Dic;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2018;PP028;Partido Renovación Nacional (RN);2018;Oct - Dic;Otras transferencias públicas y privadas;Pesos;72481040;118439595;0;0;0;241618788;105781665;0;13159955;0;0;0
Pagina Ingresos del partido político/2018;PP028;Partido Renovación Nacional (RN);2018;Oct - Dic;Rendimientos procedentes de su propio patrimonio;Pesos;1160474;3933159;1316714;2119534;1709629;1719064;1317724;1313774;1313094;1447012;1742830;2009148
Pagina Ingresos del partido político/2019;PP028;Partido Renovación Nacional (RN);2019;Oct - Dic;Aportes estatales regulados en la Ley N° 18603;Pesos;0;268128891;0;0;268040173;0;0;268491006;0;0;273895742;0
Pagina Ingresos del partido político/2019;PP028;Partido Renovación Nacional (RN);2019;Oct - Dic;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;1223000;5277123;8430747;15137853;17234635;6331703;7253922;9108009;16506905;6656032;7726614;7278508
Pagina Ingresos del partido político/2019;PP028;Partido Renovación Nacional (RN);2019;Oct - Dic;Devolución exceso de aportes de candidatos;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019;PP028;Partido Renovación Nacional (RN);2019;Oct - Dic;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019;PP028;Partido Renovación Nacional (RN);2019;Oct - Dic;Otras transferencias públicas y privadas;Pesos;419892;0;0;0;0;0;0;0;0;0;0;587420
Pagina Ingresos del partido político/2019;PP028;Partido Renovación Nacional (RN);2019;Oct - Dic;Rendimientos procedentes de su propio patrimonio;Pesos;1802531;3235278;2799922;2435315;2414743;2549510;1368457;3198420;1368097;1053447;935007;935007
Pagina Ingresos del partido político/2020;PP028;Partido Renovación Nacional (RN);2020;Abr - Jun;Aportes estatales regulados en la Ley N° 18603;Pesos;0;281307855;0;280513212;0;0;279229408;0;0;0;0;0
Pagina Ingresos del partido político/2020;PP028;Partido Renovación Nacional (RN);2020;Abr - Jun;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;8628699;6632437;7251085;6699545;6292477;6196511;6434113;7068339;6308286;0;0;0
Pagina Ingresos del partido político/2020;PP028;Partido Renovación Nacional (RN);2020;Abr - Jun;Devolución exceso de aportes de candidatos;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2020;PP028;Partido Renovación Nacional (RN);2020;Abr - Jun;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2020;PP028;Partido Renovación Nacional (RN);2020;Abr - Jun;Otras transferencias públicas y privadas;Pesos;223739;0;0;0;0;0;0;0;134702798;0;0;0
Pagina Ingresos del partido político/2020;PP028;Partido Renovación Nacional (RN);2020;Abr - Jun;Rendimientos procedentes de su propio patrimonio;Pesos;953757;953757;953757;993757;643757;643757;643757;643757;993757;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/Trimestre Octubre - Diciembre 2017;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;Aportes estatales regulados en la Ley N° 18603;Pesos;0;18623641;19030505;0;18968905;0;0;0;0;0;24465139;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/Trimestre Octubre - Diciembre 2018;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;Aportes estatales regulados en la Ley N° 18603;Pesos;0;24839068;0;0;0;89539619;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/Trimestre Octubre - Diciembre 2018;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;1246244;3676434;1092127;10195346;13700033;10969923;10329000;11748000;9968500;10258500;11324500;9892500
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/Trimestre Octubre - Diciembre 2017;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;2313900;1747060;2722523;2849134;1975758;2571139;1819732;4081053;13629600;1716989;4900305;1586810
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/Trimestre Octubre - Diciembre 2018;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;43000;43000;43000;63000;60000;60000
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/Trimestre Octubre - Diciembre 2017;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;Ingresos procedentes de los aportes de personas naturales;Pesos;0;123842;0;900000;0;20689;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/Trimestre Octubre - Diciembre 2017;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;0;0;0;0;20105260;0;1321073
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/Trimestre Octubre - Diciembre 2018;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;0;1271785;654755;1367352;601629;423057;2495887
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/Trimestre Octubre - Diciembre 2017;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/Trimestre Octubre - Diciembre 2018;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;200821623;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/Trimestre Julio - Septiembre 2018;PP029;Partido Revolución Democrática (RD);2018;Abr - Jun;Aportes estatales regulados en la Ley N° 18603;Pesos;0;24839068;0;0;0;89539619;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/Trimestre Abril- Junio 2018;PP029;Partido Revolución Democrática (RD);2018;Abr - Jun;Aportes estatales regulados en la Ley Nø 18603;Pesos;0;24839068;0;0;0;89539619;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/Trimestre Julio - Septiembre 2018;PP029;Partido Revolución Democrática (RD);2018;Abr - Jun;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;1246244;3676434;1092127;10195346;13700033;10969923;10329000;11748000;9968500;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/Trimestre Abril- Junio 2018;PP029;Partido Revolución Democrática (RD);2018;Abr - Jun;Cuantia global de las cuotas y aportes de sus afiliados;Pesos;1246244;3676434;1092127;10195346;13700083;10969923;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/Trimestre Abril- Junio 2018;PP029;Partido Revolución Democrática (RD);2018;Abr - Jun;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/Trimestre Julio - Septiembre 2018;PP029;Partido Revolución Democrática (RD);2018;Abr - Jun;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;43000;43000;43000;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/Trimestre Julio - Septiembre 2018;PP029;Partido Revolución Democrática (RD);2018;Abr - Jun;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;0;1271785;654755;1367352;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/Trimestre Abril- Junio 2018;PP029;Partido Revolución Democrática (RD);2018;Abr - Jun;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;200821623;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/Trimestre Abril- Junio 2018;PP029;Partido Revolución Democrática (RD);2018;Abr - Jun;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/Trimestre Julio - Septiembre 2018;PP029;Partido Revolución Democrática (RD);2018;Abr - Jun;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;200821623;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/Trimestre Enero - Marzo 2018;PP029;Partido Revolución Democrática (RD);2018;Ene - Mar;Aportes estatales regulados en la Ley N° 18603;Pesos;0;24839068;0;0;0;0;0;0;0;0;0;0
