Camino;Código del organismo;Nombre del organismo;Año Informado;Trimestre Informado;Item;Unidad Monetaria;Monto
Pagina Aportes, donaciones, asignaciones y otros/2018/Trimestre Julio - Septiembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2018;Jul - Sep;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Trimestre Julio - Septiembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2018;Jul - Sep;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Trimestre Julio - Septiembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2018;Jul - Sep;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Trimestre Julio - Septiembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2018;Jul - Sep;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Trimestre Octubre - Diciembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2018;Oct - Dic;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;28216269
Pagina Aportes, donaciones, asignaciones y otros/2018/Trimestre Octubre - Diciembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2018;Oct - Dic;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Trimestre Octubre - Diciembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2018;Oct - Dic;Cotizaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Trimestre Octubre - Diciembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2018;Oct - Dic;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Trimestre Octubre - Diciembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2018;Oct - Dic;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Trimestre Octubre - Diciembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2018;Oct - Dic;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Trimestre Octubre - Diciembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2018;Oct - Dic;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Abril - Junio;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Abr - Jun;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;28291311
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Abril - Junio;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Abr - Jun;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Abril - Junio;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Abr - Jun;Cotizaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Abril - Junio;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Abr - Jun;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Abril - Junio;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Abr - Jun;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Abril - Junio;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Abr - Jun;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Abril - Junio;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Abr - Jun;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Enero - Marzo;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Ene - Mar;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;28317405
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Enero - Marzo;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Ene - Mar;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Enero - Marzo;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Ene - Mar;Cotizaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Enero - Marzo;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Ene - Mar;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Enero - Marzo;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Ene - Mar;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Enero - Marzo;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Ene - Mar;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Enero - Marzo;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Ene - Mar;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Julio - Septiembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Jul - Sep;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;28423909
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Julio - Septiembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Jul - Sep;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Julio - Septiembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Jul - Sep;Cotizaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Julio - Septiembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Jul - Sep;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Julio - Septiembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Jul - Sep;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Julio - Septiembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Jul - Sep;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Julio - Septiembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Jul - Sep;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Octubre - Diciembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Oct - Dic;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;28828416
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Octubre - Diciembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Oct - Dic;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Octubre - Diciembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Oct - Dic;Cotizaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Octubre - Diciembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Oct - Dic;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Octubre - Diciembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Oct - Dic;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Octubre - Diciembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Oct - Dic;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Octubre - Diciembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Oct - Dic;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Trimestre Abril - Junio 2020;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Abr - Jun;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;29374846
Pagina Aportes, donaciones, asignaciones y otros/2020/Trimestre Abril - Junio 2020;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Abr - Jun;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Trimestre Abril - Junio 2020;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Abr - Jun;Cotizaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Trimestre Abril - Junio 2020;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Abr - Jun;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Trimestre Abril - Junio 2020;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Abr - Jun;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Trimestre Abril - Junio 2020;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Abr - Jun;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Trimestre Abril - Junio 2020;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Abr - Jun;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Trimestre Enero - Marzo;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Ene - Mar;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;29608565
Pagina Aportes, donaciones, asignaciones y otros/2020/Trimestre Enero - Marzo;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Ene - Mar;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Trimestre Enero - Marzo;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Ene - Mar;Cotizaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Trimestre Enero - Marzo;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Ene - Mar;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Trimestre Enero - Marzo;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Ene - Mar;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Trimestre Enero - Marzo;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Ene - Mar;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Trimestre Enero - Marzo;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Ene - Mar;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Trimestre Julio - Septiembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Jul - Sep;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;30214982
Pagina Aportes, donaciones, asignaciones y otros/2020/Trimestre Julio - Septiembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Jul - Sep;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Trimestre Julio - Septiembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Jul - Sep;Cotizaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Trimestre Julio - Septiembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Jul - Sep;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Trimestre Julio - Septiembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Jul - Sep;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Trimestre Julio - Septiembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Jul - Sep;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Trimestre Julio - Septiembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Jul - Sep;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Jul-Sept 2017;PP039;Partido Igualdad ](PI);2017;Jul - Sep;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Jul-Sept 2017;PP039;Partido Igualdad ](PI);2017;Jul - Sep;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Jul-Sept 2017;PP039;Partido Igualdad ](PI);2017;Jul - Sep;Cotizaciones;Pesos;300000
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Jul-Sept 2017;PP039;Partido Igualdad ](PI);2017;Jul - Sep;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Jul-Sept 2017;PP039;Partido Igualdad ](PI);2017;Jul - Sep;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Jul-Sept 2017;PP039;Partido Igualdad ](PI);2017;Jul - Sep;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Jul-Sept 2017;PP039;Partido Igualdad ](PI);2017;Jul - Sep;Otras Transferencias públicas;Pesos;69193008
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Octubre - Diciembre;PP039;Partido Igualdad ](PI);2017;Oct - Dic;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Octubre - Diciembre;PP039;Partido Igualdad ](PI);2017;Oct - Dic;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Octubre - Diciembre;PP039;Partido Igualdad ](PI);2017;Oct - Dic;Cotizaciones;Pesos;75000
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Octubre - Diciembre;PP039;Partido Igualdad ](PI);2017;Oct - Dic;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Octubre - Diciembre;PP039;Partido Igualdad ](PI);2017;Oct - Dic;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Octubre - Diciembre;PP039;Partido Igualdad ](PI);2017;Oct - Dic;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Octubre - Diciembre;PP039;Partido Igualdad ](PI);2017;Oct - Dic;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Trimestre Abril - Junio;PP039;Partido Igualdad ](PI);2018;Abr - Jun;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Trimestre Abril - Junio;PP039;Partido Igualdad ](PI);2018;Abr - Jun;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Trimestre Abril - Junio;PP039;Partido Igualdad ](PI);2018;Abr - Jun;Cotizaciones;Pesos;520000
Pagina Aportes, donaciones, asignaciones y otros/2018/Trimestre Abril - Junio;PP039;Partido Igualdad ](PI);2018;Abr - Jun;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Trimestre Abril - Junio;PP039;Partido Igualdad ](PI);2018;Abr - Jun;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Trimestre Abril - Junio;PP039;Partido Igualdad ](PI);2018;Abr - Jun;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Trimestre Abril - Junio;PP039;Partido Igualdad ](PI);2018;Abr - Jun;Otras Transferencias públicas;Pesos;88121573
Pagina Aportes, donaciones, asignaciones y otros/2018/Trimestre Enero - Marzo;PP039;Partido Igualdad ](PI);2018;Ene - Mar;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Trimestre Enero - Marzo;PP039;Partido Igualdad ](PI);2018;Ene - Mar;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Trimestre Enero - Marzo;PP039;Partido Igualdad ](PI);2018;Ene - Mar;Cotizaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Trimestre Enero - Marzo;PP039;Partido Igualdad ](PI);2018;Ene - Mar;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Trimestre Enero - Marzo;PP039;Partido Igualdad ](PI);2018;Ene - Mar;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Trimestre Enero - Marzo;PP039;Partido Igualdad ](PI);2018;Ene - Mar;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Trimestre Enero - Marzo;PP039;Partido Igualdad ](PI);2018;Ene - Mar;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Trimestre Julio - Septiembre;PP039;Partido Igualdad ](PI);2018;Jul - Sep;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Trimestre Julio - Septiembre;PP039;Partido Igualdad ](PI);2018;Jul - Sep;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Trimestre Julio - Septiembre;PP039;Partido Igualdad ](PI);2018;Jul - Sep;Cotizaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Trimestre Julio - Septiembre;PP039;Partido Igualdad ](PI);2018;Jul - Sep;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Trimestre Julio - Septiembre;PP039;Partido Igualdad ](PI);2018;Jul - Sep;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Trimestre Julio - Septiembre;PP039;Partido Igualdad ](PI);2018;Jul - Sep;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Trimestre Julio - Septiembre;PP039;Partido Igualdad ](PI);2018;Jul - Sep;Otras Transferencias públicas;Pesos;31647158
Pagina Aportes, donaciones, asignaciones y otros/2018/Trimestre Octubre - Diciembre;PP039;Partido Igualdad ](PI);2018;Oct - Dic;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Trimestre Octubre - Diciembre;PP039;Partido Igualdad ](PI);2018;Oct - Dic;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Trimestre Octubre - Diciembre;PP039;Partido Igualdad ](PI);2018;Oct - Dic;Cotizaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Trimestre Octubre - Diciembre;PP039;Partido Igualdad ](PI);2018;Oct - Dic;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Trimestre Octubre - Diciembre;PP039;Partido Igualdad ](PI);2018;Oct - Dic;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Trimestre Octubre - Diciembre;PP039;Partido Igualdad ](PI);2018;Oct - Dic;Otras Transferencias privadas;Pesos;440590
Pagina Aportes, donaciones, asignaciones y otros/2018/Trimestre Octubre - Diciembre;PP039;Partido Igualdad ](PI);2018;Oct - Dic;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Abril - Junio;PP039;Partido Igualdad ](PI);2019;Abr - Jun;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;40208271
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Abril - Junio;PP039;Partido Igualdad ](PI);2019;Abr - Jun;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Abril - Junio;PP039;Partido Igualdad ](PI);2019;Abr - Jun;Cotizaciones;Pesos;26000
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Abril - Junio;PP039;Partido Igualdad ](PI);2019;Abr - Jun;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Abril - Junio;PP039;Partido Igualdad ](PI);2019;Abr - Jun;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Abril - Junio;PP039;Partido Igualdad ](PI);2019;Abr - Jun;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Abril - Junio;PP039;Partido Igualdad ](PI);2019;Abr - Jun;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Enero - Marzo;PP039;Partido Igualdad ](PI);2019;Ene - Mar;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;129094433
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Enero - Marzo;PP039;Partido Igualdad ](PI);2019;Ene - Mar;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Enero - Marzo;PP039;Partido Igualdad ](PI);2019;Ene - Mar;Cotizaciones;Pesos;38000
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Enero - Marzo;PP039;Partido Igualdad ](PI);2019;Ene - Mar;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Enero - Marzo;PP039;Partido Igualdad ](PI);2019;Ene - Mar;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Enero - Marzo;PP039;Partido Igualdad ](PI);2019;Ene - Mar;Otras Transferencias privadas;Pesos;355094
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Enero - Marzo;PP039;Partido Igualdad ](PI);2019;Ene - Mar;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Julio - Septiembre;PP039;Partido Igualdad ](PI);2019;Jul - Sep;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Julio - Septiembre;PP039;Partido Igualdad ](PI);2019;Jul - Sep;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Julio - Septiembre;PP039;Partido Igualdad ](PI);2019;Jul - Sep;Cotizaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Julio - Septiembre;PP039;Partido Igualdad ](PI);2019;Jul - Sep;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Julio - Septiembre;PP039;Partido Igualdad ](PI);2019;Jul - Sep;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Julio - Septiembre;PP039;Partido Igualdad ](PI);2019;Jul - Sep;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Julio - Septiembre;PP039;Partido Igualdad ](PI);2019;Jul - Sep;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Octubre - Diciembre;PP039;Partido Igualdad ](PI);2019;Oct - Dic;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Octubre - Diciembre;PP039;Partido Igualdad ](PI);2019;Oct - Dic;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Octubre - Diciembre;PP039;Partido Igualdad ](PI);2019;Oct - Dic;Cotizaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Octubre - Diciembre;PP039;Partido Igualdad ](PI);2019;Oct - Dic;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Octubre - Diciembre;PP039;Partido Igualdad ](PI);2019;Oct - Dic;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Octubre - Diciembre;PP039;Partido Igualdad ](PI);2019;Oct - Dic;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Trimestre Octubre - Diciembre;PP039;Partido Igualdad ](PI);2019;Oct - Dic;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Trimestre Abril - Junio;PP039;Partido Igualdad ](PI);2020;Abr - Jun;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;83197161
Pagina Aportes, donaciones, asignaciones y otros/2020/Trimestre Abril - Junio;PP039;Partido Igualdad ](PI);2020;Abr - Jun;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Trimestre Abril - Junio;PP039;Partido Igualdad ](PI);2020;Abr - Jun;Cotizaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Trimestre Abril - Junio;PP039;Partido Igualdad ](PI);2020;Abr - Jun;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Trimestre Abril - Junio;PP039;Partido Igualdad ](PI);2020;Abr - Jun;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Trimestre Abril - Junio;PP039;Partido Igualdad ](PI);2020;Abr - Jun;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Trimestre Abril - Junio;PP039;Partido Igualdad ](PI);2020;Abr - Jun;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Trimestre Enero - Marzo;PP039;Partido Igualdad ](PI);2020;Ene - Mar;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Trimestre Enero - Marzo;PP039;Partido Igualdad ](PI);2020;Ene - Mar;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Trimestre Enero - Marzo;PP039;Partido Igualdad ](PI);2020;Ene - Mar;Cotizaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Trimestre Enero - Marzo;PP039;Partido Igualdad ](PI);2020;Ene - Mar;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Trimestre Enero - Marzo;PP039;Partido Igualdad ](PI);2020;Ene - Mar;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Trimestre Enero - Marzo;PP039;Partido Igualdad ](PI);2020;Ene - Mar;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Trimestre Enero - Marzo;PP039;Partido Igualdad ](PI);2020;Ene - Mar;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Trimestre Julio - Septiembre;PP039;Partido Igualdad ](PI);2020;Jul - Sep;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;13046800
Pagina Aportes, donaciones, asignaciones y otros/2020/Trimestre Julio - Septiembre;PP039;Partido Igualdad ](PI);2020;Jul - Sep;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Trimestre Julio - Septiembre;PP039;Partido Igualdad ](PI);2020;Jul - Sep;Cotizaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Trimestre Julio - Septiembre;PP039;Partido Igualdad ](PI);2020;Jul - Sep;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Trimestre Julio - Septiembre;PP039;Partido Igualdad ](PI);2020;Jul - Sep;Frutos y productos de los Bienes Patrimoniales;Pesos;0
