Camino;Código del organismo;Nombre del organismo;Año Informado;Trimestre Informado;Item;Unidad Monetaria;Monto
Aportes, donaciones, asignaciones y otros/2017/Ene - Mar;PP010;Partido Ecologista Verde (PEV);2017;Ene - Mar;Otras Transferencias pÃºblicas;Pesos;0
Aportes, donaciones, asignaciones y otros/2017/Ene - Mar;PP010;Partido Ecologista Verde (PEV);2017;Ene - Mar;Otras Transferencias privadas;Pesos;2000000
Aportes, donaciones, asignaciones y otros/2017/Jul -Sep;PP010;Partido Ecologista Verde (PEV);2017;Jul - Sep;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;8911191
Aportes, donaciones, asignaciones y otros/2017/Jul -Sep;PP010;Partido Ecologista Verde (PEV);2017;Jul - Sep;Asignaciones testamentarias;Pesos;0
Aportes, donaciones, asignaciones y otros/2017/Jul -Sep;PP010;Partido Ecologista Verde (PEV);2017;Jul - Sep;Cotizaciones;Pesos;0
Aportes, donaciones, asignaciones y otros/2017/Jul -Sep;PP010;Partido Ecologista Verde (PEV);2017;Jul - Sep;Donaciones;Pesos;0
Aportes, donaciones, asignaciones y otros/2017/Jul -Sep;PP010;Partido Ecologista Verde (PEV);2017;Jul - Sep;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Aportes, donaciones, asignaciones y otros/2017/Jul -Sep;PP010;Partido Ecologista Verde (PEV);2017;Jul - Sep;Otras Transferencias privadas;Pesos;0
Aportes, donaciones, asignaciones y otros/2017/Jul -Sep;PP010;Partido Ecologista Verde (PEV);2017;Jul - Sep;Otras Transferencias públicas;Pesos;51586758
Aportes, donaciones, asignaciones y otros/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;9533347
Aportes, donaciones, asignaciones y otros/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Asignaciones testamentarias;Pesos;0
Aportes, donaciones, asignaciones y otros/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Cotizaciones;Pesos;0
Aportes, donaciones, asignaciones y otros/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Donaciones;Pesos;0
Aportes, donaciones, asignaciones y otros/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Aportes, donaciones, asignaciones y otros/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Otras Transferencias privadas;Pesos;280010
Aportes, donaciones, asignaciones y otros/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Otras Transferencias públicas;Pesos;6108732
Aportes, donaciones, asignaciones y otros/2018/Abr-Jun;PP010;Partido Ecologista Verde (PEV);2018;Abr - Jun;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;38890977
Aportes, donaciones, asignaciones y otros/2018/Abr-Jun;PP010;Partido Ecologista Verde (PEV);2018;Abr - Jun;Asignaciones testamentarias;Pesos;0
Aportes, donaciones, asignaciones y otros/2018/Abr-Jun;PP010;Partido Ecologista Verde (PEV);2018;Abr - Jun;Cotizaciones;Pesos;0
Aportes, donaciones, asignaciones y otros/2018/Abr-Jun;PP010;Partido Ecologista Verde (PEV);2018;Abr - Jun;Donaciones;Pesos;0
Aportes, donaciones, asignaciones y otros/2018/Abr-Jun;PP010;Partido Ecologista Verde (PEV);2018;Abr - Jun;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Aportes, donaciones, asignaciones y otros/2018/Abr-Jun;PP010;Partido Ecologista Verde (PEV);2018;Abr - Jun;Otras Transferencias privadas;Pesos;0
Aportes, donaciones, asignaciones y otros/2018/Abr-Jun;PP010;Partido Ecologista Verde (PEV);2018;Abr - Jun;Otras Transferencias públicas;Pesos;129499547
Aportes, donaciones, asignaciones y otros/2018/Ene-Mar;PP010;Partido Ecologista Verde (PEV);2018;Ene - Mar;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;9658664
Aportes, donaciones, asignaciones y otros/2018/Ene-Mar;PP010;Partido Ecologista Verde (PEV);2018;Ene - Mar;Asignaciones testamentarias;Pesos;0
Aportes, donaciones, asignaciones y otros/2018/Ene-Mar;PP010;Partido Ecologista Verde (PEV);2018;Ene - Mar;Cotizaciones;Pesos;0
Aportes, donaciones, asignaciones y otros/2018/Ene-Mar;PP010;Partido Ecologista Verde (PEV);2018;Ene - Mar;Donaciones;Pesos;0
Aportes, donaciones, asignaciones y otros/2018/Ene-Mar;PP010;Partido Ecologista Verde (PEV);2018;Ene - Mar;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Aportes, donaciones, asignaciones y otros/2018/Ene-Mar;PP010;Partido Ecologista Verde (PEV);2018;Ene - Mar;Otras Transferencias privadas;Pesos;0
Aportes, donaciones, asignaciones y otros/2018/Ene-Mar;PP010;Partido Ecologista Verde (PEV);2018;Ene - Mar;Otras Transferencias públicas;Pesos;1989491
Aportes, donaciones, asignaciones y otros/2018/Jul-Sep;PP010;Partido Ecologista Verde (PEV);2018;Jul - Sep;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;0
Aportes, donaciones, asignaciones y otros/2018/Jul-Sep;PP010;Partido Ecologista Verde (PEV);2018;Jul - Sep;Asignaciones testamentarias;Pesos;0
Aportes, donaciones, asignaciones y otros/2018/Jul-Sep;PP010;Partido Ecologista Verde (PEV);2018;Jul - Sep;Cotizaciones;Pesos;0
Aportes, donaciones, asignaciones y otros/2018/Jul-Sep;PP010;Partido Ecologista Verde (PEV);2018;Jul - Sep;Donaciones;Pesos;0
Aportes, donaciones, asignaciones y otros/2018/Jul-Sep;PP010;Partido Ecologista Verde (PEV);2018;Jul - Sep;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Aportes, donaciones, asignaciones y otros/2018/Jul-Sep;PP010;Partido Ecologista Verde (PEV);2018;Jul - Sep;Otras Transferencias privadas;Pesos;0
Aportes, donaciones, asignaciones y otros/2018/Jul-Sep;PP010;Partido Ecologista Verde (PEV);2018;Jul - Sep;Otras Transferencias públicas;Pesos;27096838
Aportes, donaciones, asignaciones y otros/2018/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2018;Oct - Dic;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;0
Aportes, donaciones, asignaciones y otros/2018/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2018;Oct - Dic;Asignaciones testamentarias;Pesos;0
Aportes, donaciones, asignaciones y otros/2018/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2018;Oct - Dic;Cotizaciones;Pesos;310600
Aportes, donaciones, asignaciones y otros/2018/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2018;Oct - Dic;Donaciones;Pesos;0
Aportes, donaciones, asignaciones y otros/2018/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2018;Oct - Dic;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Aportes, donaciones, asignaciones y otros/2018/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2018;Oct - Dic;Otras Transferencias privadas;Pesos;721390
Aportes, donaciones, asignaciones y otros/2018/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2018;Oct - Dic;Otras Transferencias públicas;Pesos;0
Aportes, donaciones, asignaciones y otros/2019/Abr-Jun;PP010;Partido Ecologista Verde (PEV);2019;Abr - Jun;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;42611144
Aportes, donaciones, asignaciones y otros/2019/Abr-Jun;PP010;Partido Ecologista Verde (PEV);2019;Abr - Jun;Asignaciones testamentarias;Pesos;0
Aportes, donaciones, asignaciones y otros/2019/Abr-Jun;PP010;Partido Ecologista Verde (PEV);2019;Abr - Jun;Cotizaciones;Pesos;0
Aportes, donaciones, asignaciones y otros/2019/Abr-Jun;PP010;Partido Ecologista Verde (PEV);2019;Abr - Jun;Donaciones;Pesos;0
Aportes, donaciones, asignaciones y otros/2019/Abr-Jun;PP010;Partido Ecologista Verde (PEV);2019;Abr - Jun;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Aportes, donaciones, asignaciones y otros/2019/Abr-Jun;PP010;Partido Ecologista Verde (PEV);2019;Abr - Jun;Otras Transferencias privadas;Pesos;0
Aportes, donaciones, asignaciones y otros/2019/Abr-Jun;PP010;Partido Ecologista Verde (PEV);2019;Abr - Jun;Otras Transferencias públicas;Pesos;0
Aportes, donaciones, asignaciones y otros/2019/Ene-Mar;PP010;Partido Ecologista Verde (PEV);2019;Ene - Mar;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;129177675
Aportes, donaciones, asignaciones y otros/2019/Ene-Mar;PP010;Partido Ecologista Verde (PEV);2019;Ene - Mar;Asignaciones testamentarias;Pesos;0
Aportes, donaciones, asignaciones y otros/2019/Ene-Mar;PP010;Partido Ecologista Verde (PEV);2019;Ene - Mar;Cotizaciones;Pesos;0
Aportes, donaciones, asignaciones y otros/2019/Ene-Mar;PP010;Partido Ecologista Verde (PEV);2019;Ene - Mar;Donaciones;Pesos;0
Aportes, donaciones, asignaciones y otros/2019/Ene-Mar;PP010;Partido Ecologista Verde (PEV);2019;Ene - Mar;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Aportes, donaciones, asignaciones y otros/2019/Ene-Mar;PP010;Partido Ecologista Verde (PEV);2019;Ene - Mar;Otras Transferencias privadas;Pesos;0
Aportes, donaciones, asignaciones y otros/2019/Ene-Mar;PP010;Partido Ecologista Verde (PEV);2019;Ene - Mar;Otras Transferencias públicas;Pesos;0
Aportes, donaciones, asignaciones y otros/2019/Jul-Sep;PP010;Partido Ecologista Verde (PEV);2019;Jul - Sep;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;42876340
Aportes, donaciones, asignaciones y otros/2019/Jul-Sep;PP010;Partido Ecologista Verde (PEV);2019;Jul - Sep;Asignaciones testamentarias;Pesos;0
Aportes, donaciones, asignaciones y otros/2019/Jul-Sep;PP010;Partido Ecologista Verde (PEV);2019;Jul - Sep;Cotizaciones;Pesos;0
Aportes, donaciones, asignaciones y otros/2019/Jul-Sep;PP010;Partido Ecologista Verde (PEV);2019;Jul - Sep;Donaciones;Pesos;0
Aportes, donaciones, asignaciones y otros/2019/Jul-Sep;PP010;Partido Ecologista Verde (PEV);2019;Jul - Sep;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Aportes, donaciones, asignaciones y otros/2019/Jul-Sep;PP010;Partido Ecologista Verde (PEV);2019;Jul - Sep;Otras Transferencias privadas;Pesos;0
Aportes, donaciones, asignaciones y otros/2019/Jul-Sep;PP010;Partido Ecologista Verde (PEV);2019;Jul - Sep;Otras Transferencias públicas;Pesos;0
Aportes, donaciones, asignaciones y otros/2019/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2019;Oct - Dic;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;44662439
Aportes, donaciones, asignaciones y otros/2019/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2019;Oct - Dic;Asignaciones testamentarias;Pesos;0
Aportes, donaciones, asignaciones y otros/2019/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2019;Oct - Dic;Cotizaciones;Pesos;0
Aportes, donaciones, asignaciones y otros/2019/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2019;Oct - Dic;Donaciones;Pesos;0
Aportes, donaciones, asignaciones y otros/2019/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2019;Oct - Dic;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Aportes, donaciones, asignaciones y otros/2019/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2019;Oct - Dic;Otras Transferencias privadas;Pesos;0
Aportes, donaciones, asignaciones y otros/2019/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2019;Oct - Dic;Otras Transferencias públicas;Pesos;0
Aportes, donaciones, asignaciones y otros/2020/Abril-Junio;PP010;Partido Ecologista Verde (PEV);2020;Abr - Jun;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;45356904
Aportes, donaciones, asignaciones y otros/2020/Abril-Junio;PP010;Partido Ecologista Verde (PEV);2020;Abr - Jun;Asignaciones testamentarias;Pesos;0
Aportes, donaciones, asignaciones y otros/2020/Abril-Junio;PP010;Partido Ecologista Verde (PEV);2020;Abr - Jun;Cotizaciones;Pesos;0
Aportes, donaciones, asignaciones y otros/2020/Abril-Junio;PP010;Partido Ecologista Verde (PEV);2020;Abr - Jun;Donaciones;Pesos;0
Aportes, donaciones, asignaciones y otros/2020/Abril-Junio;PP010;Partido Ecologista Verde (PEV);2020;Abr - Jun;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Aportes, donaciones, asignaciones y otros/2020/Abril-Junio;PP010;Partido Ecologista Verde (PEV);2020;Abr - Jun;Otras Transferencias privadas;Pesos;0
Aportes, donaciones, asignaciones y otros/2020/Abril-Junio;PP010;Partido Ecologista Verde (PEV);2020;Abr - Jun;Otras Transferencias públicas;Pesos;0
Aportes, donaciones, asignaciones y otros/2020/Ene-Mar;PP010;Partido Ecologista Verde (PEV);2020;Ene - Mar;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;45871085
Aportes, donaciones, asignaciones y otros/2020/Ene-Mar;PP010;Partido Ecologista Verde (PEV);2020;Ene - Mar;Asignaciones testamentarias;Pesos;0
Aportes, donaciones, asignaciones y otros/2020/Ene-Mar;PP010;Partido Ecologista Verde (PEV);2020;Ene - Mar;Cotizaciones;Pesos;100000
Aportes, donaciones, asignaciones y otros/2020/Ene-Mar;PP010;Partido Ecologista Verde (PEV);2020;Ene - Mar;Donaciones;Pesos;0
Aportes, donaciones, asignaciones y otros/2020/Ene-Mar;PP010;Partido Ecologista Verde (PEV);2020;Ene - Mar;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Aportes, donaciones, asignaciones y otros/2020/Ene-Mar;PP010;Partido Ecologista Verde (PEV);2020;Ene - Mar;Otras Transferencias privadas;Pesos;0
Aportes, donaciones, asignaciones y otros/2020/Ene-Mar;PP010;Partido Ecologista Verde (PEV);2020;Ene - Mar;Otras Transferencias públicas;Pesos;0
Aportes, donaciones, asignaciones y otros/2020/Julio-Septiembre;PP010;Partido Ecologista Verde (PEV);2020;Jul - Sep;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;44096441
Aportes, donaciones, asignaciones y otros/2020/Julio-Septiembre;PP010;Partido Ecologista Verde (PEV);2020;Jul - Sep;Asignaciones testamentarias;Pesos;0
Aportes, donaciones, asignaciones y otros/2020/Julio-Septiembre;PP010;Partido Ecologista Verde (PEV);2020;Jul - Sep;Cotizaciones;Pesos;0
Aportes, donaciones, asignaciones y otros/2020/Julio-Septiembre;PP010;Partido Ecologista Verde (PEV);2020;Jul - Sep;Donaciones;Pesos;0
Aportes, donaciones, asignaciones y otros/2020/Julio-Septiembre;PP010;Partido Ecologista Verde (PEV);2020;Jul - Sep;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Aportes, donaciones, asignaciones y otros/2020/Julio-Septiembre;PP010;Partido Ecologista Verde (PEV);2020;Jul - Sep;Otras Transferencias privadas;Pesos;0
Aportes, donaciones, asignaciones y otros/2020/Julio-Septiembre;PP010;Partido Ecologista Verde (PEV);2020;Jul - Sep;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2016;PP011;Partido Evolución Política (Evópoli);2016;Oct - Dic;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;20315988
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2016;PP011;Partido Evolución Política (Evópoli);2016;Oct - Dic;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2016;PP011;Partido Evolución Política (Evópoli);2016;Oct - Dic;Cotizaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2016;PP011;Partido Evolución Política (Evópoli);2016;Oct - Dic;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2016;PP011;Partido Evolución Política (Evópoli);2016;Oct - Dic;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2016;PP011;Partido Evolución Política (Evópoli);2016;Oct - Dic;Otras Transferencias privadas;Pesos;96097653
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2016;PP011;Partido Evolución Política (Evópoli);2016;Oct - Dic;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2017/Abr - Jun;PP011;Partido Evolución Política (Evópoli);2017;Abr - Jun;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;20286963
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2017/Abr - Jun;PP011;Partido Evolución Política (Evópoli);2017;Abr - Jun;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2017/Abr - Jun;PP011;Partido Evolución Política (Evópoli);2017;Abr - Jun;Cotizaciones;Pesos;32987392
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2017/Abr - Jun;PP011;Partido Evolución Política (Evópoli);2017;Abr - Jun;Donaciones;Pesos;186928540
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2017/Abr - Jun;PP011;Partido Evolución Política (Evópoli);2017;Abr - Jun;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2017/Abr - Jun;PP011;Partido Evolución Política (Evópoli);2017;Abr - Jun;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2017/Abr - Jun;PP011;Partido Evolución Política (Evópoli);2017;Abr - Jun;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2017/Ene - Mar;PP011;Partido Evolución Política (Evópoli);2017;Ene - Mar;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;20533364
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2017/Ene - Mar;PP011;Partido Evolución Política (Evópoli);2017;Ene - Mar;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2017/Ene - Mar;PP011;Partido Evolución Política (Evópoli);2017;Ene - Mar;Cotizaciones;Pesos;8424977
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2017/Ene - Mar;PP011;Partido Evolución Política (Evópoli);2017;Ene - Mar;Donaciones;Pesos;64262497
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2017/Ene - Mar;PP011;Partido Evolución Política (Evópoli);2017;Ene - Mar;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2017/Ene - Mar;PP011;Partido Evolución Política (Evópoli);2017;Ene - Mar;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2017/Ene - Mar;PP011;Partido Evolución Política (Evópoli);2017;Ene - Mar;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2017/Jul - Sep;PP011;Partido Evolución Política (Evópoli);2017;Jul - Sep;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;20368437
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2017/Jul - Sep;PP011;Partido Evolución Política (Evópoli);2017;Jul - Sep;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2017/Jul - Sep;PP011;Partido Evolución Política (Evópoli);2017;Jul - Sep;Cotizaciones;Pesos;28587945
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2017/Jul - Sep;PP011;Partido Evolución Política (Evópoli);2017;Jul - Sep;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2017/Jul - Sep;PP011;Partido Evolución Política (Evópoli);2017;Jul - Sep;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2017/Jul - Sep;PP011;Partido Evolución Política (Evópoli);2017;Jul - Sep;Otras Transferencias privadas;Pesos;66705206
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2017/Jul - Sep;PP011;Partido Evolución Política (Evópoli);2017;Jul - Sep;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2017/Oct - Dic;PP011;Partido Evolución Política (Evópoli);2017;Oct - Dic;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;19066695
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2017/Oct - Dic;PP011;Partido Evolución Política (Evópoli);2017;Oct - Dic;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2017/Oct - Dic;PP011;Partido Evolución Política (Evópoli);2017;Oct - Dic;Cotizaciones;Pesos;131064038
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2017/Oct - Dic;PP011;Partido Evolución Política (Evópoli);2017;Oct - Dic;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2017/Oct - Dic;PP011;Partido Evolución Política (Evópoli);2017;Oct - Dic;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2017/Oct - Dic;PP011;Partido Evolución Política (Evópoli);2017;Oct - Dic;Otras Transferencias privadas;Pesos;42657739
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2017/Oct - Dic;PP011;Partido Evolución Política (Evópoli);2017;Oct - Dic;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2018/Abr - Jun;PP011;Partido Evolución Política (Evópoli);2018;Abr - Jun;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;486292550
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2018/Abr - Jun;PP011;Partido Evolución Política (Evópoli);2018;Abr - Jun;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2018/Abr - Jun;PP011;Partido Evolución Política (Evópoli);2018;Abr - Jun;Cotizaciones;Pesos;31830330
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2018/Abr - Jun;PP011;Partido Evolución Política (Evópoli);2018;Abr - Jun;Donaciones;Pesos;13641570
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2018/Abr - Jun;PP011;Partido Evolución Política (Evópoli);2018;Abr - Jun;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2018/Abr - Jun;PP011;Partido Evolución Política (Evópoli);2018;Abr - Jun;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2018/Abr - Jun;PP011;Partido Evolución Política (Evópoli);2018;Abr - Jun;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2018/Ene - Mar;PP011;Partido Evolución Política (Evópoli);2018;Ene - Mar;Aportes del Estado (art. 33 bis Ley Nø18603);Pesos;33677283
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2018/Ene - Mar;PP011;Partido Evolución Política (Evópoli);2018;Ene - Mar;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2018/Ene - Mar;PP011;Partido Evolución Política (Evópoli);2018;Ene - Mar;Cotizaciones;Pesos;20973999
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2018/Ene - Mar;PP011;Partido Evolución Política (Evópoli);2018;Ene - Mar;Donaciones;Pesos;8988858
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2018/Ene - Mar;PP011;Partido Evolución Política (Evópoli);2018;Ene - Mar;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2018/Ene - Mar;PP011;Partido Evolución Política (Evópoli);2018;Ene - Mar;Otras Transferencias p£blicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2018/Ene - Mar;PP011;Partido Evolución Política (Evópoli);2018;Ene - Mar;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2018/Jul - Sep;PP011;Partido Evolución Política (Evópoli);2018;Jul - Sep;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;5378151
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2018/Jul - Sep;PP011;Partido Evolución Política (Evópoli);2018;Jul - Sep;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2018/Jul - Sep;PP011;Partido Evolución Política (Evópoli);2018;Jul - Sep;Cotizaciones;Pesos;21445434
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2018/Jul - Sep;PP011;Partido Evolución Política (Evópoli);2018;Jul - Sep;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2018/Jul - Sep;PP011;Partido Evolución Política (Evópoli);2018;Jul - Sep;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2018/Jul - Sep;PP011;Partido Evolución Política (Evópoli);2018;Jul - Sep;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2018/Jul - Sep;PP011;Partido Evolución Política (Evópoli);2018;Jul - Sep;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2018/Oct - Dic;PP011;Partido Evolución Política (Evópoli);2018;Oct - Dic;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;79699402
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2018/Oct - Dic;PP011;Partido Evolución Política (Evópoli);2018;Oct - Dic;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2018/Oct - Dic;PP011;Partido Evolución Política (Evópoli);2018;Oct - Dic;Cotizaciones;Pesos;45862599
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2018/Oct - Dic;PP011;Partido Evolución Política (Evópoli);2018;Oct - Dic;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2018/Oct - Dic;PP011;Partido Evolución Política (Evópoli);2018;Oct - Dic;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2018/Oct - Dic;PP011;Partido Evolución Política (Evópoli);2018;Oct - Dic;Otras Transferencias privadas;Pesos;3296538
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2018/Oct - Dic;PP011;Partido Evolución Política (Evópoli);2018;Oct - Dic;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2019/Abril - Junio;PP011;Partido Evolución Política (Evópoli);2019;Abr - Jun;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;242495114
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2019/Abril - Junio;PP011;Partido Evolución Política (Evópoli);2019;Abr - Jun;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2019/Abril - Junio;PP011;Partido Evolución Política (Evópoli);2019;Abr - Jun;Cotizaciones;Pesos;37633744
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2019/Abril - Junio;PP011;Partido Evolución Política (Evópoli);2019;Abr - Jun;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2019/Abril - Junio;PP011;Partido Evolución Política (Evópoli);2019;Abr - Jun;Frutos y productos de los Bienes Patrimoniales;Pesos;0
