Camino;Código del organismo;Nombre del organismo;Año Informado;Trimestre Informado;Tipo de Campaña;Item;Unidad Monetaria;Monto;Estado
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;consejeros regionales;Bolsas Ecologicas, Poleras, Gorros,Chapitas;pesos;507416;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;consejeros regionales;Difusión Campaña;pesos;555556;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;consejeros regionales;Exceso Aportes (Conciliación Bancaria);pesos;20000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;consejeros regionales;Exceso Aportes (Conciliación Bancaria);pesos;38188;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;consejeros regionales;Formulario 108 (Articulos De Oficina);pesos;4247467;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;consejeros regionales;Formulario 108 (Traslados);pesos;250000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;consejeros regionales;Formulario 108 (Traslados);pesos;300000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;consejeros regionales;Formulario 108 (Traslados);pesos;525000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;consejeros regionales;Formulario 108 (Traslados);pesos;580000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;consejeros regionales;Formulario 108 (Traslados);pesos;60000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;consejeros regionales;Propaganda Prensa Escrita;pesos;1054189;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;consejeros regionales;Publicidad Radial;pesos;100000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;consejeros regionales;Publicidad Radial;pesos;100000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;consejeros regionales;Publicidad Radial;pesos;124950;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;consejeros regionales;Publicidad Radial;pesos;150000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;consejeros regionales;Publicidad Radial;pesos;235620;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;consejeros regionales;Publicidad Radial;pesos;280000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;consejeros regionales;Publicidad Radial;pesos;499800;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;consejeros regionales;Publicidad Radial;pesos;60000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;consejeros regionales;Publicidad Radial;pesos;60000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;consejeros regionales;Publicidad Radial;pesos;99999;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;30 Mil Calendarios;pesos;1963500;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;30 Mil Calendarios;pesos;2380000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;30 Mil Calendarios;pesos;2380000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;30 Mil Calendarios;pesos;2380000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;4000 Bolsas Ecologicas Automovil;pesos;714000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;50000 Hojas Cartas;pesos;3240000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Acto Cierre Campaña;pesos;1034900;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Acto Cierre Campaña;pesos;952000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Alejandra Suazo Duran;pesos;7500000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Alejandra Suazo Duran;pesos;7500000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Alejandro Blamey Alegria;pesos;5000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Alejandro Blamey Alegria;pesos;5000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Andrea Saavedra Teigue;pesos;5000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Andrea Saavedra Teigue;pesos;5000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Andres Santander Ortega;pesos;10000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Andres Santander Ortega;pesos;10000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Boris Duran Reyes;pesos;7500000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Boris Duran Reyes;pesos;7500000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Christian Urizar Muñoz;pesos;20000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Cynthia Burgos Sánchez;pesos;5000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Cynthia Burgos Sánchez;pesos;5000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Daniella Cicardini Milla;pesos;15000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Daniel Melo Contreras;pesos;25000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Daniel Melo Contreras;pesos;3000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Danisa Astudillo Peiretti;pesos;7500000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Danisa Astudillo Peiretti;pesos;7500000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Emilia Nuyado Ancapichun;pesos;5000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Emilia Nuyado Ancapichun;pesos;5000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Fernando Atria Lemaitre;pesos;7500000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Fernando Atria Lemaitre;pesos;7500000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Fidel Espinoza Sandoval;pesos;20000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Fidel Espinoza Sandoval;pesos;5000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Francisco Flores Riquelme;pesos;7500000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Francisco Flores Riquelme;pesos;7500000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Francys Foix Fuentealba;pesos;5000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Francys Foix Fuentealba;pesos;5000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Gabriela Carrasco Tobar;pesos;10000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Gabriela Carrasco Tobar;pesos;10000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Gastón Saavedra Chandia;pesos;7500000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Gastón Saavedra Chandia;pesos;7500000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Gina Hidalgo Cancino;pesos;6500000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Gina Hidalgo Cancino;pesos;6500000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Iván Paredes Fierro;pesos;7500000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Jaime Fuentealba Maldonado;pesos;2000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Jaime Fuentealba Maldonado;pesos;5000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Jaime Fuentealba Maldonado;pesos;5000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Jaime Naranjo Ortiz;pesos;7500000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Jaime Naranjo Ortiz;pesos;7500000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Jaime Tohá González;pesos;7500000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Jaime Tohá González;pesos;7500000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Jenny P.Alvarez Vera;pesos;20000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Jenny P.Alvarez Vera;pesos;5000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Jorge Cespedes Pozo;pesos;7500000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Jorge Cespedes Pozo;pesos;7500000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Juan Luis Castro González;pesos;25000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Juan Luis Castro Gonzalez;pesos;5000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Juan Santana Castillo;pesos;5000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Juan Santana Castillo;pesos;5000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Karina Delfino Mussa;pesos;7500000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Karina Delfino Mussa;pesos;7500000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Leonardo Soto Ferrada;pesos;25000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Leonardo Soto Ferrada;pesos;5000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Luis Caprioglio Rabello;pesos;2000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Luis Caprioglio Rabello;pesos;7500000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Luis Caprioglio Rabello;pesos;7500000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Luis Lemus Aracena;pesos;20000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Luis Lemus Aracena;pesos;2000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte  Luis Rocafull Lopez;pesos;15000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Manuel Monsalve Benavides;pesos;20000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Manuel Monsalve Benavides;pesos;5000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Marcelo Díaz Díaz;pesos;7500000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Marcelo Díaz Díaz;pesos;7500000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Marcelo Schilling Rodríguez;pesos;20000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Marcos Ilabaca Cerda;pesos;5000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Marcos Ilabaca Cerda;pesos;5000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte María José Becerra Moro;pesos;7500000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte María José Becerra Moro;pesos;7500000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte María Soledad Tohá Veloso;pesos;6500000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte María Soledad Tohá Veloso;pesos;6500000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Marisol Martinez Sánchez;pesos;5000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Marisol Martinez Sánchez;pesos;5000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Maya Fernández Allende;pesos;25000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Maya Fernandez Allende;pesos;5000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Morin Contreras Concha;pesos;5000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Morin Contreras Concha;pesos;5000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Oscar Avila Mendez;pesos;5000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Oscar Avila Mendez;pesos;5000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Osvaldo Andrade Lara;pesos;25000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Pamela Ovalle Quiroz;pesos;200000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Pamela Ovalle Quiroz;pesos;5000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Pamela Ovalle Quiroz;pesos;5000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Patricio Rosas Barrientos;pesos;5000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Patricio Rosas Barrientos;pesos;5000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Ramón Espinoza Sandoval;pesos;5000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Ramón Espinoza Sandoval;pesos;5000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Raúl Leiva Carvajal;pesos;7500000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Raúl Leiva Carvajal;pesos;7500000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Raul Saldivar Auger;pesos;20000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Ricardo Bravo Oliva;pesos;7500000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Ricardo Bravo Oliva;pesos;7500000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Roberto Poblete Zapata;pesos;20000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Roberto Poblete Zapata;pesos;5000000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Rodrigo González López;pesos;7500000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Rodrigo González López;pesos;7500000;pendiente de aprobacion
Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campañas electorales 2017;PP025;Partido Socialista de Chile PS;2017;Oct -Dic;diputados;Aporte Sergio Salazar Meza;pesos;5000000;pendiente de aprobacion
