Camino;Código del organismo;Nombre del organismo;Año Informado;Trimestre Informado;Tipo de Campaña;Item;Unidad Monetaria;Monto;Estado
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto (cuota del partido) por la grabación, repaldo y lenguaje de señas de la Franja parlamentaria del Frente Amplio;Pesos;512802;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto en pasaje aereo Jefa de Campaña (Grabación Franja Frente Amplio);Pesos;99836;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto menor (pasajes, provisiones brigadistas, encomiendas);Pesos;598965;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por aporte desde la cuenta corriente del Partido a la cuenta de Diputados.;Pesos;20000000;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por Aporte en Especies (Boletines)a Candidatos a Diputados;Pesos;5200300;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por Aporte en Especies (Boletines)a Candidatos a Diputados;Pesos;598600;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por Aporte en Especies (Boletines)a Candidatos a Diputados;Pesos;948400;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por Aporte en Especies (Calendarios)a Candidatos a Diputados;Pesos;1478575;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por Aporte en Especies (Calendarios)a Candidatos a Diputados;Pesos;2659650;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por Aporte en Especies (Calendarios)a Candidatos a Diputados;Pesos;354620;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por Aporte en Especies (Calendarios)a Candidatos a Diputados;Pesos;404600;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por Aporte en Especies (palos) a Candidatos a Diputados;Pesos;400435;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por Aporte en Especies (Palos)a Candidatos a Diputados;Pesos;400435;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por Aporte en Especies (Pendones) a Candidatos a Diputados;Pesos;3954965;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por Aporte en Especies (poleras y Jockey) a Candidatos a Diputados;Pesos;578340;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por Aporte en Especies(Volantes) a Candidatos a Diputados;Pesos;2320500;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por Aporte en Especies (Volantes) a Candidatos a Diputados;Pesos;2927400;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por aportes en dinero a Canditados a Diputados;Pesos;10000000;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por aportes en dinero a Canditados a Diputados;Pesos;1000000;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por aportes en dinero a Canditados a Diputados;Pesos;1000000;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por aportes en dinero a Canditados a Diputados;Pesos;1000000;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por aportes en dinero a Canditados a Diputados;Pesos;1000000;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por aportes en dinero a Canditados a Diputados;Pesos;1000000;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por aportes en dinero a Canditados a Diputados;Pesos;500000;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por aportes en dinero a Canditados a Diputados;Pesos;500000;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por aportes en dinero a Canditados a Diputados;Pesos;500000;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por aportes en dinero a Canditados a Diputados;Pesos;500000;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por aportes en dinero a Canditados a Diputados;Pesos;500000;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por aportes en dinero a Canditados a Diputados;Pesos;500000;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por aportes en dinero a Canditados a Diputados;Pesos;500000;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por aportes en dinero a Canditados a Diputados;Pesos;500000;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por aportes en dinero a Canditados a Diputados;Pesos;500000;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por aportes en dinero a Canditados a Diputados;Pesos;500000;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por aportes en dinero a Canditados a Diputados;Pesos;500000;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por aportes en dinero a Canditados a Diputados;Pesos;500000;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por aportes en dinero a Canditados a Diputados;Pesos;500000;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por aportes en dinero a Canditados a Diputados;Pesos;500000;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por aportes en dinero a Canditados a Diputados;Pesos;500000;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por aportes en dinero a Canditados a Diputados;Pesos;500000;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por aportes en dinero a Canditados a Diputados;Pesos;600000;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por aportes en dinero a Canditados a Diputados;Pesos;700000;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por arriendo de camioneta para traslado de material de campaña;Pesos;1011500;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por arriendo de camioneta para traslado de material de campaña;Pesos;741758;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por propaganda en facebook  a Candidatos a Diputados;Pesos;319681;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por propaganda en facebook  a Candidatos a Diputados;Pesos;538313;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por propaganda en radial a Candidatos a Diputados;Pesos;10482680;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por propaganda en radial a Candidatos a Diputados;Pesos;300059;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por propaganda en radial a Candidatos a Diputados;Pesos;3058776;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por propaganda en radial a Candidatos a Diputados;Pesos;3355800;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por propaganda en radial a Candidatos a Diputados;Pesos;924140;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por propaganda en Twiter  a Candidatos a Diputados;Pesos;64000;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por Servicio profesional -Composición musica original para propaganda electoral radial;Pesos;500000;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por Servicio profesional -Diseño de boletines para la Región Metropolitana.;Pesos;500000;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Gasto por Servicio profesional -Diseño de fotos y volantes a la Región del Bio-bio y Los Lagos;Pesos;705000;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Servicio de Brigadista Diputados PEV;Pesos;120000;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Servicio de Brigadista Diputados PEV;Pesos;400000;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Servicio de Brigadista Diputados PEV;Pesos;500000;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Diputados;Servicio de Brigadista Diputados PEV;Pesos;72000;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Presidencial;Gasto por aporte de propaganda radial a candidata presidencial (Reemboslo);Pesos;8808975;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2017/Oct-Dic;PP010;Partido Ecologista Verde (PEV);2018;Oct - Dic;Presidencial;Gasto por Servicio profesional Administradora General Electoral (Reemboslo);Pesos;1200000;Pendiente de aprobación
Registro de Gastos efectuados en Campañas Electorales/2020/julio-septiembre;PP010;Partido Ecologista Verde (PEV);2020;Jul - Sep;Gastos Plebiscito;Factura por impresión de telas para palomas PEV Ñuble;Pesos;238000;Pendiente
Registro de Gastos efectuados en Campañas Electorales/2020/julio-septiembre;PP010;Partido Ecologista Verde (PEV);2020;Jul - Sep;Gastos Plebiscito;Factura por impresión de telas y palomas PEV Biobío;Pesos;944860;Pendiente
Registro de Gastos efectuados en Campañas Electorales/2020/julio-septiembre;PP010;Partido Ecologista Verde (PEV);2020;Jul - Sep;Gastos Plebiscito;Pago de diseño de afiche para telas y adhesivos para impresión de propaganda;Pesos;30000;Pendiente
Registro de Gastos efectuados en Campañas Electorales/2020/julio-septiembre;PP010;Partido Ecologista Verde (PEV);2021;Jul - Sep;Gastos Plebiscito;Pago de diseño para volantes;Pesos;17850;Pendiente
Registro de Gastos efectuados en Campañas Electorales/2020/julio-septiembre;PP010;Partido Ecologista Verde (PEV);2022;Jul - Sep;Gastos Plebiscito;Arriendo de camioneta para instalación de material de propaganda.;Pesos;178500;Pendiente
Registro de Gastos efectuados en Campañas Electorales/2020/julio-septiembre;PP010;Partido Ecologista Verde (PEV);2023;Jul - Sep;Gastos Plebiscito;Factura por impresión de telas para palomas PEV Los Ríos;Pesos;104720;Pendiente
Registro de Gastos efectuados en Campañas Electorales/2020/julio-septiembre;PP010;Partido Ecologista Verde (PEV);2024;Jul - Sep;Gastos Plebiscito;Informe por compra de cierra circular para la realización de Palomas.;Pesos;99990;Pendiente
Registro de Gastos efectuados en Campañas Electorales/2020/julio-septiembre;PP010;Partido Ecologista Verde (PEV);2025;Jul - Sep;Gastos Plebiscito;Factura post producción videos propaganda Plebiscito;Pesos;416500;Pendiente
Registro de Gastos efectuados en Campañas Electorales/2020/julio-septiembre;PP010;Partido Ecologista Verde (PEV);2026;Jul - Sep;Gastos Plebiscito;Factura por chapitas, pecheras y morrales.;Pesos;307500;Pendiente
Registro de Gastos efectuados en Campañas Electorales/2020/julio-septiembre;PP010;Partido Ecologista Verde (PEV);2027;Jul - Sep;Gastos Plebiscito;Factura por volantes;Pesos;295953;Pendiente
Registro de Gastos efectuados en Campañas Electorales/2020/julio-septiembre;PP010;Partido Ecologista Verde (PEV);2028;Jul - Sep;Gastos Plebiscito;Factura por mascarillas propaganda plebiscito;Pesos;714000;Pendiente
Registro de Gastos efectuados en Campañas Electorales/2020/julio-septiembre;PP010;Partido Ecologista Verde (PEV);2029;Jul - Sep;Gastos Plebiscito;Factura por banderas  propaganda plebiscito;Pesos;517650;Pendiente
Registro de Gastos efectuados en Campañas Electorales/2020/julio-septiembre;PP010;Partido Ecologista Verde (PEV);2030;Jul - Sep;Gastos Plebiscito;Facturas por pasacalles propaganda plebiscito;Pesos;128520;Pendiente
Registro de Gastos efectuados en Campañas Electorales/2020/julio-septiembre;PP010;Partido Ecologista Verde (PEV);2031;Jul - Sep;Gastos Plebiscito;Factura palomas para propaganda Plebiscito;Pesos;523600;Pendiente
Registro de Gastos efectuados en Campañas Electorales/2020/julio-septiembre;PP010;Partido Ecologista Verde (PEV);2032;Jul - Sep;Gastos Plebiscito;Factura por grabación de video para redes sociales.;Pesos;59500;Pendiente
Pagina Registro de Gastos efectuados en Campañas Electorales/2016/Oct - Dic;PP011;Partido Evolución Política (Evópoli);2016;Oct - Dic;Alcaldicia;Campaña;Pesos;260076167;Pendiente de aprobación
Pagina Registro de Gastos efectuados en Campañas Electorales/2016/Oct - Dic;PP011;Partido Evolución Política (Evópoli);2016;Oct - Dic;Concejal;Campaña;Pesos;38160753;Pendiente de aprobación
Pagina Registro de Gastos efectuados en Campañas Electorales/2017/Abril - Junio;PP011;Partido Evolución Política (Evópoli);2017;Abr - Jun;Primarias;Campaña;Pesos;71740656;Pagado
Pagina Registro de Gastos efectuados en Campañas Electorales/2017/Enero - Marzo;PP011;Partido Evolución Política (Evópoli);2017;Ene - Mar;No Aplica;Publicidad;Pesos;0;No aplica
Pagina Registro de Gastos efectuados en Campañas Electorales/2017/Enero - Marzo;PP011;Partido Evolución Política (Evópoli);2017;Ene - Mar;No Aplica;Publicidad;Pesos;0;No aplica
Pagina Registro de Gastos efectuados en Campañas Electorales/2017/Julio - Septiembre;PP011;Partido Evolución Política (Evópoli);2017;Jul - Sep;Diputados;1000Bolsa ecologica auto MIJAIL BONITO;Pesos;200000;Pagado, pendiente de revisión de gasto electoral
Pagina Registro de Gastos efectuados en Campañas Electorales/2017/Julio - Septiembre;PP011;Partido Evolución Política (Evópoli);2017;Jul - Sep;Diputados;100 frases radiales radio extrema;Pesos;250000;Pagado, pendiente de revisión de gasto electoral
Pagina Registro de Gastos efectuados en Campañas Electorales/2017/Julio - Septiembre;PP011;Partido Evolución Política (Evópoli);2017;Jul - Sep;Diputados;105 FRASES RADIALES RADIO MADERO;Pesos;595000;Pagado, pendiente de revisión de gasto electoral
Pagina Registro de Gastos efectuados en Campañas Electorales/2017/Julio - Septiembre;PP011;Partido Evolución Política (Evópoli);2017;Jul - Sep;Diputados;10 frases diarias de 15 segundos por 31 días;Pesos;1291150;Pagado, pendiente de revisión de gasto electoral
Pagina Registro de Gastos efectuados en Campañas Electorales/2017/Julio - Septiembre;PP011;Partido Evolución Política (Evópoli);2017;Jul - Sep;Diputados;10 Frases diarias por 46 días;Pesos;1915900;Pagado, pendiente de revisión de gasto electoral
Pagina Registro de Gastos efectuados en Campañas Electorales/2017/Julio - Septiembre;PP011;Partido Evolución Política (Evópoli);2017;Jul - Sep;Diputados;1100 Bolsa de feria MIJAIL BONITO;Pesos;1100000;Pagado, pendiente de revisión de gasto electoral
Pagina Registro de Gastos efectuados en Campañas Electorales/2017/Julio - Septiembre;PP011;Partido Evolución Política (Evópoli);2017;Jul - Sep;Diputados;11Frases diarias por 46 días;Pesos;2107490;Pagado, pendiente de revisión de gasto electoral
Pagina Registro de Gastos efectuados en Campañas Electorales/2017/Julio - Septiembre;PP011;Partido Evolución Política (Evópoli);2017;Jul - Sep;Diputados;120 Frases radiales por 30 días;Pesos;785400;Pagado, pendiente de revisión de gasto electoral
Pagina Registro de Gastos efectuados en Campañas Electorales/2017/Julio - Septiembre;PP011;Partido Evolución Política (Evópoli);2017;Jul - Sep;Diputados;120 GORROS MIJAIL BONITO;Pesos;162000;Pagado, pendiente de revisión de gasto electoral
Pagina Registro de Gastos efectuados en Campañas Electorales/2017/Julio - Septiembre;PP011;Partido Evolución Política (Evópoli);2017;Jul - Sep;Diputados;140 Frases radiales punto 7;Pesos;1401820;Pagado, pendiente de revisión de gasto electoral
Pagina Registro de Gastos efectuados en Campañas Electorales/2017/Julio - Septiembre;PP011;Partido Evolución Política (Evópoli);2017;Jul - Sep;Diputados;140 frases radiales punto 7 temuco;Pesos;1401939;Pagado, pendiente de revisión de gasto electoral
Pagina Registro de Gastos efectuados en Campañas Electorales/2017/Julio - Septiembre;PP011;Partido Evolución Política (Evópoli);2017;Jul - Sep;Diputados;188 FRASES RADIALES RADIO ATLANTA;Pesos;894880;Pagado, pendiente de revisión de gasto electoral
Pagina Registro de Gastos efectuados en Campañas Electorales/2017/Julio - Septiembre;PP011;Partido Evolución Política (Evópoli);2017;Jul - Sep;Diputados;200 Banderas Francisco undurraga;Pesos;523600;Pagado, pendiente de revisión de gasto electoral
Pagina Registro de Gastos efectuados en Campañas Electorales/2017/Julio - Septiembre;PP011;Partido Evolución Política (Evópoli);2017;Jul - Sep;Diputados;200 frases radiales radio bio bio;Pesos;4551750;Pagado, pendiente de revisión de gasto electoral
Pagina Registro de Gastos efectuados en Campañas Electorales/2017/Julio - Septiembre;PP011;Partido Evolución Política (Evópoli);2017;Jul - Sep;Diputados;200 FRASES RADIALES RADIO CARNAVAL ANTOFAGASTA;Pesos;1999200;Pagado, pendiente de revisión de gasto electoral
Pagina Registro de Gastos efectuados en Campañas Electorales/2017/Julio - Septiembre;PP011;Partido Evolución Política (Evópoli);2017;Jul - Sep;Diputados;20 Notas de Prensa de Video;Pesos;2380000;Pagado, pendiente de revisión de gasto electoral
Pagina Registro de Gastos efectuados en Campañas Electorales/2017/Julio - Septiembre;PP011;Partido Evolución Política (Evópoli);2017;Jul - Sep;Diputados;250 frases radiales radio toppater;Pesos;1130500;Pagado, pendiente de revisión de gasto electoral
Pagina Registro de Gastos efectuados en Campañas Electorales/2017/Julio - Septiembre;PP011;Partido Evolución Política (Evópoli);2017;Jul - Sep;Diputados;256 frases radiales radio loncoshe;Pesos;761600;Pagado, pendiente de revisión de gasto electoral
Pagina Registro de Gastos efectuados en Campañas Electorales/2017/Julio - Septiembre;PP011;Partido Evolución Política (Evópoli);2017;Jul - Sep;Diputados;276 frases radiales radio edelweiss;Pesos;2345998;Pagado, pendiente de revisión de gasto electoral
Pagina Registro de Gastos efectuados en Campañas Electorales/2017/Julio - Septiembre;PP011;Partido Evolución Política (Evópoli);2017;Jul - Sep;Diputados;280 frases candidato andrés molina radio cordillera;Pesos;666400;Pagado, pendiente de revisión de gasto electoral
Pagina Registro de Gastos efectuados en Campañas Electorales/2017/Julio - Septiembre;PP011;Partido Evolución Política (Evópoli);2017;Jul - Sep;Diputados;324 FRASES EN 46 DIAS;Pesos;1620000;Pagado, pendiente de revisión de gasto electoral
Pagina Registro de Gastos efectuados en Campañas Electorales/2017/Julio - Septiembre;PP011;Partido Evolución Política (Evópoli);2017;Jul - Sep;Diputados;4000 bolsas marcela gutierrez;Pesos;1320000;Pagado, pendiente de revisión de gasto electoral
Pagina Registro de Gastos efectuados en Campañas Electorales/2017/Julio - Septiembre;PP011;Partido Evolución Política (Evópoli);2017;Jul - Sep;Diputados;408 frases radiales radio mirador;Pesos;4999999;Pagado, pendiente de revisión de gasto electoral
Pagina Registro de Gastos efectuados en Campañas Electorales/2017/Julio - Septiembre;PP011;Partido Evolución Política (Evópoli);2017;Jul - Sep;Diputados;408 frases radiales radio mirador;Pesos;915999;Pagado, pendiente de revisión de gasto electoral
Pagina Registro de Gastos efectuados en Campañas Electorales/2017/Julio - Septiembre;PP011;Partido Evolución Política (Evópoli);2017;Jul - Sep;Diputados;464 frases radiales bio bio temuco;Pesos;4999999;Pagado, pendiente de revisión de gasto electoral
Pagina Registro de Gastos efectuados en Campañas Electorales/2017/Julio - Septiembre;PP011;Partido Evolución Política (Evópoli);2017;Jul - Sep;Diputados;464 frases radiales bio bio temuco;Pesos;4999999;Pagado, pendiente de revisión de gasto electoral
Pagina Registro de Gastos efectuados en Campañas Electorales/2017/Julio - Septiembre;PP011;Partido Evolución Política (Evópoli);2017;Jul - Sep;Diputados;4 frases diarias de 30 segundos por 29 dias;Pesos;1624400;Pagado, pendiente de revisión de gasto electoral
Pagina Registro de Gastos efectuados en Campañas Electorales/2017/Julio - Septiembre;PP011;Partido Evolución Política (Evópoli);2017;Jul - Sep;Diputados;5 frases diarias de 30 segundos por 29 días;Pesos;362500;Pagado, pendiente de revisión de gasto electoral
Pagina Registro de Gastos efectuados en Campañas Electorales/2017/Julio - Septiembre;PP011;Partido Evolución Política (Evópoli);2017;Jul - Sep;Diputados;64 techos pago búsqieda;Pesos;640000;Pagado, pendiente de revisión de gasto electoral
Pagina Registro de Gastos efectuados en Campañas Electorales/2017/Julio - Septiembre;PP011;Partido Evolución Política (Evópoli);2017;Jul - Sep;Diputados;64 techos pago lugares;Pesos;1280000;Pagado, pendiente de revisión de gasto electoral
Pagina Registro de Gastos efectuados en Campañas Electorales/2017/Julio - Septiembre;PP011;Partido Evolución Política (Evópoli);2017;Jul - Sep;Diputados;80 frases radiales bio bio calama;Pesos;1094800;Pagado, pendiente de revisión de gasto electoral
Pagina Registro de Gastos efectuados en Campañas Electorales/2017/Julio - Septiembre;PP011;Partido Evolución Política (Evópoli);2017;Jul - Sep;Diputados;80 frases radiales bio bio los angeles;Pesos;930580;Pagado, pendiente de revisión de gasto electoral
Pagina Registro de Gastos efectuados en Campañas Electorales/2017/Julio - Septiembre;PP011;Partido Evolución Política (Evópoli);2017;Jul - Sep;Diputados;8 frases diarias por 30 segunos por 29 dias;Pesos;276000;Pagado, pendiente de revisión de gasto electoral
Pagina Registro de Gastos efectuados en Campañas Electorales/2017/Julio - Septiembre;PP011;Partido Evolución Política (Evópoli);2017;Jul - Sep;Diputados;Agencia francisco undurraga;Pesos;4000000;Pagado, pendiente de revisión de gasto electoral
Pagina Registro de Gastos efectuados en Campañas Electorales/2017/Julio - Septiembre;PP011;Partido Evolución Política (Evópoli);2017;Jul - Sep;Diputados;Andrés taverne;Pesos;270000;Pagado, pendiente de revisión de gasto electoral
Pagina Registro de Gastos efectuados en Campañas Electorales/2017/Julio - Septiembre;PP011;Partido Evolución Política (Evópoli);2017;Jul - Sep;Diputados;arreglos sede temuco;Pesos;818720;Pagado, pendiente de revisión de gasto electoral
Pagina Registro de Gastos efectuados en Campañas Electorales/2017/Julio - Septiembre;PP011;Partido Evolución Política (Evópoli);2017;Jul - Sep;Diputados;asesoría comunicacional amanda milosevich;Pesos;80000;Pagado, pendiente de revisión de gasto electoral
Pagina Registro de Gastos efectuados en Campañas Electorales/2017/Julio - Septiembre;PP011;Partido Evolución Política (Evópoli);2017;Jul - Sep;Diputados;Banderas Fran Parodi;Pesos;214200;Pagado, pendiente de revisión de gasto electoral
Pagina Registro de Gastos efectuados en Campañas Electorales/2017/Julio - Septiembre;PP011;Partido Evolución Política (Evópoli);2017;Jul - Sep;Diputados;Barrido Campaña Sebastian keitel;Pesos;33334;Pagado, pendiente de revisión de gasto electoral
Pagina Registro de Gastos efectuados en Campañas Electorales/2017/Julio - Septiembre;PP011;Partido Evolución Política (Evópoli);2017;Jul - Sep;Diputados;Bio Bio Cominicaciones S.A;Pesos;1466675;Pagado, pendiente de revisión de gasto electoral
