Camino;C骴igo del organismo;Nombre del organismo;A駉 Informado;Trimestre Informado;Item de Gastos;Unidad Monetaria;Enero;Febrero;Marzo;Abril;Mayo;Junio;Julio;Agosto;Septiembre;Octubre;Noviembre;Diciembre
Gastos del partido pol韙ico/2019/Ene - Mar;PP027;Comunes;2019;Ene - Mar;Cr閐itos de corto plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2019/Ene - Mar;PP027;Comunes;2019;Ene - Mar;Cr閐itos de largo plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2019/Ene - Mar;PP027;Comunes;2019;Ene - Mar;Gastos de actividades de educaci髇 c韛ica;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2019/Ene - Mar;PP027;Comunes;2019;Ene - Mar;Gastos de actividades de fomento a la participaci髇 de los j髒enes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2019/Ene - Mar;PP027;Comunes;2019;Ene - Mar;Gastos de actividades de fomento a la participaci髇 femenina;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2019/Ene - Mar;PP027;Comunes;2019;Ene - Mar;Gastos de actividades de investigaci髇;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2019/Ene - Mar;PP027;Comunes;2019;Ene - Mar;Gastos de adquisici髇 de bienes y servicios o gastos corrientes;Pesos;4781698;0;900000;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2019/Ene - Mar;PP027;Comunes;2019;Ene - Mar;Gastos de las actividades de formaci髇 de militantes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2019/Ene - Mar;PP027;Comunes;2019;Ene - Mar;Gastos de las actividades de preparaci髇 de candidatos a cargos de elecci髇 popular;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2019/Ene - Mar;PP027;Comunes;2019;Ene - Mar;Gastos de Personal;Pesos;632700;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2019/Ene - Mar;PP027;Comunes;2019;Ene - Mar;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2019/Ene - Mar;PP027;Comunes;2019;Ene - Mar;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2019/Ene - Mar;PP027;Comunes;2019;Ene - Mar;Otros gastos de administraci髇;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2020/Abr - Jun;PP027;Comunes;2020;Abr - Jun;Creditos de corto plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2020/Abr - Jun;PP027;Comunes;2020;Abr - Jun;Creditos de largo plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2020/Abr - Jun;PP027;Comunes;2020;Abr - Jun;Gastos de actividades de educacion civica;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2020/Abr - Jun;PP027;Comunes;2020;Abr - Jun;Gastos de actividades de fomento a la participacion de los jovenes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2020/Abr - Jun;PP027;Comunes;2020;Abr - Jun;Gastos de actividades de fomento a la participacion femenina;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2020/Abr - Jun;PP027;Comunes;2020;Abr - Jun;Gastos de actividades de investigacion;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2020/Abr - Jun;PP027;Comunes;2020;Abr - Jun;Gastos de adquisicion de bienes y servicios o gastos corrientes;Pesos;2847272;2665094;1944789;1875740;1207924;602028;0;0;0;0;0;0
Gastos del partido pol韙ico/2020/Abr - Jun;PP027;Comunes;2020;Abr - Jun;Gastos de las actividades de formacion de militantes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2020/Abr - Jun;PP027;Comunes;2020;Abr - Jun;Gastos de las actividades de preparacion de candidatos a cargos de eleccion popular;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2020/Abr - Jun;PP027;Comunes;2020;Abr - Jun;Gastos de Personal;Pesos;7510000;4315000;2369749;17187676;9259650;10218130;0;0;0;0;0;0
Gastos del partido pol韙ico/2020/Abr - Jun;PP027;Comunes;2020;Abr - Jun;Gastos financieros por prestamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2020/Abr - Jun;PP027;Comunes;2020;Abr - Jun;Gastos financieros por prestamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2020/Abr - Jun;PP027;Comunes;2020;Abr - Jun;Otros gastos de administracion;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2020/Ene - Mar;PP027;Comunes;2020;Ene - Mar;Creditos de corto plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2020/Ene - Mar;PP027;Comunes;2020;Ene - Mar;Creditos de largo plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2020/Ene - Mar;PP027;Comunes;2020;Ene - Mar;Gastos de actividades de educacion civica;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2020/Ene - Mar;PP027;Comunes;2020;Ene - Mar;Gastos de actividades de fomento a la participacion de los jovenes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2020/Ene - Mar;PP027;Comunes;2020;Ene - Mar;Gastos de actividades de fomento a la participacion femenina;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2020/Ene - Mar;PP027;Comunes;2020;Ene - Mar;Gastos de actividades de investigacion;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2020/Ene - Mar;PP027;Comunes;2020;Ene - Mar;Gastos de adquisicion de bienes y servicios o gastos corrientes;Pesos;2847272;2665094;1944789;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2020/Ene - Mar;PP027;Comunes;2020;Ene - Mar;Gastos de las actividades de formacion de militantes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2020/Ene - Mar;PP027;Comunes;2020;Ene - Mar;Gastos de las actividades de preparacion de candidatos a cargos de eleccion popular;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2020/Ene - Mar;PP027;Comunes;2020;Ene - Mar;Gastos de Personal;Pesos;7510000;4315000;2369749;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2020/Ene - Mar;PP027;Comunes;2020;Ene - Mar;Gastos financieros por prestamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2020/Ene - Mar;PP027;Comunes;2020;Ene - Mar;Gastos financieros por prestamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2020/Ene - Mar;PP027;Comunes;2020;Ene - Mar;Otros gastos de administracion;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2020/Jul - Sep;PP027;Comunes;2020;Jul - Sep;Creditos de corto plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2020/Jul - Sep;PP027;Comunes;2020;Jul - Sep;Creditos de largo plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2020/Jul - Sep;PP027;Comunes;2020;Jul - Sep;Gastos de actividades de educacion civica;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2020/Jul - Sep;PP027;Comunes;2020;Jul - Sep;Gastos de actividades de fomento a la participacion de los jovenes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2020/Jul - Sep;PP027;Comunes;2020;Jul - Sep;Gastos de actividades de fomento a la participacion femenina;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2020/Jul - Sep;PP027;Comunes;2020;Jul - Sep;Gastos de actividades de investigacion;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2020/Jul - Sep;PP027;Comunes;2020;Jul - Sep;Gastos de adquisicion de bienes y servicios o gastos corrientes;Pesos;2847272;2665094;1944789;1875740;1207924;602028;1795777;918400;3955730;0;0;0
Gastos del partido pol韙ico/2020/Jul - Sep;PP027;Comunes;2020;Jul - Sep;Gastos de las actividades de formacion de militantes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2020/Jul - Sep;PP027;Comunes;2020;Jul - Sep;Gastos de las actividades de preparacion de candidatos a cargos de eleccion popular;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2020/Jul - Sep;PP027;Comunes;2020;Jul - Sep;Gastos de Personal;Pesos;7510000;4315000;2369749;17187676;9259650;10218130;8897711;9836657;8219215;0;0;0
Gastos del partido pol韙ico/2020/Jul - Sep;PP027;Comunes;2020;Jul - Sep;Gastos financieros por prestamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2020/Jul - Sep;PP027;Comunes;2020;Jul - Sep;Gastos financieros por prestamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2020/Jul - Sep;PP027;Comunes;2020;Jul - Sep;Otros gastos de administracion;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2016/Octubre-Diciembre;PP028;Partido Renovaci髇 Nacional (RN);2016;Oct - Dic;Cr閐itos de corto plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;90753937;0;0
Pagina Gastos del partido pol韙ico/2016/Octubre-Diciembre;PP028;Partido Renovaci髇 Nacional (RN);2016;Oct - Dic;Cr閐itos de largo plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2016/Octubre-Diciembre;PP028;Partido Renovaci髇 Nacional (RN);2016;Oct - Dic;Gastos de actividades de educaci髇 c韛ica;Pesos;0;0;0;0;0;0;0;0;0;1514444;0;1885120
Pagina Gastos del partido pol韙ico/2016/Octubre-Diciembre;PP028;Partido Renovaci髇 Nacional (RN);2016;Oct - Dic;Gastos de actividades de fomento a la participaci髇 de los j髒enes;Pesos;0;0;0;0;0;0;0;0;0;1368418;777778;777778
Pagina Gastos del partido pol韙ico/2016/Octubre-Diciembre;PP028;Partido Renovaci髇 Nacional (RN);2016;Oct - Dic;Gastos de actividades de fomento a la participaci髇 femenina;Pesos;0;0;0;0;0;0;0;0;0;7752930;4570508;21777668
Pagina Gastos del partido pol韙ico/2016/Octubre-Diciembre;PP028;Partido Renovaci髇 Nacional (RN);2016;Oct - Dic;Gastos de actividades de investigaci髇;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2016/Octubre-Diciembre;PP028;Partido Renovaci髇 Nacional (RN);2016;Oct - Dic;Gastos de adquisici髇 de bienes y servicios o gastos corrientes;Pesos;0;0;0;0;0;0;0;0;0;4314835;3861120;2477570
Pagina Gastos del partido pol韙ico/2016/Octubre-Diciembre;PP028;Partido Renovaci髇 Nacional (RN);2016;Oct - Dic;Gastos de las actividades de formaci髇 de militantes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2016/Octubre-Diciembre;PP028;Partido Renovaci髇 Nacional (RN);2016;Oct - Dic;Gastos de las actividades de preparaci髇 de candidatos a cargos de elecci髇 popular;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2016/Octubre-Diciembre;PP028;Partido Renovaci髇 Nacional (RN);2016;Oct - Dic;Gastos de personal;Pesos;0;0;0;0;0;0;0;0;0;41989941;39823210;50462290
Pagina Gastos del partido pol韙ico/2016/Octubre-Diciembre;PP028;Partido Renovaci髇 Nacional (RN);2016;Oct - Dic;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;9550529;463430;0
Pagina Gastos del partido pol韙ico/2016/Octubre-Diciembre;PP028;Partido Renovaci髇 Nacional (RN);2016;Oct - Dic;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2016/Octubre-Diciembre;PP028;Partido Renovaci髇 Nacional (RN);2016;Oct - Dic;Otros gastos de administraci髇;Pesos;0;0;0;0;0;0;0;0;0;13171959;8582416;10772106
Pagina Gastos del partido pol韙ico/2017;PP028;Partido Renovaci髇 Nacional (RN);2017;Oct - Dic;Cr閐itos de corto plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2017;PP028;Partido Renovaci髇 Nacional (RN);2017;Oct - Dic;Cr閐itos de largo plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2017;PP028;Partido Renovaci髇 Nacional (RN);2017;Oct - Dic;Gastos de actividades de educaci髇 c韛ica;Pesos;691200;0;0;0;0;0;0;0;0;286552;0;0
Pagina Gastos del partido pol韙ico/2017;PP028;Partido Renovaci髇 Nacional (RN);2017;Oct - Dic;Gastos de actividades de fomento a la participaci髇 de los j髒enes;Pesos;777778;0;1917798;0;0;0;721967;700000;1504800;702467;1159330;699116
Pagina Gastos del partido pol韙ico/2017;PP028;Partido Renovaci髇 Nacional (RN);2017;Oct - Dic;Gastos de actividades de fomento a la participaci髇 femenina;Pesos;7106000;0;1940677;9327594;14949200;1801541;8029350;16852283;3414021;2964784;14998602;12410764
Pagina Gastos del partido pol韙ico/2017;PP028;Partido Renovaci髇 Nacional (RN);2017;Oct - Dic;Gastos de actividades de investigaci髇;Pesos;0;0;0;4000000;0;0;0;8000000;0;0;0;0
Pagina Gastos del partido pol韙ico/2017;PP028;Partido Renovaci髇 Nacional (RN);2017;Oct - Dic;Gastos de adquisici髇 de bienes y servicios o gastos corrientes;Pesos;5113584;4461240;10054941;5336528;4200011;18162485;8217815;7634543;8985492;18389149;36256265;13445249
Pagina Gastos del partido pol韙ico/2017;PP028;Partido Renovaci髇 Nacional (RN);2017;Oct - Dic;Gastos de las actividades de formaci髇 de militantes;Pesos;0;0;0;0;0;0;55692;227735;0;0;0;0
Pagina Gastos del partido pol韙ico/2017;PP028;Partido Renovaci髇 Nacional (RN);2017;Oct - Dic;Gastos de las actividades de preparaci髇 de candidatos a cargos de elecci髇 popular;Pesos;0;0;0;0;0;0;5476491;1383526;0;0;0;0
Pagina Gastos del partido pol韙ico/2017;PP028;Partido Renovaci髇 Nacional (RN);2017;Oct - Dic;Gastos de personal;Pesos;41426118;33186497;32271204;43720412;34871839;29494545;32141253;29057196;33401169;36194452;32962415;34981844
Pagina Gastos del partido pol韙ico/2017;PP028;Partido Renovaci髇 Nacional (RN);2017;Oct - Dic;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2017;PP028;Partido Renovaci髇 Nacional (RN);2017;Oct - Dic;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2017;PP028;Partido Renovaci髇 Nacional (RN);2017;Oct - Dic;Otros gastos de administraci髇;Pesos;17097215;4600381;27590260;14613754;25021072;9487162;12382683;20418743;8277391;1110843;300031000;8255348
Pagina Gastos del partido pol韙ico/2018;PP028;Partido Renovaci髇 Nacional (RN);2018;Oct - Dic;Cr閐itos de corto plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2018;PP028;Partido Renovaci髇 Nacional (RN);2018;Oct - Dic;Cr閐itos de largo plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2018;PP028;Partido Renovaci髇 Nacional (RN);2018;Oct - Dic;Gastos de actividades de educaci髇 c韛ica;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2018;PP028;Partido Renovaci髇 Nacional (RN);2018;Oct - Dic;Gastos de actividades de fomento a la participaci髇 de los j髒enes;Pesos;0;1422668;0;1999700;2324897;570201;747924;623610;0;327188;0;5467942
Pagina Gastos del partido pol韙ico/2018;PP028;Partido Renovaci髇 Nacional (RN);2018;Oct - Dic;Gastos de actividades de fomento a la participaci髇 femenina;Pesos;1901848;2043977;4163615;3669223;6121300;33670316;4342936;4927659;4902156;10328652;2759403;26725147
Pagina Gastos del partido pol韙ico/2018;PP028;Partido Renovaci髇 Nacional (RN);2018;Oct - Dic;Gastos de actividades de investigaci髇;Pesos;500000;0;0;0;0;0;0;0;0;0;0;6480000
Pagina Gastos del partido pol韙ico/2018;PP028;Partido Renovaci髇 Nacional (RN);2018;Oct - Dic;Gastos de adquisici髇 de bienes y servicios o gastos corrientes;Pesos;27516005;9304758;24907516;25972105;35770189;13414851;15695583;20370763;14207521;17363213;12151440;42199354
Pagina Gastos del partido pol韙ico/2018;PP028;Partido Renovaci髇 Nacional (RN);2018;Oct - Dic;Gastos de las actividades de formaci髇 de militantes;Pesos;1226890;0;0;0;2857218;884744;2023000;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2018;PP028;Partido Renovaci髇 Nacional (RN);2018;Oct - Dic;Gastos de las actividades de preparaci髇 de candidatos a cargos de elecci髇 popular;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2018;PP028;Partido Renovaci髇 Nacional (RN);2018;Oct - Dic;Gastos de personal;Pesos;29769780;30439762;30201199;40796865;39051532;42745881;38385485;40490322;41214103;41916384;41070338;45475697
Pagina Gastos del partido pol韙ico/2018;PP028;Partido Renovaci髇 Nacional (RN);2018;Oct - Dic;Gastos financieros por pr閠amos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2018;PP028;Partido Renovaci髇 Nacional (RN);2018;Oct - Dic;Gastos financieros por pr閠amos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2018;PP028;Partido Renovaci髇 Nacional (RN);2018;Oct - Dic;Otros gastos de administraci髇;Pesos;65556;385560;4980345;6120317;402576;90000;3994863;464938;4125649;15849055;4700857;587980
Pagina Gastos del partido pol韙ico/2019;PP028;Partido Renovaci髇 Nacional (RN);2019;Oct - Dic;Cr閐itos de corto plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2019;PP028;Partido Renovaci髇 Nacional (RN);2019;Oct - Dic;Cr閐itos de largo plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2019;PP028;Partido Renovaci髇 Nacional (RN);2019;Oct - Dic;Gastos de actividades de educaci髇 c韛ica;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2019;PP028;Partido Renovaci髇 Nacional (RN);2019;Oct - Dic;Gastos de actividades de fomento a la participaci髇 de los j髒enes;Pesos;311850;0;0;1994492;0;0;193858;65167;1410257;8880239;105910;1738205
Pagina Gastos del partido pol韙ico/2019;PP028;Partido Renovaci髇 Nacional (RN);2019;Oct - Dic;Gastos de actividades de fomento a la participaci髇 femenina;Pesos;2256587;2256587;2256587;2310698;2310698;4977883;4444698;9533989;21565596;14630405;7411730;31446970
Pagina Gastos del partido pol韙ico/2019;PP028;Partido Renovaci髇 Nacional (RN);2019;Oct - Dic;Gastos de actividades de investigaci髇;Pesos;0;0;0;0;0;3400845;4700000;0;0;14400000;3900000;13361921
Pagina Gastos del partido pol韙ico/2019;PP028;Partido Renovaci髇 Nacional (RN);2019;Oct - Dic;Gastos de adquisici髇 de bienes y servicios o gastos corrientes;Pesos;16507504;12419894;26820166;17051744;38841184;18802227;13334902;9726290;10839911;17334637;13872966;8939718
Pagina Gastos del partido pol韙ico/2019;PP028;Partido Renovaci髇 Nacional (RN);2019;Oct - Dic;Gastos de las actividades de formaci髇 de militantes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2019;PP028;Partido Renovaci髇 Nacional (RN);2019;Oct - Dic;Gastos de las actividades de preparaci髇 de candidatos a cargos de elecci髇 popular;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2019;PP028;Partido Renovaci髇 Nacional (RN);2019;Oct - Dic;Gastos de personal;Pesos;42937845;40696565;37629019;37382446;38174854;36443921;36593569;36702000;40712340;40302564;36333158;46090622
Pagina Gastos del partido pol韙ico/2019;PP028;Partido Renovaci髇 Nacional (RN);2019;Oct - Dic;Gastos financieros por pr閠amos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2019;PP028;Partido Renovaci髇 Nacional (RN);2019;Oct - Dic;Gastos financieros por pr閠amos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2019;PP028;Partido Renovaci髇 Nacional (RN);2019;Oct - Dic;Otros gastos de administraci髇;Pesos;15601004;0;27489;4262048;1849010;4834104;2807138;4861136;35045419;10079824;7962845;12077734
Pagina Gastos del partido pol韙ico/2020;PP028;Partido Renovaci髇 Nacional (RN);2020;Jul - Sep;Cr閐itos de corto plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020;PP028;Partido Renovaci髇 Nacional (RN);2020;Jul - Sep;Cr閐itos de largo plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020;PP028;Partido Renovaci髇 Nacional (RN);2020;Jul - Sep;Gasto Electoral Plebiscito 2020;Pesos;0;0;20119000;20576258;0;7093994;0;0;114805755;0;0;0
Pagina Gastos del partido pol韙ico/2020;PP028;Partido Renovaci髇 Nacional (RN);2020;Jul - Sep;Gastos de actividades de educaci髇 c韛ica;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020;PP028;Partido Renovaci髇 Nacional (RN);2020;Jul - Sep;Gastos de actividades de fomento a la participaci髇 de los j髒enes;Pesos;1447515;980000;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020;PP028;Partido Renovaci髇 Nacional (RN);2020;Jul - Sep;Gastos de actividades de fomento a la participaci髇 femenina;Pesos;3408645;2313002;2713796;2313002;2313002;2313002;2942162;9677426;16664900;0;0;0
Pagina Gastos del partido pol韙ico/2020;PP028;Partido Renovaci髇 Nacional (RN);2020;Jul - Sep;Gastos de actividades de investigaci髇;Pesos;0;0;0;2100000;0;0;5250000;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020;PP028;Partido Renovaci髇 Nacional (RN);2020;Jul - Sep;Gastos de adquisici髇 de bienes y servicios o gastos corrientes;Pesos;18033781;11311390;8544957;22269544;12234483;14821960;12591114;13615249;11592219;0;0;0
Pagina Gastos del partido pol韙ico/2020;PP028;Partido Renovaci髇 Nacional (RN);2020;Jul - Sep;Gastos de las actividades de formaci髇 de militantes;Pesos;2619971;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020;PP028;Partido Renovaci髇 Nacional (RN);2020;Jul - Sep;Gastos de las actividades de preparaci髇 de candidatos a cargos de elecci髇 popular;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020;PP028;Partido Renovaci髇 Nacional (RN);2020;Jul - Sep;Gastos de personal;Pesos;39857954;38263893;38494176;39587666;38722370;38455937;39157545;39648862;41514344;0;0;0
Pagina Gastos del partido pol韙ico/2020;PP028;Partido Renovaci髇 Nacional (RN);2020;Jul - Sep;Gastos financieros por pr閠amos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020;PP028;Partido Renovaci髇 Nacional (RN);2020;Jul - Sep;Gastos financieros por pr閠amos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020;PP028;Partido Renovaci髇 Nacional (RN);2020;Jul - Sep;Otros gastos de administraci髇;Pesos;14870472;3887310;1417934;6127901;671867;1707021;11333967;10810386;20058051;0;0;0
Pagina Gastos del partido pol韙ico, en conformidad al Art. 34 de la Ley 18603/Trimestre Octubre - Diciembre 2017;PP029;Partido Revoluci髇 Democr醫ica (RD);2017;Oct - Dic;Cr閐itos de corto plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico, en conformidad al Art. 34 de la Ley 18603/Trimestre Octubre - Diciembre 2017;PP029;Partido Revoluci髇 Democr醫ica (RD);2017;Oct - Dic;Cr閐itos de largo plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico, en conformidad al Art. 34 de la Ley 18603/Trimestre Octubre - Diciembre 2017;PP029;Partido Revoluci髇 Democr醫ica (RD);2017;Oct - Dic;Gastos de actividades de educaci髇 c韛ica;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico, en conformidad al Art. 34 de la Ley 18603/Trimestre Octubre - Diciembre 2017;PP029;Partido Revoluci髇 Democr醫ica (RD);2017;Oct - Dic;Gastos de actividades de fomento a la participaci髇 de los j髒enes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico, en conformidad al Art. 34 de la Ley 18603/Trimestre Octubre - Diciembre 2017;PP029;Partido Revoluci髇 Democr醫ica (RD);2017;Oct - Dic;Gastos de actividades de fomento a la participaci髇 femenina;Pesos;0;0;0;0;0;0;3410000;0;0;0;0;4871115
Pagina Gastos del partido pol韙ico, en conformidad al Art. 34 de la Ley 18603/Trimestre Octubre - Diciembre 2017;PP029;Partido Revoluci髇 Democr醫ica (RD);2017;Oct - Dic;Gastos de actividades de investigaci髇;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico, en conformidad al Art. 34 de la Ley 18603/Trimestre Octubre - Diciembre 2017;PP029;Partido Revoluci髇 Democr醫ica (RD);2017;Oct - Dic;Gastos de adquisici髇 de bienes y servicios o gastos corrientes;Pesos;5242615;7453422;6476105;15782607;9656112;7133353;8953258;9744981;9936730;15148870;20658477;14392837
