"codigoPasivo","pasivo","codigoOrganismo","organismo","cargo","codigoAudiencia"
"NR00353","Mario Marcel Cullell","nr003","BANCO CENTRAL","Presidente Banco Central","nr0037191"
"NR00353","Mario Marcel Cullell","nr003","BANCO CENTRAL","Presidente Banco Central","nr0037201"
"NR00353","Mario Marcel Cullell","nr003","BANCO CENTRAL","Presidente Banco Central","nr0037311"
"NR00353","Mario Marcel Cullell","nr003","BANCO CENTRAL","Presidente Banco Central","nr0037381"
"NR00353","Mario Marcel Cullell","nr003","BANCO CENTRAL","Presidente Banco Central","nr0037591"
"NR00353","Mario Marcel Cullell","nr003","BANCO CENTRAL","Presidente Banco Central","nr0037651"
"NR00353","Mario Marcel Cullell","nr003","BANCO CENTRAL","Presidente Banco Central","nr0037891"
"AG00363531","Andrés Antonio Egaña Respaldiza","ag003","CONSEJO NACIONAL DE TELEVISIÓN (CNTV)","Consejero del Consejo Nacional de Televisión","ag0032257331"
"NR001883","Ricardo Guzman Sanza","nr001","CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL","Director Corporación Administrativa del Poder Judicial","nr0013736411"
"AB001173929","Andrés Chadwick Piñera","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab0012337171"
"AB001173929","Andrés Chadwick Piñera","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab0012345261"
"AB001173929","Andrés Chadwick Piñera","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab0012337071"
"AC001497","Heraldo Muñoz Valenzuela","ac001","SUBSECRETARÍA DE RELACIONES EXTERIORES","Ministro","ac0012189021"
"AE001172759","Felipe Larraín Bascuñán","ae001","SUBSECRETARÍA DE HACIENDA","Ministro","ae0012341591"
"AF001173084","Gonzalo Blumel Mac-iver","af001","SUBSECRETARÍA GENERAL DE LA PRESIDENCIA","Ministro","af0012352751"
"AF001173084","Gonzalo Blumel Mac-iver","af001","SUBSECRETARÍA GENERAL DE LA PRESIDENCIA","Ministro","af0012352771"
"AG001172983","Cecilia Pérez Jara","ag001","SUBSECRETARIA GENERAL DE GOBIERNO","Ministro","ag0012317521"
"AG001172983","Cecilia Pérez Jara","ag001","SUBSECRETARIA GENERAL DE GOBIERNO","Ministro","ag0012341851"
"AG001172983","Cecilia Pérez Jara","ag001","SUBSECRETARIA GENERAL DE GOBIERNO","Ministro","ag0012341901"
"AH001133845","Jorge Rodríguez Grossi","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0012206421"
"AH001133845","Jorge Rodríguez Grossi","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0012206431"
"AH001133845","Jorge Rodríguez Grossi","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0012214961"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0012393871"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0012393881"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0012393971"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0012393991"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0012394001"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0012394061"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0012394071"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0012393851"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0012394011"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0012394091"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0012394261"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0012394271"
"AI007173854","Alfredo Moreno Charme","ai007","SUBSECRETARIA DE EVALUACIÓN SOCIAL","Ministro","ai0072323211"
"AI007173854","Alfredo Moreno Charme","ai007","SUBSECRETARIA DE EVALUACIÓN SOCIAL","Ministro","ai0072339021"
