"codigoPasivo","pasivo","codigoOrganismo","organismo","cargo","codigoAudiencia"
"NR00353","Mario Marcel Cullell","nr003","BANCO CENTRAL","Presidente Banco Central","nr00312381"
"NR00353","Mario Marcel Cullell","nr003","BANCO CENTRAL","Presidente Banco Central","nr00312391"
"NR00353","Mario Marcel Cullell","nr003","BANCO CENTRAL","Presidente Banco Central","nr00312471"
"NR00353","Mario Marcel Cullell","nr003","BANCO CENTRAL","Presidente Banco Central","nr00312481"
"NR00353","Mario Marcel Cullell","nr003","BANCO CENTRAL","Presidente Banco Central","nr00312561"
"NR00353","Mario Marcel Cullell","nr003","BANCO CENTRAL","Presidente Banco Central","nr00312411"
"NR00353","Mario Marcel Cullell","nr003","BANCO CENTRAL","Presidente Banco Central","nr00311831"
"NR00353","Mario Marcel Cullell","nr003","BANCO CENTRAL","Presidente Banco Central","nr00312061"
"AD023288082","Albert Widmer Thomas","ad023","ESTADO MAYOR CONJUNTO","Jefe del Estado Mayor Conjunto","ad0233904291"
"AD023231680","Albert Widmer Thomas","ad023","ESTADO MAYOR CONJUNTO","Subjefe del Estado Mayor Conjunto ","ad0233906411"
"BC001205279","Consuelo Valdés Chadwick","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0013945741"
"BC001205279","Consuelo Valdés Chadwick","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0013868911"
"BC001205279","Consuelo Valdés Chadwick","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0013945731"
"BC001205279","Consuelo Valdés Chadwick","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0013945711"
"BC001205279","Consuelo Valdés Chadwick","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0013945721"
"BC001205279","Consuelo Valdés Chadwick","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0014037131"
"BC001205279","Consuelo Valdés Chadwick","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0013989451"
"AB001173929","Andrés Chadwick Piñera","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab0013873181"
"AB001293301","Gonzalo Blumel Mac-iver","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab0014055251"
"AC001266891","Teodoro Javier Ribera Neumann","ac001","SUBSECRETARÍA DE RELACIONES EXTERIORES","Ministro","ac0013914911"
"AC001266891","Teodoro Javier Ribera Neumann","ac001","SUBSECRETARÍA DE RELACIONES EXTERIORES","Ministro","ac0013914821"
"AC001266891","Teodoro Javier Ribera Neumann","ac001","SUBSECRETARÍA DE RELACIONES EXTERIORES","Ministro","ac0014093371"
