"codigoPasivo","pasivo","codigoOrganismo","organismo","cargo","codigoAudiencia"
"NR00353","Mario Marcel Cullell","nr003","BANCO CENTRAL","Presidente Banco Central","nr00311231"
"NR00353","Mario Marcel Cullell","nr003","BANCO CENTRAL","Presidente Banco Central","nr00311241"
"NR00353","Mario Marcel Cullell","nr003","BANCO CENTRAL","Presidente Banco Central","nr00311371"
"AD023231680","Albert Widmer Thomas","ad023","ESTADO MAYOR CONJUNTO","Subjefe del Estado Mayor Conjunto ","ad0233707281"
"BC001205279","Consuelo Valdés Chadwick","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0013697021"
"BC001205279","Consuelo Valdés Chadwick","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0013795701"
"BC001205279","Consuelo Valdés Chadwick","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0013832931"
"BC001205279","Consuelo Valdés Chadwick","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0013833041"
"BC001205279","Consuelo Valdés Chadwick","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0013833141"
"BC001205279","Consuelo Valdés Chadwick","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0013795681"
"BC001205279","Consuelo Valdés Chadwick","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0013832751"
"BC001205279","Consuelo Valdés Chadwick","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0013832761"
"BC001205279","Consuelo Valdés Chadwick","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0013832801"
"BC001205279","Consuelo Valdés Chadwick","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0013696891"
"BC001205279","Consuelo Valdés Chadwick","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0013697011"
"BC001205279","Consuelo Valdés Chadwick","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0013696861"
"BC001205279","Consuelo Valdés Chadwick","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0013832841"
"BC001205279","Consuelo Valdés Chadwick","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0013832941"
"AB001173929","Andrés Chadwick Piñera","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab0013703851"
"AB001173929","Andrés Chadwick Piñera","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab0013681071"
"AB001173929","Andrés Chadwick Piñera","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab0013621561"
"AB001173929","Andrés Chadwick Piñera","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab0013639301"
"AB001173929","Andrés Chadwick Piñera","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab0013703551"
"AB001173929","Andrés Chadwick Piñera","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab0013749161"
"AC001266891","Teodoro Javier Ribera Neumann","ac001","SUBSECRETARÍA DE RELACIONES EXTERIORES","Ministro","ac0013915141"
"AE001172759","Felipe Larraín Bascuñán","ae001","SUBSECRETARÍA DE HACIENDA","Ministro","ae0013741321"
"AE001172759","Felipe Larraín Bascuñán","ae001","SUBSECRETARÍA DE HACIENDA","Ministro","ae0013915231"
"AE001172759","Felipe Larraín Bascuñán","ae001","SUBSECRETARÍA DE HACIENDA","Ministro","ae0013677351"
"AE001172759","Felipe Larraín Bascuñán","ae001","SUBSECRETARÍA DE HACIENDA","Ministro","ae0013741381"
"AF001173084","Gonzalo Blumel Mac-iver","af001","SUBSECRETARÍA GENERAL DE LA PRESIDENCIA","Ministro","af0013744081"
"AG001172983","Cecilia Pérez Jara","ag001","SUBSECRETARIA GENERAL DE GOBIERNO","Ministro","ag0013741591"
"AH001266741","Juan Andrés Fontaine Talavera","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013688821"
"AH001266741","Juan Andrés Fontaine Talavera","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013688851"
"AH001266741","Juan Andrés Fontaine Talavera","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013689021"
"AH001266741","Juan Andrés Fontaine Talavera","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013689251"
"AH001266741","Juan Andrés Fontaine Talavera","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013690211"
"AH001266741","Juan Andrés Fontaine Talavera","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013690271"
"AH001266741","Juan Andrés Fontaine Talavera","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013690491"
"AH001266741","Juan Andrés Fontaine Talavera","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013784621"
"AH001266741","Juan Andrés Fontaine Talavera","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013784641"
"AH001266741","Juan Andrés Fontaine Talavera","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013784681"
"AH001266741","Juan Andrés Fontaine Talavera","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013784751"
"AH001266741","Juan Andrés Fontaine Talavera","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013784881"
"AH001266741","Juan Andrés Fontaine Talavera","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013784891"
"AH001266741","Juan Andrés Fontaine Talavera","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013784921"
"AH001266741","Juan Andrés Fontaine Talavera","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013784961"
"AH001266741","Juan Andrés Fontaine Talavera","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013785011"
"AH001266741","Juan Andrés Fontaine Talavera","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013785031"
"AH001266741","Juan Andrés Fontaine Talavera","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013785051"
"AH001266741","Juan Andrés Fontaine Talavera","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013785061"
"AH001266741","Juan Andrés Fontaine Talavera","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013785081"
"AH001266741","Juan Andrés Fontaine Talavera","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013785161"
"AH001266741","Juan Andrés Fontaine Talavera","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013785171"
"AH001266741","Juan Andrés Fontaine Talavera","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013785181"
"AH001266741","Juan Andrés Fontaine Talavera","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013936311"
"AH001266741","Juan Andrés Fontaine Talavera","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013850451"
"AH001266741","Juan Andrés Fontaine Talavera","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013850481"
"AH001266741","Juan Andrés Fontaine Talavera","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013850621"
"AH001266741","Juan Andrés Fontaine Talavera","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013850641"
"AH001266741","Juan Andrés Fontaine Talavera","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013850701"
"AH001266741","Juan Andrés Fontaine Talavera","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013850731"
"AH001266741","Juan Andrés Fontaine Talavera","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013850541"
"AH001266741","Juan Andrés Fontaine Talavera","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013850591"
"AH001266741","Juan Andrés Fontaine Talavera","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013850631"
"AH001266741","Juan Andrés Fontaine Talavera","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013850671"
"AH001266741","Juan Andrés Fontaine Talavera","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013936291"
"AH001266741","Juan Andrés Fontaine Talavera","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013689331"
"AH001266741","Juan Andrés Fontaine Talavera","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013690221"
"AH001266741","Juan Andrés Fontaine Talavera","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013690171"
"AH001266741","Juan Andrés Fontaine Talavera","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013690421"
"AH001266741","Juan Andrés Fontaine Talavera","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013784661"
"AH001266741","Juan Andrés Fontaine Talavera","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013784731"
"AH001266741","Juan Andrés Fontaine Talavera","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013784991"
"AH001266741","Juan Andrés Fontaine Talavera","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013785001"
"AH001266741","Juan Andrés Fontaine Talavera","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013785021"
"AH001266741","Juan Andrés Fontaine Talavera","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013785111"
"AH001266741","Juan Andrés Fontaine Talavera","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013785191"
"AH001266741","Juan Andrés Fontaine Talavera","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013850721"
"AI007267234","Sebastián Sichel","ai007","SUBSECRETARIA DE EVALUACIÓN SOCIAL","Ministro","ai0073743781"
"AI007267234","Sebastián Sichel","ai007","SUBSECRETARIA DE EVALUACIÓN SOCIAL","Ministro","ai0073696841"
"AI007267234","Sebastián Sichel","ai007","SUBSECRETARIA DE EVALUACIÓN SOCIAL","Ministro","ai0073856501"
"AI007267234","Sebastián Sichel","ai007","SUBSECRETARIA DE EVALUACIÓN SOCIAL","Ministro","ai0073856541"
"AI007267234","Sebastián Sichel","ai007","SUBSECRETARIA DE EVALUACIÓN SOCIAL","Ministro","ai0073684961"
"AI007267234","Sebastián Sichel","ai007","SUBSECRETARIA DE EVALUACIÓN SOCIAL","Ministro","ai0073684951"
"AI007267234","Sebastián Sichel","ai007","SUBSECRETARIA DE EVALUACIÓN SOCIAL","Ministro","ai0073743761"
"AI007267234","Sebastián Sichel","ai007","SUBSECRETARIA DE EVALUACIÓN SOCIAL","Ministro","ai0073856481"
"AJ001204593","Marcela Cubillos Sigall","aj001","SUBSECRETARÍA DE EDUCACIÓN","Ministro","aj0013716121"
"AJ001204593","Marcela Cubillos Sigall","aj001","SUBSECRETARÍA DE EDUCACIÓN","Ministro","aj0013716081"
"AK001173548","Hernán Larraín Fernández","ak001","SUBSECRETARÍA DE JUSTICIA","Ministro","ak0013837341"
"AK001173548","Hernán Larraín Fernández","ak001","SUBSECRETARÍA DE JUSTICIA","Ministro","ak0013668981"
"AK001173548","Hernán Larraín Fernández","ak001","SUBSECRETARÍA DE JUSTICIA","Ministro","ak0013760401"
"AL001173983","Nicolás Monckeberg Díaz","al001","SUBSECRETARÍA DEL TRABAJO","Ministro","al0013751811"
"AM001267200","Alfredo Moreno Charme","am001","SUBSECRETARÍA DE OBRAS PÚBLICAS","Ministro","am0013641021"
"AM001267200","Alfredo Moreno Charme","am001","SUBSECRETARÍA DE OBRAS PÚBLICAS","Ministro","am0013681731"
"AM001267200","Alfredo Moreno Charme","am001","SUBSECRETARÍA DE OBRAS PÚBLICAS","Ministro","am0013681941"
"AM001267200","Alfredo Moreno Charme","am001","SUBSECRETARÍA DE OBRAS PÚBLICAS","Ministro","am0013683501"
"AM001267200","Alfredo Moreno Charme","am001","SUBSECRETARÍA DE OBRAS PÚBLICAS","Ministro","am0013683671"
"AM001267200","Alfredo Moreno Charme","am001","SUBSECRETARÍA DE OBRAS PÚBLICAS","Ministro","am0013701921"
"AM001267200","Alfredo Moreno Charme","am001","SUBSECRETARÍA DE OBRAS PÚBLICAS","Ministro","am0013709371"
"AM001267200","Alfredo Moreno Charme","am001","SUBSECRETARÍA DE OBRAS PÚBLICAS","Ministro","am0013724251"
"AM001267200","Alfredo Moreno Charme","am001","SUBSECRETARÍA DE OBRAS PÚBLICAS","Ministro","am0013727901"
"AM001267200","Alfredo Moreno Charme","am001","SUBSECRETARÍA DE OBRAS PÚBLICAS","Ministro","am0013729491"
"AM001267200","Alfredo Moreno Charme","am001","SUBSECRETARÍA DE OBRAS PÚBLICAS","Ministro","am0013730261"
"AM001267200","Alfredo Moreno Charme","am001","SUBSECRETARÍA DE OBRAS PÚBLICAS","Ministro","am0013604901"
"AM001267200","Alfredo Moreno Charme","am001","SUBSECRETARÍA DE OBRAS PÚBLICAS","Ministro","am0013605641"
"AM001267200","Alfredo Moreno Charme","am001","SUBSECRETARÍA DE OBRAS PÚBLICAS","Ministro","am0013615351"
"AM001267200","Alfredo Moreno Charme","am001","SUBSECRETARÍA DE OBRAS PÚBLICAS","Ministro","am0013620491"
"AM001267200","Alfredo Moreno Charme","am001","SUBSECRETARÍA DE OBRAS PÚBLICAS","Ministro","am0013628711"
"AM001267200","Alfredo Moreno Charme","am001","SUBSECRETARÍA DE OBRAS PÚBLICAS","Ministro","am0013629761"
"AM001267200","Alfredo Moreno Charme","am001","SUBSECRETARÍA DE OBRAS PÚBLICAS","Ministro","am0013629941"
"AM001267200","Alfredo Moreno Charme","am001","SUBSECRETARÍA DE OBRAS PÚBLICAS","Ministro","am0013629961"
