"codigoPasivo","pasivo","codigoOrganismo","organismo","cargo","codigoAudiencia"
"NR0030079809772-18","Rodrigo Vergara Montes","nr003","BANCO CENTRAL","Presidente Banco Central","nr003541"
"NR0030079809772-18","Rodrigo Vergara Montes","nr003","BANCO CENTRAL","Presidente Banco Central","nr003601"
"NR0030079809772-18","Rodrigo Vergara Montes","nr003","BANCO CENTRAL","Presidente Banco Central","nr003661"
"NR0030079809772-18","Rodrigo Vergara Montes","nr003","BANCO CENTRAL","Presidente Banco Central","nr003681"
"AD02340","JoséMiguel Romero Aguirre","ad023","ESTADO MAYOR CONJUNTO","Jefe del Estado Mayor Conjunto","ad023281221"
"NR001883","Ricardo Guzman Sanza","nr001","CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL","Director Corporación Administrativa del Poder Judicial","nr0013736381"
"AB0014534","Jorge Alfonso Burgos Varela","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab001106361"
"AB0014534","Jorge Alfonso Burgos Varela","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab00151091"
"AB0014534","Jorge Alfonso Burgos Varela","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab001106341"
"AB0014534","Jorge Alfonso Burgos Varela","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab001106381"
"AB0014534","Jorge Alfonso Burgos Varela","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab001291701"
"AB0014534","Jorge Alfonso Burgos Varela","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab001291721"
"AB0014534","Jorge Alfonso Burgos Varela","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab00139791"
"AB0014534","Jorge Alfonso Burgos Varela","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab00139811"
"AB0014534","Jorge Alfonso Burgos Varela","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab00144181"
"AB0014534","Jorge Alfonso Burgos Varela","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab00148811"
"AB0014534","Jorge Alfonso Burgos Varela","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab00152561"
"AB0014534","Jorge Alfonso Burgos Varela","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab00158451"
"AB0014534","Jorge Alfonso Burgos Varela","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab001106331"
"AB0014534","Jorge Alfonso Burgos Varela","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab001106371"
"AB0014534","Jorge Alfonso Burgos Varela","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab001106391"
"AB0014534","Jorge Alfonso Burgos Varela","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab001106411"
"AB0014534","Jorge Alfonso Burgos Varela","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab00158441"
"AB0014534","Jorge Alfonso Burgos Varela","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab00167971"
"AB0014534","Jorge Alfonso Burgos Varela","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab00167981"
"AB0014534","Jorge Alfonso Burgos Varela","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab00167991"
"AC001497","Heraldo Muñoz Valenzuela","ac001","SUBSECRETARÍA DE RELACIONES EXTERIORES","Ministro","ac00141761"
"AC001497","Heraldo Muñoz Valenzuela","ac001","SUBSECRETARÍA DE RELACIONES EXTERIORES","Ministro","ac00144391"
"AE0014727","Rodrigo Valdés Pulido","ae001","SUBSECRETARÍA DE HACIENDA","Ministro","ae00173591"
"AE0014727","Rodrigo Valdés Pulido","ae001","SUBSECRETARÍA DE HACIENDA","Ministro","ae00173621"
"AF0017028","Nicolás Eyzaguirre Guzmán","af001","SUBSECRETARÍA GENERAL DE LA PRESIDENCIA","Ministro","af001121371"
"AF0017028","Nicolás Eyzaguirre Guzmán","af001","SUBSECRETARÍA GENERAL DE LA PRESIDENCIA","Ministro","af00157681"
"AF0017028","Nicolás Eyzaguirre Guzmán","af001","SUBSECRETARÍA GENERAL DE LA PRESIDENCIA","Ministro","af001121411"
"AF0017028","Nicolás Eyzaguirre Guzmán","af001","SUBSECRETARÍA GENERAL DE LA PRESIDENCIA","Ministro","af00157691"
"AF0017028","Nicolás Eyzaguirre Guzmán","af001","SUBSECRETARÍA GENERAL DE LA PRESIDENCIA","Ministro","af00177991"
"AF0017028","Nicolás Eyzaguirre Guzmán","af001","SUBSECRETARÍA GENERAL DE LA PRESIDENCIA","Ministro","af00178001"
"AF0017028","Nicolás Eyzaguirre Guzmán","af001","SUBSECRETARÍA GENERAL DE LA PRESIDENCIA","Ministro","af00178801"
"AG0014216","Marcelo Diaz Diaz","ag001","SUBSECRETARIA GENERAL DE GOBIERNO","Ministro","ag00140611"
"AG0014216","Marcelo Diaz Diaz","ag001","SUBSECRETARIA GENERAL DE GOBIERNO","Ministro","ag00150061"
"AG0014216","Marcelo Diaz Diaz","ag001","SUBSECRETARIA GENERAL DE GOBIERNO","Ministro","ag00194231"
"AG0014216","Marcelo Diaz Diaz","ag001","SUBSECRETARIA GENERAL DE GOBIERNO","Ministro","ag00167521"
"AG0014216","Marcelo Diaz Diaz","ag001","SUBSECRETARIA GENERAL DE GOBIERNO","Ministro","ag00167531"
"AG0014216","Marcelo Diaz Diaz","ag001","SUBSECRETARIA GENERAL DE GOBIERNO","Ministro","ag00167541"
"AG0014216","Marcelo Diaz Diaz","ag001","SUBSECRETARIA GENERAL DE GOBIERNO","Ministro","ag001101461"
"AG0014216","Marcelo Diaz Diaz","ag001","SUBSECRETARIA GENERAL DE GOBIERNO","Ministro","ag0011122451"
"AH00178","Luis Felipe Céspedes Cifuentes","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah001153251"
"AH00178","Luis Felipe Céspedes Cifuentes","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah001153261"
"AH00178","Luis Felipe Céspedes Cifuentes","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah001153311"
"AH00178","Luis Felipe Céspedes Cifuentes","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah001153321"
"AH00178","Luis Felipe Céspedes Cifuentes","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah001153361"
