"codigoPasivo","pasivo","codigoOrganismo","organismo","cargo","codigoAudiencia"
"NR0030079809772-18","Rodrigo Vergara Montes","nr003","BANCO CENTRAL","Presidente Banco Central","nr003341"
"NR0030079809772-18","Rodrigo Vergara Montes","nr003","BANCO CENTRAL","Presidente Banco Central","nr003521"
"NR0030079809772-18","Rodrigo Vergara Montes","nr003","BANCO CENTRAL","Presidente Banco Central","nr003561"
"NR0030079809772-18","Rodrigo Vergara Montes","nr003","BANCO CENTRAL","Presidente Banco Central","nr003361"
"NR0030079809772-18","Rodrigo Vergara Montes","nr003","BANCO CENTRAL","Presidente Banco Central","nr003421"
"NR0030079809772-18","Rodrigo Vergara Montes","nr003","BANCO CENTRAL","Presidente Banco Central","nr003431"
"NR0030079809772-18","Rodrigo Vergara Montes","nr003","BANCO CENTRAL","Presidente Banco Central","nr003441"
"NR0030079809772-18","Rodrigo Vergara Montes","nr003","BANCO CENTRAL","Presidente Banco Central","nr003481"
"NR0030079809772-18","Rodrigo Vergara Montes","nr003","BANCO CENTRAL","Presidente Banco Central","nr003371"
"AB0014534","Jorge Alfonso Burgos Varela","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab00127471"
"AB0014534","Jorge Alfonso Burgos Varela","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab00122011"
"AB0014534","Jorge Alfonso Burgos Varela","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab00123761"
"AB0014534","Jorge Alfonso Burgos Varela","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab00123771"
"AB0014534","Jorge Alfonso Burgos Varela","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab00123781"
"AB0014534","Jorge Alfonso Burgos Varela","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab00123791"
"AB0014534","Jorge Alfonso Burgos Varela","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab00126131"
"AB0014534","Jorge Alfonso Burgos Varela","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab00126141"
