"codigoPasivo","pasivo","codigoOrganismo","organismo","cargo","codigoAudiencia"
"NR0030079809772-18","Rodrigo Vergara Montes","nr003","BANCO CENTRAL","Presidente Banco Central","nr0031691"
"NR0030079809772-18","Rodrigo Vergara Montes","nr003","BANCO CENTRAL","Presidente Banco Central","nr0031711"
"AG00363523","Oscar Reyes Peña","ag003","CONSEJO NACIONAL DE TELEVISIÓN (CNTV)","Consejero del Consejo Nacional de Televisión","ag0031366441"
"AG00363523","Oscar Reyes Peña","ag003","CONSEJO NACIONAL DE TELEVISIÓN (CNTV)","Consejero del Consejo Nacional de Televisión","ag0031103801"
"AG00363523","Oscar Reyes Peña","ag003","CONSEJO NACIONAL DE TELEVISIÓN (CNTV)","Consejero del Consejo Nacional de Televisión","ag0031103771"
"AG00363523","Oscar Reyes Peña","ag003","CONSEJO NACIONAL DE TELEVISIÓN (CNTV)","Consejero del Consejo Nacional de Televisión","ag0031366451"
"AB0011130","Mahmud Aleuy Peña y Lillo","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab0012136941"
"AB00151083","Mario Fernandez Baeza","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab0011060661"
"AB00151083","Mario Fernandez Baeza","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab0011060671"
"AB00151083","Mario Fernandez Baeza","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab0011060681"
"AB00151083","Mario Fernandez Baeza","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab0011099591"
"AB00151083","Mario Fernandez Baeza","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab0011099631"
"AB00151083","Mario Fernandez Baeza","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab001895821"
"AB00151083","Mario Fernandez Baeza","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab0011099561"
"AB00151083","Mario Fernandez Baeza","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab0011099571"
"AB00151083","Mario Fernandez Baeza","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab0011099601"
"AC001497","Heraldo Muñoz Valenzuela","ac001","SUBSECRETARÍA DE RELACIONES EXTERIORES","Ministro","ac001907161"
"AC001497","Heraldo Muñoz Valenzuela","ac001","SUBSECRETARÍA DE RELACIONES EXTERIORES","Ministro","ac001891311"
"AE0014727","Rodrigo Valdés Pulido","ae001","SUBSECRETARÍA DE HACIENDA","Ministro","ae0011013041"
"AF0017028","Nicolás Eyzaguirre Guzmán","af001","SUBSECRETARÍA GENERAL DE LA PRESIDENCIA","Ministro","af0011094601"
