"codigoPasivo","pasivo","codigoOrganismo","organismo","cargo","codigoAudiencia"
"NR00353","Mario Marcel Cullell","nr003","BANCO CENTRAL","Presidente Banco Central","nr00310161"
"NR00353","Mario Marcel Cullell","nr003","BANCO CENTRAL","Presidente Banco Central","nr00310401"
"NR00353","Mario Marcel Cullell","nr003","BANCO CENTRAL","Presidente Banco Central","nr00310061"
"NR00353","Mario Marcel Cullell","nr003","BANCO CENTRAL","Presidente Banco Central","nr0039811"
"AD023231680","Albert Widmer Thomas","ad023","ESTADO MAYOR CONJUNTO","Subjefe del Estado Mayor Conjunto ","ad0233325791"
"BC001205279","Consuelo Valdés Chadwick","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0013221471"
"BC001205279","Consuelo Valdés Chadwick","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0013221481"
"BC001205279","Consuelo Valdés Chadwick","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0013221661"
"BC001205279","Consuelo Valdés Chadwick","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0013221791"
"BC001205279","Consuelo Valdés Chadwick","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0013221811"
"BC001205279","Consuelo Valdés Chadwick","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0013372131"
"BC001205279","Consuelo Valdés Chadwick","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0013358441"
"BC001205279","Consuelo Valdés Chadwick","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0013451561"
"BC001205279","Consuelo Valdés Chadwick","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0013451731"
"BC001205279","Consuelo Valdés Chadwick","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0013458491"
"AB001173929","Andrés Chadwick Piñera","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab0013370741"
"AB001173929","Andrés Chadwick Piñera","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab0013126841"
"AB001173929","Andrés Chadwick Piñera","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab0013127241"
"AB001173929","Andrés Chadwick Piñera","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab0013256111"
"AC001209498","Carolina Valdivia Torres","ac001","SUBSECRETARÍA DE RELACIONES EXTERIORES","Ministro","ac0013215891"
"AC001172542","Roberto Ampuero Espinoza","ac001","SUBSECRETARÍA DE RELACIONES EXTERIORES","Ministro","ac0013171401"
"AC001172542","Roberto Ampuero Espinoza","ac001","SUBSECRETARÍA DE RELACIONES EXTERIORES","Ministro","ac0013171421"
"AE001172759","Felipe Larraín Bascuñán","ae001","SUBSECRETARÍA DE HACIENDA","Ministro","ae0013249191"
"AE001172759","Felipe Larraín Bascuñán","ae001","SUBSECRETARÍA DE HACIENDA","Ministro","ae0013322441"
"AE001172759","Felipe Larraín Bascuñán","ae001","SUBSECRETARÍA DE HACIENDA","Ministro","ae0013305151"
"AE001172759","Felipe Larraín Bascuñán","ae001","SUBSECRETARÍA DE HACIENDA","Ministro","ae0013322581"
"AE001172759","Felipe Larraín Bascuñán","ae001","SUBSECRETARÍA DE HACIENDA","Ministro","ae0013322731"
"AE001172759","Felipe Larraín Bascuñán","ae001","SUBSECRETARÍA DE HACIENDA","Ministro","ae0013323111"
"AE001172759","Felipe Larraín Bascuñán","ae001","SUBSECRETARÍA DE HACIENDA","Ministro","ae0013185611"
"AE001172759","Felipe Larraín Bascuñán","ae001","SUBSECRETARÍA DE HACIENDA","Ministro","ae0013185621"
"AE001172759","Felipe Larraín Bascuñán","ae001","SUBSECRETARÍA DE HACIENDA","Ministro","ae0013185631"
"AE001172759","Felipe Larraín Bascuñán","ae001","SUBSECRETARÍA DE HACIENDA","Ministro","ae0013303091"
"AE001172759","Felipe Larraín Bascuñán","ae001","SUBSECRETARÍA DE HACIENDA","Ministro","ae0013332551"
"AF001173084","Gonzalo Blumel Mac-iver","af001","SUBSECRETARÍA GENERAL DE LA PRESIDENCIA","Ministro","af0013202581"
"AF001173084","Gonzalo Blumel Mac-iver","af001","SUBSECRETARÍA GENERAL DE LA PRESIDENCIA","Ministro","af0013329021"
"AF001173084","Gonzalo Blumel Mac-iver","af001","SUBSECRETARÍA GENERAL DE LA PRESIDENCIA","Ministro","af0013328991"
"AG001172983","Cecilia Pérez Jara","ag001","SUBSECRETARIA GENERAL DE GOBIERNO","Ministro","ag0013261711"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013251111"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013251321"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013251831"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013324091"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013324121"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013324841"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013183971"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013184001"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013184041"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013184081"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013184101"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013184161"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013184221"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013184301"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013185461"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013185501"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013185551"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013187091"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013188051"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013323941"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0013183941"
"AI007173854","Alfredo Moreno Charme","ai007","SUBSECRETARIA DE EVALUACIÓN SOCIAL","Ministro","ai0073203561"
"AI007173854","Alfredo Moreno Charme","ai007","SUBSECRETARIA DE EVALUACIÓN SOCIAL","Ministro","ai0073322391"
"AI007173854","Alfredo Moreno Charme","ai007","SUBSECRETARIA DE EVALUACIÓN SOCIAL","Ministro","ai0073198291"
"AI007173854","Alfredo Moreno Charme","ai007","SUBSECRETARIA DE EVALUACIÓN SOCIAL","Ministro","ai0073322471"
"AI007173854","Alfredo Moreno Charme","ai007","SUBSECRETARIA DE EVALUACIÓN SOCIAL","Ministro","ai0073179771"
"AI007173854","Alfredo Moreno Charme","ai007","SUBSECRETARIA DE EVALUACIÓN SOCIAL","Ministro","ai0073179781"
"AI007173854","Alfredo Moreno Charme","ai007","SUBSECRETARIA DE EVALUACIÓN SOCIAL","Ministro","ai0073198261"
"AI007173854","Alfredo Moreno Charme","ai007","SUBSECRETARIA DE EVALUACIÓN SOCIAL","Ministro","ai0073198881"
"AI007173854","Alfredo Moreno Charme","ai007","SUBSECRETARIA DE EVALUACIÓN SOCIAL","Ministro","ai0073199231"
"AI007173854","Alfredo Moreno Charme","ai007","SUBSECRETARIA DE EVALUACIÓN SOCIAL","Ministro","ai0073278931"
"AJ001204593","Marcela Cubillos Sigall","aj001","SUBSECRETARÍA DE EDUCACIÓN","Ministro","aj0013241801"
"AJ001204593","Marcela Cubillos Sigall","aj001","SUBSECRETARÍA DE EDUCACIÓN","Ministro","aj0013342651"
"AJ001204593","Marcela Cubillos Sigall","aj001","SUBSECRETARÍA DE EDUCACIÓN","Ministro","aj0013241761"
"AJ001204593","Marcela Cubillos Sigall","aj001","SUBSECRETARÍA DE EDUCACIÓN","Ministro","aj0013241821"
"AJ001204593","Marcela Cubillos Sigall","aj001","SUBSECRETARÍA DE EDUCACIÓN","Ministro","aj0013241771"
"AK001173548","Hernán Larraín Fernández","ak001","SUBSECRETARÍA DE JUSTICIA","Ministro","ak0013326941"
"AK001173548","Hernán Larraín Fernández","ak001","SUBSECRETARÍA DE JUSTICIA","Ministro","ak0013327091"
"AK001173548","Hernán Larraín Fernández","ak001","SUBSECRETARÍA DE JUSTICIA","Ministro","ak0013327191"
"AL001173983","Nicolás Monckeberg Díaz","al001","SUBSECRETARÍA DEL TRABAJO","Ministro","al0013235691"
"AL001173983","Nicolás Monckeberg Díaz","al001","SUBSECRETARÍA DEL TRABAJO","Ministro","al0013354541"
"AL001173983","Nicolás Monckeberg Díaz","al001","SUBSECRETARÍA DEL TRABAJO","Ministro","al0013354621"
"AL001173983","Nicolás Monckeberg Díaz","al001","SUBSECRETARÍA DEL TRABAJO","Ministro","al0013281141"
"AL001173983","Nicolás Monckeberg Díaz","al001","SUBSECRETARÍA DEL TRABAJO","Ministro","al0013354521"
"AL001173983","Nicolás Monckeberg Díaz","al001","SUBSECRETARÍA DEL TRABAJO","Ministro","al0013354531"
"AL001173983","Nicolás Monckeberg Díaz","al001","SUBSECRETARÍA DEL TRABAJO","Ministro","al0013444361"
"AL001173983","Nicolás Monckeberg Díaz","al001","SUBSECRETARÍA DEL TRABAJO","Ministro","al0013444381"
"AM001173547","Juan Andrés Fontaine Talavera","am001","SUBSECRETARÍA DE OBRAS PÚBLICAS","Ministro","am0013198161"
"AM001173547","Juan Andrés Fontaine Talavera","am001","SUBSECRETARÍA DE OBRAS PÚBLICAS","Ministro","am0013199621"
"AM001173547","Juan Andrés Fontaine Talavera","am001","SUBSECRETARÍA DE OBRAS PÚBLICAS","Ministro","am0013251211"
"AM001173547","Juan Andrés Fontaine Talavera","am001","SUBSECRETARÍA DE OBRAS PÚBLICAS","Ministro","am0013279701"
