"codigoPasivo","pasivo","codigoOrganismo","organismo","cargo","codigoAudiencia"
"NR00353","Mario Marcel Cullell","nr003","BANCO CENTRAL","Presidente Banco Central","nr0039051"
"NR00353","Mario Marcel Cullell","nr003","BANCO CENTRAL","Presidente Banco Central","nr0039111"
"NR00353","Mario Marcel Cullell","nr003","BANCO CENTRAL","Presidente Banco Central","nr0039161"
"NR00353","Mario Marcel Cullell","nr003","BANCO CENTRAL","Presidente Banco Central","nr0039231"
"AP017102098","Carlos Ponce Boutaud","ap017","PARQUE METROPOLITANO","Consejero del Consejo Nacional de Televisión","ap0172669851"
"AP017102098","Carlos Ponce Boutaud","ap017","PARQUE METROPOLITANO","Consejero del Consejo Nacional de Televisión","ap0172634271"
"AD02329042","Arturo Merino Núñez","ad023","ESTADO MAYOR CONJUNTO","Jefe del Estado Mayor Conjunto","ad0233263631"
"BC001185230","Alejandra Pérez Lecaros","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0012667011"
"BC001185230","Alejandra Pérez Lecaros","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0012696781"
"BC001185230","Alejandra Pérez Lecaros","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0012696831"
"BC001185230","Alejandra Pérez Lecaros","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0012696661"
"BC001205279","Consuelo Valdés Chadwick","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0012791801"
"BC001205279","Consuelo Valdés Chadwick","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0012907191"
"BC001205279","Consuelo Valdés Chadwick","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0012907261"
"BC001205279","Consuelo Valdés Chadwick","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0012907931"
"BC001205279","Consuelo Valdés Chadwick","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0012908071"
"BC001205279","Consuelo Valdés Chadwick","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0012907231"
"BC001205279","Consuelo Valdés Chadwick","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0012907331"
"BC001205279","Consuelo Valdés Chadwick","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0012907361"
"BC001205279","Consuelo Valdés Chadwick","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0012907791"
"BC001205279","Consuelo Valdés Chadwick","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0012908211"
"BC001205279","Consuelo Valdés Chadwick","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0012907301"
"BC001205279","Consuelo Valdés Chadwick","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0012907821"
"BC001205279","Consuelo Valdés Chadwick","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0012908001"
"BC001205279","Consuelo Valdés Chadwick","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0012908081"
"BC001205279","Consuelo Valdés Chadwick","bc001","Subsecretaria de las Culturas, las Artes y el Patrimonio","Ministro","bc0012791791"
"AB001173929","Andrés Chadwick Piñera","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab0012688731"
"AB001173929","Andrés Chadwick Piñera","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab0012759601"
"AB001173929","Andrés Chadwick Piñera","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab0012776111"
"AB001173929","Andrés Chadwick Piñera","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab0012776121"
"AB001173929","Andrés Chadwick Piñera","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab0012776191"
"AB001173929","Andrés Chadwick Piñera","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab0012798891"
"AB001173929","Andrés Chadwick Piñera","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab0012759611"
"AB001173929","Andrés Chadwick Piñera","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab0012759681"
"AB001173929","Andrés Chadwick Piñera","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab0012682671"
"AB001173929","Andrés Chadwick Piñera","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab0012704721"
"AB001173929","Andrés Chadwick Piñera","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab0012844951"
"AC001174497","Oscar Alfonso Silva Navarro","ac001","SUBSECRETARÍA DE RELACIONES EXTERIORES","Ministro","ac0012652351"
"AC001174497","Oscar Alfonso Silva Navarro","ac001","SUBSECRETARÍA DE RELACIONES EXTERIORES","Ministro","ac0012740451"
"AC001174497","Oscar Alfonso Silva Navarro","ac001","SUBSECRETARÍA DE RELACIONES EXTERIORES","Ministro","ac0012740631"
"AC001172542","Roberto Ampuero Espinoza","ac001","SUBSECRETARÍA DE RELACIONES EXTERIORES","Ministro","ac0012870201"
"AE001172759","Felipe Larraín Bascuñán","ae001","SUBSECRETARÍA DE HACIENDA","Ministro","ae0012699141"
"AE001172759","Felipe Larraín Bascuñán","ae001","SUBSECRETARÍA DE HACIENDA","Ministro","ae0012699291"
"AE001172759","Felipe Larraín Bascuñán","ae001","SUBSECRETARÍA DE HACIENDA","Ministro","ae0012701171"
"AE001172759","Felipe Larraín Bascuñán","ae001","SUBSECRETARÍA DE HACIENDA","Ministro","ae0012789531"
"AE001172759","Felipe Larraín Bascuñán","ae001","SUBSECRETARÍA DE HACIENDA","Ministro","ae0012789581"
"AE001172759","Felipe Larraín Bascuñán","ae001","SUBSECRETARÍA DE HACIENDA","Ministro","ae0012795931"
"AE001172759","Felipe Larraín Bascuñán","ae001","SUBSECRETARÍA DE HACIENDA","Ministro","ae0012789641"
"AE001172759","Felipe Larraín Bascuñán","ae001","SUBSECRETARÍA DE HACIENDA","Ministro","ae0012795861"
"AE001172759","Felipe Larraín Bascuñán","ae001","SUBSECRETARÍA DE HACIENDA","Ministro","ae0012699271"
"AF001173084","Gonzalo Blumel Mac-iver","af001","SUBSECRETARÍA GENERAL DE LA PRESIDENCIA","Ministro","af0012759061"
"AF001173084","Gonzalo Blumel Mac-iver","af001","SUBSECRETARÍA GENERAL DE LA PRESIDENCIA","Ministro","af0012759191"
"AF001173084","Gonzalo Blumel Mac-iver","af001","SUBSECRETARÍA GENERAL DE LA PRESIDENCIA","Ministro","af0012645361"
"AF001173084","Gonzalo Blumel Mac-iver","af001","SUBSECRETARÍA GENERAL DE LA PRESIDENCIA","Ministro","af0012680541"
"AG001172983","Cecilia Pérez Jara","ag001","SUBSECRETARIA GENERAL DE GOBIERNO","Ministro","ag0012667941"
"AG001172983","Cecilia Pérez Jara","ag001","SUBSECRETARIA GENERAL DE GOBIERNO","Ministro","ag0012670861"
"AG001172983","Cecilia Pérez Jara","ag001","SUBSECRETARIA GENERAL DE GOBIERNO","Ministro","ag0012725651"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0012639141"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0012687931"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0012687941"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0012710941"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0012687871"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0012687911"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0012804131"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0012804271"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0012804361"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0012805131"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0012805421"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0012805701"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0012804231"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0012804331"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0012804411"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0012804991"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0012861651"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0012687701"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0012687821"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0012687851"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0012710831"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0012804191"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0012866351"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0012866711"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0012866361"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0012866401"
"AH001173920","José Ramón Valente Vias","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0012866411"
"AI007173854","Alfredo Moreno Charme","ai007","SUBSECRETARIA DE EVALUACIÓN SOCIAL","Ministro","ai0072654581"
"AI007173854","Alfredo Moreno Charme","ai007","SUBSECRETARIA DE EVALUACIÓN SOCIAL","Ministro","ai0072657811"
"AI007173854","Alfredo Moreno Charme","ai007","SUBSECRETARIA DE EVALUACIÓN SOCIAL","Ministro","ai0072663021"
"AI007173854","Alfredo Moreno Charme","ai007","SUBSECRETARIA DE EVALUACIÓN SOCIAL","Ministro","ai0072663871"
"AI007173854","Alfredo Moreno Charme","ai007","SUBSECRETARIA DE EVALUACIÓN SOCIAL","Ministro","ai0072663941"
"AI007173854","Alfredo Moreno Charme","ai007","SUBSECRETARIA DE EVALUACIÓN SOCIAL","Ministro","ai0072669741"
"AI007173854","Alfredo Moreno Charme","ai007","SUBSECRETARIA DE EVALUACIÓN SOCIAL","Ministro","ai0072671361"
