"uriPasivo","codigoPasivo","uriPersona","codigoPersona","nombrePasivo","organismo","IDORPortal","cargo","inicioPasivo","finPasivo"
"http://datos.infolobby.cl/infolobby/pasivo/AD008553","AD008553","http://datos.infolobby.cl/infolobby/persona/969850f4697545498c4c5af637adb244","969850f4697545498c4c5af637adb244","Víctor Cerda Ramírez","FUERZA AÉREA DE CHILE","ad008","Encargado de adquisiciones en las Fuerzas Armadas y de Orden y Seguridad Pública",2013-12-23,2015-11-25
"http://datos.infolobby.cl/infolobby/pasivo/AD010216","AD010216","http://datos.infolobby.cl/infolobby/persona/9d3cf5593e09bc774ec8d041894f2008","9d3cf5593e09bc774ec8d041894f2008","Eduardo Rodriguez-Peña Troncoso","POLICÍA DE INVESTIGACIONES DE CHILE","ad010","Encargado de adquisiciones en las Fuerzas Armadas y de Orden y Seguridad Pública",2014-11-28,2017-10-10
"http://datos.infolobby.cl/infolobby/pasivo/AD006438","AD006438","http://datos.infolobby.cl/infolobby/persona/140eb2dc23b183637fe9c177450c8ad4","140eb2dc23b183637fe9c177450c8ad4","JUAN EDUARDO MATEO DURRUTY ORTUZAR","EJÉRCITO DE CHILE","ad006","Encargado de adquisiciones en las Fuerzas Armadas y de Orden y Seguridad Pública",2014-11-25,2018-12-10
"http://datos.infolobby.cl/infolobby/pasivo/AD008544","AD008544","http://datos.infolobby.cl/infolobby/persona/1f0f3030b87439289b903be0a99b3d03","1f0f3030b87439289b903be0a99b3d03","Álvaro Aguirre Warden","FUERZA AÉREA DE CHILE","ad008","Encargado de adquisiciones en las Fuerzas Armadas y de Orden y Seguridad Pública",2014-11-17,2018-12-03
"http://datos.infolobby.cl/infolobby/pasivo/AD02359","AD02359","http://datos.infolobby.cl/infolobby/persona/2d891a734cf700ea56104986c4e6c970","2d891a734cf700ea56104986c4e6c970","Arturo Merino Núñez","ESTADO MAYOR CONJUNTO","ad023","Encargado de adquisiciones en las Fuerzas Armadas y de Orden y Seguridad Pública",2014-11-27,2015-12-03
"http://datos.infolobby.cl/infolobby/pasivo/AD008547","AD008547","http://datos.infolobby.cl/infolobby/persona/bda29b4eab1a1fe62b531c10f3dbf1f2","bda29b4eab1a1fe62b531c10f3dbf1f2","Javier Del Río Valdovinos","FUERZA AÉREA DE CHILE","ad008","Encargado de adquisiciones en las Fuerzas Armadas y de Orden y Seguridad Pública",2010-11-22,2015-12-16
"http://datos.infolobby.cl/infolobby/pasivo/AE0042189","AE0042189","http://datos.infolobby.cl/infolobby/persona/17fcd66465a413874846c72918369608","17fcd66465a413874846c72918369608","Rodrigo Fernando Egaña Baraona","DIRECCIÓN NACIONAL DEL SERVICIO CIVIL","ae004","Jefe de servicio",2014-03-11,2017-11-30
"http://datos.infolobby.cl/infolobby/pasivo/AD0201385","AD0201385","http://datos.infolobby.cl/infolobby/persona/b5e24719557ef995fbf8c29ecf08e5d9","b5e24719557ef995fbf8c29ecf08e5d9","Maximiliano Larraechea Loeser","DIRECCIÓN GENERAL DE AERONAÚTICA CIVIL","ad020","Jefe de servicio",2014-12-15,2015-12-15
"http://datos.infolobby.cl/infolobby/pasivo/AJ0103749","AJ0103749","http://datos.infolobby.cl/infolobby/persona/93edc31e30008af7aa30774bc7683b4a","93edc31e30008af7aa30774bc7683b4a","Sandra Flores Contreras","JUNTA NACIONAL DE JARDINES INFANTILES (JUNJI)","aj010","Director regional de servicio público",2014-05-15,2018-12-10
"http://datos.infolobby.cl/infolobby/pasivo/AH0122578","AH0122578","http://datos.infolobby.cl/infolobby/persona/e193fbc35dba686f036d6e2f29b6563b","e193fbc35dba686f036d6e2f29b6563b","Wara Ortiz Mella","SERVICIO DE COOPERACIÓN TÉCNICA","ah012","Director regional de servicio público",2014-04-14,2015-11-04
"http://datos.infolobby.cl/infolobby/pasivo/AB09216107","AB09216107","http://datos.infolobby.cl/infolobby/persona/5342a9c41504382c8097e84a66547be8","5342a9c41504382c8097e84a66547be8","Claudia Liliana Cisterna Saldías","SERVICIO NACIONAL PARA LA PREVENCIÓN Y REHABILITACIÓN DEL CONSUMO DE DROGAS Y ALCOHOL (SENDA)","ab092","Director regional de servicio público",2008-09-15,2015-10-03
"http://datos.infolobby.cl/infolobby/pasivo/AH0108946","AH0108946","http://datos.infolobby.cl/infolobby/persona/e70efc4f1c4f427373c3456437c8e977","e70efc4f1c4f427373c3456437c8e977","Jorge Carmelo Rivera Larrea","SERVICIO NACIONAL DE PESCA (SERNAPESCA)","ah010","Director regional de servicio público",1996-08-01,2017-12-31
"http://datos.infolobby.cl/infolobby/pasivo/AH0073128","AH0073128","http://datos.infolobby.cl/infolobby/persona/1ccdcd2ee7e9446229cf40f295f22282","1ccdcd2ee7e9446229cf40f295f22282","HÉCTOR ALEJANDRO HENRÍQUEZ RODRÍGUEZ","INSTITUTO NACIONAL DE ESTADÍSTICAS (INE)","ah007","Director regional de servicio público",2014-11-01,2017-11-02
"http://datos.infolobby.cl/infolobby/pasivo/AB0043206","AB0043206","http://datos.infolobby.cl/infolobby/persona/5091764af8dc9f6a701aa7860b2125f1","5091764af8dc9f6a701aa7860b2125f1","Gilda Elisa Grandón Alvial","OFICINA NACIONAL DE EMERGENCIA (ONEMI)","ab004","Director regional de servicio público",2014-08-01,2018-10-19
"http://datos.infolobby.cl/infolobby/pasivo/AH0102837","AH0102837","http://datos.infolobby.cl/infolobby/persona/6c7ca5e74e93070a23be7eebbc6ee88c","6c7ca5e74e93070a23be7eebbc6ee88c","Cristian Ricardo Hudson Martignani","SERVICIO NACIONAL DE PESCA (SERNAPESCA)","ah010","Director regional de servicio público",2013-10-01,2023-10-02
"http://datos.infolobby.cl/infolobby/pasivo/AH0122544","AH0122544","http://datos.infolobby.cl/infolobby/persona/5803ef7e816c03888d6fd12768c2e97c","5803ef7e816c03888d6fd12768c2e97c","Claudia Andrea Opazo Ramirez","SERVICIO DE COOPERACIÓN TÉCNICA","ah012","Director regional de servicio público",2014-04-14,2016-12-31
"http://datos.infolobby.cl/infolobby/pasivo/AK0041725","AK0041725","http://datos.infolobby.cl/infolobby/persona/854b02c9fbbecafaaa34923f5abafe6e","854b02c9fbbecafaaa34923f5abafe6e","Jorge Patricio Reyes Diaz","SERVICIO NACIONAL DE MENORES (SENAME)","ak004","Director regional de servicio público",2014-04-04,2017-10-16
"http://datos.infolobby.cl/infolobby/pasivo/AH0073132","AH0073132","http://datos.infolobby.cl/infolobby/persona/a1214f49cbed2fdccfc183c2863c3d71","a1214f49cbed2fdccfc183c2863c3d71","MANUEL ALEJANDRO VIVAR AGUILA","INSTITUTO NACIONAL DE ESTADÍSTICAS (INE)","ah007","Director regional de servicio público",2013-11-07,2019-11-11
"http://datos.infolobby.cl/infolobby/pasivo/AJ0103779","AJ0103779","http://datos.infolobby.cl/infolobby/persona/0d73fd64d2895e26727d64ccbcd28ba7","0d73fd64d2895e26727d64ccbcd28ba7","María Isabel Cofré Molinet","JUNTA NACIONAL DE JARDINES INFANTILES (JUNJI)","aj010","Director regional de servicio público",2014-08-01,2017-12-31
"http://datos.infolobby.cl/infolobby/pasivo/AJ0103751","AJ0103751","http://datos.infolobby.cl/infolobby/persona/5381f73a808c5993362d8af7bfcecb57","5381f73a808c5993362d8af7bfcecb57","Mabel Encalada Contreras","JUNTA NACIONAL DE JARDINES INFANTILES (JUNJI)","aj010","Director regional de servicio público",2014-06-08,2018-11-05
"http://datos.infolobby.cl/infolobby/pasivo/AJ001940","AJ001940","http://datos.infolobby.cl/infolobby/persona/10183ae2b6fce2482265faaa327fa1ea","10183ae2b6fce2482265faaa327fa1ea"," Srdjan  Shedan Razmilic ","SUBSECRETARÍA DE EDUCACIÓN","aj001","Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886",2014-12-16,2014-12-16
"http://datos.infolobby.cl/infolobby/pasivo/AH001770","AH001770","http://datos.infolobby.cl/infolobby/persona/56e00a360c7ff64a10c74d5a9a66b751","56e00a360c7ff64a10c74d5a9a66b751","Elisa Norambuena Gomez","SUBSECRETARÍA DE ECONOMÍA","ah001","Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886",2014-11-11,2014-12-12
"http://datos.infolobby.cl/infolobby/pasivo/AJ001935","AJ001935","http://datos.infolobby.cl/infolobby/persona/7e5067deb28e2b8979c5cfe7c1c999fc","7e5067deb28e2b8979c5cfe7c1c999fc","Marcelo  Madrid Pozo","SUBSECRETARÍA DE EDUCACIÓN","aj001","Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886",2014-12-11,2014-12-11
"http://datos.infolobby.cl/infolobby/pasivo/AJ001932","AJ001932","http://datos.infolobby.cl/infolobby/persona/2945eacf5821e02bf104b6025a55f15a","2945eacf5821e02bf104b6025a55f15a","Patricia  Almonacid Paredes","SUBSECRETARÍA DE EDUCACIÓN","aj001","Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886",2014-12-11,2014-12-11
"http://datos.infolobby.cl/infolobby/pasivo/AJ001947","AJ001947","http://datos.infolobby.cl/infolobby/persona/40cebbd2733f48d60b559d4b8b804011","40cebbd2733f48d60b559d4b8b804011","Elisa  Suazo Fuenzalida","SUBSECRETARÍA DE EDUCACIÓN","aj001","Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886",2014-12-15,2014-12-19
"http://datos.infolobby.cl/infolobby/pasivo/AH001891","AH001891","http://datos.infolobby.cl/infolobby/persona/68f485cc8b233748502f9127e795b142","68f485cc8b233748502f9127e795b142","Fernando Ruben Ordenes Silva","SUBSECRETARÍA DE ECONOMÍA","ah001","Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886",2014-12-01,2014-12-16
"http://datos.infolobby.cl/infolobby/pasivo/AJ001939","AJ001939","http://datos.infolobby.cl/infolobby/persona/b105011108ea059c3a07a1d9d062a528","b105011108ea059c3a07a1d9d062a528"," María Elena  Mujica Martínez","SUBSECRETARÍA DE EDUCACIÓN","aj001","Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886",2014-12-16,2014-12-16
"http://datos.infolobby.cl/infolobby/pasivo/AJ001941","AJ001941","http://datos.infolobby.cl/infolobby/persona/c4457f47f82beefa8163bc9f5e20ed71","c4457f47f82beefa8163bc9f5e20ed71","Fabricio  Muñoz Acevedo","SUBSECRETARÍA DE EDUCACIÓN","aj001","Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886",2014-12-16,2014-12-16
"http://datos.infolobby.cl/infolobby/pasivo/AJ001944","AJ001944","http://datos.infolobby.cl/infolobby/persona/c4457f47f82beefa8163bc9f5e20ed71","c4457f47f82beefa8163bc9f5e20ed71","Fabricio  Muñoz Acevedo","SUBSECRETARÍA DE EDUCACIÓN","aj001","Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886",2014-12-19,2014-12-19
"http://datos.infolobby.cl/infolobby/pasivo/AJ0097196","AJ0097196","http://datos.infolobby.cl/infolobby/persona/1073929220ec90081b49f4b9f7f427d7","1073929220ec90081b49f4b9f7f427d7","MARIA ALEJANDRA GUTIERREZ SILVA","JUNTA NACIONAL DE AUXILIO ESCOLAR Y BECAS (JUNAEB)","aj009","Otro",2007-01-01,2015-11-27
"http://datos.infolobby.cl/infolobby/pasivo/AE00612134","AE00612134","http://datos.infolobby.cl/infolobby/persona/1b62c0420e8efb0c8ed9b8b6fb9a6743","1b62c0420e8efb0c8ed9b8b6fb9a6743","Iván Andrés  Del Río Martínez","SERVICIO DE IMPUESTOS INTERNOS (SII)","ae006","Otro",2014-08-28,2015-11-30
"http://datos.infolobby.cl/infolobby/pasivo/AH0109383","AH0109383","http://datos.infolobby.cl/infolobby/persona/42bb171b4aa81c91eb335e5232ead89b","42bb171b4aa81c91eb335e5232ead89b","Mauricio Bringas Urbina","SERVICIO NACIONAL DE PESCA (SERNAPESCA)","ah010","Otro",2004-01-01,2016-12-31
"http://datos.infolobby.cl/infolobby/pasivo/AH01016258","AH01016258","http://datos.infolobby.cl/infolobby/persona/d64374425a771fd0ea5eac56b2e6d563","d64374425a771fd0ea5eac56b2e6d563","Patricia Andrea Guiñez Urra","SERVICIO NACIONAL DE PESCA (SERNAPESCA)","ah010","Otro",2008-05-01,2017-12-31
"http://datos.infolobby.cl/infolobby/pasivo/AB0016059","AB0016059","http://datos.infolobby.cl/infolobby/persona/e9fb143e17e5256f8dfbe5003d529fd9","e9fb143e17e5256f8dfbe5003d529fd9","Lucía  Dammert Guardia","SUBSECRETARÍA DEL INTERIOR","ab001","Otro",2014-03-11,2015-10-02
"http://datos.infolobby.cl/infolobby/pasivo/AJ0032630","AJ0032630","http://datos.infolobby.cl/infolobby/persona/2078187c8e81625b1264f4a8d7c67d1e","2078187c8e81625b1264f4a8d7c67d1e","Fernanda  Valdés Raczynski","CONSEJO NACIONAL DE EDUCACION","aj003","Otro",2013-06-01,2016-11-13
"http://datos.infolobby.cl/infolobby/pasivo/AI00812528","AI00812528","http://datos.infolobby.cl/infolobby/persona/073d24e74f45a651e05f40e123c26cb7","073d24e74f45a651e05f40e123c26cb7","Mariana Teresa Boj Jonas","SUBSECRETARIA DE SERVICIOS SOCIALES","ai008","Otro",2014-10-11,2015-12-31
"http://datos.infolobby.cl/infolobby/pasivo/AE00312301","AE00312301","http://datos.infolobby.cl/infolobby/persona/4fa7f82f169ff7eb51587b1299176555","4fa7f82f169ff7eb51587b1299176555","Walter Mauricio Luchsinger Lagos","TESORERIA GENERAL DE LA REPUBLICA","ae003","Otro",2013-01-01,2018-12-10
"http://datos.infolobby.cl/infolobby/pasivo/AG00137404","AG00137404","http://datos.infolobby.cl/infolobby/persona/59867e1aad27b17ac38bfb3915b3a0e8","59867e1aad27b17ac38bfb3915b3a0e8","Camilo Alfonso Ballesteros Briones","SUBSECRETARIA GENERAL DE GOBIERNO","ag001","Otro",2014-04-07,2017-12-29
"http://datos.infolobby.cl/infolobby/pasivo/AB0085607","AB0085607","http://datos.infolobby.cl/infolobby/persona/f71d2a2df0031e28f30bb540aa5d7773","f71d2a2df0031e28f30bb540aa5d7773","Valentín Humberto Volta Valencia","INTENDENCIA REGIÓN DE ANTOFAGASTA","ab008","Intendente",2014-03-11,2016-11-11
"http://datos.infolobby.cl/infolobby/pasivo/AB0534240","AB0534240","http://datos.infolobby.cl/infolobby/persona/219ed24dbd6bebde2900843e8dfd4237","219ed24dbd6bebde2900843e8dfd4237","Irle Andrea Parra Sauterel","GOBERNACIÓN PROVINCIAL DE MALLECO","ab053","Gobernador",2014-03-11,2016-11-10
"http://datos.infolobby.cl/infolobby/pasivo/AB0475002","AB0475002","http://datos.infolobby.cl/infolobby/persona/7c329765d33e76dde76a7bfd65ca12d6","7c329765d33e76dde76a7bfd65ca12d6","CLAUDIA LORETTO ARAVENA LAGOS","GOBERNACIÓN PROVINCIAL DE LINARES","ab047","Gobernador",2014-03-11,2016-11-17
"http://datos.infolobby.cl/infolobby/pasivo/AB0543539","AB0543539","http://datos.infolobby.cl/infolobby/persona/d4695d76005bb5f36a6904e12dc60102","d4695d76005bb5f36a6904e12dc60102","JOSE FRANCISCO JUAN DIEGO MONTALVA FEUERHAKE","GOBERNACIÓN PROVINCIAL DE CAUTÍN","ab054","Gobernador",2014-03-11,2016-11-09
"http://datos.infolobby.cl/infolobby/pasivo/AB0713949","AB0713949","http://datos.infolobby.cl/infolobby/persona/bebc280d9ccd29eb41fcb8fa933dbb7f","bebc280d9ccd29eb41fcb8fa933dbb7f","Gustavo  Armando Marcos Escobar","GOBERNACIÓN PROVINCIAL DE MAIPO","ab071","Gobernador",2014-03-11,2016-11-09
"http://datos.infolobby.cl/infolobby/pasivo/AB0494967","AB0494967","http://datos.infolobby.cl/infolobby/persona/f870e8e92079a4aae33f8fba6bf81d2a","f870e8e92079a4aae33f8fba6bf81d2a","LORENA ANDREA VERA ARRIAGADA","GOBERNACIÓN PROVINCIAL DE ÑUBLE","ab049","Gobernador",2014-03-20,2016-11-09
"http://datos.infolobby.cl/infolobby/pasivo/AK0011835","AK0011835","http://datos.infolobby.cl/infolobby/persona/3ad86053d3ce1edc4d3931ec63b99dcf","3ad86053d3ce1edc4d3931ec63b99dcf","Gabriela Constanza Retamal Retamal","SUBSECRETARÍA DE JUSTICIA","ak001","Secretario regional ministerial",2014-03-18,2015-11-11
"http://datos.infolobby.cl/infolobby/pasivo/AI0082267","AI0082267","http://datos.infolobby.cl/infolobby/persona/94397557cba16b0f10801314835a0a30","94397557cba16b0f10801314835a0a30","Patricio Alejandro Torres Castillo","SUBSECRETARIA DE SERVICIOS SOCIALES","ai008","Secretario regional ministerial",2014-03-17,2015-11-03
"http://datos.infolobby.cl/infolobby/pasivo/AK0011845","AK0011845","http://datos.infolobby.cl/infolobby/persona/40b9c3be869a07b057d200ec9ca456c6","40b9c3be869a07b057d200ec9ca456c6","Freddy Arancibia Figueroa","SUBSECRETARÍA DE JUSTICIA","ak001","Secretario regional ministerial",2014-03-17,2016-12-30
"http://datos.infolobby.cl/infolobby/pasivo/AG0013418","AG0013418","http://datos.infolobby.cl/infolobby/persona/5ef5575fa43b97effb9d564e39c8f522","5ef5575fa43b97effb9d564e39c8f522","Carolina Videla Osorio","SUBSECRETARIA GENERAL DE GOBIERNO","ag001","Secretario regional ministerial",2014-03-11,2016-11-15
"http://datos.infolobby.cl/infolobby/pasivo/AH0012152","AH0012152","http://datos.infolobby.cl/infolobby/persona/6afbd6aca14e40ee53316918a5a9cf86","6afbd6aca14e40ee53316918a5a9cf86","Omar Humberto  Morales Marquez","SUBSECRETARÍA DE ECONOMÍA","ah001","Secretario regional ministerial",2014-03-18,2015-10-30
"http://datos.infolobby.cl/infolobby/pasivo/AI0082952","AI0082952","http://datos.infolobby.cl/infolobby/persona/7b01a859777d4206951e981b69178b86","7b01a859777d4206951e981b69178b86","Angelique Araya Hernandez","SUBSECRETARIA DE SERVICIOS SOCIALES","ai008","Secretario regional ministerial",2014-03-17,2015-10-14
"http://datos.infolobby.cl/infolobby/pasivo/AC001706","AC001706","http://datos.infolobby.cl/infolobby/persona/ad8d5776c6d1dc55d95670d7c07a730c","ad8d5776c6d1dc55d95670d7c07a730c","Jose Miguel Cruz Sanchez","SUBSECRETARÍA DE RELACIONES EXTERIORES","ac001","Embajador ",2014-11-27,2016-12-31
"http://datos.infolobby.cl/infolobby/pasivo/AC001698","AC001698","http://datos.infolobby.cl/infolobby/persona/b7e134e237779a9d3506af89490423cf","b7e134e237779a9d3506af89490423cf","Hernan Ivan Brantes Glavic","SUBSECRETARÍA DE RELACIONES EXTERIORES","ac001","Embajador ",2014-11-27,2015-12-01
"http://datos.infolobby.cl/infolobby/pasivo/AC001723","AC001723","http://datos.infolobby.cl/infolobby/persona/cb3e1da15b4de55fcbcd24cfa56d6832","cb3e1da15b4de55fcbcd24cfa56d6832","Jorge Heine Lorenzen","SUBSECRETARÍA DE RELACIONES EXTERIORES","ac001","Embajador ",2014-11-27,2017-12-31
"http://datos.infolobby.cl/infolobby/pasivo/AC001690","AC001690","http://datos.infolobby.cl/infolobby/persona/d47739e4dd64225ae1b81ffe0a240b04","d47739e4dd64225ae1b81ffe0a240b04","Alejandro Bahamondes Saavedra","SUBSECRETARÍA DE RELACIONES EXTERIORES","ac001","Embajador ",2014-11-27,2015-10-15
"http://datos.infolobby.cl/infolobby/pasivo/AB0204332","AB0204332","http://datos.infolobby.cl/infolobby/persona/32f59504846cdf5b7cf3cedae5efeab9","32f59504846cdf5b7cf3cedae5efeab9","Marcelo  Alarcón Badilla","INTENDENCIA REGIÓN DEL MAULE","ab020","Jefe de gabinete",2014-03-11,2015-10-15
"http://datos.infolobby.cl/infolobby/pasivo/AI00843596","AI00843596","http://datos.infolobby.cl/infolobby/persona/6905533188ca1c2ab9383cbecd57620d","6905533188ca1c2ab9383cbecd57620d","Carmen Gloria Añazco Krautz","SUBSECRETARIA DE SERVICIOS SOCIALES","ai008","Jefe de gabinete",2014-04-21,2016-10-21
"http://datos.infolobby.cl/infolobby/pasivo/AI0082273","AI0082273","http://datos.infolobby.cl/infolobby/persona/56e21137df894df85b774b88b1e5fbf6","56e21137df894df85b774b88b1e5fbf6","Jose Mauricio Suazo Mayo","SUBSECRETARIA DE SERVICIOS SOCIALES","ai008","Jefe de gabinete",2014-10-01,2015-11-30
"http://datos.infolobby.cl/infolobby/pasivo/AG00363531","AG00363531","http://datos.infolobby.cl/infolobby/persona/da512ae4127e8f8102b41ca9e9663b4b","da512ae4127e8f8102b41ca9e9663b4b","Andrés Antonio Egaña Respaldiza","CONSEJO NACIONAL DE TELEVISIÓN (CNTV)","ag003","Consejero del Consejo Nacional de Televisión",2011-01-18,
"http://datos.infolobby.cl/infolobby/pasivo/AB07911202","AB07911202","http://datos.infolobby.cl/infolobby/persona/9391f6c1afc50cb43b622d56577e753f","9391f6c1afc50cb43b622d56577e753f","Angela Maria Rojas Escudero","GOBIERNO REGIONAL REGIÓN DE COQUIMBO","ab079","Consejero regional",2014-03-11,
"http://datos.infolobby.cl/infolobby/pasivo/AB08114500","AB08114500","http://datos.infolobby.cl/infolobby/persona/18cc9877b2b466930e0bcada44be9718","18cc9877b2b466930e0bcada44be9718","María Antonieta Saa Díaz","GOBIERNO REGIONAL REGIÓN METROPOLITANA DE SANTIAGO","ab081","Consejero regional",2014-03-11,
"http://datos.infolobby.cl/infolobby/pasivo/AB07816499","AB07816499","http://datos.infolobby.cl/infolobby/persona/72870dd4578a132b1b4b2db8fa8c518b","72870dd4578a132b1b4b2db8fa8c518b","Javier Castillo Julio","GOBIERNO REGIONAL REGIÓN DE ATACAMA","ab078","Consejero regional",2014-03-11,
"http://datos.infolobby.cl/infolobby/pasivo/AB07911177","AB07911177","http://datos.infolobby.cl/infolobby/persona/a21c0895a836852a777e61f3a418418e","a21c0895a836852a777e61f3a418418e","CARLOS GALLEGUILLOS ROJO","GOBIERNO REGIONAL REGIÓN DE COQUIMBO","ab079","Consejero regional",2014-03-11,
"http://datos.infolobby.cl/infolobby/pasivo/AB07911163","AB07911163","http://datos.infolobby.cl/infolobby/persona/ef670b84ed9f6a454ad77fd1a5aece4a","ef670b84ed9f6a454ad77fd1a5aece4a","Marcelo Castagneto Arancibia","GOBIERNO REGIONAL REGIÓN DE COQUIMBO","ab079","Consejero regional",2014-03-11,
"http://datos.infolobby.cl/infolobby/pasivo/AB08114412","AB08114412","http://datos.infolobby.cl/infolobby/persona/1525a6852ef3d7b607138146fde03c9b","1525a6852ef3d7b607138146fde03c9b","FELIPE BERRIOS UBILLA","GOBIERNO REGIONAL REGIÓN METROPOLITANA DE SANTIAGO","ab081","Consejero regional",2014-03-11,
"http://datos.infolobby.cl/infolobby/pasivo/AB08114448","AB08114448","http://datos.infolobby.cl/infolobby/persona/681e28306e0233c9ca2fe8f9a3307302","681e28306e0233c9ca2fe8f9a3307302","Claudia Faundez Fuentes","GOBIERNO REGIONAL REGIÓN METROPOLITANA DE SANTIAGO","ab081","Consejero regional",2014-03-11,
