"uriActivo","nombreActivo","fichaActivoInfoLobby","uriTipo","uriPersona","uriAudiencia","CodigoURIPersona","nombre","tipoActivo","uriOrganismo","uriFecha","organismo","IDORPortal","uriInicio","anio","trimestre"
"http://datos.infolobby.cl/infolobby/Activo/1242356","ALEXANDRE LUIS PIRES","http://www.infolobby.cl/Ficha/SujetoActivo/0c6d1132271af4f3dacc32d7207c31a7","http://datos.infolobby.cl/infolobby/TipoActivo/1","http://datos.infolobby.cl/infolobby/persona/0c6d1132271af4f3dacc32d7207c31a7","http://datos.infolobby.cl/infolobby/registroaudiencia/ad008151","0c6d1132271af4f3dacc32d7207c31a7","ALEXANDRE LUIS PIRES","Lobista","http://datos.infolobby.cl/infolobby/institucion/ad008","nodeID://b1726945674","FUERZA AÉREA DE CHILE","ad008","nodeID://b1743458621",2014,4
"http://datos.infolobby.cl/infolobby/Activo/49473","Daniela Lipari Pinochet","http://www.infolobby.cl/Ficha/SujetoActivo/1550ffac132861e0c66d3327515f0bdf","http://datos.infolobby.cl/infolobby/TipoActivo/1","http://datos.infolobby.cl/infolobby/persona/1550ffac132861e0c66d3327515f0bdf","http://datos.infolobby.cl/infolobby/registroaudiencia/ah001381","1550ffac132861e0c66d3327515f0bdf","Daniela Lipari Pinochet","Lobista","http://datos.infolobby.cl/infolobby/institucion/ah001","nodeID://b1726615142","SUBSECRETARÍA DE ECONOMÍA","ah001","nodeID://b1743293355",2014,4
"http://datos.infolobby.cl/infolobby/Activo/49596","Christian Asinelli","http://www.infolobby.cl/Ficha/SujetoActivo/b070b53dc06be76be4ed334fa44e6146","http://datos.infolobby.cl/infolobby/TipoActivo/1","http://datos.infolobby.cl/infolobby/persona/b070b53dc06be76be4ed334fa44e6146","http://datos.infolobby.cl/infolobby/registroaudiencia/am001791","b070b53dc06be76be4ed334fa44e6146","Christian Asinelli","Lobista","http://datos.infolobby.cl/infolobby/institucion/am001","nodeID://b1726615214","SUBSECRETARÍA DE OBRAS PÚBLICAS","am001","nodeID://b1743293391",2014,4
"http://datos.infolobby.cl/infolobby/Activo/49565","Hugo Hernán Becerra Medina","http://www.infolobby.cl/Ficha/SujetoActivo/33823b5e298bea42facf5ae5225b5787","http://datos.infolobby.cl/infolobby/TipoActivo/1","http://datos.infolobby.cl/infolobby/persona/33823b5e298bea42facf5ae5225b5787","http://datos.infolobby.cl/infolobby/registroaudiencia/an001661","33823b5e298bea42facf5ae5225b5787","Hugo Hernán Becerra Medina","Lobista","http://datos.infolobby.cl/infolobby/institucion/an001","nodeID://b1726615188","SUBSECRETARIA DE TRANSPORTES","an001","nodeID://b1743293378",2014,4
"http://datos.infolobby.cl/infolobby/Activo/49650","Celedonio Von Wuthenau","http://www.infolobby.cl/Ficha/SujetoActivo/9dc215a297a2b7a1513fc5adaed857ad","http://datos.infolobby.cl/infolobby/TipoActivo/1","http://datos.infolobby.cl/infolobby/persona/9dc215a297a2b7a1513fc5adaed857ad","http://datos.infolobby.cl/infolobby/registroaudiencia/an002891","9dc215a297a2b7a1513fc5adaed857ad","Celedonio Von Wuthenau","Lobista","http://datos.infolobby.cl/infolobby/institucion/an002","nodeID://b1726615234","SUBSECRETARÍA DE TELECOMUNICACIONES","an002","nodeID://b1743293401",2014,4
"http://datos.infolobby.cl/infolobby/Activo/49649","Daniel José Fitipaldo","http://www.infolobby.cl/Ficha/SujetoActivo/0cb83c53e3688a59aa9a5c6ba9869e5a","http://datos.infolobby.cl/infolobby/TipoActivo/1","http://datos.infolobby.cl/infolobby/persona/0cb83c53e3688a59aa9a5c6ba9869e5a","http://datos.infolobby.cl/infolobby/registroaudiencia/an002891","0cb83c53e3688a59aa9a5c6ba9869e5a","Daniel José Fitipaldo","Lobista","http://datos.infolobby.cl/infolobby/institucion/an002","nodeID://b1726615234","SUBSECRETARÍA DE TELECOMUNICACIONES","an002","nodeID://b1743293401",2014,4
"http://datos.infolobby.cl/infolobby/Activo/2452167","Elizabeth Salinas","http://www.infolobby.cl/Ficha/SujetoActivo/66e4dc8860124d50d73fe386b6e9d374","http://datos.infolobby.cl/infolobby/TipoActivo/1","http://datos.infolobby.cl/infolobby/persona/66e4dc8860124d50d73fe386b6e9d374","http://datos.infolobby.cl/infolobby/registroaudiencia/nr006ar6011","66e4dc8860124d50d73fe386b6e9d374","elizabeth salinas","Lobista","http://datos.infolobby.cl/infolobby/institucion/nr006","nodeID://b1727487514","CAMARA DE DIPUTADOS","nr006","nodeID://b1743729541",2014,4
"http://datos.infolobby.cl/infolobby/Activo/2452172","MaríaTeresa OvalleTapia","http://www.infolobby.cl/Ficha/SujetoActivo/e43f1d44c31127c49c0f9afcb1451884","http://datos.infolobby.cl/infolobby/TipoActivo/1","http://datos.infolobby.cl/infolobby/persona/e43f1d44c31127c49c0f9afcb1451884","http://datos.infolobby.cl/infolobby/registroaudiencia/nr006ar6031","e43f1d44c31127c49c0f9afcb1451884","María Teresa Ovalle","Lobista","http://datos.infolobby.cl/infolobby/institucion/nr006","nodeID://b1727487516","CAMARA DE DIPUTADOS","nr006","nodeID://b1743729542",2014,4
"http://datos.infolobby.cl/infolobby/Activo/2452174","JuanLuis TapiaDonoso","http://www.infolobby.cl/Ficha/SujetoActivo/cd2960cc42cec1eec1e79dbca1355d22","http://datos.infolobby.cl/infolobby/TipoActivo/1","http://datos.infolobby.cl/infolobby/persona/cd2960cc42cec1eec1e79dbca1355d22","http://datos.infolobby.cl/infolobby/registroaudiencia/nr006ar6251","cd2960cc42cec1eec1e79dbca1355d22","JuanLuis TapiaDonoso","Lobista","http://datos.infolobby.cl/infolobby/institucion/nr006","nodeID://b1727487518","CAMARA DE DIPUTADOS","nr006","nodeID://b1743729543",2014,4
"http://datos.infolobby.cl/infolobby/Activo/2452184","Raul Morales","http://www.infolobby.cl/Ficha/SujetoActivo/25c4c4e134e6a2a786f3127dacb4caac","http://datos.infolobby.cl/infolobby/TipoActivo/1","http://datos.infolobby.cl/infolobby/persona/25c4c4e134e6a2a786f3127dacb4caac","http://datos.infolobby.cl/infolobby/registroaudiencia/nr006ar6421","25c4c4e134e6a2a786f3127dacb4caac","Raúl Morales Lártiga","Lobista","http://datos.infolobby.cl/infolobby/institucion/nr006","nodeID://b1727487528","CAMARA DE DIPUTADOS","nr006","nodeID://b1743729548",2014,4
