"uriActivo","nombreActivo","fichaActivoInfoLobby","uriTipo","uriPersona","uriAudiencia","CodigoURIPersona","nombre","tipoActivo","uriOrganismo","uriFecha","organismo","IDORPortal","uriInicio","anio","trimestre"
"http://datos.infolobby.cl/infolobby/Activo/2297689","LUIS MARCELO CORTEZ CORTEZ","http://www.infolobby.cl/Ficha/SujetoActivo/0cb50aa34ded769e417147b3575efe05","http://datos.infolobby.cl/infolobby/TipoActivo/1","http://datos.infolobby.cl/infolobby/persona/0cb50aa34ded769e417147b3575efe05","http://datos.infolobby.cl/infolobby/registroaudiencia/ap0024075771","0cb50aa34ded769e417147b3575efe05","LUIS MARCELO CORTEZ CORTEZ","Lobista","http://datos.infolobby.cl/infolobby/institucion/ap002","nodeID://b1727422358","SERVICIO DE VIVIENDA Y URBANIZACIÓN DE LA REGIÓN DE TARAPACÁ","ap002","nodeID://b1743696963",2017,4
"http://datos.infolobby.cl/infolobby/Activo/1286607","Gaston Tarquini","http://www.infolobby.cl/Ficha/SujetoActivo/5c6b0577b573c73cd88446f5b786e04e","http://datos.infolobby.cl/infolobby/TipoActivo/1","http://datos.infolobby.cl/infolobby/persona/5c6b0577b573c73cd88446f5b786e04e","http://datos.infolobby.cl/infolobby/registroaudiencia/ab0012153001","5c6b0577b573c73cd88446f5b786e04e","Gaston Tarquini","Lobista","http://datos.infolobby.cl/infolobby/institucion/ab001","nodeID://b1726982250","SUBSECRETARÍA DEL INTERIOR","ab001","nodeID://b1743476909",2017,4
"http://datos.infolobby.cl/infolobby/Activo/880080","Carmen Blanco Hadi","http://www.infolobby.cl/Ficha/SujetoActivo/37d7acdcef8ba1023cd8a9b8d45bb7f5","http://datos.infolobby.cl/infolobby/TipoActivo/1","http://datos.infolobby.cl/infolobby/persona/37d7acdcef8ba1023cd8a9b8d45bb7f5","http://datos.infolobby.cl/infolobby/registroaudiencia/ab0022151781","37d7acdcef8ba1023cd8a9b8d45bb7f5","Carmen Blanco Hadi","Lobista","http://datos.infolobby.cl/infolobby/institucion/ab002","nodeID://b1726875082","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE)","ab002","nodeID://b1743423325",2017,4
"http://datos.infolobby.cl/infolobby/Activo/880081","Ernesto Lucio Luengo ALonso","http://www.infolobby.cl/Ficha/SujetoActivo/db84e15b3e25fb0af1c0eecd7d51db7e","http://datos.infolobby.cl/infolobby/TipoActivo/1","http://datos.infolobby.cl/infolobby/persona/db84e15b3e25fb0af1c0eecd7d51db7e","http://datos.infolobby.cl/infolobby/registroaudiencia/ab0022126571","db84e15b3e25fb0af1c0eecd7d51db7e","Ernesto Lucio Luengo ALonso","Lobista","http://datos.infolobby.cl/infolobby/institucion/ab002","nodeID://b1726875084","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE)","ab002","nodeID://b1743423326",2017,4
"http://datos.infolobby.cl/infolobby/Activo/1301504","José Eduardo Oliva Luengo","http://www.infolobby.cl/Ficha/SujetoActivo/db9e3e47f9116c3b2f7f52987d0453cb","http://datos.infolobby.cl/infolobby/TipoActivo/1","http://datos.infolobby.cl/infolobby/persona/db9e3e47f9116c3b2f7f52987d0453cb","http://datos.infolobby.cl/infolobby/registroaudiencia/ab0022107431","db9e3e47f9116c3b2f7f52987d0453cb","José Eduardo Oliva Luengo","Lobista","http://datos.infolobby.cl/infolobby/institucion/ab002","nodeID://b1726994800","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE)","ab002","nodeID://b1743483184",2017,4
"http://datos.infolobby.cl/infolobby/Activo/795944","ALVARO IRIGOYEN GONZALEZ","http://www.infolobby.cl/Ficha/SujetoActivo/099d5b94327eba434f3ef5e1168b3185","http://datos.infolobby.cl/infolobby/TipoActivo/1","http://datos.infolobby.cl/infolobby/persona/099d5b94327eba434f3ef5e1168b3185","http://datos.infolobby.cl/infolobby/registroaudiencia/ab0041980151","099d5b94327eba434f3ef5e1168b3185","ALVARO IRIGOYEN GONZALEZ","Lobista","http://datos.infolobby.cl/infolobby/institucion/ab004","nodeID://b1726861590","OFICINA NACIONAL DE EMERGENCIA (ONEMI)","ab004","nodeID://b1743416579",2017,4
"http://datos.infolobby.cl/infolobby/Activo/1994075","Juan Carlos Salazar Rivas","http://www.infolobby.cl/Ficha/SujetoActivo/d7075d583fe427ca393a910b4ed474b7","http://datos.infolobby.cl/infolobby/TipoActivo/1","http://datos.infolobby.cl/infolobby/persona/d7075d583fe427ca393a910b4ed474b7","http://datos.infolobby.cl/infolobby/registroaudiencia/ab0043472221","d7075d583fe427ca393a910b4ed474b7","Juan Carlos Salazar Rivas","Lobista","http://datos.infolobby.cl/infolobby/institucion/ab004","nodeID://b1727299748","OFICINA NACIONAL DE EMERGENCIA (ONEMI)","ab004","nodeID://b1743635658",2017,4
"http://datos.infolobby.cl/infolobby/Activo/1301540","Rodrigo Peyreblanque Merino","http://www.infolobby.cl/Ficha/SujetoActivo/29f75803a47bbf3c2dc22e6e4e63ab6a","http://datos.infolobby.cl/infolobby/TipoActivo/1","http://datos.infolobby.cl/infolobby/persona/29f75803a47bbf3c2dc22e6e4e63ab6a","http://datos.infolobby.cl/infolobby/registroaudiencia/ab0042043011","29f75803a47bbf3c2dc22e6e4e63ab6a","Rodrigo Peyreblanque Merino","Lobista","http://datos.infolobby.cl/infolobby/institucion/ab004","nodeID://b1726994844","OFICINA NACIONAL DE EMERGENCIA (ONEMI)","ab004","nodeID://b1743483206",2017,4
"http://datos.infolobby.cl/infolobby/Activo/880083","CHRISTIAN CARRASCO SAGÜES","http://www.infolobby.cl/Ficha/SujetoActivo/44a24678d9a5d8b8de92bddbaceef19f","http://datos.infolobby.cl/infolobby/TipoActivo/1","http://datos.infolobby.cl/infolobby/persona/44a24678d9a5d8b8de92bddbaceef19f","http://datos.infolobby.cl/infolobby/registroaudiencia/ab0042117931","44a24678d9a5d8b8de92bddbaceef19f","CHRISTIAN CARRASCO SAGÜES","Lobista","http://datos.infolobby.cl/infolobby/institucion/ab004","nodeID://b1726875086","OFICINA NACIONAL DE EMERGENCIA (ONEMI)","ab004","nodeID://b1743423327",2017,4
"http://datos.infolobby.cl/infolobby/Activo/880082","Xavier Orlando Cárdenas Conio","http://www.infolobby.cl/Ficha/SujetoActivo/45cc914f9b4f9498df22d73fb5e4eb93","http://datos.infolobby.cl/infolobby/TipoActivo/1","http://datos.infolobby.cl/infolobby/persona/45cc914f9b4f9498df22d73fb5e4eb93","http://datos.infolobby.cl/infolobby/registroaudiencia/ab0042117931","45cc914f9b4f9498df22d73fb5e4eb93","Xavier Orlando Cárdenas Conio","Lobista","http://datos.infolobby.cl/infolobby/institucion/ab004","nodeID://b1726875086","OFICINA NACIONAL DE EMERGENCIA (ONEMI)","ab004","nodeID://b1743423327",2017,4
"http://datos.infolobby.cl/infolobby/Activo/1994073","Maria Pia Brito","http://www.infolobby.cl/Ficha/SujetoActivo/d78687f60d48ec164abdbb2b9783fc2a","http://datos.infolobby.cl/infolobby/TipoActivo/1","http://datos.infolobby.cl/infolobby/persona/d78687f60d48ec164abdbb2b9783fc2a","http://datos.infolobby.cl/infolobby/registroaudiencia/ab0043472181","d78687f60d48ec164abdbb2b9783fc2a","Maria Pia Brito","Lobista","http://datos.infolobby.cl/infolobby/institucion/ab004","nodeID://b1727299744","OFICINA NACIONAL DE EMERGENCIA (ONEMI)","ab004","nodeID://b1743635656",2017,4
