"uriActivo","nombreActivo","fichaActivoInfoLobby","uriTipo","uriPersona","uriAudiencia","CodigoURIPersona","nombre","tipoActivo","uriOrganismo","uriFecha","organismo","IDORPortal","uriInicio","anio","trimestre"
"http://datos.infolobby.cl/infolobby/Activo/1422036","Jose Luis Molina","http://www.infolobby.cl/Ficha/SujetoActivo/4aa2717aa61692984af60185a5e1b3e0","http://datos.infolobby.cl/infolobby/TipoActivo/1","http://datos.infolobby.cl/infolobby/persona/4aa2717aa61692984af60185a5e1b3e0","http://datos.infolobby.cl/infolobby/registroaudiencia/ab0021343101","4aa2717aa61692984af60185a5e1b3e0","Jose Luis Molina","Lobista","http://datos.infolobby.cl/infolobby/institucion/ab002","nodeID://b1727026782","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE)","ab002","nodeID://b1743499175",2017,1
"http://datos.infolobby.cl/infolobby/Activo/1454548","Claudio Saavedra Castro","http://www.infolobby.cl/Ficha/SujetoActivo/292c6acddea27d57c2ef7d270eb04941","http://datos.infolobby.cl/infolobby/TipoActivo/1","http://datos.infolobby.cl/infolobby/persona/292c6acddea27d57c2ef7d270eb04941","http://datos.infolobby.cl/infolobby/registroaudiencia/ab0041455711","292c6acddea27d57c2ef7d270eb04941","Claudio Saavedra Castro","Lobista","http://datos.infolobby.cl/infolobby/institucion/ab004","nodeID://b1727053130","OFICINA NACIONAL DE EMERGENCIA (ONEMI)","ab004","nodeID://b1743512349",2017,1
"http://datos.infolobby.cl/infolobby/Activo/1423736","Octavio Cornejo Magnani","http://www.infolobby.cl/Ficha/SujetoActivo/60b385030807bc9307cbe3d9604396c6","http://datos.infolobby.cl/infolobby/TipoActivo/1","http://datos.infolobby.cl/infolobby/persona/60b385030807bc9307cbe3d9604396c6","http://datos.infolobby.cl/infolobby/registroaudiencia/ab0041350671","60b385030807bc9307cbe3d9604396c6","Octavio Cornejo Magnani","Lobista","http://datos.infolobby.cl/infolobby/institucion/ab004","nodeID://b1727028244","OFICINA NACIONAL DE EMERGENCIA (ONEMI)","ab004","nodeID://b1743499906",2017,1
"http://datos.infolobby.cl/infolobby/Activo/1673473","Leon Ernesto Paul Castro","http://www.infolobby.cl/Ficha/SujetoActivo/80f8e42b7a6e23e230b1d0ec30ab55c9","http://datos.infolobby.cl/infolobby/TipoActivo/1","http://datos.infolobby.cl/infolobby/persona/80f8e42b7a6e23e230b1d0ec30ab55c9","http://datos.infolobby.cl/infolobby/registroaudiencia/ab0062971281","80f8e42b7a6e23e230b1d0ec30ab55c9","Leon Ernesto Paul Castro","Lobista","http://datos.infolobby.cl/infolobby/institucion/ab006","nodeID://b1727183552","SERVICIO ELECTORAL (SERVEL)","ab006","nodeID://b1743577560",2017,1
"http://datos.infolobby.cl/infolobby/Activo/1673430","Tomas Jocelyn-Holt Letelier","http://www.infolobby.cl/Ficha/SujetoActivo/56dd82e6861a8453691a29b7e4d4c94c","http://datos.infolobby.cl/infolobby/TipoActivo/1","http://datos.infolobby.cl/infolobby/persona/56dd82e6861a8453691a29b7e4d4c94c","http://datos.infolobby.cl/infolobby/registroaudiencia/ab0062962691","56dd82e6861a8453691a29b7e4d4c94c","Tomas Jocelyn-Holt Letelier","Lobista","http://datos.infolobby.cl/infolobby/institucion/ab006","nodeID://b1727183518","SERVICIO ELECTORAL (SERVEL)","ab006","nodeID://b1743577543",2017,1
"http://datos.infolobby.cl/infolobby/Activo/1425876","Mario Sánchez","http://www.infolobby.cl/Ficha/SujetoActivo/0504f02a2a163d55c2eff6431d1f76a0","http://datos.infolobby.cl/infolobby/TipoActivo/1","http://datos.infolobby.cl/infolobby/persona/0504f02a2a163d55c2eff6431d1f76a0","http://datos.infolobby.cl/infolobby/registroaudiencia/ab0081360181","0504f02a2a163d55c2eff6431d1f76a0","Mario Sanchez","Lobista","http://datos.infolobby.cl/infolobby/institucion/ab008","nodeID://b1727030116","INTENDENCIA REGIÓN DE ANTOFAGASTA","ab008","nodeID://b1743500842",2017,1
"http://datos.infolobby.cl/infolobby/Activo/1455422","Andres callejas","http://www.infolobby.cl/Ficha/SujetoActivo/a176539ec80a4d54f29b52aac5d42c26","http://datos.infolobby.cl/infolobby/TipoActivo/1","http://datos.infolobby.cl/infolobby/persona/a176539ec80a4d54f29b52aac5d42c26","http://datos.infolobby.cl/infolobby/registroaudiencia/ab0081464051","a176539ec80a4d54f29b52aac5d42c26","Andres CallejasBravo","Lobista","http://datos.infolobby.cl/infolobby/institucion/ab008","nodeID://b1727053668","INTENDENCIA REGIÓN DE ANTOFAGASTA","ab008","nodeID://b1743512618",2017,1
"http://datos.infolobby.cl/infolobby/Activo/1405601","USUARIO ","http://www.infolobby.cl/Ficha/SujetoActivo/37bef2f6042df76a5a1d93b287ab934b","http://datos.infolobby.cl/infolobby/TipoActivo/1","http://datos.infolobby.cl/infolobby/persona/37bef2f6042df76a5a1d93b287ab934b","http://datos.infolobby.cl/infolobby/registroaudiencia/ab0081279311","37bef2f6042df76a5a1d93b287ab934b","JAIME ANDRÉS DÍAZ VILLALOBOS","Lobista","http://datos.infolobby.cl/infolobby/institucion/ab008","nodeID://b1727014144","INTENDENCIA REGIÓN DE ANTOFAGASTA","ab008","nodeID://b1743492856",2017,1
"http://datos.infolobby.cl/infolobby/Activo/1455423","Frederic Vincent Pierre Gautheron","http://www.infolobby.cl/Ficha/SujetoActivo/4f93d29b7927d007cc50c1d98f0af90b","http://datos.infolobby.cl/infolobby/TipoActivo/1","http://datos.infolobby.cl/infolobby/persona/4f93d29b7927d007cc50c1d98f0af90b","http://datos.infolobby.cl/infolobby/registroaudiencia/ab0081464051","4f93d29b7927d007cc50c1d98f0af90b","Frederic Vincent Pierre Gautheron","Lobista","http://datos.infolobby.cl/infolobby/institucion/ab008","nodeID://b1727053668","INTENDENCIA REGIÓN DE ANTOFAGASTA","ab008","nodeID://b1743512618",2017,1
"http://datos.infolobby.cl/infolobby/Activo/1419094","Carolina Hernández Gamboa","http://www.infolobby.cl/Ficha/SujetoActivo/2e5915aa3393bd8e88b5c4d4746c46e3","http://datos.infolobby.cl/infolobby/TipoActivo/1","http://datos.infolobby.cl/infolobby/persona/2e5915aa3393bd8e88b5c4d4746c46e3","http://datos.infolobby.cl/infolobby/registroaudiencia/ab0091333021","2e5915aa3393bd8e88b5c4d4746c46e3","Carolina Hernández Gamboa","Lobista","http://datos.infolobby.cl/infolobby/institucion/ab009","nodeID://b1727024522","INTENDENCIA REGIÓN DE ATACAMA","ab009","nodeID://b1743498045",2017,1
