"codigoViaje","destino","pasivo","codigoPasivo","organismo","IdOrPortal","cargo","fechaInicio","fechaTermino","descripcion","costo","financistas"
"ah01228962","SANTIAGO","Carlos Andres Burgos Martinez","AH0122569","SERVICIO DE COOPERACIÓN TÉCNICA","ah012","Director Sercotec Región de Los Ríos",2015-05-11,2015-05-14,"1° ENCUENTRO NACIONAL DE BARRIOS COMERCIALES - ",369,"   SERCOTEC -     SERVICIO COOPERACION TECNICA - "
"ah01228972","SANTIAGO","Carlos Andres Burgos Martinez","AH0122569","SERVICIO DE COOPERACIÓN TÉCNICA","ah012","Director Sercotec Región de Los Ríos",2015-05-06,2015-05-09,"COMITÉ DIRECTIVO - ",390868,"   SERCOTEC - "
"ah01230962","MAULE","Cecilia Schroder Arriagada","AH0122612","SERVICIO DE COOPERACIÓN TÉCNICA","ah012","Gerenta de Programas",2015-04-29,2015-04-29,"Inducción Instrumento  CRECE - ",30681,"   SERVICIO COOPERACIÓN TÉCNICA - "
"ah01230982","RANCAGUA","Cecilia Schroder Arriagada","AH0122612","SERVICIO DE COOPERACIÓN TÉCNICA","ah012","Gerenta de Programas",2015-04-30,2015-04-30,"Jornada de Trabajo Direcciones Regionales y Agentes Operadores Regionales - ",30681,"   SERVICIO DE COOPERACIÓN TÉCNICA - "
"ah01231012","VALPARAÍSO","Cecilia Schroder Arriagada","AH0122612","SERVICIO DE COOPERACIÓN TÉCNICA","ah012","Gerenta de Programas",2015-05-04,2015-05-04,"Jornada de Trabajo Direcciones Regionales y Agente Operadores Regionales - ",30681,"   SERVICIO DE COOPERACIÓN TÉCNICA - "
"ah01231042","Santiago","Paola Moncada Venegas","AH0122559","SERVICIO DE COOPERACIÓN TÉCNICA","ah012","Directora Sercotec Región de La Araucanía",2015-05-25,2015-05-27,"Reunión BID y reunión con Gerente General Sercotec - ",324049,"   Servicio de cooperación Técnica - "
"ah01231222","Castro","Marcelo Augusto Fabian Alvarez Curumilla","AH0122565","SERVICIO DE COOPERACIÓN TÉCNICA","ah012","Director Sercotec Región de Los Lagos",2015-05-20,2015-05-20,"Ceremonia de Entrega de Subsidios del Programa Apoyo a la Mitilicultura BID 30119244 del Gobierno Regional de Los Lagos - ",30681,"   Servicio de Cooperación Técnica - "
"ah01236572","Taltal","Catherine Veronica Leon Torres","AH0122550","SERVICIO DE COOPERACIÓN TÉCNICA","ah012","Directora Sercotec Región de Antofagasta",2015-05-26,2015-05-26,"Visita en terreno a los empresarios beneficiados del Programa de Emergencia Taltal. - ",30681,"   SERCOTEC - "
"ah01236612","Tocopilla","Catherine Veronica Leon Torres","AH0122550","SERVICIO DE COOPERACIÓN TÉCNICA","ah012","Directora Sercotec Región de Antofagasta",2015-05-29,2015-05-29,"Reunión con Alcalde de Tocopilla y Seremi de Economía  para tratar el tema de Barrios Comerciales en dicha comuna. - ",30681,"   SERCOTEC - "
"ah01245212","Santiago","Felipe Ignacio Klein Vidal","AH0122553","SERVICIO DE COOPERACIÓN TÉCNICA","ah012","Director Sercotec Región de Aysén",2015-05-06,2015-05-13,"Reunión Directores y Programa Barrios Comerciales. - ",736877,"   Servicio Cooperación Tecnica -     Servicio Cooperacion Tecnica - "
"ah01245252","La Junta","Felipe Ignacio Klein Vidal","AH0122553","SERVICIO DE COOPERACIÓN TÉCNICA","ah012","Director Sercotec Región de Aysén",2015-05-24,2015-05-25,"Reunión Camara de Turismo - ",76703,"   Servicio Cooperacion Tecnica - "
"ah01245272","Punta Arenas","Felipe Ignacio Klein Vidal","AH0122553","SERVICIO DE COOPERACIÓN TÉCNICA","ah012","Director Sercotec Región de Aysén",2015-05-26,2015-05-30,"Comité de Asignación Macrozonal Sur Austral - ",478924,"   Sercotec -     Servicio Cooperación Tecnica - "
"ah01255162","Traiguen","Paola Moncada Venegas","AH0122559","SERVICIO DE COOPERACIÓN TÉCNICA","ah012","Directora Sercotec Región de La Araucanía",2015-06-04,2015-06-04,"Ceremonia 1ra Cata en Casas Patrimoniales de Traiguén ""Maridaje de Vinos y Sabores de Suiza y Nahuelbuta Gourmet - ",31681,"   Servicio de Cooperación Técnica - "
"ah01260052","Carahue - Nehuentue","Paola Moncada Venegas","AH0122559","SERVICIO DE COOPERACIÓN TÉCNICA","ah012","Directora Sercotec Región de La Araucanía",2015-06-09,2015-06-09,"Reunión con Agente Operador Intermediario (AOI) y Encargado programa Juntos, difusión del programa a grupo Mipe Gastronómico de Nehuentue - ",30681,"   Servicio de Cooperación Técnica - "
"ah01260062","Villarrica","Paola Moncada Venegas","AH0122559","SERVICIO DE COOPERACIÓN TÉCNICA","ah012","Directora Sercotec Región de La Araucanía",2015-06-11,2015-06-11,"Agenda conjunta con Subdere. Visita inspectiva Barrios Comerciales de Villarrica - ",30681,"   Servicio de Cooperación Técnica - "
"ah01260142","Punta Arenas","Cecilia Schroder Arriagada","AH0122612","SERVICIO DE COOPERACIÓN TÉCNICA","ah012","Gerenta de Programas",2015-05-27,2015-05-28,"CAM Y REUNIÓN AGENTE OPERADOR INTERMEDIARIO - ",157384,"   SERVICIO DE COOPERACIÓN TÉCNICA - "
"ah01260622","San Fernando y Chimbarongo","Wara Ortiz Mella","AH0122578","SERVICIO DE COOPERACIÓN TÉCNICA","ah012","Directora Sercotec  Región de OHiggins",2015-06-03,2015-06-03,"Ceremonia programa fomento y mujeres jefas de hogar y visita evaluación en terreno  postulantes programa crece - ",30681,"   servicio de cooperación técnica o?higgins - "
"ah01261122","CHANCO","Samuel Alejandro Chambe Toledo","AH0122562","SERVICIO DE COOPERACIÓN TÉCNICA","ah012","Director Sercotec Región del Maule",2015-06-16,2015-06-16,"PROGRAMA ZONA REZAGADA - ",31881,"   SERVICIO DE COOPERACION TECNICA - "
"ah01261872","Concepción, Chile","Erika Miguelina López Jerez","AH0123762","SERVICIO DE COOPERACIÓN TÉCNICA","ah012","Gerenta de Desarrollo",2015-06-16,2015-06-16,"Reunión con la Dirección Regional - Descentralización - ",208061,"   Servicio de Cooperación Técnica - "
"ah01264512","RARI - COMUNCA DE COLBUN","Samuel Alejandro Chambe Toledo","AH0122562","SERVICIO DE COOPERACIÓN TÉCNICA","ah012","Director Sercotec Región del Maule",2015-06-20,2015-06-20,"Difusión oferta Sercotec en Encuentro Zona de Artesanos - ",30681,"   SERVICIO DE COOPERACION TECNICA - "
"ah01265502","Cañete","Daniel Enrique Cuevas Fuentealba","AH0122555","SERVICIO DE COOPERACIÓN TÉCNICA","ah012","Director Sercotec Región del Bío Bío",2015-05-15,2015-05-15,"Presentación Proyecto de Emergencia - ",30681,"   Servicio de cooperación Técnica - "
"ah01265512","Cañete-Los Alamos","Daniel Enrique Cuevas Fuentealba","AH0122555","SERVICIO DE COOPERACIÓN TÉCNICA","ah012","Director Sercotec Región del Bío Bío",2015-06-08,2015-06-08,"Reunión con damnificados de Cañete y con microempresarios de Los Alamos. - ",30681,"   Servicio de Cooperación Técnica - "
"ah01267432","Calama y Tocopilla","Catherine Veronica Leon Torres","AH0122550","SERVICIO DE COOPERACIÓN TÉCNICA","ah012","Directora Sercotec Región de Antofagasta",2015-06-03,2015-06-03,"Presentación de programa Barrios comerciales a Alcalde de Calama, seguimiento beneficiarios Capital Semilla 2014 y Mesa de Fomento Productivo de la Gobernación de Tocopilla - ",30681,"   SERCOTEC - "
"ah01267502","Taltal","Catherine Veronica Leon Torres","AH0122550","SERVICIO DE COOPERACIÓN TÉCNICA","ah012","Directora Sercotec Región de Antofagasta",2015-06-12,2015-06-12,"Ceremonia entrega de Beneficios Plan de Emergencia Taltal 2015 - ",30681,"   SERCOTEC - "
"ah01268102","Antofagasta, Chile","Erika Miguelina López Jerez","AH0123762","SERVICIO DE COOPERACIÓN TÉCNICA","ah012","Gerenta de Desarrollo",2015-06-23,2015-06-23,"Reunión con la Dirección Regional - Proyecto de Descentralización. - ",475681,"   Servicio de Cooperación Técnica - "
"ah01268402","Valdivia","Bernardo Leonidas Troncoso Narvaez","AH0122597","SERVICIO DE COOPERACIÓN TÉCNICA","ah012","Jefe(a) de servicio",2015-06-22,2015-06-24,"Reunión sobre piloto descentralización (CORFO-SERCOTEC-SUBDERE) - ",452905,"   Servicio de Cooperación Técnica - "
"ah01268892","Villarrica - Pucón","Paola Moncada Venegas","AH0122559","SERVICIO DE COOPERACIÓN TÉCNICA","ah012","Directora Sercotec Región de La Araucanía",2015-06-22,2015-06-22,"Visita beneficiarios programa Sercotec y proyectos en evaluación junto al Gobernador de Cautín - ",30681,"   Servicio de Cooperación Técnica - "
"ah01269732","Valdivia","Cristian Mauricio Borquez Guinan","AH0122675","SERVICIO DE COOPERACIÓN TÉCNICA","ah012","Jefe(a) de Gabinete",2015-06-22,2015-06-24,"Trabajo instalación Plan Piloto de Descentralización - ",452905,"   Servicio de Cooperación Técnica - "
"ah01275532","Pichilemu","Wara Ortiz Mella","AH0122578","SERVICIO DE COOPERACIÓN TÉCNICA","ah012","Directora Sercotec  Región de OHiggins",2015-06-16,2015-06-16,"Reunión Barrios Comerciales y visita postulantes instrumentos  crece pesca - ",30681,"   servicio de cooperación técnica O'Higgins - "
"ah01275542","SANTA CRUZ","Wara Ortiz Mella","AH0122578","SERVICIO DE COOPERACIÓN TÉCNICA","ah012","Directora Sercotec  Región de OHiggins",2015-06-23,2015-06-23,"JURADO CER CAPITAL SEMILLA - ",30681,"   SERVICIO DE COOPERACIÓN TÉCNICA O'HIGGINS - "
"ah01275652","Puerto Varas Ensenada y Punta Arenas","Marcelo Augusto Fabian Alvarez Curumilla","AH0122565","SERVICIO DE COOPERACIÓN TÉCNICA","ah012","Director Sercotec Región de Los Lagos",2015-05-26,2015-05-29,"Viaje a Ensenada a presentar Programa de Emergencia del Volcán Calbuco y viaje a Punta Arenas a Reunión CAM Macrozonal. - ",336927,"   Servicio de Cooperación Tecnica -     Servicio de Cooperación Técnica - "
"ah01276212","Santiago","Marcelo Augusto Fabian Alvarez Curumilla","AH0122565","SERVICIO DE COOPERACIÓN TÉCNICA","ah012","Director Sercotec Región de Los Lagos",2015-05-11,2015-05-13,"Seminario Barrios Comerciales - ",385855,"   Servicio de Cooperación Técnica - "
"ah01310122","Brasilia, Brasil","Josefina Montenegro Araneda","AH0132583","SUPERINTENDENCIA DE INSOLVENCIA Y REEMPRENDIMIENTO","ah013","Jefe(a) de Servicio",2015-04-28,2015-04-30,"Participar en el semintario ""Piense en las Pequeñas Primero: Políticas para el Desarrollo de las PYMEs"", organizado por la Confederación Nacional de la Industria (CNI) del Brasil. - ",700460,"   Confederación Nacional de la Industria (CNI) del Brasil -     Superintendencia de Insolvencia y Reemprendimiento - "
"ah01316412","Temuco, Chile","Josefina Montenegro Araneda","AH0132583","SUPERINTENDENCIA DE INSOLVENCIA Y REEMPRENDIMIENTO","ah013","Jefe(a) de Servicio",2015-05-06,2015-05-06,"Reuniones con autoridades regionales y Coloquio Magistrado. - ",294400,"   Superintendencia de Insolvencia y Reemprendimiento - "
"ah01326872","Valparaíso, Chile","Josefina Montenegro Araneda","AH0132583","SUPERINTENDENCIA DE INSOLVENCIA Y REEMPRENDIMIENTO","ah013","Jefe(a) de Servicio",2015-05-20,2015-05-20,"Citación Cámara de Diputados. - ",30682,"   Superintendencia de Insolvencia y Reemprendimiento - "
"ah01326882","Valparaíso, Chile","Lorena Norambuena Garrido","AH0132298","SUPERINTENDENCIA DE INSOLVENCIA Y REEMPRENDIMIENTO","ah013","Jefe(a) de Gabinete",2015-05-20,2015-05-20,"Citación Cámara de Diputados - ",20231,"   Superintendencia de Insolvencia y Reemprendimiento - "
"ah01326942","Nueva York, Estados Unidos","Josefina Montenegro Araneda","AH0132583","SUPERINTENDENCIA DE INSOLVENCIA Y REEMPRENDIMIENTO","ah013","Jefe(a) de Servicio",2015-05-25,2015-05-31,"Invitación a participar en el 47° Período de sesiones al Grupo de Trabajo V, organizado por la Comisión de las Naciones Unidas para el Derecho Mercantil Internacional (UNCITRAL). - ",5627262,"   Superintendencia de Insolvencia y Reemprendimiento - "
"ah01358912","Arica, Chile","Josefina Montenegro Araneda","AH0132583","SUPERINTENDENCIA DE INSOLVENCIA Y REEMPRENDIMIENTO","ah013","Jefe(a) de Servicio",2015-06-02,2015-06-02,"Saludos protocolares y charla. - ",373215,"   Superintendencia de Insolvencia y Reemprendimiento - "
"ah01358962","Puerto Montt, Chile","Josefina Montenegro Araneda","AH0132583","SUPERINTENDENCIA DE INSOLVENCIA Y REEMPRENDIMIENTO","ah013","Jefe(a) de Servicio",2015-06-11,2015-06-11,"Visita protocolar de la Superintendencia de Insolvencia y Reemprendimiento a autoridades de la X Región y charla sobre la Ley N.° 20.720. - ",359180,"   Superintendencia de Insolvencia y Reemprendimiento - "
"ah01358972","Puerto Montt, Chile","Lorena Norambuena Garrido","AH0132298","SUPERINTENDENCIA DE INSOLVENCIA Y REEMPRENDIMIENTO","ah013","Jefe(a) de Gabinete",2015-06-11,2015-06-11,"Visita protocolar de la Superintendencia de Insolvencia y Reemprendimiento a autoridades de la X Región y charla sobre la Ley N.° 20.720. - ",321629,"   Superintendencia de Insolvencia y Reemprendimiento - "
"ah01359032","San Pablo, Brasil","Josefina Montenegro Araneda","AH0132583","SUPERINTENDENCIA DE INSOLVENCIA Y REEMPRENDIMIENTO","ah013","Jefe(a) de Servicio",2015-06-07,2015-06-09,"Invitación como expositoria al ""Congresso Internacional de Direito Recuperacional e Falimentar"" - ",711724,"   Instituto Nacional de Recuperação Empresarial -     Superintendencia de Insolvencia y Reemprendimiento - "
"ah01362152","Talca, Chile","Josefina Montenegro Araneda","AH0132583","SUPERINTENDENCIA DE INSOLVENCIA Y REEMPRENDIMIENTO","ah013","Jefe(a) de Servicio",2015-06-17,2015-06-17,"Visita protocolar con Autoridades de la VII Región. Clase Magistral en la Universidad Autónoma sobre la Ley N.° 20.720. Coloquio con Ministros, Jueces de Letras, Fiscales y Abogados en la Corte de Apelaciones de Talca. - ",90682,"   Superintendencia de Insolvencia y Reemprendimiento - "
"ai00253172","Isla de Pascua","Pedro Andres Zuñiga Robles","AI0025894","CORPORACIÓN NACIONAL DE DESARROLLO INDÍGENA (CONADI)","ai002","Jefe(a) de Gabinete",2015-06-05,2015-06-09,"Participación en elecciones  de consejereos CODEIPA - ",558230,"   Corporación Nacional de Desarrollo Indigena -     Corporación Nacional de Desarrollo Indígena - "
"ai00260912","PUEBLO DE TICNAMAR, COMUNA DE PUTRE","CARMEN ROSA TUPA HUANCA","AI0025780","CORPORACIÓN NACIONAL DE DESARROLLO INDÍGENA (CONADI)","ai002","Director(a) regional de servicio público",2015-06-09,2015-06-09,"Participar en inauguración plaza pública de la localidad y mesa técnica. - ",20231,"   CONADI - "
"ai00262452","Cayucupil/cañete y Talca","Carlos Leonardo Carvajal Castro","AI0025781","CORPORACIÓN NACIONAL DE DESARROLLO INDÍGENA (CONADI)","ai002","Director(a) regional de servicio público",2015-06-16,2015-06-17,"Participar en encuentro con comunidades indígenas del valle Cayucupil por canales de regadío. Posteriormente se traslada a la ciudad de Talca, con la finalidad de realizar firma de convenio del programa ""Rescate Cultural en Mujeres de Pueblos Originarios de la región de Maule"" - ",20231,"   corporacion nacional de desarrollo indigena - "
"ai00270312","Concepción","Carlos Leonardo Carvajal Castro","AI0025781","CORPORACIÓN NACIONAL DE DESARROLLO INDÍGENA (CONADI)","ai002","Director(a) regional de servicio público",2015-06-01,2015-06-01,"Participar en reunión de gabinete regional sectorial.  Posteriormente asiste a reunión de gabinete regional ampliado en la Intendencia Regional del Biobío - ",20231,"   Corporación nacional de Desarrollo Indígena - "
"ai00270342","Concepción","Carlos Leonardo Carvajal Castro","AI0025781","CORPORACIÓN NACIONAL DE DESARROLLO INDÍGENA (CONADI)","ai002","Director(a) regional de servicio público",2015-06-08,2015-06-08,"Reunión de gabinete sectorial en la Seremi de Desarrollo Social - ",20231,"   Corporación Nacional de Desarrollo Indígena - "
"ai00275022","Tirúa","Carlos Leonardo Carvajal Castro","AI0025781","CORPORACIÓN NACIONAL DE DESARROLLO INDÍGENA (CONADI)","ai002","Director(a) regional de servicio público",2015-06-10,2015-06-10,"Participar en revisión de convenios y reunión preparatoria.  Posteriormente asiste a reunión con mesas territoriales y servicios públicos. - ",20231,"   Corporación Nacional de Desarrollo Indígena - "
"ai00275082","Antiquina y Huentelolén, comuna de Cañete","Carlos Leonardo Carvajal Castro","AI0025781","CORPORACIÓN NACIONAL DE DESARROLLO INDÍGENA (CONADI)","ai002","Director(a) regional de servicio público",2015-06-11,2015-06-11,"Sostener reunión en terreno con comunidades que realizaron toma de terreno en el sector de Antiquina y Huentelolén. - ",20231,"   CORPORACION NACIONAL DE DESARROLLO INDIGENA - "
"ai00275092","Concepción y Los Angeles","Carlos Leonardo Carvajal Castro","AI0025781","CORPORACIÓN NACIONAL DE DESARROLLO INDÍGENA (CONADI)","ai002","Director(a) regional de servicio público",2015-06-12,2015-06-12,"Participar en jornada informativa con servicios relacionados.  Posteriormente participa en reunión con Mesa de Diálogo con ENDESA. - ",20231,"   Corporación nacional de Desarrollo Indígena - "
"ai00275142","Concepción","Carlos Leonardo Carvajal Castro","AI0025781","CORPORACIÓN NACIONAL DE DESARROLLO INDÍGENA (CONADI)","ai002","Director(a) regional de servicio público",2015-06-22,2015-06-22,"Participa en reunión de gabinete sectorial.  Posteriormente asiste a reunión de gabinete ampliado.   Posteriormente asiste a ceremonia de Aniversario de la Fundación COALIVI. - ",20231,"   Corporación Nacional Desarrollo Indigena - "
"ai00344722","Vallenar, Chile","Andrea María Elgueta Olivares","AI0035581","SERVICIO NACIONAL DE LA DISCAPACIDAD (SENADIS)","ai003","Director(a) regional de Atacama",2015-05-08,2015-05-08,"Visita Domiciliaria Sr. Wilson Orellana junto a OPTEC (Proveedor de Prótesis de Extremidad Inferior) y Asistencia a Cierre de Proyecto FONAPI 2014 ejecutado por Agrupación Pro Ayudas a las Personas con Sindrome de Down. - ",37882,"   Servicio Nacional de la Discapacidad - "
"ai00344742","Vallenar, Chile","Andrea María Elgueta Olivares","AI0035581","SERVICIO NACIONAL DE LA DISCAPACIDAD (SENADIS)","ai003","Director(a) regional de Atacama",2015-05-18,2015-05-18,"Asistencia a Comité Técnico de Protección Social de la Provincia de Huasco. - ",37882,"   Servicio Nacional de la Discapacidad - "
"ai00344762","Freirina, Chile","Andrea María Elgueta Olivares","AI0035581","SERVICIO NACIONAL DE LA DISCAPACIDAD (SENADIS)","ai003","Director(a) regional de Atacama",2015-05-27,2015-05-27,"Participar en la Conformación de la Mesa Local del Programa Más Territorio de FOSIS. - ",37882,"   Servicio Nacional de la Discapacidad - "
"ai00346142","Santiago","Alejandro Daniel Pérez Oportus","AI0035589","SERVICIO NACIONAL DE LA DISCAPACIDAD (SENADIS)","ai003","Director(a) regional del Libertador Bernardo Ohiggins",2015-05-12,2015-05-12,"Capacitación firma electrónica. - ",32682,"   Servicio Nacional de la Discapacidad - "
"ai00346172","Santiago","Alejandro Daniel Pérez Oportus","AI0035589","SERVICIO NACIONAL DE LA DISCAPACIDAD (SENADIS)","ai003","Director(a) regional del Libertador Bernardo Ohiggins",2015-05-04,2015-05-04,"Reunión Concurso de Subdirector/a Nacional de Senadis. Definición de candidatos entrevistables. - ",42342,"   Servicio Nacional de la Discapacidad - "
"ai00346242","Santiago","Alejandro Daniel Pérez Oportus","AI0035589","SERVICIO NACIONAL DE LA DISCAPACIDAD (SENADIS)","ai003","Director(a) regional del Libertador Bernardo Ohiggins",2015-05-07,2015-05-07,"Reunión Concurso de Subdirector/a Nacional de Senadis. Entrevistas finales y conformación de nómina - ",44182,"   Servicio Nacional de la Discapacidad - "
"ai00346262","Santiago","Alejandro Daniel Pérez Oportus","AI0035589","SERVICIO NACIONAL DE LA DISCAPACIDAD (SENADIS)","ai003","Director(a) regional del Libertador Bernardo Ohiggins",2015-05-26,2015-05-26,"Audiencia preparatoria caso Hormazábal. - ",44082,"   Senadis - "
"ai00346302","San Fernando","Alejandro Daniel Pérez Oportus","AI0035589","SERVICIO NACIONAL DE LA DISCAPACIDAD (SENADIS)","ai003","Director(a) regional del Libertador Bernardo Ohiggins",2015-05-27,2015-05-27,"Reunión Comité Técnico Regional en Provincia de Colchagua. - ",1200,"   Senadis - "
"ai00346322","San Francisco de Mostazal","Alejandro Daniel Pérez Oportus","AI0035589","SERVICIO NACIONAL DE LA DISCAPACIDAD (SENADIS)","ai003","Director(a) regional del Libertador Bernardo Ohiggins",2015-05-14,2015-05-14,"Lanzamiento de actividad enmarcada en la realización de la Copa América 2015, sede Rancagua. - ",4400,"   Senadis - "
"ai00346352","Lolol","Alejandro Daniel Pérez Oportus","AI0035589","SERVICIO NACIONAL DE LA DISCAPACIDAD (SENADIS)","ai003","Director(a) regional del Libertador Bernardo Ohiggins",2015-05-18,2015-05-18,"Instalación proyecto Folio Nº 06-201-2015 Municipalidad de Lolol, Escuela Octavio Mujica Valenzuela. - ",32602,"   Senadis - "
"ai00346382","Santa Cruz","Alejandro Daniel Pérez Oportus","AI0035589","SERVICIO NACIONAL DE LA DISCAPACIDAD (SENADIS)","ai003","Director(a) regional del Libertador Bernardo Ohiggins",2015-05-28,2015-05-28,"Inauguración de Proyecto de Equinoterapia “Desafiando Límites” en Viña Manent sector Cunaquito y posteriormente reunión con agrupación. - ",31882,"   Senadis - "
"ai00350352","Lebu - Curanilahue","Sandra Lorena Narváez Palacios","AI0035592","SERVICIO NACIONAL DE LA DISCAPACIDAD (SENADIS)","ai003","Directora Regional del Bío Bío",2015-04-29,2015-04-29,"Diálogo de Educación realizado por MINEDUC/SENADIS en Lebu y Reunión mensual de la Red de Discapacidad de la Provincia de Arauco, en Curanilahue. - ",30682,"   Servicio Nacional de la Discapacidad - "
"ai00350662","Los Ángeles","Sandra Lorena Narváez Palacios","AI0035592","SERVICIO NACIONAL DE LA DISCAPACIDAD (SENADIS)","ai003","Directora Regional del Bío Bío",2015-04-30,2015-04-30,"Cuenta Pública Intendente Regional - ",30682,"   Servicio Nacional de la Discapacidad - "
"ai00350682","Los Ángeles","Sandra Lorena Narváez Palacios","AI0035592","SERVICIO NACIONAL DE LA DISCAPACIDAD (SENADIS)","ai003","Directora Regional del Bío Bío",2015-05-05,2015-05-05,"Diálogo de Educación Especial MINDEDUC/SENADIS - ",30682,"   Servicio Nacional de la Discapacidad - "
"ai00350692","Chillán","Sandra Lorena Narváez Palacios","AI0035592","SERVICIO NACIONAL DE LA DISCAPACIDAD (SENADIS)","ai003","Directora Regional del Bío Bío",2015-05-07,2015-05-07,"Diálogo Educación Especial MINEDUC/SENADIS. - ",30682,"   Servicio Nacional de la Discapacidad - "
"ai00350702","Chillán","Sandra Lorena Narváez Palacios","AI0035592","SERVICIO NACIONAL DE LA DISCAPACIDAD (SENADIS)","ai003","Directora Regional del Bío Bío",2015-05-14,2015-05-14,"Charla sobre Ley 20422 a funcionarios del Servicio de Salud Ñuble. - ",30682,"   Servicio Nacional de la Discapacidad - "
"ai00350712","Los Álamos","Sandra Lorena Narváez Palacios","AI0035592","SERVICIO NACIONAL DE LA DISCAPACIDAD (SENADIS)","ai003","Directora Regional del Bío Bío",2015-05-20,2015-05-20,"Jornada de Capacitación Programa de Ayudas Técnicas ChileSolidario e Ingreso Etico Familiar a profesionales de la  provincia de Arauco. - ",30682,"   Servicio Nacional de la Discapacidad - "
"ai00365792","Santiago","Sandra Lorena Narváez Palacios","AI0035592","SERVICIO NACIONAL DE LA DISCAPACIDAD (SENADIS)","ai003","Directora Regional del Bío Bío",2015-05-25,2015-05-25,"Es citada por el nivel central a reunión con Director Nacional y Jefe de personal. - ",249925,"   Servicio Nacional de la Discapacidad. -     Servicio Nacional de la Discapacidad - "
"ai00365812","Negrete","Sandra Lorena Narváez Palacios","AI0035592","SERVICIO NACIONAL DE LA DISCAPACIDAD (SENADIS)","ai003","Directora Regional del Bío Bío",2015-05-26,2015-05-26,"Participa de la reunión del Encuentro Comunal de Negrete. - ",30682,"   Servicio Nacional de la Discapacidad - "
"ai00365822","Yumbel","Sandra Lorena Narváez Palacios","AI0035592","SERVICIO NACIONAL DE LA DISCAPACIDAD (SENADIS)","ai003","Directora Regional del Bío Bío",2015-05-27,2015-05-27,"Se reúne con alcalde y jefes de Deptos. del Municipio de Yumbel. - ",30682,"   Servicio Nacional de la Discapacidad - "
"ai00365902","Chillán","Sandra Lorena Narváez Palacios","AI0035592","SERVICIO NACIONAL DE LA DISCAPACIDAD (SENADIS)","ai003","Directora Regional del Bío Bío",2015-05-28,2015-05-28,"Participa de Jornada de Discapacidad de la Mesa de Trabajo Regional de la Seremi de Salud de Ñuble en Chillán, Ceremonia de Certificación Yo Trabajo Inclusión de FOSIS en Chillán Viejo y posterior inauguración de Proyecto adjudicado por PERSEVERA, financiado por los fondos DESCÚBREME, en Chillán. - ",30682,"   Servicio Nacional de la Discapacidad - "
"ai00365922","Lebu","Sandra Lorena Narváez Palacios","AI0035592","SERVICIO NACIONAL DE LA DISCAPACIDAD (SENADIS)","ai003","Directora Regional del Bío Bío",2015-06-09,2015-06-09,"Difusión Bases FONAPI 2015, provincia de Arauco, en Lebu. - ",30682,"   Servicio Nacional de la Discapacidad - "
"ai00365942","Chillán","Sandra Lorena Narváez Palacios","AI0035592","SERVICIO NACIONAL DE LA DISCAPACIDAD (SENADIS)","ai003","Directora Regional del Bío Bío",2015-06-15,2015-06-15,"Difusión FONAPI 2015 Provincia de Ñuble, en Chillán. - ",30682,"   Servicio Nacional de la Discapacidad - "
"ai00365962","Tomé - Chillán","Sandra Lorena Narváez Palacios","AI0035592","SERVICIO NACIONAL DE LA DISCAPACIDAD (SENADIS)","ai003","Directora Regional del Bío Bío",2015-06-18,2015-06-18,"Inauguración Proyectos de Atención Temprana:  Junji, Integra y CEPAS,  y posterior Exposición de la Ley 20.422 a funcionarios del Servicio de Salud Ñuble, en Chillán. - ",30682,"   Servicio Nacional de la Discapacidad. - "
"ai00369152","Machalí","Alejandro Daniel Pérez Oportus","AI0035589","SERVICIO NACIONAL DE LA DISCAPACIDAD (SENADIS)","ai003","Director(a) regional del Libertador Bernardo Ohiggins",2015-05-30,2015-05-30,"Inauguración del Proyecto ""Natación y Basquetball Terapeutico pra Personas con Capacidades Diferentes"", en piscina temperada H2O - ",0,"   S/I - "
"ai00369222","Requinoa","Alejandro Daniel Pérez Oportus","AI0035589","SERVICIO NACIONAL DE LA DISCAPACIDAD (SENADIS)","ai003","Director(a) regional del Libertador Bernardo Ohiggins",2015-06-09,2015-06-09,"Gabinete Regional Ampliado en Monasterio Celeste - ",1200,"   Servicio Nacional de la Discapacidad - "
"ai00369232","Santiago","Alejandro Daniel Pérez Oportus","AI0035589","SERVICIO NACIONAL DE LA DISCAPACIDAD (SENADIS)","ai003","Director(a) regional del Libertador Bernardo Ohiggins",2015-06-10,2015-06-10,"Entrevista Comité de Selección Profesional D.R. OHiggins - ",48682,"   Servicio Nacional de la Discapacidad -     Senadis - "
"ai00369522","San Francisco de Mostazal","Alejandro Daniel Pérez Oportus","AI0035589","SERVICIO NACIONAL DE LA DISCAPACIDAD (SENADIS)","ai003","Director(a) regional del Libertador Bernardo Ohiggins",2015-06-24,2015-06-24,"Cierre de actividad enmarcadas en la realización de la Copa América 2015, sede Rancagua - ",4400,"   Servicio Nacional de la Discapacidad - "
"ai00369532","Doñihue","Alejandro Daniel Pérez Oportus","AI0035589","SERVICIO NACIONAL DE LA DISCAPACIDAD (SENADIS)","ai003","Director(a) regional del Libertador Bernardo Ohiggins",2015-06-15,2015-06-15,"Visita terreno con Seremi de Trabajo - ",0,"   Servicio Nacional de la Discapacidad - "
