"codigoViaje","destino","pasivo","codigoPasivo","organismo","IdOrPortal","cargo","fechaInicio","fechaTermino","descripcion","costo","financistas"
"ag001292","Puerto Montt","Rodolfo Andrés Baier Esteban","AG00116","SUBSECRETARIA GENERAL DE GOBIERNO","ag001","Subsecretario(a)",2014-12-05,2014-12-06,"Ceremonia Finnalizacion Actividades Consejo de Desarrollo Vecinal, del Fondo de Iniciativas Locales del Ministerio, participación en Ferian Informativa ""Osorno para todos y todas"", Diálogos Ciudadanos ""Paticipación y Gestión"" , encuentro Junta de Vecinos N° 31, entrevista medios locales y Punto de Prensa, Certificación Taller Unión Comunal Che Newen proyecto del Fondo de Iniciativas Locales del Ministerio. - ",286007,"   Ministerio Secretaría General de Gobierno - "
"ag001772","Valparaíso, Chile","Álvaro Antonio Elizalde Soto","AG00115","SUBSECRETARIA GENERAL DE GOBIERNO","ag001","Ministro(a)",2014-12-16,2014-12-16,"Reunión en el Congreso - ",40827,"   Ministerio Secretaria General de Gobierno - "
"ag001782","Valparaíso, Chile","Álvaro Antonio Elizalde Soto","AG00115","SUBSECRETARIA GENERAL DE GOBIERNO","ag001","Ministro(a)",2014-12-17,2014-12-17,"Sesión, Comisión - ",40827,"   Ministerio Secretaria General de Gobierno - "
"ag001842","Puerto Montt","Rodolfo Andrés Baier Esteban","AG00116","SUBSECRETARIA GENERAL DE GOBIERNO","ag001","Subsecretario(a)",2014-12-15,2014-12-16,"Exposición en Taller del Ministerio de Salud sobre Comunicaciones y Políticas a Directores Nacionales del Ministerio, además de entrevistas en diferentes medios de prensa escrita y radio - ",312421,"   Ministerio Secretaria General de Gobierno - "
"ah001102","San Fernando","Luis Felipe Céspedes Cifuentes","AH00178","SUBSECRETARÍA DE ECONOMÍA","ah001","Ministro de Economía, Fomento y Turismo",2014-11-28,2014-11-28,"Participar en el Consejo Consultivo de Empresas de Menor Tamaño - ",4200,"   Ministerio de Economía - "
"ah0011082","PUNTA ARENAS","Luis Felipe Céspedes Cifuentes","AH00178","SUBSECRETARÍA DE ECONOMÍA","ah001","Ministro de Economía, Fomento y Turismo",2014-12-18,2014-12-19,"DIFUSIÓN DE LA AGENDA DE PRODUCTIVIDAD, REFORMA TRIBUTARIA Y PLAN DE REACTIVACIÓN ECONÓMICA. - ",134807,"   SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMAÑO - "
"ah0011092","VI REGIÓN, COMUNA OLIVAR","Luis Felipe Céspedes Cifuentes","AH00178","SUBSECRETARÍA DE ECONOMÍA","ah001","Ministro de Economía, Fomento y Turismo",2014-12-17,2014-12-17,"ACOMPAÑA A S.E. LA PRESIDENTA DE LA REPÚBLICA EN UNA REUNIÓN-ALMUERZO DEL GABINETE ECONOMICO - ",0,"   PRESIDENCIA - "
"ah0011102","TALCAHUANO","Luis Felipe Céspedes Cifuentes","AH00178","SUBSECRETARÍA DE ECONOMÍA","ah001","Ministro de Economía, Fomento y Turismo",2014-12-03,2014-12-03,"ACOMPAÑAR A S.E. LA PRESIDENTA DE LA REPÚBLICA EN VISITA A LAS COMUNAS DE TALCAHUANO, PENCO Y LEBU. - ",0,"   PRESIDENCIA - "
"ah0011382","Con-cón","Luis Felipe Céspedes Cifuentes","AH00178","SUBSECRETARÍA DE ECONOMÍA","ah001","Ministro de Economía, Fomento y Turismo",2014-12-29,2014-12-29,"Entrega de recursos para la pesca artesanal - ",39000,"   SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMAÑO - "
"ah0011662","PUERTO MONTT","Luis Felipe Céspedes Cifuentes","AH00178","SUBSECRETARÍA DE ECONOMÍA","ah001","Ministro de Economía, Fomento y Turismo",2014-12-30,2014-12-30,"ACOMPAÑA A S.E. LA PRESIDENTA DE LA REPÚBLICA EN SU VISITA A LA CIUDAD DE PUERTO MONTT - ",0,"   0 - "
"ah001312","Valdivia","Luis Felipe Céspedes Cifuentes","AH00178","SUBSECRETARÍA DE ECONOMÍA","ah001","Ministro de Economía, Fomento y Turismo",2014-12-04,2014-12-05,"Difusión de la Agenda de la Productividad, Reforma Tributaria y planes de reactivación económica. - ",135000,"   SUBECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMAÑO - "
"ah001512","Valparaíso","Luis Felipe Céspedes Cifuentes","AH00178","SUBSECRETARÍA DE ECONOMÍA","ah001","Ministro de Economía, Fomento y Turismo",2014-12-10,2014-12-10,"Asistir a la Comisión de Constitución de la Cámara de diputados. Reunión con Senadores - ",39158,"   Subsecretaría de Economía y Empresas de Menor Tamaño - "
"ah001882","Valparaiso","KATIA  TRUSICH ORTIZ ","AH001101","SUBSECRETARÍA DE ECONOMÍA","ah001","Subsecretario(a)",2014-12-10,2014-12-10,"Cesion del Congreso Nacional - ",47627,"   Subsecretaria de Economia y Empresa de Menor Tamaño - "
"ah001892","Valdivia","KATIA  TRUSICH ORTIZ ","AH001101","SUBSECRETARÍA DE ECONOMÍA","ah001","Subsecretario(a)",2014-12-15,2014-12-16,"Seminario sobre Responsabilidad Social - ",359736,"   Subsecretaria de Economia y Empresa de Menor Tamaño - "
"ah0021302","Santiago","Raúl Súnico Galdames","AH002171","SUBSECRETARÍA DE PESCA","ah002","Subsecretario(a)",2014-12-01,2014-12-01,"Diversas reuniones de trabajo con: 1.- Diputado Insunza, 2.- Subsecretario del Interior, 3.- Ministro de Economía, Alcaldesa de Tomé y trabajadores empresa Camanchaca S.A. - ",40828,"   Subsecretaria de Pesca y Acuicultura - "
"ah0021332","Concepción","Raúl Súnico Galdames","AH002171","SUBSECRETARÍA DE PESCA","ah002","Subsecretario(a)",2014-12-02,2014-12-02,"Reuniones con Organizaciones de Pescadores Artesanales de Provincia de Concepción y Arauco - ",143000,"   subsecretaria de pesca y acuicultura - "
"ah0021372","Santiago","Raúl Súnico Galdames","AH002171","SUBSECRETARÍA DE PESCA","ah002","Subsecretario(a)",2014-12-05,2014-12-05,"Reunión en La Moneda - ",40828,"   Subsecretaria de Pesca y Acuicultura - "
"ah0021392","Santiago","Raúl Súnico Galdames","AH002171","SUBSECRETARÍA DE PESCA","ah002","Subsecretario(a)",2014-12-12,2014-12-12,"Reunión Ministerio del Interior, Subsecretaría del Interior, y Reunión con Maractivo - ",40828,"   Subsecretaria de pesca y acuicultura - "
"ah0021422","santiago","Raúl Súnico Galdames","AH002171","SUBSECRETARÍA DE PESCA","ah002","Subsecretario(a)",2014-12-16,2014-12-16,"Reunión Palacio de La Moneda - ",40828,"   subsecretaria de pesca y acuicultura - "
"ah0023432","santiago","Raúl Súnico Galdames","AH002171","SUBSECRETARÍA DE PESCA","ah002","Subsecretario(a)",2014-12-23,2014-12-23,"Reunión con Ministro de Economía y Subsecretario, tema Relaves mineros - ",40828,"   Subsecretaría de Pesca y Acuicultura - "
"ah01172","Concepción, Chile","Javiera Montes Cruz","AH011212","SUBSECRETARÍA DE TURISMO","ah011","Subsecretario(a)",2014-12-01,2014-12-01,"Encabeza Seminario Nacional “Patrimonio Ferroviario y propuestas para su revalorización turística”, junto con el Intendente de la Región del Bíobío, Rodrigo Díaz y el presidente del directorio Grupo EFE, Jorge Inostroza.  Encabeza constitución del Comité de Seremis del Turismo en la Región del Biobío, junto con el Intendente de la Región del Biobío, Rodrigo Díaz. - ",246172,"   Subsecretaría de Turismo - "
"ah011742","Coquimbo, Chile","Javiera Montes Cruz","AH011212","SUBSECRETARÍA DE TURISMO","ah011","Subsecretario(a)",2014-12-14,2014-12-15,"Encabeza constitución de Comité de seremis del turismo. Participa en el lanzamiento de la temporada de verano en la Región de Coquimbo. Asiste a seminario sobre turismo astronómico. - ",248743,"   Subsecretaría de Turismo - "
"ai0072012","Viña del Mar","María Fernanda Villegas Acevedo","AI007222","SUBSECRETARIA DE EVALUACIÓN SOCIAL","ai007","Ministro(a)",2014-11-28,2014-11-28,"Encuentro  nacional de Consejales de Chile - ",38516,"   Subsecretaría de Evaluación Social - "
"ai0072022","Viña del Mar","María Fernanda Villegas Acevedo","AI007222","SUBSECRETARIA DE EVALUACIÓN SOCIAL","ai007","Ministro(a)",2014-12-04,2014-12-04,"Campaña Festival Viña Inclusivo - ",40828,"   Subsecretaría de Evaluación Social - "
"ai0072032","Iquique","María Fernanda Villegas Acevedo","AI007222","SUBSECRETARIA DE EVALUACIÓN SOCIAL","ai007","Ministro(a)",2014-12-06,2014-12-06,"Inauguración Feria Expo FOSIS y diálogo  ciudadano - ",40828,"   Subsecretaría de Evaluación Social - "
"ai0072042","Valparaíso","María Fernanda Villegas Acevedo","AI007222","SUBSECRETARIA DE EVALUACIÓN SOCIAL","ai007","Ministro(a)",2014-12-10,2014-12-10,"Actividad en el marco  del mes de la inclusión  y sesión especial Cámara de Diputados - ",40828,"   Subsecretaría de Evaluación Social - "
"ai0072052","Valparaíso","María Fernanda Villegas Acevedo","AI007222","SUBSECRETARIA DE EVALUACIÓN SOCIAL","ai007","Ministro(a)",2014-12-12,2014-12-12,"Cierre programa  reemprende FOSIS V región - ",40828,"   Subsecretaría de Evaluación Social - "
"ai0072062","Valparaíso","María Fernanda Villegas Acevedo","AI007222","SUBSECRETARIA DE EVALUACIÓN SOCIAL","ai007","Ministro(a)",2014-12-17,2014-12-17,"Citación  comisión  bicameral - ",40828,"   Subsecretaría de Evaluación Social - "
"ai0072072","Rancagua - Graneros - Machali","María Fernanda Villegas Acevedo","AI007222","SUBSECRETARIA DE EVALUACIÓN SOCIAL","ai007","Ministro(a)",2014-12-18,2014-12-18,"Programa abriendo caminos  -  programa  calle - encuentro con familias beneficiarias - ",40828,"   Subsecretaría de Evaluación Social - "
"ai0072082","Coyhaique","María Fernanda Villegas Acevedo","AI007222","SUBSECRETARIA DE EVALUACIÓN SOCIAL","ai007","Ministro(a)",2014-12-20,2014-12-21,"Diálogos ciudadanos - cierre entrega subsidios  FOSIS calefacción - entrega subsidios para apotreramiento de predios - ",142897,"   Subsecretaría de Evaluación Social - "
"ai008262","Paris, Francia","Juan Eduardo Faúndez Molina","AI008132","SUBSECRETARIA DE SERVICIOS SOCIALES","ai008","Subsecretario(a)",2014-11-29,2014-12-04,"OECD High Level Policy Forum on Migration 2014 - ",8313,"   Subsecretaria de Servicios Sociales - "
"aj0011222","VALPARAISO","Valentina Karina Quiroga Canahuate","AJ00143","SUBSECRETARÍA DE EDUCACIÓN","aj001","Subsecretaria",2014-11-28,2014-11-28,"VIAJA A VALPARAISO A  LA INAUGURACIÓN DE LA NUEVA MUESTRA PERMANENTE DEL MUSEO HISTÓRICO NACIONAL DE VALPARAISO. - ",0,"   MINISTERIO DE EDUCACION - "
"aj0011272","TALCA","Valentina Karina Quiroga Canahuate","AJ00143","SUBSECRETARÍA DE EDUCACIÓN","aj001","Subsecretaria",2014-12-04,2014-12-04,"VIAJA A LA ESCUELA ABELARDO MUÑOZ, LANZAMIENTO FEP Y VISITA A SECREDUC A LA ENTREGA DE RECONOCIMIENTO A FUNCIONARIOS CON AÑOS DE SERVICIO. - ",0,"   SECREDUC FINANCIA LOS GASTOS DE ALIMENTACION - "
"aj0013952","VALPARAÍSO","Nicolás Eyzaguirre Guzmán","AJ00141","SUBSECRETARÍA DE EDUCACIÓN","aj001","Ministro ",2014-12-16,2014-12-16,"TRASLADO AL CONGRESO NACIONAL CON EL FIN DE ASISTIR A LAS SESIONES DE DISCUSIÓN Y VOTACIÓN DE LOS PROYECTOS DE LEY DE LA REFORMA EDUCACIONAL - ",40828,"   MINISTERIO DE EDUCACIÓN - "
"aj0013962","VALPARAÍSO","Nicolás Eyzaguirre Guzmán","AJ00141","SUBSECRETARÍA DE EDUCACIÓN","aj001","Ministro ",2014-12-17,2014-12-18,"TRASLADO AL CONGRESO NACIONAL CON EL FIN DE ASISTIR A LAS DISCUSIONES Y VOTACIONES DE LOS PROYECTOS DE LEY SOBRE LA REFORMA EDUCACIONAL - ",142897,"   MINISTERIO DE EDUCACIÓN - "
"aj001862","VALPARAISO","Nicolás Eyzaguirre Guzmán","AJ00141","SUBSECRETARÍA DE EDUCACIÓN","aj001","Ministro ",2014-12-09,2014-12-10,"MINISTRO DE EDUCACIÓN ASISTE A LAS DISTINTAS SESIONES  DE LAS COMISIONES DE EDUCACIÓN DE LA CÁMARA Y EL SENADO, PARA DISCUTIR Y VOTAR LOS PROYECTOS DE LEY SOBRE REFORMA EDUCACIONAL. - ",142897,"   MINISTERIO DE EDUCACION - "
"ak0011352","RANCAGUA","Marcelo Albornoz Serrano","AK001689","SUBSECRETARÍA DE JUSTICIA","ak001","Subsecretario(a)",2014-12-02,2014-12-02,"ASISTENCIA A LA ""IV JORNADAS DE DERECHO PENAL"" DE RANCAGUA, INSTANCIA DE DEBATE JURÍDICO QUE ORGANIZÓ LA CORTE DE APELACIONES DE RANCAGUA, LA FISCALÍA REGIONAL, LA SEREMI DE JUSTICIA Y LAS ASOCIACIONES NACIONAL Y REGIONAL DE MAGISTRADOS. - ",40848,"   Subsecretaría de Justicia - "
"al0011192","Valparaíso","Francisco Javier Diaz Verdugo","AL001199","SUBSECRETARÍA DEL TRABAJO","al001","Subsecretario del Trabajo",2014-12-09,2014-12-09,"Reunión Congreso - ",70827,"   Subsecretaría del Trabajo - "
"al0011202","Puerto Montt","Francisco Javier Diaz Verdugo","AL001199","SUBSECRETARÍA DEL TRABAJO","al001","Subsecretario del Trabajo",2014-12-16,2014-12-16,"Reunión mesa técnica salmón. - ",365354,"   Subsecretaría del Trabajo - "
"al001492","Valparaíso, Chile","Javiera Blanco Suarez","AL001193","SUBSECRETARÍA DEL TRABAJO","al001","Ministra del Trabajo y Previsión Social",2014-12-10,2014-12-10,"Asistencia a la Comisión de Trabajo y Previsión Social del Senado. - ",30330,"   Subsecretaría del Trabajo - "
"al001812","Valparaíso, Chile","Javiera Blanco Suarez","AL001193","SUBSECRETARÍA DEL TRABAJO","al001","Ministra del Trabajo y Previsión Social",2014-12-17,2014-12-17,"Asistencia a la Comisión de Hacienda de la Cámara de Diputados. - ",29830,"   Subsecretaría del Trabajo - "
"al002172","Iquique","Marcos Barraza Gómez","AL002217","SUBSECRETARÍA DE PREVISIÓN SOCIAL","al002","Subsecretario de Previsión Social",2014-12-01,2014-12-02,"Seminario Estudios Implementación de Normativa Trabajo en Altura, Organizado Ministerio de Salud. - ",351483,"   Subsecretaria de Prevision Social -     Subsecteraria de Prevision Social - "
"al002232","La Serena","Marcos Barraza Gómez","AL002217","SUBSECRETARÍA DE PREVISIÓN SOCIAL","al002","Subsecretario de Previsión Social",2014-12-04,2014-12-05,"2° Taller Política Nacional Seguridad Salud en el Trabajo La Serena - ",312678,"   SPS - "
"am0011442","Copiapo,Chile","Sergio Galilea Ocon","AM001210","SUBSECRETARÍA DE OBRAS PÚBLICAS","am001","Subsecretario de Obras Públicas",2014-12-11,2014-12-12,"Reuniones con Autoridades de la Región, Programa de Caminos Básicos - ",309483,"   Ministerio de Obras Públicas, Subsecretaria - "
"am0011452","Arica, Chile","Sergio Galilea Ocon","AM001210","SUBSECRETARÍA DE OBRAS PÚBLICAS","am001","Subsecretario de Obras Públicas",2014-12-16,2014-12-17,"Reunión con autoridades de la región, Programa Caminos Básicos - ",482103,"   Ministerio de Obras Públicas, Subsecretaria -     Ministerio de Obras Públicas , Subsecretaria - "
"am0011462","Temuco,Chile","Sergio Galilea Ocon","AM001210","SUBSECRETARÍA DE OBRAS PÚBLICAS","am001","Subsecretario de Obras Públicas",2014-12-26,2014-12-26,"Reunión con Autoridades de la Región y Programa de Caminos Básicos de la Región. - ",295704,"   Ministerio de Obras Públicas, Subsecretaria - "
"am0011732","Cuesta La Dormida, V Región de Valparaíso.","Alberto Undurraga Vicuña","AM001197","SUBSECRETARÍA DE OBRAS PÚBLICAS","am001","Ministro de Obras Públicas",2014-12-05,2014-12-05,"Nota de prensa TVN - ",40828,"   Ministerio Obras Públicas - "
"am0011742","Puerto Montt y Chiloé, X Región de Los Lagos.","Alberto Undurraga Vicuña","AM001197","SUBSECRETARÍA DE OBRAS PÚBLICAS","am001","Ministro de Obras Públicas",2014-12-04,2014-12-04,"Sobre vuelo Chacao y Calbuco, y recibimiento de la plataforma para hacer los sondajes y mediciones del fondo marino para la construcción del Puente Chacao. - ",551763,"   Ministerio de Obras Pública -     Ministerio Obras Públicas - "
"am0011752","Quintay y Valparaíso, V Región de Valparaíso.","Alberto Undurraga Vicuña","AM001197","SUBSECRETARÍA DE OBRAS PÚBLICAS","am001","Ministro de Obras Públicas",2014-12-16,2014-12-16,"Inauguración Caleta de Quintay, etapa II. Reuniones Congreso Nacional - Cámara Diputados. - ",40828,"   Ministerio Obras Públicas - "
"am0011762","Valparaíso, V Región de Valparaíso.","Alberto Undurraga Vicuña","AM001197","SUBSECRETARÍA DE OBRAS PÚBLICAS","am001","Ministro de Obras Públicas",2014-12-17,2014-12-17,"Reuniones Congreso Nacional - Cámara Diputados. - ",40828,"   Ministerio Obras Públicas - "
"am0011772","Purén- Lumaco - Angol y Villarrica, Pucón /  IX Región de La Araucanía.","Alberto Undurraga Vicuña","AM001197","SUBSECRETARÍA DE OBRAS PÚBLICAS","am001","Ministro de Obras Públicas",2014-12-19,2014-12-20,"Purén : reunión con Parlamentarios y alcalde Purén para revisar estado de obras de la comuna.  Visita inspectiva tercera etapa camino Purén Lumaco Reunión comunitaria y Parlamentarios para anuncio estudios pavimentación acceso  Parque Nacional Nahuelbuta, en Angol. Inauguración playa artificial Pucará, en Villarrica. - ",904539,"   Ministerio de Obras Públicas - "
"an001272","Mantagua - Región de Valparaíso","Cristian Andrés Bowen Garfias","AN00169","SUBSECRETARIA DE TRANSPORTES","an001","Subsecretario de Transportes",2014-12-03,2014-12-03,"Asiste Encuentro de Encargados Regionales de la División de Transporte Público Regional - ",0,"   Subsecretaría de Transportes - "
"an001692","Rancagua","Andrés Gómez - Lobo Echenique","AN00170","SUBSECRETARIA DE TRANSPORTES","an001","Ministro de Transportes",2014-12-11,2014-12-11,"Funcionamiento 4G y visita UOCT - ",63127,"   Subsecretaria de Transporte - "
"an001722","Valparaíso","Cristian Andrés Bowen Garfias","AN00169","SUBSECRETARIA DE TRANSPORTES","an001","Subsecretario de Transportes",2014-12-11,2014-12-11,"Dar a conocer Plan de Reconstrucción de Valparaíso en medidas de gestión de tránsito tales como señalización, demarcación, pavimentación y paradas de transporte público, entre otras, en cuatro ejes viales de la zona afectada. -   Reunión con equipo de Seremitt V Región - ",40827,"   Subsecretaría de Transportes - "
"an001822","Valparaíso","Andrés Gómez - Lobo Echenique","AN00170","SUBSECRETARIA DE TRANSPORTES","an001","Ministro de Transportes",2014-11-28,2014-11-28,"Presentación plan recuperación ascensores Valparaíso, actividad con la Presidenta de la República - ",75752,"   Subsecretaria de Transportes -     Subsecretaría de transportes -     Subsecretaria de Transporte - "
"an002242","Concepción, Chile","PEDRO MARIANO HUICHALAF ROA","AN00228","SUBSECRETARÍA DE TELECOMUNICACIONES","an002","Subsecretario(a)",2014-12-04,2014-12-04,"Invitación de la Universidad de Concepción, Centro de Optica y Fotónica, para dar charla sobre el Desarrollo Digital en Chile a los alumnos. - ",50000,"   UNIVERSIDAD DE CONCEPCIÓN - "
"an002342","Valparaíso","PEDRO MARIANO HUICHALAF ROA","AN00228","SUBSECRETARÍA DE TELECOMUNICACIONES","an002","Subsecretario(a)",2014-12-09,2014-12-09,"Citación de la Comisión de Transportes y Telecomunicaciones del Senado - ",15000,"   Subtel - "
"an002352","Rancagua","PEDRO MARIANO HUICHALAF ROA","AN00228","SUBSECRETARÍA DE TELECOMUNICACIONES","an002","Subsecretario(a)",2014-12-11,2014-12-11,"Invitación a experiencia red 4G LTE de Entel - ",27000,"   Subtel - "
"an00282","La Serena","PEDRO MARIANO HUICHALAF ROA","AN00228","SUBSECRETARÍA DE TELECOMUNICACIONES","an002","Subsecretario(a)",2014-12-01,2014-12-02,"Inaguración antena Tulahuén - ",205000,"   SUBTEL -     SUBTEL. Viático Subsecretario - "
"an002912","Región de Los Lagos","PEDRO MARIANO HUICHALAF ROA","AN00228","SUBSECRETARÍA DE TELECOMUNICACIONES","an002","Subsecretario(a)",2014-12-21,2014-12-22,"Inauguración Wi-Fi 2.6 - ",166686,"   SUBTEL - "
"ao0011062","VI REGION","Helia Molina Milman","AO001632","SUBSECRETARÍA DE SALUD PÚBLICA ","ao001","Ministra",2014-12-22,2014-12-22,"AGENDA MINISTRA DE SALUD RANCAGUA LUNES 22 DE DICIEMBRE                                                                          LUNES 22 DE DICIEMBRE HORA ACTIVIDAD 10:00  Entrega de 6 ambulancias al GORE. Lugar: Hospital de Pichidegua. 10:30 Punto de prensa 11:15 Inauguración Centro Comunitario Inclusivo de Promoción de la Salud. CESFAM Las Cabras. 12:00 Punto de prensa 13:30 Almuerzo. Lugar por confirmar 16:00 Presentación campaña ciudadana “UN NOMBRE PARA NUESTRO                                     HOSPITAL REGIONAL”. Lugar: Acceso Urgencia nuevo Hospital Regional. 16:30 Recorrido nuevo Hospital Regional. 16:45 Punto de prensa 17:30 Término de visita - ",0,"   SUBSECRETARIA DE SALUD PUBLICA - "
"ao0011072","Valparaíso","Helia Molina Milman","AO001632","SUBSECRETARÍA DE SALUD PÚBLICA ","ao001","Ministra",2014-12-09,2014-12-09,"reunión de trabajo con Parlamentarios en el Congreso  e inauguración de la Clínica de Reproducción de Alta Complejidad en la Universidad de Valparaíso. - ",0,"   Subsecretaría de Salud - "
"ao0011212","Libertador Bernardo O´Higgins-San Vicente de Tagua-Tagua","Helia Molina Milman","AO001632","SUBSECRETARÍA DE SALUD PÚBLICA ","ao001","Ministra",2014-12-18,2014-12-18,"Comunas de San Vicente de Tagua Tagua, Olivar, Rancagua  Jueves 18 de diciembre de 2014   10:30 horas Presentación Comitiva (Helipuerto Cancillería).  10:50 horas Despegue helicóptero Presidencial con destino  San Vicente de Tagua Tagua.    11:50 horas Llegada helicóptero Presidencial a Estadio Municipal de San Vicente de Tagua Tagua.  La Primera Mandataria es recibida por la Intendenta de la Región de O´Higgins, Sra. Morín Contreras.  • Traslado a CESFAM San Vicente de Tagua Tagua.  12:00 horas Llegada de S.E. la Presidenta de la República a CESFAM San Vicente de Tagua Tagua.  (Av. Central 460, comuna de San Vicente de Tagua Tagua)  La Primera Mandataria es recibida por la Ministra de Salud, Sra. Helia Molina; por la Directora del CESFAM, Sra. Pilar Planet y por el Alcalde de la comuna de San Vicente de Tagua Tagua, Sr. Jaime González.    Programa:                                   13:00 horas Término actividad.   • Traslado a comuna de Olivar. 13:50 horas Llegada a Centro de Eventos Molen comuna de Olivar.   (Ruta H-40 s/n, sector Olivar Bajo, Camino Coinco)    La Primera Mandataria es recibida por el Ministro de Economía,  Sr. Luis Felipe Céspedes y por el Seremi de Gobierno, Sr. Mauricio Valderrama.      Programa:            14:50 horas Término actividad.  • S.E. La Presidenta de la República junto a las autoridades se dirige a los jardines del Centro de Eventos, donde se realizará Entrega de Informe Universidad Regional.   Programa:               15:15 horas Término actividad  • Traslado a comuna de Rancagua. 15:45 horas Llegada de  S.E. la Presidenta de la República a Museo Regional de Rancagua, “Casa del Ochavo”.   (Estado 685 comuna de Rancagua)   La Primera Mandataria es recibida por el Director del Museo Regional, Sr. Mario Henríquez; por el Presidente del Directorio de la Comisión Gaudí, Sr. Gonzalo Díaz y  por el integrante del directorio de la Comisión Gaudí, Monseñor Alejandro Goic.      Programa: - ",0,"   Subsecretaría de Salud - "
"ao0011292","IQUIQUE","Jaime Burrows Oyarzún","AO001635","SUBSECRETARÍA DE SALUD PÚBLICA ","ao001","Subsecretario de Salud Pública",2014-12-01,2014-12-02,"INAUGURACIÓN /  SEMINARIO SALUD OCUPACIONAL ESTUDIOS Y EXPERIENCIAS REFERENTES A LA IMPLEMENTACION DE LA NORMATIVA  DE EXPOSICION - ",330000,"   SUBSECRETARIA DE SALUD PUBLICA - "
"ao0011322","PUERTO VARAS","Jaime Burrows Oyarzún","AO001635","SUBSECRETARÍA DE SALUD PÚBLICA ","ao001","Subsecretario de Salud Pública",2014-12-15,2014-12-16,"REUNIÓN NACIONAL DE DIRECTIVOS DE SALUD - ",238000,"   SUBSECRETARIA DE SALUD PUBLICA - "
"ao0011992","ANGOL","Helia Molina Milman","AO001632","SUBSECRETARÍA DE SALUD PÚBLICA ","ao001","Ministra",2014-12-26,2014-12-26,"Fecha: 26 de diciembre de 2014  Programa   09:20 Llegada a aeropuerto Carriel Sur de Concepción. 11:30 Visita Hospital de Angol. 12:00 Reunión con representantes de los gremios de Salud. 12:30 Entrega de ambulancias y camionetas para la red de Salud Araucanía Norte (Plaza Las 7 Fundaciones, Angol). 14:00 Punto de Prensa (Plaza Las 7 Fundaciones). 14:15 Reunión Almuerzo con alcaldes y autoridades regionales. 15:30 Vista Cesfam Alemania, terreno donde se construirá futuro Cesfam y SAR. 16:30 Reunión con Mesa Territorial de Salud Mapuche Provincia Malleco. 17:30 Retorno Santiago vía Concepción. - ",204656,"   SUBSECRETARIA SALUD PUBLICA - "
"ao0012002","Puerto Varas","Angélica Verdugo Sobral","AO001766","SUBSECRETARÍA DE SALUD PÚBLICA ","ao001","Subsecretaria de Redes Asistenciales - SRA",2014-12-14,2014-12-16,"Jornada Directivos Servicios de Salud y Seremis de Salud - ",204656,"   Subsecretaria de Redes Asistenciales - "
